time,voltageSource.pin_p.reference.gamma,inductor.i.im,inductor.i.re
0.042,0.01108380278,0.08459185724,0.0007156391322
0.043,0.01161787981,0.08663529556,0.0007506311911
0.044,0.01216452321,0.0886808308,0.0007864941933
0.045,0.01272373299,0.09072851091,0.0008232362931
0.046,0.01329550914,0.09277838201,0.000860862256
0.047,0.01387985165,0.09483049907,0.0008993689518
0.048,0.01447676054,0.09688491382,0.0009387608292
0.049,0.0150862358,0.09894167819,0.0009790423731
0.05,0.01570827743,0.1010008443,0.001020218105
0.051,0.01634288543,0.1030624646,0.001062292581
0.052,0.0169900598,0.1051265916,0.001105270397
0.053,0.01764980054,0.1071932782,0.001149156182
0.054,0.01832210765,0.1092625773,0.001193954602
0.055,0.01900698113,0.1113345423,0.001239670361
0.056,0.01970442098,0.1134092266,0.001286308197
0.057,0.0204144272,0.1154866839,0.001333872885
0.058,0.0211369998,0.1175669681,0.001382369239
0.059,0.02187213876,0.1196501333,0.001431802104
0.06,0.0226198441,0.1217362339,0.001482176367
0.061,0.0233801158,0.1238253245,0.001533496947
0.062,0.02415295388,0.1259174599,0.001585768802
0.063,0.02493835832,0.128012695,0.001638996924
0.064,0.02573632914,0.1301110851,0.001693186344
0.065,0.02654686633,0.1322126857,0.001748342127
0.066,0.02736996989,0.1343175524,0.001804469375
0.067,0.02820563982,0.1364257411,0.001861573228
0.068,0.02905387612,0.1385373079,0.001919658859
0.069,0.02991467879,0.1406523091,0.00197873148
0.07,0.03078804783,0.1427708014,0.00203879634
0.071,0.03167398324,0.1448928414,0.00209985872
0.072,0.03257248502,0.1470184861,0.002161923942
0.073,0.03348355317,0.1491478036,0.002225006091
0.074,0.0344071877,0.1512808661,0.002289130582
0.075,0.03534338859,0.1534176887,0.002354273056
0.076,0.03629215586,0.155558334,0.002420442254
0.077,0.03725348949,0.1577028647,0.002487646876
0.078,0.0382273895,0.1598513436,0.002555895584
0.079,0.03921385587,0.1620038334,0.002625197
0.08,0.04021288862,0.164160397,0.002695559707
0.081,0.04122448774,0.1663210972,0.002766992249
0.082,0.04224865323,0.1684859969,0.002839503129
0.083,0.04328538509,0.170655159,0.002913100813
0.084,0.04433468332,0.1728286466,0.002987793728
0.085,0.04539654792,0.1750065228,0.003063590258
0.086,0.04647097889,0.1771888505,0.003140498753
0.087,0.04755797623,0.1793756929,0.003218527519
0.088,0.04865753994,0.1815671132,0.003297684826
0.089,0.04976967002,0.1837631746,0.003377978902
0.09,0.05089436647,0.1859639403,0.003459417939
0.091,0.0520316293,0.1881694737,0.003542010087
0.092,0.05318145849,0.1903798381,0.003625763459
0.093,0.05434385406,0.1925950969,0.003710686125
0.094,0.05551881599,0.1948153135,0.00379678612
0.095,0.0567063443,0.1970405514,0.003884071437
0.096,0.05790643898,0.1992708741,0.003972550031
0.097,0.05911910002,0.2015063452,0.004062229818
0.098,0.06034432744,0.2037470283,0.004153118673
0.099,0.06158212123,0.2059929871,0.004245224434
0.1,0.06283248139,0.2082442853,0.004338554897
0.101,0.06409540792,0.2105009865,0.004433117822
0.102,0.06537090082,0.2127631546,0.004528920926
0.103,0.06665896009,0.2150308535,0.004625971891
0.104,0.06795958573,0.2173044037,0.004724390055
0.105,0.06927277775,0.2195836024,0.004824076357
0.106,0.07059853613,0.2218685172,0.00492503941
0.107,0.07193686088,0.2241592344,0.005027295672
0.108,0.07328775201,0.2264558396,0.005130861344
0.109,0.0746512095,0.2287584176,0.005235752371
0.11,0.07602723337,0.2310670528,0.00534198444
0.111,0.0774158236,0.2333818289,0.005449572983
0.112,0.07881698021,0.2357028289,0.005558533174
0.113,0.08023070319,0.238030135,0.00566887993
0.114,0.08165699254,0.240363829,0.005780627913
0.115,0.08309584825,0.2427039918,0.005893791527
0.116,0.08454727034,0.245050704,0.006008384919
0.117,0.0860112588,0.2474040452,0.00612442198
0.118,0.08748781363,0.2497640944,0.006241916344
0.119,0.08897693483,0.2521309301,0.006360881388
0.12,0.09047862241,0.2545046301,0.006481330233
0.121,0.09199287635,0.2568852715,0.006603275744
0.122,0.09351969666,0.2592729307,0.006726730527
0.123,0.09505908334,0.2616676836,0.006851706932
0.124,0.0966110364,0.2640696052,0.006978217055
0.125,0.09817555582,0.2664787701,0.00710627273
0.126,0.09975264162,0.2688952522,0.00723588554
0.127,0.1013422938,0.2713191246,0.007367066807
0.128,0.1029445123,0.2737504599,0.007499827599
0.129,0.1045592972,0.27618933,0.007634178726
0.13,0.1061866485,0.278635806,0.00777013074
0.131,0.1078265662,0.2810899586,0.00790769394
0.132,0.1094790502,0.2835518577,0.008046878365
0.133,0.1111441006,0.2860215726,0.008187693798
0.134,0.1128217173,0.2884991718,0.008330149767
0.135,0.1145119005,0.2909854708,0.008474520379
0.136,0.11621465,0.2934799392,0.008620607478
0.137,0.1179299658,0.2959825284,0.008768379138
0.138,0.1196578481,0.298493371,0.00891786708
0.139,0.1213982967,0.3010125971,0.009069102192
0.14,0.1231513117,0.3035403342,0.009222114536
0.141,0.124916893,0.3060767077,0.009376933343
0.142,0.1266950407,0.3086218404,0.009533587018
0.143,0.1284857548,0.3111758528,0.009692103134
0.144,0.1302890353,0.3137388628,0.009852508439
0.145,0.1321048821,0.3163109861,0.01001482885
0.146,0.1339332954,0.3188923359,0.01017908945
0.147,0.1357742749,0.3214830229,0.01034531451
0.148,0.1376278209,0.3240831556,0.01051352745
0.149,0.1394939332,0.32669284,0.01068375087
0.15,0.1413726119,0.3293121795,0.01085600655
0.151,0.1432638569,0.3319412753,0.01103031544
0.152,0.1451676684,0.3345802262,0.01120669764
0.153,0.1470840462,0.3372291284,0.01138517246
0.154,0.1490129904,0.3398880759,0.01156575833
0.155,0.1509545009,0.3425571603,0.0117484729
0.156,0.1529085778,0.3452364705,0.01193333296
0.157,0.1548752211,0.3479260933,0.01212035448
0.158,0.1568544308,0.3506261129,0.01230955261
0.159,0.1588462068,0.3533366113,0.01250094167
0.16,0.1608505492,0.3560576677,0.01269453513
0.161,0.1628674579,0.3587893594,0.01289034565
0.162,0.1648969331,0.3615317608,0.01308838506
0.163,0.1669389746,0.3642849443,0.01328866437
0.164,0.1689935825,0.3670489796,0.01349119373
0.165,0.1710607567,0.3698239341,0.0136959825
0.166,0.1731404973,0.372610581,0.01390328695
0.167,0.1752328043,0.3754099259,0.01411344018
0.168,0.1773376777,0.3782204555,0.01432589664
0.169,0.1794551174,0.3810423924,0.0145407205
0.17,0.1815851235,0.3838759525,0.01475797369
0.171,0.183727696,0.3867213456,0.01497771587
0.172,0.1858828348,0.3895787752,0.01520000443
0.173,0.18805054,0.3924484385,0.01542489451
0.174,0.1902308116,0.3953305263,0.01565243897
0.175,0.1924236496,0.3982252233,0.01588268844
0.176,0.1946290539,0.4011327076,0.01611569124
0.177,0.1968470246,0.4040531513,0.01635149348
0.178,0.1990775617,0.40698672,0.01659013896
0.179,0.2013206651,0.409933573,0.01683166924
0.18,0.2035763349,0.4128938634,0.01707612363
0.181,0.2058445711,0.415867738,0.01732353915
0.182,0.2081253737,0.4188553372,0.01757395058
0.183,0.2104187426,0.4218567951,0.01782739042
0.184,0.2127246779,0.4248722396,0.01808388892
0.185,0.2150431795,0.4279017923,0.01834347406
0.186,0.2173742476,0.4309455683,0.01860617156
0.187,0.219717882,0.4340036766,0.01887200488
0.188,0.2220740827,0.4370762198,0.01914099521
0.189,0.2244428499,0.4401632942,0.01941316149
0.19,0.2268241834,0.4432649899,0.01968852038
0.191,0.2292180833,0.4463813906,0.0199670863
0.192,0.2316245495,0.4495125737,0.02024887138
0.193,0.2340435822,0.4526586104,0.02053388551
0.194,0.2364751812,0.4558195653,0.02082213631
0.195,0.2389193465,0.4589954971,0.02111362913
0.196,0.2413760783,0.4621864579,0.02140836708
0.197,0.2438453764,0.4653924937,0.02170635097
0.198,0.2463272409,0.4686178494,0.02200915269
0.199,0.2488216717,0.4718595923,0.02231562426
0.2,0.2513286689,0.4751169361,0.02262545463
0.201,0.2538482325,0.4783902647,0.02293877477
0.202,0.2563803625,0.4816799475,0.02325570985
0.203,0.2589250588,0.4849863394,0.02357637923
0.204,0.2614823215,0.4883097807,0.02390089647
0.205,0.2640521506,0.4916505969,0.02422936932
0.206,0.266634546,0.4950090994,0.02456189972
0.207,0.2692295078,0.4983855844,0.02489858381
0.208,0.271837036,0.5017803341,0.02523951191
0.209,0.2744571306,0.5051936158,0.02558476855
0.21,0.2770897915,0.5086256822,0.02593443245
0.211,0.2797350188,0.5120767715,0.02628857652
0.212,0.2823928125,0.5155471074,0.02664726786
0.213,0.2850631725,0.519036899,0.02701056777
0.214,0.2877460989,0.5225463406,0.02737853174
0.215,0.2904415917,0.5260756123,0.02775120945
0.216,0.2931496509,0.5296248792,0.02812864479
0.217,0.2958702764,0.5331942921,0.02851087583
0.218,0.2986034683,0.5367839872,0.02889793482
0.219,0.3013492265,0.5403940861,0.02928984823
0.22,0.3041075512,0.5440246957,0.02968663672
0.221,0.3068784422,0.5476759084,0.03008831512
0.222,0.3096618995,0.5513478021,0.03049489248
0.223,0.3124579233,0.55504044,0.03090637203
0.224,0.3152665134,0.5587538708,0.0313227512
0.225,0.3180876699,0.5624881287,0.0317440216
0.226,0.3209213927,0.566243233,0.03217016906
0.227,0.323767682,0.5700191888,0.03260117357
0.228,0.3266265376,0.5738159864,0.03303700934
0.229,0.3294979595,0.5776367477,0.03347897477
0.23,0.3323819479,0.5814867777,0.03392920728
0.231,0.3352785026,0.5853580936,0.03438427067
0.232,0.3381876237,0.5892514192,0.03484445951
0.233,0.3411093111,0.5931674462,0.03531005358
0.234,0.3440435649,0.597106834,0.03578131792
0.235,0.3469903851,0.6010702096,0.03625850284
0.236,0.3499497717,0.6050581679,0.03674184386
0.237,0.3529217246,0.6090712713,0.03723156177
0.238,0.3559062439,0.6131100499,0.03772786261
0.239,0.3589033296,0.6171750019,0.03823093766
0.24,0.3619129817,0.6212665926,0.03874096344
0.241,0.3649352001,0.6253852556,0.03925810173
0.242,0.3679699849,0.6295313917,0.03978249954
0.243,0.371017336,0.6337053698,0.04031428917
0.244,0.3740772535,0.6379075264,0.04085358811
0.245,0.3771497374,0.6421381656,0.04140049914
0.246,0.3802347877,0.6463975592,0.04195511026
0.247,0.3833324044,0.650685947,0.04251749475
0.248,0.3864425874,0.6550035361,0.0430877111
0.249,0.3895653367,0.6593505016,0.04366580307
0.25,0.3927006525,0.6637269863,0.04425179967
0.251,0.3958485346,0.6681331005,0.04484571514
0.252,0.3990089831,0.6725689223,0.04544754898
0.253,0.402181998,0.6770344978,0.04605728594
0.254,0.4053675792,0.6815298403,0.04667489601
0.255,0.4085657268,0.6860549313,0.04730033443
0.256,0.4117764408,0.6906097196,0.04793354169
0.257,0.4149997211,0.6951941219,0.04857444352
0.258,0.4182355678,0.6998080228,0.0492229509
0.259,0.4214839809,0.7044512742,0.04987896007
0.26,0.4247449604,0.709123696,0.0505423525
0.261,0.4280185062,0.7138439577,0.05122218588
0.262,0.4313046184,0.7185993741,0.05191191041
0.263,0.434603297,0.7233852226,0.05260918318
0.264,0.4379145419,0.7282028802,0.05331467783
0.265,0.4412383532,0.7330536527,0.05402902953
0.266,0.4445747309,0.7379387742,0.05475283496
0.267,0.447923675,0.7428594078,0.05548665234
0.268,0.4512851854,0.7478166446,0.0562310014
0.269,0.4546592622,0.7528115047,0.05698636342
0.27,0.4580459054,0.7578449365,0.05775318118
0.271,0.4614451149,0.7629178173,0.058531859
0.272,0.4648568908,0.7680309525,0.05932276273
0.273,0.4682812331,0.7731850764,0.06012621972
0.274,0.4717181417,0.7783808517,0.06094251888
0.275,0.4751676167,0.7836188698,0.06177191062
0.276,0.4786296581,0.7888996506,0.06261460688
0.277,0.4821042659,0.7942236425,0.06347078114
0.278,0.48559144,0.7995912226,0.0643405684
0.279,0.4890911805,0.8050026963,0.06522406516
0.28,0.4926034874,0.8104582979,0.06612132948
0.281,0.4961283606,0.8159581901,0.06703238093
0.282,0.4996658002,0.8215024641,0.0679572006
0.283,0.5032158062,0.8270911398,0.06889573113
0.284,0.5067783786,0.8327241656,0.06984787665
0.285,0.5103535173,0.8384014183,0.07081350285
0.286,0.5139412224,0.8441227037,0.07179243691
0.287,0.5175414938,0.8498877556,0.07278446757
0.288,0.5211543317,0.8556962368,0.07378934508
0.289,0.5247797359,0.8615477385,0.07480678121
0.29,0.5284177065,0.8674417805,0.07583644927
0.291,0.5320682434,0.873377811,0.07687798408
0.292,0.5357313467,0.879369618,0.07793952759
0.293,0.5394070164,0.885445463,0.07903694447
0.294,0.5430952525,0.8915618585,0.08014395477
0.295,0.5467960549,0.897721902,0.0812624427
0.296,0.5505094237,0.9039285272,0.08239418494
0.297,0.5542353589,0.9101845035,0.08354085064
0.298,0.5579738604,0.9164924363,0.08470400146
0.299,0.5617249283,0.9228547669,0.08588509157
0.3,0.5654885626,0.9292737725,0.08708546758
0.301,0.5692647633,0.9357515662,0.08830636865
0.302,0.5730535303,0.9422900968,0.08954892637
0.303,0.5768548637,0.9488911492,0.09081416488
0.304,0.5806687634,0.9555563443,0.09210300076
0.305,0.5844952296,0.9622871386,0.09341624311
0.306,0.5883342621,0.9690848246,0.09475459351
0.307,0.592185861,0.9759505309,0.09611864603
0.308,0.5960500262,0.9828852216,0.09750888725
0.309,0.5999267578,0.9898896972,0.0989256962
0.31,0.6038160558,0.9969645935,0.1003693444
0.311,0.6077179202,1.004110383,0.101839996
0.312,0.6116323509,1.011327373,0.1033377074
0.313,0.615559348,1.018615707,0.1048624277
0.314,0.6194989115,1.025975366,0.1064139983
0.315,0.6234510413,1.033406165,0.1079921533
0.316,0.6274157375,1.040907755,0.1095965191
0.317,0.6313930001,1.048479624,0.1112266148
0.318,0.6353828291,1.056121095,0.1128818517
0.319,0.6393852244,1.063831326,0.1145615339
0.32,0.6434001861,1.071609315,0.1162648578
0.321,0.6474277141,1.07945389,0.1179909124
0.322,0.6514678086,1.087363719,0.119738679
0.323,0.6555204694,1.095337305,0.1215070316
0.324,0.6595856966,1.103372987,0.1232947366
0.325,0.6636634901,1.111468938,0.125100453
0.326,0.66775385,1.119747047,0.12701102
0.327,0.6718567763,1.128094748,0.128941868
0.328,0.675972269,1.136514744,0.1308953349
0.329,0.680100328,1.145012766,0.1328759249
0.33,0.6842409534,1.15359414,0.1348877994
0.331,0.6883941452,1.162263794,0.1369347774
0.332,0.6925599033,1.17102625,0.1390203352
0.333,0.6967382278,1.179885631,0.1411476066
0.334,0.7009291187,1.188845656,0.143319383
0.335,0.705132576,1.197909642,0.145538113
0.336,0.7093485996,1.207080507,0.1478059029
0.337,0.7135771896,1.216360763,0.1501245163
0.338,0.717818346,1.225752523,0.1524953742
0.339,0.7220720687,1.235257497,0.1549195553
0.34,0.7263383578,1.244876992,0.1573977954
0.341,0.7306172133,1.254611914,0.1599304881
0.342,0.7349086351,1.264462768,0.1625176842
0.343,0.7392126233,1.274429655,0.1651590921
0.344,0.7435291779,1.284512275,0.1678540775
0.345,0.7478582989,1.294709926,0.1706016637
0.346,0.7521999862,1.305021505,0.1734005315
0.347,0.7565542399,1.315445505,0.1762490188
0.348,0.76092106,1.325980019,0.1791451214
0.349,0.7653004464,1.336622736,0.1820864924
0.35,0.7696923992,1.347370944,0.1850704421
0.351,0.7740969184,1.358221531,0.1880939385
0.352,0.778514004,1.369170979,0.1911536071
0.353,0.7829436559,1.380269049,0.1942959725
0.354,0.7873858742,1.391580303,0.1975747522
0.355,0.7918406589,1.403008473,0.200897362
0.356,0.7963080099,1.414563726,0.2042743405
0.357,0.8007879273,1.426255339,0.2077152193
0.358,0.8052804111,1.438091705,0.211228523
0.359,0.8097854612,1.450080329,0.2148217688
0.36,0.8143030778,1.46222783,0.2185014669
0.361,0.8188332606,1.474539939,0.2222731204
0.362,0.8233760099,1.487021502,0.2261412252
0.363,0.8279313255,1.499676476,0.2301092702
0.364,0.8324992075,1.512507935,0.2341797371
0.365,0.8370796559,1.525518063,0.2383541005
0.366,0.8416726707,1.538708158,0.2426328277
0.367,0.8462782518,1.552078633,0.2470153791
0.368,0.8508963993,1.565629011,0.251500208
0.369,0.8555271131,1.579357933,0.2560847603
0.37,0.8601703933,1.593263149,0.2607654751
0.371,0.8648262399,1.607341524,0.2655377841
0.372,0.8694946529,1.621589037,0.2703961121
0.373,0.8741756322,1.636000779,0.2753338766
0.374,0.8788691779,1.650570955,0.2803434881
0.375,0.88357529,1.665371726,0.2855145765
0.376,0.8882939685,1.680441343,0.2908804499
0.377,0.8930252133,1.695697725,0.2963353842
0.378,0.8977690245,1.711156916,0.3019015963
0.379,0.902525402,1.726833262,0.3075986748
0.38,0.907294346,1.742739412,0.3134435803
0.381,0.9120758563,1.758886322,0.3194506451
0.382,0.9168699329,1.77528325,0.3256315735
0.383,0.921676576,1.791937759,0.3319954414
0.384,0.9264957854,1.808855716,0.3385486968
0.385,0.9313275612,1.826041292,0.3452951593
0.386,0.9361719033,1.843496963,0.3522360205
0.387,0.9410288119,1.861223506,0.3593698436
0.388,0.9458982868,1.879220007,0.3666925639
0.389,0.950780328,1.897483852,0.3741974884
0.39,0.9556749357,1.916010733,0.3818752959
0.391,0.9605821097,1.934794647,0.3897140371
0.392,0.9655018501,1.953827892,0.3976991345
0.393,0.9704341568,1.973101074,0.4058133824
0.394,0.9753790299,1.9927667,0.4143177988
0.395,0.9803364694,2.012753518,0.4230498496
0.396,0.9853064753,2.033037438,0.4319703267
0.397,0.9902890475,2.053640293,0.4411233473
0.398,0.9952841861,2.074581141,0.4505464191
0.399,1.000291891,2.095876263,0.4602704406
0.4,1.005312162,2.117539171,0.4703197006
0.401,1.010345,2.139580598,0.4807118786
0.402,1.015390404,2.162008506,0.4914580447
0.403,1.020448375,2.184828079,0.5025626594
0.404,1.025518912,2.208041731,0.514023574
0.405,1.030602015,2.231649099,0.5258320302
0.406,1.035697684,2.255647046,0.5379726603
0.407,1.04080592,2.280029662,0.5504234872
0.408,1.045926723,2.304788261,0.5631559243
0.409,1.051060091,2.329911383,0.5761347757
0.41,1.056206026,2.355508191,0.5896683698
0.411,1.061364528,2.381596676,0.6036953274
0.412,1.066535595,2.408127328,0.6180703689
0.413,1.07171923,2.435124473,0.6328849358
0.414,1.07691543,2.462609331,0.6482144471
0.415,1.082124197,2.490600021,0.6641183002
0.416,1.08734553,2.519111557,0.6806398698
0.417,1.09257943,2.548155848,0.6978065088
0.418,1.097825896,2.577741702,0.7156295478
0.419,1.103084928,2.607874822,0.7341042954
0.42,1.108356527,2.638557807,0.753210038
0.421,1.113640692,2.669790153,0.7729100397
0.422,1.118937424,2.701568252,0.7931515426
0.423,1.124246722,2.733885392,0.8138657667
0.424,1.129568586,2.766776193,0.8353612955
0.425,1.134903016,2.800336627,0.8578592753
0.426,1.140250013,2.834537514,0.8809919746
0.427,1.145609577,2.8693827,0.9049451362
0.428,1.150981707,2.904878039,0.9298672603
0.429,1.156366403,2.941031395,0.9558696045
0.43,1.161763665,2.977852638,0.9830261839
0.431,1.167173494,3.015353647,1.011373771
0.432,1.172595889,3.053548308,1.040911896
0.433,1.178030851,3.092452517,1.071602845
0.434,1.183478379,3.132084176,1.103371665
0.435,1.188938473,3.172463196,1.136106156
0.436,1.194411134,3.213611497,1.169656878
0.437,1.199896361,3.25539356,1.205166789
0.438,1.205394154,3.298066365,1.241939016
0.439,1.210904514,3.341571441,1.2800974
0.44,1.21642744,3.385827053,1.319950679
0.441,1.221962933,3.430781274,1.361726507
0.442,1.227510992,3.476411988,1.405571452
0.443,1.233071617,3.522726886,1.451550998
0.444,1.238644808,3.569763471,1.499649541
0.445,1.244230566,3.617589056,1.549770392
0.446,1.249828891,3.66630076,1.60173578
0.447,1.255439782,3.716025516,1.655286843
0.448,1.261063239,3.766212372,1.711604062
0.449,1.266699262,3.817284973,1.770564116
0.45,1.272347852,3.869192349,1.832109452
0.451,1.278009008,3.92159895,1.896717699
0.452,1.283682731,3.974303025,1.964714935
0.453,1.28936902,4.027236626,2.036275677
0.454,1.295067875,4.080465606,2.111422886
0.455,1.300779297,4.134189622,2.190027967
0.456,1.306503285,4.18874213,2.271810768
0.457,1.31223984,4.244066926,2.356795825
0.458,1.31798896,4.298931956,2.446699763
0.459,1.323750648,4.354227187,2.540893787
0.46,1.329524901,4.409031902,2.639932893
0.461,1.335311721,4.462838681,2.744189611
0.462,1.341111108,4.515553398,2.853854
0.463,1.34692306,4.567495224,2.968933651
0.464,1.352747579,4.619396626,3.089253687
0.465,1.358584665,4.67039204,3.215187285
0.466,1.364434317,4.719572264,3.347858726
0.467,1.370296535,4.766569621,3.487179093
0.468,1.376171319,4.810136824,3.633364956
0.469,1.38205867,4.849942462,3.786671163
0.47,1.387958587,4.886571004,3.947390834
0.471,1.393871071,4.921058477,4.115771216
0.472,1.399796121,4.949861851,4.292169184
0.473,1.405733738,4.973356606,4.476944486
0.474,1.41168392,4.989440159,4.669428138
0.475,1.417646669,4.997483809,4.869820137
0.476,1.423621985,4.998332734,5.079189464
0.477,1.429609867,4.991112992,5.297466368
0.478,1.435610315,4.972936724,5.524269892
0.479,1.44162333,4.942511164,5.758021394
0.48,1.447648911,4.898647612,5.998273086
0.481,1.453687058,4.841552173,6.247178737
0.482,1.459737772,4.768987886,6.502614131
0.483,1.465801052,4.679118974,6.76298703
0.484,1.471876898,4.571024682,7.025725079
0.485,1.477965311,4.443279491,7.292298055
0.486,1.48406629,4.294494039,7.56073402
0.487,1.490179836,4.123577422,7.827778615
0.488,1.496305948,3.931249261,8.089487537
0.489,1.502444626,3.714638897,8.346657098
0.49,1.508595871,3.473121598,8.596656594
0.491,1.514759682,3.207874079,8.834621206
0.492,1.52093606,2.922662301,9.057240039
0.493,1.527125003,2.613569398,9.263045639
0.494,1.533326514,2.281096292,9.449093386
0.495,1.53954059,1.932029482,9.611792667
0.496,1.545767233,1.565883564,9.7485262
0.497,1.552006442,1.186136482,9.857122489
0.498,1.558258218,0.7964028734,9.936346716
0.499,1.56452256,0.3995325175,9.983903479
0.5,1.570799468,-0.0001910803119,10.00006715
0.501,1.577088943,-0.3991496407,9.983940225
0.502,1.583390984,-0.7935550635,9.936634308
0.503,1.589705592,-1.179688741,9.858758516
0.504,1.596032766,-1.554398921,9.75228181
0.505,1.602372506,-1.914292491,9.618833086
0.506,1.608724813,-2.257703158,9.461547089
0.507,1.615089686,-2.581078162,9.282151453
0.508,1.621467125,-2.884457224,9.084284058
0.509,1.627857131,-3.165282236,8.870512488
0.51,1.634259703,-3.423795438,8.643828423
0.511,1.640674841,-3.659498383,8.407068881
0.512,1.647102546,-3.872335905,8.163000995
0.513,1.653542817,-4.063341406,7.913721389
0.514,1.659995655,-4.232381656,7.662123663
0.515,1.666461059,-4.381195839,7.409402958
0.516,1.672939029,-4.510281728,7.158118016
0.517,1.679429566,-4.621138332,6.909193838
0.518,1.685932669,-4.714936078,6.664111459
0.519,1.692448339,-4.792954747,6.424038852
0.52,1.698976574,-4.85644859,6.189313789
0.521,1.705517377,-4.9067379,5.961388197
0.522,1.712070745,-4.944911859,5.740040649
0.523,1.71863668,-4.972242057,5.5260031
0.524,1.725215181,-4.989832892,5.319473612
0.525,1.731806249,-4.998483659,5.120277829
0.526,1.738409883,-4.999516741,4.928947958
0.527,1.745026083,-4.993510094,4.745092546
0.528,1.75165485,-4.98134049,4.568695803
0.529,1.758296183,-4.963883033,4.399713417
0.53,1.764950083,-4.941536239,4.23783387
0.531,1.771616549,-4.915176552,4.082980613
0.532,1.778295581,-4.885288178,3.934885436
0.533,1.78498718,-4.852139696,3.793270163
0.534,1.791691345,-4.816521096,3.657965582
0.535,1.798408076,-4.778669762,3.528678128
0.536,1.805137374,-4.738767594,3.405160948
0.537,1.811879238,-4.697461596,3.287169066
0.538,1.818633668,-4.654870137,3.174445889
0.539,1.825400665,-4.61109707,3.066783702
0.54,1.832180228,-4.566639124,2.963898134
0.541,1.838972358,-4.52157512,2.865570607
0.542,1.845777054,-4.475961044,2.771635652
0.543,1.852594316,-4.430114822,2.681816319
0.544,1.859424145,-4.384132494,2.595914409
0.545,1.86626654,-4.338076858,2.513775918
0.546,1.873121502,-4.292015371,2.43522877
0.547,1.879989029,-4.246213426,2.359993903
0.548,1.886869124,-4.200626043,2.287970028
0.549,1.893761784,-4.155261667,2.219054273
0.55,1.900667011,-4.110279861,2.15300925
0.551,1.907584804,-4.065731232,2.089684563
0.552,1.914515164,-4.021613613,2.028989314
0.553,1.92145809,-3.977922785,1.970836779
0.554,1.928413583,-3.9348001,1.914982179
0.555,1.935381641,-3.892199655,1.861379095
0.556,1.942362267,-3.850147164,1.80992762
0.557,1.949355458,-3.808633173,1.760554556
0.558,1.956361216,-3.767747667,1.713049219
0.559,1.96337954,-3.727446428,1.667390038
0.56,1.970410431,-3.687738831,1.623501214
0.561,1.977453888,-3.648614978,1.581322071
0.562,1.984509911,-3.610129483,1.54067186
0.563,1.991578501,-3.572243607,1.50154662
0.564,1.998659657,-3.534964308,1.463873674
0.565,2.00575338,-3.49827533,1.427618262
0.566,2.012859669,-3.462203048,1.392635054
0.567,2.019978524,-3.426726718,1.358903831
0.568,2.027109945,-3.391842858,1.326369492
0.569,2.034253933,-3.357535855,1.295015173
0.57,2.041410488,-3.323808243,1.264749382
0.571,2.048579608,-3.290660574,1.235490224
0.572,2.055761296,-3.258073946,1.207234089
0.573,2.062955549,-3.226040088,1.179956177
0.574,2.070162369,-3.194550029,1.153613033
0.575,2.077381755,-3.163604075,1.128099849
0.576,2.084613708,-3.133183974,1.103438007
