time,damper.phi_rel_ref,damper.phi_rel_sim,damper.phi_rel_relerr,damper.w_rel_ref,damper.w_rel_sim,damper.w_rel_relerr,inertia3.phi_ref,inertia3.phi_sim,inertia3.phi_relerr,inertia3.w_ref,inertia3.w_sim,inertia3.w_relerr
0.0295,-0.00103140036,0.001116570964,0.0130276,-0.09951916257,0.1128754464,0.494182,0.0002107547672,-0.0002199454532,0.00259794,0.03367894598,-0.03571892427,0.135209
0.03,-0.001081899125,0.001173951584,0.0136819,-0.1024797858,0.1166564803,0.509868,0.000228113932,-0.0002383733772,0.0028138,0.03577189785,-0.03800903059,0.143748
0.0305,-0.001133884085,0.0012332368,0.0143568,-0.1054637435,0.1204939535,0.52574,0.0002465403414,-0.0002579707217,0.00304316,0.03794823043,-0.0403974233,0.152642
0.031,-0.00118736664,0.001294454728,0.0150524,-0.1084700218,0.1243873549,0.541794,0.0002660760026,-0.0002787871512,0.00328656,0.04020895019,-0.04288592,0.161895
0.0315,-0.001242357696,0.001357633262,0.0157691,-0.1114976107,0.1283361556,0.558026,0.0002867633486,-0.0003008733172,0.00354456,0.04255498881,-0.0454762947,0.171512
0.032,-0.001298867677,0.00142280024,0.0165071,-0.1145455041,0.1323398184,0.574433,0.000308645171,-0.000324281659,0.00381775,0.04498720263,-0.04817031746,0.1815
0.0325,-0.00135690647,0.001489982334,0.0172666,-0.1176127024,0.136397754,0.591011,0.0003317648211,-0.0003490619987,0.00410668,0.04750635696,-0.05096947366,0.191861
0.033,-0.001416483467,0.00155920671,0.0180478,-0.1206982118,0.1405093791,0.607757,0.0003561659813,-0.0003752679926,0.00441193,0.05011313407,-0.05387537719,0.202602
0.0335,-0.001477607606,0.001630500193,0.0188509,-0.1238010431,0.1446740904,0.624666,0.000381892507,-0.0004029539281,0.00473411,0.05280814024,-0.05688956625,0.213725
0.034,-0.001540287284,0.001703889248,0.0196762,-0.1269202162,0.1488912631,0.641736,0.0004089887068,-0.0004321746186,0.00507381,0.05559188015,-0.06001349674,0.225235
0.0345,-0.001604530423,0.001779399973,0.0205238,-0.1300547581,0.1531602511,0.658962,0.0004374990872,-0.000462985404,0.00543163,0.05846477011,-0.06324854235,0.237135
0.035,-0.001670344476,0.001857058105,0.0213939,-0.1332037026,0.1574803873,0.67634,0.0004674682603,-0.00049544215,0.00580817,0.06142714182,-0.06659599452,0.249429
0.0355,-0.001737736408,0.001936889015,0.0222869,-0.1363660927,0.1618509832,0.693867,0.0004989410222,-0.000529601249,0.00620406,0.0644792288,-0.07005706242,0.262118
0.036,-0.001806712693,0.00201891771,0.0232027,-0.139540981,0.1662713289,0.711539,0.0005319623088,-0.0005655196192,0.0066199,0.06762116446,-0.07363287301,0.275207
0.0365,-0.001877279345,0.002103168835,0.0241417,-0.1427274289,0.1707406934,0.729352,0.0005665770571,-0.0006032547052,0.0070563,0.07085299034,-0.07732447097,0.288696
0.037,-0.001949441927,0.00218966667,0.025104,-0.1459245067,0.1752583245,0.747302,0.0006028301525,-0.0006428644778,0.0075139,0.07417465578,-0.08113281876,0.302587
0.0375,-0.00202320551,0.002278435131,0.0260898,-0.1491312966,0.1798234485,0.765385,0.0006407665208,-0.000684407434,0.00799331,0.0775859992,-0.08505879657,0.316883
0.038,-0.002098574718,0.002369497771,0.0270992,-0.1523468914,0.1844352708,0.783597,0.0006804309613,-0.0007279425971,0.00849516,0.08108676174,-0.08910320236,0.331583
0.0385,-0.002175553747,0.002462877778,0.0281324,-0.1555703924,0.1890929752,0.801935,0.0007218680393,-0.0007735295164,0.00902008,0.08467659724,-0.09326675185,0.346689
0.039,-0.002254146317,0.002558597978,0.0291896,-0.1588009151,0.1937957244,0.820393,0.0007651222145,-0.0008212282675,0.0095687,0.08835504123,-0.09755007849,0.362201
0.0395,-0.002334355715,0.002656681212,0.030271,-0.1620375862,0.1985426665,0.838969,0.0008102376711,-0.0008711016133,0.0101417,0.09212153007,-0.1019537638,0.378119
0.04,-0.002416184807,0.002757148433,0.0313766,-0.1652795425,0.2033329157,0.857657,0.0008572582452,-0.0009232051589,0.0107396,0.09597540839,-0.1064781491,0.394442
0.0405,-0.002499636025,0.002860021058,0.0325067,-0.1685259344,0.2081655672,0.876455,0.0009062274444,-0.0009775992386,0.011363,0.09991591067,-0.111123565,0.41117
0.041,-0.002584711369,0.002965320291,0.0336613,-0.1717759255,0.2130396978,0.895358,0.0009571883825,-0.001034345643,0.0120127,0.1039421642,-0.115890266,0.428302
0.0415,-0.002671412432,0.003073066795,0.0348407,-0.175028691,0.2179543627,0.914361,0.001010183696,-0.001093505883,0.0126892,0.1080531999,-0.1207783995,0.445835
0.042,-0.002759740408,0.003183280692,0.0360448,-0.1782834182,0.2229085956,0.933461,0.001065255499,-0.001155141189,0.0133932,0.1122479515,-0.125788006,0.463768
0.0425,-0.002849696068,0.00329598156,0.037274,-0.1815393097,0.2279014084,0.952653,0.001122445367,-0.001219312511,0.0141252,0.1165252373,-0.1309190192,0.482098
0.043,-0.002941279797,0.003411188433,0.0385282,-0.1847955806,0.2329317916,0.971934,0.001181794256,-0.001286080519,0.014886,0.1208837776,-0.1361712656,0.500823
0.0435,-0.003034491599,0.003528919805,0.0398076,-0.1880514574,0.2379987139,0.991299,0.001243342451,-0.001355505603,0.015676,0.1253222059,-0.1415444651,0.519939
0.044,-0.003129331081,0.003649193627,0.0411122,-0.1913061828,0.2431011225,1.01074,0.001307129527,-0.001427647873,0.0164959,0.1298390367,-0.1470382304,0.539443
0.0445,-0.003225797479,0.003772027308,0.0424423,-0.1945590127,0.2482379431,1.03026,0.001373194292,-0.001502567158,0.0173463,0.1344326885,-0.1526520672,0.55933
0.045,-0.003323889667,0.003897437712,0.0437979,-0.1978092147,0.2534080795,1.04986,0.001441574755,-0.001580323008,0.0182278,0.1391014937,-0.1583853745,0.579597
0.0455,-0.003423606149,0.004025441163,0.045179,-0.2010560718,0.2586104143,1.06951,0.001512308047,-0.001660974691,0.0191409,0.1438436772,-0.1642374443,0.600238
0.046,-0.003524945075,0.004156053443,0.0465858,-0.2042988813,0.2638438082,1.08924,0.001585430383,-0.001744581197,0.0200863,0.1486573651,-0.1702074615,0.621248
0.0465,-0.003627904248,0.004289289789,0.0480183,-0.2075369529,0.2691071003,1.10902,0.001660977037,-0.001831201234,0.0210645,0.153540596,-0.1762945041,0.642621
0.047,-0.003732481132,0.004425164897,0.0494767,-0.2107696097,0.2743991082,1.12885,0.001738982284,-0.001920893231,0.022076,0.1584913191,-0.1824975434,0.664352
0.0475,-0.003838672851,0.004563692921,0.0509609,-0.2139961903,0.2797186279,1.14874,0.001819479316,-0.002013715335,0.0231214,0.1635073806,-0.1888154434,0.686434
0.048,-0.003946476205,0.004704887473,0.0524711,-0.2172160463,0.2850644338,1.16867,0.001902500236,-0.002109725416,0.0242013,0.1685865415,-0.1952469614,0.708861
0.0485,-0.004055887673,0.004848762252,0.0540073,-0.2204285408,0.2904352591,1.18864,0.001988076065,-0.002208986238,0.0253162,0.1737264879,-0.201790595,0.731624
0.049,-0.004166903417,0.004995327735,0.0555696,-0.2236330533,0.2958299052,1.20864,0.002076236561,-0.002311541734,0.0264666,0.178924804,-0.2084451484,0.754717
0.0495,-0.004279519295,0.005144595757,0.0571579,-0.2268289757,0.3012470798,1.22868,0.002167010264,-0.002417448593,0.027653,0.1841789938,-0.2152090099,0.778132
0.05,-0.00439373086,0.005296577508,0.0587724,-0.2300157115,0.3066854723,1.24875,0.002260424532,-0.002526762767,0.0288758,0.1894864933,-0.2220804545,0.80186
0.0505,-0.004509533374,0.005451283456,0.0604131,-0.2331926789,0.3121437566,1.26884,0.002356505337,-0.002639538884,0.0301356,0.1948446488,-0.2290576591,0.825893
0.051,-0.004626921811,0.00560872334,0.0620799,-0.236359309,0.3176205911,1.28896,0.002455277295,-0.002755830243,0.0314329,0.20025073,-0.2361387017,0.850222
0.0515,-0.004745890862,0.005768906172,0.063773,-0.2395150446,0.3231146186,1.30908,0.002556763696,-0.002875688817,0.032768,0.2057019402,-0.2433215621,0.874837
0.052,-0.004866434941,0.005931840241,0.0654923,-0.2426593406,0.3286244667,1.32922,0.002660986426,-0.002999165252,0.0341414,0.2111954144,-0.2506041215,0.899729
0.0525,-0.004988548198,0.006097533106,0.0672379,-0.2457916657,0.3341487474,1.34936,0.002767965833,-0.003126308868,0.0355536,0.2167282111,-0.2579841625,0.924887
0.053,-0.005112224518,0.006265991601,0.0690097,-0.2489114998,0.3396860572,1.3695,0.002877720815,-0.003257167655,0.037005,0.2222973284,-0.2654593692,0.950301
0.0535,-0.005237457521,0.006437221836,0.0708078,-0.2520183329,0.3452349771,1.38964,0.00299026886,-0.003391788279,0.0384959,0.2278997129,-0.2730273274,0.975961
0.054,-0.005364240586,0.006611229192,0.0726321,-0.2551116685,0.3507940728,1.40977,0.003105625757,-0.003530216078,0.0400267,0.23353224,-0.280685524,1.00186
0.0545,-0.005492566847,0.006788018323,0.0744826,-0.258191021,0.3563618943,1.42989,0.003223805744,-0.003672495063,0.0415978,0.2391917327,-0.2884313477,1.02797
0.055,-0.005622429184,0.006967593161,0.0763594,-0.2612559135,0.3619369763,1.44999,0.003344821609,-0.003818667917,0.0432094,0.2448749738,-0.2962620886,1.0543
0.0555,-0.005753820255,0.007149956906,0.0782623,-0.2643058817,0.3675178379,1.47008,0.003468684359,-0.003968775997,0.044862,0.2505786873,-0.3041749383,1.08083
0.056,-0.005886732486,0.007335112037,0.0801914,-0.2673404709,0.373102983,1.49013,0.003595403355,-0.004122859334,0.0465557,0.2562995536,-0.3121669897,1.10755
0.0565,-0.006021158074,0.007523060302,0.0821466,-0.2703592356,0.3786908997,1.51016,0.00372498638,-0.004280956631,0.048291,0.2620342174,-0.3202352376,1.13444
0.057,-0.006157088992,0.007713802728,0.0841279,-0.2733617395,0.3842800608,1.53015,0.003857439527,-0.004443105263,0.050068,0.2677792863,-0.3283765779,1.1615
0.0575,-0.00629451701,0.00790733961,0.0861353,-0.2763475564,0.3898689235,1.5501,0.003992767071,-0.00460934128,0.051887,0.2735313291,-0.3365878081,1.1887
0.058,-0.006433433681,0.008103670521,0.0881686,-0.2793162681,0.3954559298,1.57001,0.00413097162,-0.004779699402,0.0537482,0.2792868875,-0.3448656272,1.21604
0.0585,-0.006573830338,0.008302794305,0.0902278,-0.282267464,0.401039506,1.58986,0.004272054178,-0.004954213027,0.0556519,0.2850424831,-0.3532066357,1.24351
0.059,-0.006715698132,0.008504708974,0.0923128,-0.2852007423,0.4066179924,1.60967,0.0044160138,-0.005132917617,0.0575981,0.2907946073,-0.3616068834,1.27108
0.0595,-0.00685902801,0.008709411294,0.0944237,-0.2881157088,0.4121899718,1.62941,0.004562847812,-0.005315834796,0.0595872,0.2965397351,-0.3700636533,1.29875
0.06,-0.007003810686,0.008916897607,0.0965602,-0.2910119744,0.4177538641,1.6491,0.004712552148,-0.005502991162,0.0616191,0.3022743366,-0.3785734143,1.3265
0.0605,-0.00715003672,0.009127163481,0.0987224,-0.2938891583,0.4233080414,1.66872,0.004865120618,-0.005694413343,0.063694,0.3079948627,-0.3871323394,1.35432
0.061,-0.00729769647,0.009340203669,0.10091,-0.2967468854,0.4288508752,1.68826,0.005020545359,-0.005890125814,0.065812,0.3136977607,-0.3957365595,1.3822
0.0615,-0.007446780109,0.009556012101,0.103123,-0.2995847865,0.4343807364,1.70773,0.005178816727,-0.006090150899,0.0679732,0.3193794752,-0.404382163,1.41011
0.062,-0.007597277629,0.009774581892,0.105362,-0.3024024976,0.4398959946,1.72712,0.005339923281,-0.006294508768,0.0701777,0.3250364524,-0.4130651959,1.43805
0.0625,-0.007749178844,0.009995905338,0.107625,-0.30519966,0.4453950189,1.74642,0.005503851773,-0.006503217439,0.0724254,0.3306651439,-0.4217816618,1.466
0.063,-0.007902473387,0.01021997392,0.109914,-0.3079759194,0.4508761776,1.76564,0.005670587223,-0.006716292776,0.0747164,0.3362620086,-0.4305275219,1.49394
0.0635,-0.008057150704,0.01044677829,0.112228,-0.3107309263,0.4563378378,1.78475,0.005840112952,-0.006933748493,0.0770506,0.3418235161,-0.4392986951,1.52187
0.064,-0.008213200104,0.01067630829,0.114566,-0.3134643344,0.4617783663,1.80377,0.006012410204,-0.007155596148,0.079428,0.3473461571,-0.4480910577,1.54976
0.0645,-0.008370610719,0.01090855294,0.116929,-0.3161758009,0.4671961287,1.82269,0.006187458499,-0.007381845149,0.0818486,0.3528264404,-0.4569004437,1.5776
0.065,-0.008529371522,0.01114350045,0.119317,-0.3188649864,0.4725894899,1.84149,0.006365235515,-0.00761250275,0.0843122,0.358260899,-0.4657226448,1.60538
0.0655,-0.008689471328,0.01138113821,0.12173,-0.3215315539,0.477956814,1.86018,0.006545717083,-0.007847574054,0.0868188,0.3636460937,-0.4745534101,1.63307
0.066,-0.0088508988,0.01162145277,0.124166,-0.3241751687,0.4832964641,1.87876,0.006728877174,-0.008087062009,0.0893682,0.368978617,-0.4833884466,1.66068
0.0665,-0.009013642122,0.01186442989,0.126627,-0.32679549,0.4886068028,1.89721,0.006914691054,-0.008330967412,0.0919602,0.3742551372,-0.4922234185,1.68817
0.067,-0.009177689575,0.0121100545,0.129112,-0.3293921841,0.4938861916,1.91554,0.007103129786,-0.008579288908,0.0945947,0.379472332,-0.5010539478,1.71554
0.0675,-0.009343029375,0.01235831071,0.13162,-0.3319649207,0.4991329912,1.93373,0.007294161819,-0.008832022987,0.0972714,0.3846269133,-0.5098756143,1.74277
0.068,-0.009509649481,0.01260918182,0.134152,-0.3345133669,0.5043455617,1.95179,0.007487754843,-0.009089163988,0.0999902,0.3897156541,-0.5186839551,1.76984
0.0685,-0.009677537695,0.01286265029,0.136708,-0.3370371898,0.509522262,1.96971,0.007683874853,-0.009350704098,0.102751,0.3947353807,-0.5274744649,1.79675
0.069,-0.009846681667,0.01311869779,0.139287,-0.3395360557,0.5146614505,1.98748,0.007882486152,-0.00961663335,0.105553,0.3996829769,-0.5362425963,1.82347
0.0695,-0.01001706887,0.01337730514,0.141889,-0.3420096303,0.5197614847,2.0051,0.008083551595,-0.009886939624,0.108396,0.4045553844,-0.5449837593,1.85
0.07,-0.01018868618,0.01363845239,0.144513,-0.344457584,0.5248207212,2.02257,0.008287036384,-0.01016160865,0.11128,0.4093495528,-0.5536933213,1.87631
0.0705,-0.01036152098,0.01390211744,0.147161,-0.3468795762,0.5298374359,2.03987,0.008492898257,-0.01044062187,0.114205,0.4140625835,-0.5623661198,1.90239
0.071,-0.01053556022,0.01416828002,0.149831,-0.3492752676,0.5348101657,2.05702,0.008701095713,-0.01072396236,0.11717,0.4186916164,-0.5709982785,1.92822
0.0715,-0.0107107907,0.01443691889,0.152523,-0.3516443164,0.5397373969,2.07399,0.008911585735,-0.01101161042,0.120175,0.4232338666,-0.5795857093,1.9538
0.072,-0.01088719905,0.01470801039,0.155237,-0.3539863777,0.5446175012,2.0908,0.009124323801,-0.01130354147,0.123219,0.4276866286,-0.5881236385,1.97911
0.0725,-0.01106477177,0.01498153019,0.157973,-0.3563011035,0.5494488689,2.10743,0.009339263902,-0.01159972876,0.126302,0.4320472794,-0.5966073361,2.00414
0.073,-0.01124349495,0.01525745322,0.16073,-0.3585881498,0.5542299089,2.12387,0.0095563608,-0.0119001434,0.129423,0.4363132201,-0.6050321164,2.02886
0.0735,-0.01142335441,0.01553575371,0.163509,-0.360847172,0.5589590483,2.14013,0.009775568698,-0.01220475436,0.132583,0.440481917,-0.6133933375,2.05328
0.074,-0.01160433631,0.01581640518,0.166309,-0.3630778051,0.5636347331,2.1562,0.009996836143,-0.01251352843,0.13578,0.4445510496,-0.6216864018,2.07736
0.0745,-0.01178642638,0.01609938045,0.169129,-0.3652796874,0.5682554274,2.17207,0.01022011255,-0.0128264303,0.139014,0.448518331,-0.6299067555,2.10111
0.075,-0.01196961018,0.01638465162,0.171971,-0.3674524524,0.5728196138,2.18775,0.01044534612,-0.01314342245,0.142285,0.4523815712,-0.6380498887,2.1245
0.0755,-0.01215387312,0.01667219008,0.174832,-0.3695957287,0.5773257936,2.20322,0.01067248384,-0.01346446527,0.145592,0.4561386812,-0.646111336,2.14753
