time,dcse.ie,dcse.airGapDC.psi_eˍt,dcse.phiMechanical,dcse.inertiaRotor.w,dcse.inertiaRotor.a,loadInertia.w,dcse.la.i,loadInertia.phi
1.061013454,108.6830453,-0.02768988946,78.71920824,135.265328,72.57533864,135.265328,108.6830453,78.71920824
1.066432619,108.3886939,-0.02663507828,79.45328734,135.6521486,70.19944515,135.6521486,108.3886939,79.45328734
1.07202048,108.0968696,-0.02559783204,80.21237624,136.0377772,67.83906656,136.0377772,108.0968696,80.21237624
1.077773599,107.8082365,-0.02458021226,80.99612733,136.4212907,65.49962581,136.4212907,107.8082365,80.99612733
1.083689943,107.5233301,-0.02358376254,81.80437536,136.8019188,63.18554747,136.8019188,107.5233301,81.80437536
1.089768719,107.24258,-0.02260960917,82.63711677,137.1790179,60.90043529,137.1790179,107.24258,82.63711677
1.096010255,106.9663287,-0.02165854031,83.49449598,137.5520504,58.6472116,137.5520504,106.9663287,83.49449598
1.102415893,106.6948467,-0.02073107369,84.37679248,137.9205669,56.42823968,137.9205669,106.6948467,84.37679248
1.108987898,106.4283467,-0.01982751269,85.28440998,138.2841901,54.24542682,138.2841901,106.4283467,85.28440998
1.115729393,106.1669936,-0.01894799165,86.21786835,138.6426026,52.10030885,138.6426026,106.1669936,86.21786835
1.12264429,105.9109147,-0.01809251391,87.17779623,138.9955352,49.99412293,138.9955352,105.9109147,87.17779623
1.129737253,105.6602065,-0.01726098154,88.16492661,139.3427588,47.92786504,139.3427588,105.6602065,88.16492661
1.137013668,105.4149415,-0.01645322021,89.18009304,139.6840762,45.90233931,139.6840762,105.4149415,89.18009304
1.144479616,105.1751726,-0.01566899872,90.22422771,140.0193161,43.91819754,140.0193161,105.1751726,90.22422771
1.152141865,104.9409382,-0.01490804497,91.29836052,140.3483281,41.97597214,140.3483281,104.9409382,91.29836052
1.160007868,104.7122649,-0.01417005843,92.40361971,140.6709783,40.07610246,140.6709783,104.7122649,92.40361971
1.168085768,104.4891703,-0.01345472042,93.54123289,140.9871458,38.21895717,140.9871458,104.4891703,93.54123289
1.17638441,104.2716659,-0.01276170201,94.71252966,141.29672,36.40485175,141.29672,104.2716659,94.71252966
1.184913361,104.0597582,-0.01209067022,95.91894491,141.5995981,34.63406275,141.5995981,104.0597582,95.91894491
1.193682938,103.8534506,-0.01144129314,97.16202277,141.8956833,32.90683985,141.8956833,103.8534506,97.16202277
1.202704234,103.6527442,-0.01081324365,98.44342163,142.1848832,31.22341505,142.1848832,103.6527442,98.44342163
1.211989159,103.4576395,-0.01020620248,99.76491954,142.4671084,29.58401037,142.4671084,103.4576395,99.76491954
1.221550478,103.2681362,-0.009619860362,101.1284207,142.7422716,27.98884353,142.7422716,103.2681362,101.1284207
