time,magFluxSensor.Phi_ref,magFluxSensor.Phi_sim,magFluxSensor.Phi_relerr,voltageSensor.v_ref,voltageSensor.v_sim,voltageSensor.v_relerr
0.01405,1.937838096e-05,2.102287614e-05,0.0229128,-0.004784785423,-0.004096214091,0.143909
0.0141,1.961762023e-05,2.126476991e-05,0.0229498,-0.004784785423,-0.004085228156,0.146205
0.01415,1.98568595e-05,2.150623588e-05,0.0229808,-0.004784785423,-0.004074190868,0.148511
0.0142,2.009609878e-05,2.174727409e-05,0.0230059,-0.004784785423,-0.004063102555,0.150829
0.01425,2.033533805e-05,2.198788463e-05,0.023025,-0.004784785423,-0.004051963543,0.153157
0.0143,2.057457732e-05,2.222806756e-05,0.0230382,-0.004784785423,-0.004040774161,0.155495
0.01435,2.081381659e-05,2.246782295e-05,0.0230454,-0.004784785423,-0.004029534733,0.157844
0.0144,2.105305586e-05,2.270715087e-05,0.0230466,-0.004784785423,-0.004018245587,0.160204
0.01445,2.129229513e-05,2.294605136e-05,0.0230419,-0.004784785423,-0.004006907049,0.162573
0.0145,2.15315344e-05,2.318452451e-05,0.0230312,-0.004784785423,-0.003995519443,0.164953
0.01455,2.177077367e-05,2.342257035e-05,0.0230146,-0.004784785423,-0.003984083097,0.167343
0.0146,2.201001294e-05,2.366018896e-05,0.022992,-0.004784785423,-0.003972598334,0.169744
0.01465,2.224925222e-05,2.38973804e-05,0.0229635,-0.004784785423,-0.00396106548,0.172154
0.0147,2.248849149e-05,2.41341447e-05,0.022929,-0.004784785423,-0.003949484859,0.174574
0.01475,2.272773076e-05,2.437048194e-05,0.0228885,-0.004784785423,-0.003937856796,0.177005
0.0148,2.296697003e-05,2.460639215e-05,0.0228422,-0.004784785423,-0.003926181614,0.179445
0.01485,2.32062093e-05,2.48418754e-05,0.0227898,-0.004784785423,-0.003914459638,0.181894
0.0149,2.344544857e-05,2.507693173e-05,0.0227315,-0.004784785423,-0.003902691191,0.184354
0.01495,2.368468784e-05,2.531156118e-05,0.0226673,-0.004784785423,-0.003890876595,0.186823
0.015,2.392392711e-05,2.554576381e-05,0.0225971,-0.004784785423,-0.003879016174,0.189302
0.01505,2.416316638e-05,2.577953965e-05,0.022521,-0.004784785423,-0.003867110251,0.19179
0.0151,2.440240566e-05,2.601288875e-05,0.0224389,-0.004784785423,-0.003855159147,0.194288
0.01515,2.464164493e-05,2.624581116e-05,0.0223509,-0.004784785423,-0.003843163185,0.196795
0.0152,2.48808842e-05,2.64783069e-05,0.022257,-0.004784785423,-0.003831122687,0.199311
0.01525,2.512012347e-05,2.671037602e-05,0.0221571,-0.004784785423,-0.003819037973,0.201837
0.0153,2.535936274e-05,2.694201856e-05,0.0220512,-0.004784785423,-0.003806909366,0.204372
0.01535,2.559860201e-05,2.717323455e-05,0.0219394,-0.004784785423,-0.003794737185,0.206916
0.0154,2.583784128e-05,2.740402402e-05,0.0218217,-0.004784785423,-0.003782521752,0.209469
0.01545,2.607708055e-05,2.7634387e-05,0.021698,-0.004784785423,-0.003770263387,0.212031
0.0155,2.631631983e-05,2.786432353e-05,0.0215684,-0.004784785423,-0.00375796241,0.214602
0.01555,2.65555591e-05,2.809383363e-05,0.0214329,-0.004784785423,-0.003745619141,0.217181
0.0156,2.679479837e-05,2.832291734e-05,0.0212914,-0.004784785423,-0.003733233898,0.21977
0.01565,2.703403764e-05,2.855157467e-05,0.0211439,-0.004784785423,-0.003720807002,0.222367
0.0157,2.727327691e-05,2.877980565e-05,0.0209905,-0.004784785423,-0.003708338772,0.224973
0.01575,2.751251618e-05,2.90076103e-05,0.0208312,-0.004784785423,-0.003695829525,0.227587
0.0158,2.775175545e-05,2.923498865e-05,0.020666,-0.004784785423,-0.00368327958,0.23021
0.01585,2.799099472e-05,2.946194071e-05,0.0204948,-0.004784785423,-0.003670689255,0.232841
0.0159,2.823023399e-05,2.96884665e-05,0.0203176,-0.004784785423,-0.003658058868,0.235481
0.01595,2.846947327e-05,2.991456604e-05,0.0201346,-0.004784785423,-0.003645388737,0.238129
0.016,2.870871254e-05,3.014023934e-05,0.0199455,-0.004784785423,-0.003632679178,0.240785
0.01605,2.894795181e-05,3.036548642e-05,0.0197506,-0.004784785423,-0.003619930509,0.24345
