time,heatCapacitor2.T_ref,heatCapacitor2.T_sim,heatCapacitor2.T_relerr,pipe2.T_ref,pipe2.T_sim,pipe2.T_relerr,pipe3.T_ref,pipe3.T_sim,pipe3.T_relerr
0.515,313.9862316,321.3935751,0.023149,305.9952445,316.3907826,0.0334607,301.3208338,296.8591443,0.0145913
0.5155,313.9962701,321.4185611,0.0231957,306.0030833,316.4157633,0.0335159,301.3281478,296.8615344,0.0146074
0.516,314.0062976,321.4435471,0.0232425,306.0109136,316.440744,0.0335711,301.3354545,296.8639205,0.0146235
0.5165,314.0163141,321.4685331,0.0232892,306.0187353,316.4657247,0.0336263,301.3427542,296.8663024,0.0146396
0.517,314.0263196,321.493519,0.0233361,306.0265484,316.4907053,0.0336816,301.3500466,296.8686802,0.0146557
0.5175,314.0363142,321.518505,0.0233829,306.0343529,316.515686,0.0337368,301.3573319,296.871054,0.0146717
0.518,314.0462978,321.5434909,0.0234298,306.0421489,316.5406667,0.0337922,301.36461,296.8734236,0.0146878
0.5185,314.0562706,321.5684768,0.0234767,306.0499363,316.5656473,0.0338475,301.3718809,296.8757892,0.0147038
0.519,314.0662324,321.5934626,0.0235237,306.0577152,316.5906279,0.0339029,301.3791447,296.8781507,0.0147199
0.5195,314.0761833,321.6184485,0.0235707,306.0654855,316.6156085,0.0339583,301.3864013,296.8805081,0.0147359
0.52,314.0861233,321.6434343,0.0236177,306.0732473,316.6405891,0.0340137,301.3936508,296.8828615,0.0147519
0.5205,314.0960524,321.66842,0.0236647,306.0810006,316.6655697,0.0340691,301.4008931,296.8852108,0.0147679
0.521,314.1059706,321.6934058,0.0237118,306.0887454,316.6905503,0.0341246,301.4081283,296.8875561,0.0147839
0.5215,314.115878,321.7183915,0.0237589,306.0964817,316.7155309,0.0341801,301.4153564,296.8898973,0.0147999
0.522,314.1257746,321.7433773,0.0238061,306.1042095,316.7405114,0.0342356,301.4225773,296.8922345,0.0148158
0.5225,314.1356603,321.7683629,0.0238533,306.1119288,316.765492,0.0342912,301.4297911,296.8945676,0.0148318
0.523,314.1455352,321.7933486,0.0239005,306.1196397,316.7904725,0.0343468,301.4369977,296.8968967,0.0148478
0.5235,314.1553993,321.8183343,0.0239478,306.1273421,316.815453,0.0344024,301.4441973,296.8992218,0.0148637
0.524,314.1652527,321.8433199,0.0239951,306.135036,316.8404335,0.034458,301.4513897,296.9015428,0.0148796
0.5245,314.1750952,321.8683055,0.0240424,306.1427215,316.865414,0.0345137,301.458575,296.9038599,0.0148955
0.525,314.184927,321.893291,0.0240897,306.1503985,316.8903945,0.0345694,301.4657531,296.9061729,0.0149115
0.5255,314.194748,321.9182766,0.0241371,306.1580672,316.9153749,0.0346251,301.4729242,296.908482,0.0149274
0.526,314.2045583,321.9432621,0.0241846,306.1657273,316.9403554,0.0346809,301.4800881,296.910787,0.0149432
0.5265,314.2143578,321.9682476,0.024232,306.1733791,316.9653358,0.0347367,301.487245,296.9130881,0.0149591
0.527,314.2241466,321.9932331,0.0242795,306.1810225,316.9903163,0.0347925,301.4943947,296.9153852,0.014975
0.5275,314.2339247,322.0182185,0.024327,306.1886575,317.0152967,0.0348483,301.5015374,296.9176783,0.0149909
0.528,314.2436922,322.043204,0.0243746,306.1962841,317.0402771,0.0349042,301.5086729,296.9199674,0.0150067
0.5285,314.2534489,322.0681894,0.0244222,306.2039023,317.0652575,0.03496,301.5158014,296.9222526,0.0150225
0.529,314.263195,322.0931748,0.0244698,306.2115121,317.0902379,0.0350159,301.5229227,296.9245338,0.0150384
0.5295,314.2729304,322.1181601,0.0245175,306.2191136,317.1152183,0.0350719,301.530037,296.926811,0.0150542
0.53,314.2826552,322.1431454,0.0245652,306.2267067,317.1401986,0.0351279,301.5371442,296.9290843,0.01507
0.5305,314.2923693,322.1681308,0.0246129,306.2342915,317.165179,0.0351838,301.5442443,296.9313537,0.0150858
0.531,314.3020729,322.193116,0.0246606,306.2418679,317.1901593,0.0352399,301.5513374,296.9336191,0.0151016
0.5315,314.3117658,322.2181013,0.0247084,306.249436,317.2151396,0.0352959,301.5584234,296.9358806,0.0151174
0.532,314.3214481,322.2430865,0.0247563,306.2569958,317.2401199,0.035352,301.5655023,296.9381382,0.0151331
0.5325,314.3311199,322.2680718,0.0248041,306.2645473,317.2651002,0.0354081,301.5725741,296.9403919,0.0151489
0.533,314.340781,322.293057,0.024852,306.2720904,317.2900805,0.0354642,301.5796389,296.9426416,0.0151646
0.5335,314.3504316,322.3180421,0.0248999,306.2796253,317.3150608,0.0355204,301.5866967,296.9448874,0.0151804
0.534,314.3600717,322.3430273,0.0249479,306.2871519,317.3400411,0.0355765,301.5937473,296.9471294,0.0151961
0.5345,314.3697013,322.3680124,0.0249959,306.2946702,317.3650213,0.0356327,301.600791,296.9493674,0.0152118
0.535,314.3793203,322.3929975,0.0250439,306.3021802,317.3900015,0.035689,301.6078276,296.9516016,0.0152275
0.5355,314.3889288,322.4179826,0.0250919,306.3096819,317.4149818,0.0357452,301.6148571,296.9538319,0.0152432
0.536,314.3985268,322.4429676,0.02514,306.3171754,317.439962,0.0358015,301.6218796,296.9560582,0.0152589
0.5365,314.4081144,322.4679526,0.0251881,306.3246607,317.4649422,0.0358578,301.6288951,296.9582808,0.0152746
0.537,314.4176914,322.4929377,0.0252363,306.3321377,317.4899224,0.0359142,301.6359035,296.9604994,0.0152902
0.5375,314.427258,322.5179226,0.0252845,306.3396065,317.5149026,0.0359705,301.6429049,296.9627142,0.0153059
0.538,314.4368142,322.5429076,0.0253327,306.347067,317.5398827,0.0360269,301.6498993,296.9649252,0.0153215
0.5385,314.4463599,322.5678925,0.0253809,306.3545194,317.5648629,0.0360833,301.6568867,296.9671323,0.0153372
0.539,314.4558952,322.5928774,0.0254292,306.3619635,317.589843,0.0361398,301.663867,296.9693356,0.0153528
0.5395,314.4654201,322.6178623,0.0254775,306.3693994,317.6148232,0.0361963,301.6708403,296.971535,0.0153684
0.54,314.4749346,322.6428472,0.0255259,306.3768271,317.6398033,0.0362528,301.6778067,296.9737306,0.015384
0.5405,314.4844387,322.667832,0.0255743,306.3842467,317.6647834,0.0363093,301.684766,296.9759224,0.0153996
0.541,314.4939325,322.6928168,0.0256227,306.391658,317.6897635,0.0363658,301.6917183,296.9781103,0.0154152
0.5415,314.5034159,322.7178016,0.0256711,306.3990612,317.7147436,0.0364224,301.6986636,296.9802945,0.0154308
0.542,314.5128886,322.7427864,0.0257196,306.4064566,317.7397236,0.036479,301.7056022,296.9824748,0.0154463
0.5425,314.5223505,322.7677711,0.0257681,306.4138446,317.7647037,0.0365356,301.7125343,296.9846514,0.0154619
0.543,314.5318019,322.7927558,0.0258167,306.4212244,317.7896837,0.0365923,301.7194594,296.9868241,0.0154774
0.5435,314.5412431,322.8177405,0.0258652,306.4285961,317.8146638,0.036649,301.7263776,296.9889931,0.0154929
0.544,314.5506739,322.8427252,0.0259138,306.4359598,317.8396438,0.0367057,301.7332889,296.9911583,0.0155085
0.5445,314.5600944,322.8677098,0.0259625,306.4433154,317.8646238,0.0367624,301.7401932,296.9933197,0.015524
0.545,314.5695045,322.8926944,0.0260112,306.4506629,317.8896038,0.0368191,301.7470905,296.9954773,0.0155395
0.5455,314.5789044,322.917679,0.0260599,306.4580024,317.9145838,0.0368759,301.753981,296.9976312,0.015555
0.546,314.588294,322.9426636,0.0261086,306.4653338,317.9395638,0.0369327,301.7608645,296.9997814,0.0155704
0.5465,314.5976732,322.9676481,0.0261574,306.4726572,317.9645438,0.0369896,301.767741,297.0019277,0.0155859
0.547,314.6070423,322.9926327,0.0262062,306.4799725,317.9895237,0.0370464,301.7746107,297.0040704,0.0156014
0.5475,314.616401,323.0176172,0.026255,306.4872798,318.0145037,0.0371033,301.7814734,297.0062093,0.0156168
0.548,314.6257495,323.0426016,0.0263039,306.4945792,318.0394836,0.0371602,301.7883293,297.0083444,0.0156323
0.5485,314.6350878,323.0675861,0.0263528,306.5018705,318.0644636,0.0372171,301.7951782,297.0104759,0.0156477
0.549,314.6444158,323.0925704,0.0264017,306.5091538,318.0894435,0.0372741,301.8020202,297.0126038,0.0156631
0.5495,314.6537337,323.1175548,0.0264506,306.5164291,318.1144235,0.0373311,301.8088553,297.014728,0.0156785
0.55,314.6630413,323.1425391,0.0264996,306.5236965,318.1394034,0.0373881,301.8156836,297.0168485,0.0156939
0.5505,314.6723387,323.1675234,0.0265487,306.5309559,318.1643834,0.0374451,301.8225049,297.0189653,0.0157093
0.551,314.681626,323.1925077,0.0265977,306.5382073,318.1893633,0.0375022,301.8293194,297.0210784,0.0157247
0.5515,314.6909031,323.2174919,0.0266468,306.5454508,318.2143432,0.0375593,301.8361269,297.0231878,0.01574
0.552,314.70017,323.2424761,0.0266959,306.5526863,318.2393231,0.0376164,301.8429276,297.0252934,0.0157554
0.5525,314.7094268,323.2674603,0.0267451,306.5599139,318.264303,0.0376736,301.8497214,297.0273954,0.0157707
0.553,314.7186735,323.2924445,0.0267943,306.5671336,318.2892828,0.0377307,301.8565084,297.0294936,0.0157861
0.5535,314.72791,323.3174287,0.0268435,306.5743453,318.3142627,0.0377879,301.8632885,297.0315882,0.0158014
0.554,314.7371364,323.3424128,0.0268927,306.5815492,318.3392425,0.0378451,301.8700617,297.0336791,0.0158167
0.5545,314.7463527,323.367397,0.026942,306.5887451,318.3642223,0.0379024,301.8768281,297.0357664,0.015832
0.555,314.755559,323.3923811,0.0269913,306.5959332,318.3892021,0.0379596,301.8835876,297.0378499,0.0158473
0.5555,314.7647551,323.4173652,0.0270406,306.6031133,318.4141819,0.0380169,301.8903403,297.0399298,0.0158626
0.556,314.7739412,323.4423492,0.02709,306.6102856,318.4391617,0.0380742,301.8970861,297.042006,0.0158778
0.5565,314.7831172,323.4673333,0.0271394,306.6174501,318.4641415,0.0381316,301.9038251,297.0440786,0.0158931
0.557,314.7922832,323.4923173,0.0271888,306.6246066,318.4891212,0.038189,301.9105573,297.0461475,0.0159084
0.5575,314.8014391,323.5173013,0.0272383,306.6317554,318.5141009,0.0382464,301.9172826,297.0482128,0.0159236
0.558,314.810585,323.5422853,0.0272878,306.6388963,318.5390806,0.0383038,301.9240011,297.0502745,0.0159388
0.5585,314.8197209,323.5672692,0.0273373,306.6460293,318.5640603,0.0383612,301.9307128,297.0523325,0.015954
0.559,314.8288468,323.5922532,0.0273869,306.6531546,318.58904,0.0384187,301.9374177,297.0543869,0.0159693
0.5595,314.8379627,323.6172371,0.0274365,306.660272,318.6140197,0.0384762,301.9441157,297.0564376,0.0159845
0.56,314.8470686,323.642221,0.0274861,306.6673816,318.6389994,0.0385337,301.950807,297.0584848,0.0159996
0.5605,314.8561646,323.6672049,0.0275358,306.6744834,318.663979,0.0385912,301.9574914,297.0605283,0.0160148
0.561,314.8652506,323.6921887,0.0275854,306.6815775,318.6889586,0.0386488,301.9641691,297.0625683,0.01603
0.5615,314.8743267,323.7171725,0.0276352,306.6886637,318.7139382,0.0387064,301.9708399,297.0646046,0.0160451
0.562,314.8833928,323.7421564,0.0276849,306.6957422,318.7389178,0.038764,301.977504,297.0666374,0.0160603
0.5625,314.892449,323.7671401,0.0277347,306.7028129,318.7638974,0.0388217,301.9841613,297.0686666,0.0160754
0.563,314.9014952,323.7921239,0.0277845,306.7098759,318.788877,0.0388793,301.9908118,297.0706922,0.0160906
0.5635,314.9105316,323.8171077,0.0278343,306.7169311,318.8138565,0.038937,301.9974555,297.0727142,0.0161057
0.564,314.9195581,323.8420914,0.0278842,306.7239786,318.838836,0.0389948,302.0040925,297.0747326,0.0161208
0.5645,314.9285747,323.8670751,0.0279341,306.7310183,318.8638156,0.0390525,302.0107227,297.0767475,0.0161359
0.565,314.9375814,323.8920588,0.027984,306.7380504,318.8887951,0.0391103,302.0173461,297.0787588,0.0161509
0.5655,314.9465783,323.9170425,0.028034,306.7450747,318.9137745,0.0391681,302.0239627,297.0807666,0.016166
0.566,314.9555653,323.9420261,0.028084,306.7520913,318.938754,0.0392259,302.0305727,297.0827708,0.0161811
0.5665,314.9645425,323.9670098,0.028134,306.7591002,318.9637335,0.0392837,302.0371758,297.0847715,0.0161961
0.567,314.9735098,323.9919934,0.028184,306.7661015,318.9887129,0.0393416,302.0437722,297.0867686,0.0162112
0.5675,314.9824673,324.016977,0.0282341,306.773095,319.0136923,0.0393995,302.0503619,297.0887622,0.0162262
0.568,314.9914151,324.0419605,0.0282842,306.7800809,319.0386718,0.0394574,302.0569448,297.0907523,0.0162412
0.5685,315.000353,324.0669441,0.0283344,306.7870591,319.0636511,0.0395153,302.063521,297.0927389,0.0162562
0.569,315.0092811,324.0919276,0.0283846,306.7940297,319.0886305,0.0395733,302.0700905,297.0947219,0.0162712
0.5695,315.0181995,324.1169111,0.0284348,306.8009927,319.1136099,0.0396313,302.0766533,297.0967015,0.0162862
0.57,315.0271081,324.1418946,0.028485,306.8079479,319.1385892,0.0396893,302.0832093,297.0986775,0.0163012
0.5705,315.036007,324.1668781,0.0285353,306.8148956,319.1635686,0.0397473,302.0897586,297.10065,0.0163162
0.571,315.0448961,324.1918615,0.0285856,306.8218357,319.1885479,0.0398054,302.0963012,297.1026191,0.0163311
0.5715,315.0537755,324.2168449,0.0286359,306.8287681,319.2135272,0.0398635,302.1028371,297.1045846,0.0163461
0.572,315.0626451,324.2418283,0.0286863,306.8356929,319.2385065,0.0399216,302.1093663,297.1065467,0.016361
0.5725,315.0715051,324.2668117,0.0287366,306.8426102,319.2634858,0.0399797,302.1158888,297.1085053,0.0163759
0.573,315.0803554,324.2917951,0.0287871,306.8495198,319.288465,0.0400379,302.1224046,297.1104604,0.0163909
0.5735,315.0891959,324.3167784,0.0288375,306.8564219,319.3134443,0.0400961,302.1289137,297.1124121,0.0164058
0.574,315.0980268,324.3417617,0.028888,306.8633164,319.3384235,0.0401543,302.1354162,297.1143603,0.0164206
0.5745,315.106848,324.366745,0.0289385,306.8702033,319.3634027,0.0402125,302.1419119,297.116305,0.0164355
0.575,315.1156596,324.3917283,0.028989,306.8770827,319.3883819,0.0402708,302.148401,297.1182463,0.0164504
0.5755,315.1244615,324.4167116,0.0290396,306.8839545,319.4133611,0.0403291,302.1548834,297.1201842,0.0164653
0.576,315.1332538,324.4416948,0.0290902,306.8908189,319.4383402,0.0403874,302.1613591,297.1221186,0.0164801
0.5765,315.1420364,324.4666781,0.0291408,306.8976756,319.4633194,0.0404457,302.1678282,297.1240496,0.016495
0.577,315.1508095,324.4916613,0.0291915,306.9045249,319.4882985,0.0405041,302.1742906,297.1259771,0.0165098
0.5775,315.1595729,324.5166444,0.0292422,306.9113666,319.5132776,0.0405625,302.1807463,297.1279013,0.0165246
0.578,315.1683268,324.5416276,0.0292929,306.9182009,319.5382567,0.0406209,302.1871955,297.129822,0.0165394
0.5785,315.177071,324.5666107,0.0293437,306.9250276,319.5632358,0.0406793,302.1936379,297.1317393,0.0165542
0.579,315.1858057,324.5915939,0.0293944,306.9318469,319.5882149,0.0407377,302.2000737,297.1336532,0.016569
0.5795,315.1945309,324.616577,0.0294452,306.9386587,319.6131939,0.0407962,302.2065029,297.1355637,0.0165838
0.58,315.2032464,324.64156,0.0294961,306.945463,319.638173,0.0408547,302.2129254,297.1374708,0.0165986
0.5805,315.2119525,324.6665431,0.0295469,306.9522599,319.663152,0.0409132,302.2193414,297.1393745,0.0166133
0.581,315.220649,324.6915262,0.0295978,306.9590493,319.688131,0.0409718,302.2257506,297.1412748,0.0166281
0.5815,315.229336,324.7165092,0.0296488,306.9658312,319.71311,0.0410304,302.2321533,297.1431717,0.0166428
0.582,315.2380134,324.7414922,0.0296997,306.9726057,319.738089,0.041089,302.2385494,297.1450653,0.0166575
0.5825,315.2466814,324.7664752,0.0297507,306.9793728,319.7630679,0.0411476,302.2449388,297.1469555,0.0166722
0.583,315.2553399,324.7914581,0.0298017,306.9861325,319.7880469,0.0412062,302.2513216,297.1488423,0.0166869
0.5835,315.2639889,324.8164411,0.0298528,306.9928847,319.8130258,0.0412649,302.2576979,297.1507258,0.0167016
0.584,315.2726285,324.841424,0.0299039,306.9996296,319.8380047,0.0413236,302.2640675,297.1526059,0.0167163
0.5845,315.2812585,324.8664069,0.029955,307.006367,319.8629836,0.0413823,302.2704305,297.1544827,0.016731
0.585,315.2898792,324.8913898,0.0300061,307.0130971,319.8879625,0.041441,302.2767869,297.1563562,0.0167456
0.5855,315.2984904,324.9163726,0.0300573,307.0198198,319.9129414,0.0414998,302.2831368,297.1582263,0.0167603
0.586,315.3070921,324.9413555,0.0301084,307.0265351,319.9379202,0.0415586,302.2894801,297.160093,0.0167749
0.5865,315.3156845,324.9663383,0.0301597,307.033243,319.9628991,0.0416174,302.2958167,297.1619565,0.0167896
0.587,315.3242674,324.9913211,0.0302109,307.0399436,319.9878779,0.0416762,302.3021469,297.1638166,0.0168042
0.5875,315.332841,325.0163039,0.0302622,307.0466369,320.0128567,0.0417351,302.3084704,297.1656734,0.0168188
0.588,315.3414052,325.0412866,0.0303135,307.0533228,320.0378355,0.041794,302.3147874,297.1675269,0.0168334
0.5885,315.34996,325.0662694,0.0303649,307.0600013,320.0628142,0.0418529,302.3210978,297.1693771,0.016848
0.589,315.3585054,325.0912521,0.0304162,307.0666726,320.087793,0.0419118,302.3274022,297.1712239,0.0168625
0.5895,315.3670414,325.1162348,0.0304676,307.0733366,320.1127717,0.0419707,302.3337005,297.1730675,0.0168771
0.59,315.3755681,325.1412175,0.030519,307.0799932,320.1377504,0.0420297,302.3399924,297.1749078,0.0168917
0.5905,315.3840854,325.1662002,0.0305705,307.0866425,320.1627291,0.0420887,302.3462778,297.1767449,0.0169062
0.591,315.3925934,325.1911828,0.030622,307.0932846,320.1877078,0.0421477,302.3525567,297.1785786,0.0169208
0.5915,315.4010921,325.2161654,0.0306735,307.0999194,320.2126865,0.0422068,302.3588291,297.1804091,0.0169353
0.592,315.4095815,325.241148,0.030725,307.1065469,320.2376652,0.0422658,302.3650951,297.1822363,0.0169498
0.5925,315.4180616,325.2661306,0.0307766,307.1131671,320.2626438,0.0423249,302.3713545,297.1840602,0.0169643
0.593,315.4265324,325.2911132,0.0308282,307.1197801,320.2876224,0.0423841,302.3776075,297.1858809,0.0169788
0.5935,315.4349939,325.3160957,0.0308799,307.1263858,320.3126011,0.0424432,302.383854,297.1876983,0.0169933
0.594,315.4434462,325.3410782,0.0309315,307.1329843,320.3375796,0.0425023,302.390094,297.1895124,0.0170078
0.5945,315.4518892,325.3660608,0.0309832,307.1395755,320.3625582,0.0425615,302.3963276,297.1913234,0.0170222
0.595,315.460323,325.3910432,0.0310349,307.1461596,320.3875368,0.0426207,302.4025548,297.1931311,0.0170367
0.5955,315.4687475,325.4160257,0.0310867,307.1527364,320.4125153,0.04268,302.4087754,297.1949355,0.0170511
0.596,315.4771628,325.4410082,0.0311384,307.159306,320.4374939,0.0427392,302.4149897,297.1967368,0.0170656
0.5965,315.4855689,325.4659906,0.0311902,307.1658684,320.4624724,0.0427985,302.4211975,297.1985348,0.01708
0.597,315.4939658,325.490973,0.0312421,307.1724236,320.4874509,0.0428578,302.4273989,297.2003296,0.0170944
0.5975,315.5023535,325.5159554,0.0312939,307.1789716,320.5124294,0.0429171,302.4335938,297.2021211,0.0171088
0.598,315.510732,325.5409377,0.0313458,307.1855124,320.5374078,0.0429765,302.4397824,297.2039095,0.0171232
0.5985,315.5191013,325.5659201,0.0313977,307.1920461,320.5623863,0.0430358,302.4459645,297.2056947,0.0171376
0.599,315.5274615,325.5909024,0.0314497,307.1985726,320.5873647,0.0430952,302.4521402,297.2074767,0.0171519
0.5995,315.5358125,325.6158847,0.0315017,307.205092,320.6123431,0.0431546,302.4583095,297.2092554,0.0171663
0.6,315.5441543,325.640867,0.0315537,307.2116042,320.6373215,0.0432141,302.4644724,297.211031,0.0171806
0.6005,315.552487,325.6658493,0.0316057,307.2181093,320.6622999,0.0432735,302.4706289,297.2128035,0.017195
0.601,315.5608106,325.6908315,0.0316578,307.2246072,320.6872783,0.043333,302.476779,297.2145727,0.0172093
0.6015,315.5691251,325.7158138,0.0317098,307.231098,320.7122566,0.0433925,302.4829228,297.2163388,0.0172236
0.602,315.5774305,325.740796,0.031762,307.2375818,320.737235,0.0434521,302.4890601,297.2181017,0.0172379
0.6025,315.5857267,325.7657782,0.0318141,307.2440584,320.7622133,0.0435116,302.4951911,297.2198614,0.0172522
0.603,315.5940139,325.7907604,0.0318663,307.2505279,320.7871916,0.0435712,302.5013157,297.221618,0.0172665
0.6035,315.602292,325.8157425,0.0319185,307.2569903,320.8121699,0.0436308,302.5074339,297.2233715,0.0172808
0.604,315.6105611,325.8407247,0.0319707,307.2634456,320.8371481,0.0436904,302.5135458,297.2251217,0.017295
0.6045,315.6188211,325.8657068,0.032023,307.2698939,320.8621264,0.0437501,302.5196513,297.2268689,0.0173093
0.605,315.627072,325.8906889,0.0320753,307.2763351,320.8871046,0.0438097,302.5257505,297.2286129,0.0173235
0.6055,315.6353139,325.9156709,0.0321276,307.2827693,320.9120828,0.0438694,302.5318433,297.2303538,0.0173378
0.606,315.6435468,325.940653,0.0321799,307.2891963,320.9370611,0.0439291,302.5379298,297.2320916,0.017352
0.6065,315.6517706,325.965635,0.0322323,307.2956164,320.9620392,0.0439889,302.54401,297.2338262,0.0173662
0.607,315.6599855,325.9906171,0.0322847,307.3020294,320.9870174,0.0440486,302.5500838,297.2355577,0.0173804
0.6075,315.6681913,326.0155991,0.0323371,307.3084354,321.0119956,0.0441084,302.5561513,297.2372862,0.0173946
0.608,315.6763881,326.040581,0.0323896,307.3148344,321.0369737,0.0441682,302.5622125,297.2390115,0.0174088
0.6085,315.684576,326.065563,0.0324421,307.3212264,321.0619518,0.044228,302.5682674,297.2407337,0.0174229
0.609,315.6927549,326.0905449,0.0324946,307.3276113,321.0869299,0.0442879,302.5743159,297.2424528,0.0174371
0.6095,315.7009249,326.1155269,0.0325471,307.3339893,321.111908,0.0443477,302.5803582,297.2441688,0.0174512
0.61,315.7090859,326.1405088,0.0325997,307.3403603,321.1368861,0.0444076,302.5863941,297.2458818,0.0174654
0.6105,315.7172379,326.1654906,0.0326523,307.3467243,321.1618642,0.0444675,302.5924238,297.2475917,0.0174795
0.611,315.725381,326.1904725,0.0327049,307.3530813,321.1868422,0.0445275,302.5984472,297.2492985,0.0174936
0.6115,315.7335152,326.2154544,0.0327576,307.3594314,321.2118202,0.0445874,302.6044643,297.2510022,0.0175077
0.612,315.7416405,326.2404362,0.0328102,307.3657745,321.2367982,0.0446474,302.6104751,297.2527028,0.0175218
0.6125,315.7497569,326.265418,0.0328629,307.3721107,321.2617762,0.0447074,302.6164796,297.2544004,0.0175359
0.613,315.7578644,326.2903998,0.0329157,307.3784399,321.2867542,0.0447674,302.6224779,297.256095,0.01755
0.6135,315.765963,326.3153815,0.0329684,307.3847622,321.3117322,0.0448275,302.6284699,297.2577865,0.0175641
0.614,315.7740527,326.3403633,0.0330212,307.3910776,321.3367101,0.0448876,302.6344556,297.2594749,0.0175781
0.6145,315.7821336,326.365345,0.033074,307.397386,321.361688,0.0449477,302.6404351,297.2611603,0.0175922
0.615,315.7902056,326.3903267,0.0331269,307.4036876,321.3866659,0.0450078,302.6464084,297.2628427,0.0176062
0.6155,315.7982688,326.4153084,0.0331798,307.4099822,321.4116438,0.0450679,302.6523754,297.264522,0.0176202
0.616,315.8063231,326.4402901,0.0332327,307.41627,321.4366217,0.0451281,302.6583361,297.2661984,0.0176342
0.6165,315.8143686,326.4652717,0.0332856,307.4225509,321.4615996,0.0451882,302.6642907,297.2678717,0.0176482
0.617,315.8224053,326.4902534,0.0333385,307.4288249,321.4865774,0.0452485,302.670239,297.2695419,0.0176622
0.6175,315.8304332,326.515235,0.0333915,307.435092,321.5115552,0.0453087,302.676181,297.2712092,0.0176762
0.618,315.8384522,326.5402166,0.0334445,307.4413523,321.536533,0.0453689,302.6821169,297.2728735,0.0176902
0.6185,315.8464625,326.5651982,0.0334976,307.4476057,321.5615108,0.0454292,302.6880466,297.2745347,0.0177041
0.619,315.854464,326.5901797,0.0335506,307.4538523,321.5864886,0.0454895,302.69397,297.276193,0.0177181
0.6195,315.8624568,326.6151613,0.0336037,307.460092,321.6114664,0.0455498,302.6998872,297.2778483,0.017732
0.62,315.8704408,326.6401428,0.0336569,307.4663249,321.6364441,0.0456101,302.7057983,297.2795006,0.0177459
0.6205,315.878416,326.6651243,0.03371,307.472551,321.6614218,0.0456705,302.7117031,297.2811499,0.0177599
0.621,315.8863825,326.6901058,0.0337632,307.4787703,321.6863995,0.0457309,302.7176018,297.2827963,0.0177738
0.6215,315.8943402,326.7150872,0.0338164,307.4849827,321.7113772,0.0457913,302.7234942,297.2844396,0.0177877
0.622,315.9022893,326.7400687,0.0338696,307.4911884,321.7363549,0.0458517,302.7293805,297.28608,0.0178015
0.6225,315.9102296,326.7650501,0.0339229,307.4973873,321.7613326,0.0459121,302.7352607,297.2877175,0.0178154
0.623,315.9181612,326.7900315,0.0339761,307.5035794,321.7863102,0.0459726,302.7411346,297.289352,0.0178293
0.6235,315.9260841,326.8150129,0.0340295,307.5097647,321.8112878,0.0460331,302.7470024,297.2909835,0.0178431
0.624,315.9339984,326.8399943,0.0340828,307.5159433,321.8362654,0.0460936,302.752864,297.2926121,0.017857
0.6245,315.9419039,326.8649756,0.0341362,307.5221151,321.861243,0.0461541,302.7587195,297.2942377,0.0178708
0.625,315.9498008,326.8899569,0.0341895,307.5282801,321.8862206,0.0462147,302.7645688,297.2958604,0.0178846
0.6255,315.957689,326.9149383,0.034243,307.5344384,321.9111981,0.0462753,302.770412,297.2974802,0.0178984
0.626,315.9655686,326.9399195,0.0342964,307.5405899,321.9361757,0.0463359,302.776249,297.2990971,0.0179122
0.6265,315.9734396,326.9649008,0.0343499,307.5467348,321.9611532,0.0463965,302.78208,297.300711,0.017926
0.627,315.9813019,326.9898821,0.0344034,307.5528729,321.9861307,0.0464571,302.7879047,297.302322,0.0179398
0.6275,315.9891556,327.0148633,0.0344569,307.5590043,322.0111082,0.0465178,302.7937234,297.3039301,0.0179536
0.628,315.9970007,327.0398445,0.0345105,307.565129,322.0360857,0.0465785,302.7995359,297.3055353,0.0179673
0.6285,316.0048371,327.0648257,0.034564,307.571247,322.0610631,0.0466392,302.8053423,297.3071376,0.0179811
0.629,316.012665,327.0898069,0.0346176,307.5773583,322.0860406,0.0466999,302.8111427,297.308737,0.0179948
0.6295,316.0204843,327.1147881,0.0346713,307.5834629,322.111018,0.0467606,302.8169369,297.3103335,0.0180086
0.63,316.028295,327.1397692,0.0347249,307.5895608,322.1359954,0.0468214,302.822725,297.3119271,0.0180223
0.6305,316.0360972,327.1647503,0.0347786,307.5956521,322.1609728,0.0468822,302.828507,297.3135178,0.018036
0.631,316.0438908,327.1897314,0.0348323,307.6017367,322.1859502,0.046943,302.8342829,297.3151056,0.0180497
0.6315,316.0516758,327.2147125,0.0348861,307.6078147,322.2109275,0.0470038,302.8400527,297.3166906,0.0180634
0.632,316.0594523,327.2396936,0.0349398,307.613886,322.2359049,0.0470647,302.8458165,297.3182727,0.018077
0.6325,316.0672203,327.2646746,0.0349936,307.6199507,322.2608822,0.0471256,302.8515742,297.3198519,0.0180907
0.633,316.0749798,327.2896557,0.0350475,307.6260088,322.2858595,0.0471865,302.8573258,297.3214283,0.0181044
0.6335,316.0827307,327.3146367,0.0351013,307.6320602,322.3108368,0.0472474,302.8630713,297.3230018,0.018118
0.634,316.0904732,327.3396177,0.0351552,307.6381051,322.335814,0.0473083,302.8688108,297.3245725,0.0181316
0.6345,316.0982071,327.3645986,0.0352091,307.6441433,322.3607913,0.0473693,302.8745442,297.3261403,0.0181453
0.635,316.1059326,327.3895796,0.035263,307.6501749,322.3857685,0.0474303,302.8802716,297.3277053,0.0181589
