time,feedbackA.i1_2,firstOrder2B.y,firstOrder2A.c.v,firstOrder2A.r2.i,firstOrder2A.c.n.v,feedbackA.i1,firstOrder1B.y,firstOrder1A.c.v,firstOrder1A.r2.i,firstOrder1A.c.n.v,addA.i1,addA.i1_2,addA.i2,PIB.x,PIA.c.v,PIA.c.n.i,PIA.i2,addB.y,addA.opAmp.v_out
0.5799533427,0.005,9.972268795,9.97240636,0.00997240636,-0.0006647827718,0.00497174346,8.974103261,8.977437428,0.008977437428,-0.0005984559315,0.008976173982,0.0009993350104,0.00997417922,17.94820652,-8.978634324,2.765519847e-05,0.00899126401,9.974103261,-9.974844003
0.5911738848,0.005,9.97929624,9.979378076,0.009979378076,-0.0006652475219,0.004978714247,8.988044913,8.991352097,0.008991352097,-0.0005993835142,0.008990086796,0.000999334083,0.009988089715,17.97608983,-8.99255037,2.068418125e-05,0.009001692924,9.988044913,-9.988754962
0.6028947781,0.005,9.989413585,9.989466479,0.009989466479,-0.0006659200373,0.004988801306,8.997149733,9.000454504,0.009000454504,-0.0005999903009,0.00899918799,0.0009993334763,0.009997189022,17.99429947,-9.001654052,1.059752442e-05,0.0090057524,9.997149733,-9.997854942
0.6157276187,0.005,9.997074832,9.997121152,0.009997121152,-0.0006664303148,0.004996454958,9.001235423,9.0045502,0.0090045502,-0.0006002633291,0.00900328314,0.0009993332034,0.01000128312,18.00247085,-9.00575053,2.944364463e-06,0.009006022007,10.00123542,-10.00194955
0.6300886599,0.005,10.00065706,10.00071001,0.01000071001,-0.0006666695557,0.005000043333,9.001788753,9.005115404,0.009005115404,-0.0006003010069,0.009003848269,0.0009993331657,0.01000184793,18.00357751,-9.006316011,-6.436895548e-07,0.009004793505,10.00178875,-10.0025146
0.6472901013,0.005,10.00111793,10.00118041,0.01000118041,-0.0006667009136,0.00500051367,9.000856684,9.004190608,0.009004190608,-0.0006002393579,0.009002923596,0.0009993332273,0.01000092335,18.00171337,-9.005391184,-1.113918134e-06,0.009003633703,10.00085668,-10.00159005
0.6667445971,0.005,10.00042398,10.00049114,0.01000049114,-0.0006666549657,0.004999824497,9.000100722,9.003435792,0.009003435792,-0.0006001890402,0.00900216888,0.0009993332776,0.01000016878,18.00020144,-9.004636271,-4.247637798e-07,0.009003223445,10.00010072,-10.00083544
0.6880007079,0.005,10.00000407,10.0000714,0.0100000714,-0.0006666269848,0.004999404811,8.999919347,9.003253247,0.009003253247,-0.0006001768713,0.00900198636,0.0009993332898,0.009999986312,17.99983869,-9.004453686,-5.107625652e-09,0.009003250699,9.999919347,-10.00065294
0.7148140794,0.005,9.99995812,10.00002454,0.01000002454,-0.000666623861,0.004999357958,8.999973613,9.003306772,0.009003306772,-0.0006001804394,0.009002039878,0.0009993332862,0.01000003983,17.99994723,-9.004507212,4.173746798e-08,0.009003327638,9.999973613,-10.00070645
0.7476236408,0.005,9.999998465,10.00006468,0.01000006468,-0.0006666265371,0.004999398097,9.000003351,9.003336543,0.009003336543,-0.000600182424,0.009002069644,0.0009993332843,0.01000006959,18.0000067,-9.004536987,1.600856739e-09,0.009003337343,10.00000335,-10.00073621
0.7880006329,0.005,10.00000107,10.00006735,0.01000006735,-0.000666626715,0.004999400765,9.000000388,9.003333634,0.009003333634,-0.0006001822301,0.009002066736,0.0009993332844,0.01000006668,18.00000078,-9.004534079,-1.066979529e-09,0.009003333101,10.00000039,-10.00073331
0.8444210411,0.005,9.999999939,10.00006622,0.01000006622,-0.0006666266398,0.004999399637,8.999999969,9.003333208,0.009003333208,-0.0006001822017,0.00900206631,0.0009993332845,0.01000006625,17.99999994,-9.004533653,6.032815356e-11,0.009003333238,9.999999969,-10.00073288
0.9353320213,0.005,9.999999999,10.00006628,0.01000006628,-0.0006666266438,0.004999399696,8.999999999,9.003333239,0.009003333239,-0.0006001822038,0.009002066342,0.0009993332845,0.01000006628,18,-9.004533684,1.431274555e-12,0.00900333324,9.999999999,-10.00073291
1,0.005,10,10.00006628,0.01000006628,-0.0006666266439,0.004999399698,9,9.00333324,0.00900333324,-0.0006001822038,0.009002066342,0.0009993332845,0.01000006628,18,-9.004533684,-4.186959389e-14,0.00900333324,10,-10.00073291
