time,cosFM.phi,sinFM.phi,cosAM.phi,sinAM.phi,sine.phi
0.473,298.6200232,298.6200232,297.194665,297.194665,297.194665
0.4731,298.6724184,298.6724184,297.2574969,297.2574969,297.2574969
0.4732,298.7248508,298.7248508,297.3203287,297.3203287,297.3203287
0.4733,298.7773205,298.7773205,297.3831606,297.3831606,297.3831606
0.4734,298.8298276,298.8298276,297.4459924,297.4459924,297.4459924
0.4735,298.8823719,298.8823719,297.5088243,297.5088243,297.5088243
0.4736,298.9349536,298.9349536,297.5716561,297.5716561,297.5716561
0.4737,298.9875726,298.9875726,297.634488,297.634488,297.634488
0.4738,299.0402289,299.0402289,297.6973199,297.6973199,297.6973199
0.4739,299.0929227,299.0929227,297.7601517,297.7601517,297.7601517
0.474,299.1456538,299.1456538,297.8229836,297.8229836,297.8229836
0.4741,299.1984223,299.1984223,297.8858154,297.8858154,297.8858154
0.4742,299.2512283,299.2512283,297.9486473,297.9486473,297.9486473
0.4743,299.3040717,299.3040717,298.0114791,298.0114791,298.0114791
0.4744,299.3569525,299.3569525,298.074311,298.074311,298.074311
0.4745,299.4098708,299.4098708,298.1371428,298.1371428,298.1371428
0.4746,299.4628266,299.4628266,298.1999747,298.1999747,298.1999747
0.4747,299.5158199,299.5158199,298.2628065,298.2628065,298.2628065
0.4748,299.5688507,299.5688507,298.3256384,298.3256384,298.3256384
0.4749,299.621919,299.621919,298.3884702,298.3884702,298.3884702
0.475,299.6750249,299.6750249,298.4513021,298.4513021,298.4513021
0.4751,299.7281684,299.7281684,298.5141339,298.5141339,298.5141339
0.4752,299.7813494,299.7813494,298.5769658,298.5769658,298.5769658
0.4753,299.834568,299.834568,298.6397977,298.6397977,298.6397977
0.4754,299.8878242,299.8878242,298.7026295,298.7026295,298.7026295
0.4755,299.9411181,299.9411181,298.7654614,298.7654614,298.7654614
0.4756,299.9944495,299.9944495,298.8282932,298.8282932,298.8282932
0.4757,300.0478186,300.0478186,298.8911251,298.8911251,298.8911251
0.4758,300.1012254,300.1012254,298.9539569,298.9539569,298.9539569
0.4759,300.1546699,300.1546699,299.0167888,299.0167888,299.0167888
0.476,300.2081521,300.2081521,299.0796206,299.0796206,299.0796206
0.4761,300.2616719,300.2616719,299.1424525,299.1424525,299.1424525
0.4762,300.3152295,300.3152295,299.2052843,299.2052843,299.2052843
0.4763,300.3688249,300.3688249,299.2681162,299.2681162,299.2681162
0.4764,300.422458,300.422458,299.330948,299.330948,299.330948
0.4765,300.4761288,300.4761288,299.3937799,299.3937799,299.3937799
0.4766,300.5298375,300.5298375,299.4566117,299.4566117,299.4566117
0.4767,300.5835839,300.5835839,299.5194436,299.5194436,299.5194436
0.4768,300.6373681,300.6373681,299.5822754,299.5822754,299.5822754
0.4769,300.6911902,300.6911902,299.6451073,299.6451073,299.6451073
0.477,300.7450501,300.7450501,299.7079392,299.7079392,299.7079392
0.4771,300.7989479,300.7989479,299.770771,299.770771,299.770771
0.4772,300.8528835,300.8528835,299.8336029,299.8336029,299.8336029
0.4773,300.906857,300.906857,299.8964347,299.8964347,299.8964347
0.4774,300.9608684,300.9608684,299.9592666,299.9592666,299.9592666
0.4775,301.0149177,301.0149177,300.0220984,300.0220984,300.0220984
0.4776,301.0690049,301.0690049,300.0849303,300.0849303,300.0849303
0.4777,301.1231301,301.1231301,300.1477621,300.1477621,300.1477621
0.4778,301.1772932,301.1772932,300.210594,300.210594,300.210594
0.4779,301.2314943,301.2314943,300.2734258,300.2734258,300.2734258
0.478,301.2857333,301.2857333,300.3362577,300.3362577,300.3362577
0.4781,301.3400104,301.3400104,300.3990895,300.3990895,300.3990895
0.4782,301.3943254,301.3943254,300.4619214,300.4619214,300.4619214
0.4783,301.4486785,301.4486785,300.5247532,300.5247532,300.5247532
0.4784,301.5030696,301.5030696,300.5875851,300.5875851,300.5875851
0.4785,301.5574987,301.5574987,300.6504169,300.6504169,300.6504169
0.4786,301.6119659,301.6119659,300.7132488,300.7132488,300.7132488
0.4787,301.6664711,301.6664711,300.7760807,300.7760807,300.7760807
0.4788,301.7210145,301.7210145,300.8389125,300.8389125,300.8389125
0.4789,301.7755959,301.7755959,300.9017444,300.9017444,300.9017444
0.479,301.8302154,301.8302154,300.9645762,300.9645762,300.9645762
0.4791,301.8848731,301.8848731,301.0274081,301.0274081,301.0274081
0.4792,301.9395689,301.9395689,301.0902399,301.0902399,301.0902399
0.4793,301.9943028,301.9943028,301.1530718,301.1530718,301.1530718
0.4794,302.0490749,302.0490749,301.2159036,301.2159036,301.2159036
0.4795,302.1038851,302.1038851,301.2787355,301.2787355,301.2787355
0.4796,302.1587336,302.1587336,301.3415673,301.3415673,301.3415673
0.4797,302.2136202,302.2136202,301.4043992,301.4043992,301.4043992
0.4798,302.2685451,302.2685451,301.467231,301.467231,301.467231
0.4799,302.3235081,302.3235081,301.5300629,301.5300629,301.5300629
0.48,302.3785094,302.3785094,301.5928947,301.5928947,301.5928947
0.4801,302.433549,302.433549,301.6557266,301.6557266,301.6557266
0.4802,302.4886268,302.4886268,301.7185585,301.7185585,301.7185585
0.4803,302.5437428,302.5437428,301.7813903,301.7813903,301.7813903
0.4804,302.5988972,302.5988972,301.8442222,301.8442222,301.8442222
0.4805,302.6540898,302.6540898,301.907054,301.907054,301.907054
0.4806,302.7093208,302.7093208,301.9698859,301.9698859,301.9698859
0.4807,302.76459,302.76459,302.0327177,302.0327177,302.0327177
0.4808,302.8198976,302.8198976,302.0955496,302.0955496,302.0955496
0.4809,302.8752435,302.8752435,302.1583814,302.1583814,302.1583814
0.481,302.9306278,302.9306278,302.2212133,302.2212133,302.2212133
0.4811,302.9860504,302.9860504,302.2840451,302.2840451,302.2840451
0.4812,303.0415115,303.0415115,302.346877,302.346877,302.346877
0.4813,303.0970109,303.0970109,302.4097088,302.4097088,302.4097088
0.4814,303.1525487,303.1525487,302.4725407,302.4725407,302.4725407
0.4815,303.2081249,303.2081249,302.5353725,302.5353725,302.5353725
0.4816,303.2637395,303.2637395,302.5982044,302.5982044,302.5982044
0.4817,303.3193925,303.3193925,302.6610362,302.6610362,302.6610362
0.4818,303.375084,303.375084,302.7238681,302.7238681,302.7238681
0.4819,303.430814,303.430814,302.7867,302.7867,302.7867
0.482,303.4865824,303.4865824,302.8495318,302.8495318,302.8495318
0.4821,303.5423893,303.5423893,302.9123637,302.9123637,302.9123637
0.4822,303.5982347,303.5982347,302.9751955,302.9751955,302.9751955
0.4823,303.6541186,303.6541186,303.0380274,303.0380274,303.0380274
0.4824,303.7100409,303.7100409,303.1008592,303.1008592,303.1008592
0.4825,303.7660018,303.7660018,303.1636911,303.1636911,303.1636911
0.4826,303.8220013,303.8220013,303.2265229,303.2265229,303.2265229
0.4827,303.8780392,303.8780392,303.2893548,303.2893548,303.2893548
0.4828,303.9341158,303.9341158,303.3521866,303.3521866,303.3521866
0.4829,303.9902308,303.9902308,303.4150185,303.4150185,303.4150185
0.483,304.0463845,304.0463845,303.4778503,303.4778503,303.4778503
0.4831,304.1025767,304.1025767,303.5406822,303.5406822,303.5406822
0.4832,304.1588075,304.1588075,303.603514,303.603514,303.603514
0.4833,304.215077,304.215077,303.6663459,303.6663459,303.6663459
0.4834,304.271385,304.271385,303.7291777,303.7291777,303.7291777
0.4835,304.3277317,304.3277317,303.7920096,303.7920096,303.7920096
0.4836,304.384117,304.384117,303.8548415,303.8548415,303.8548415
0.4837,304.4405409,304.4405409,303.9176733,303.9176733,303.9176733
0.4838,304.4970035,304.4970035,303.9805052,303.9805052,303.9805052
0.4839,304.5535047,304.5535047,304.043337,304.043337,304.043337
0.484,304.6100447,304.6100447,304.1061689,304.1061689,304.1061689
0.4841,304.6666233,304.6666233,304.1690007,304.1690007,304.1690007
0.4842,304.7232406,304.7232406,304.2318326,304.2318326,304.2318326
0.4843,304.7798966,304.7798966,304.2946644,304.2946644,304.2946644
0.4844,304.8365913,304.8365913,304.3574963,304.3574963,304.3574963
0.4845,304.8933247,304.8933247,304.4203281,304.4203281,304.4203281
0.4846,304.9500969,304.9500969,304.48316,304.48316,304.48316
0.4847,305.0069078,305.0069078,304.5459918,304.5459918,304.5459918
0.4848,305.0637574,305.0637574,304.6088237,304.6088237,304.6088237
0.4849,305.1206458,305.1206458,304.6716555,304.6716555,304.6716555
0.485,305.177573,305.177573,304.7344874,304.7344874,304.7344874
0.4851,305.2345389,305.2345389,304.7973193,304.7973193,304.7973193
0.4852,305.2915437,305.2915437,304.8601511,304.8601511,304.8601511
0.4853,305.3485872,305.3485872,304.922983,304.922983,304.922983
0.4854,305.4056695,305.4056695,304.9858148,304.9858148,304.9858148
0.4855,305.4627907,305.4627907,305.0486467,305.0486467,305.0486467
0.4856,305.5199506,305.5199506,305.1114785,305.1114785,305.1114785
0.4857,305.5771494,305.5771494,305.1743104,305.1743104,305.1743104
0.4858,305.634387,305.634387,305.2371422,305.2371422,305.2371422
0.4859,305.6916635,305.6916635,305.2999741,305.2999741,305.2999741
0.486,305.7489789,305.7489789,305.3628059,305.3628059,305.3628059
0.4861,305.8063331,305.8063331,305.4256378,305.4256378,305.4256378
0.4862,305.8637261,305.8637261,305.4884696,305.4884696,305.4884696
0.4863,305.9211581,305.9211581,305.5513015,305.5513015,305.5513015
0.4864,305.9786289,305.9786289,305.6141333,305.6141333,305.6141333
0.4865,306.0361387,306.0361387,305.6769652,305.6769652,305.6769652
0.4866,306.0936873,306.0936873,305.739797,305.739797,305.739797
0.4867,306.1512749,306.1512749,305.8026289,305.8026289,305.8026289
0.4868,306.2089013,306.2089013,305.8654608,305.8654608,305.8654608
0.4869,306.2665667,306.2665667,305.9282926,305.9282926,305.9282926
0.487,306.3242711,306.3242711,305.9911245,305.9911245,305.9911245
0.4871,306.3820144,306.3820144,306.0539563,306.0539563,306.0539563
0.4872,306.4397966,306.4397966,306.1167882,306.1167882,306.1167882
0.4873,306.4976178,306.4976178,306.17962,306.17962,306.17962
0.4874,306.555478,306.555478,306.2424519,306.2424519,306.2424519
0.4875,306.6133772,306.6133772,306.3052837,306.3052837,306.3052837
0.4876,306.6713153,306.6713153,306.3681156,306.3681156,306.3681156
0.4877,306.7292925,306.7292925,306.4309474,306.4309474,306.4309474
0.4878,306.7873086,306.7873086,306.4937793,306.4937793,306.4937793
0.4879,306.8453637,306.8453637,306.5566111,306.5566111,306.5566111
0.488,306.9034579,306.9034579,306.619443,306.619443,306.619443
0.4881,306.9615911,306.9615911,306.6822748,306.6822748,306.6822748
0.4882,307.0197633,307.0197633,306.7451067,306.7451067,306.7451067
0.4883,307.0779745,307.0779745,306.8079385,306.8079385,306.8079385
0.4884,307.1362248,307.1362248,306.8707704,306.8707704,306.8707704
0.4885,307.1945142,307.1945142,306.9336023,306.9336023,306.9336023
0.4886,307.2528425,307.2528425,306.9964341,306.9964341,306.9964341
0.4887,307.31121,307.31121,307.059266,307.059266,307.059266
0.4888,307.3696165,307.3696165,307.1220978,307.1220978,307.1220978
0.4889,307.4280622,307.4280622,307.1849297,307.1849297,307.1849297
0.489,307.4865469,307.4865469,307.2477615,307.2477615,307.2477615
0.4891,307.5450706,307.5450706,307.3105934,307.3105934,307.3105934
0.4892,307.6036335,307.6036335,307.3734252,307.3734252,307.3734252
0.4893,307.6622355,307.6622355,307.4362571,307.4362571,307.4362571
0.4894,307.7208766,307.7208766,307.4990889,307.4990889,307.4990889
0.4895,307.7795569,307.7795569,307.5619208,307.5619208,307.5619208
0.4896,307.8382762,307.8382762,307.6247526,307.6247526,307.6247526
0.4897,307.8970347,307.8970347,307.6875845,307.6875845,307.6875845
0.4898,307.9558323,307.9558323,307.7504163,307.7504163,307.7504163
0.4899,308.0146691,308.0146691,307.8132482,307.8132482,307.8132482
0.49,308.073545,308.073545,307.8760801,307.8760801,307.8760801
0.4901,308.13246,308.13246,307.9389119,307.9389119,307.9389119
0.4902,308.1914143,308.1914143,308.0017438,308.0017438,308.0017438
0.4903,308.2504077,308.2504077,308.0645756,308.0645756,308.0645756
0.4904,308.3094402,308.3094402,308.1274075,308.1274075,308.1274075
0.4905,308.368512,308.368512,308.1902393,308.1902393,308.1902393
0.4906,308.4276229,308.4276229,308.2530712,308.2530712,308.2530712
0.4907,308.486773,308.486773,308.315903,308.315903,308.315903
0.4908,308.5459624,308.5459624,308.3787349,308.3787349,308.3787349
0.4909,308.6051909,308.6051909,308.4415667,308.4415667,308.4415667
0.491,308.6644586,308.6644586,308.5043986,308.5043986,308.5043986
0.4911,308.7237656,308.7237656,308.5672304,308.5672304,308.5672304
0.4912,308.7831117,308.7831117,308.6300623,308.6300623,308.6300623
0.4913,308.8424971,308.8424971,308.6928941,308.6928941,308.6928941
0.4914,308.9019217,308.9019217,308.755726,308.755726,308.755726
0.4915,308.9613856,308.9613856,308.8185578,308.8185578,308.8185578
0.4916,309.0208887,309.0208887,308.8813897,308.8813897,308.8813897
0.4917,309.080431,309.080431,308.9442216,308.9442216,308.9442216
0.4918,309.1400126,309.1400126,309.0070534,309.0070534,309.0070534
0.4919,309.1996335,309.1996335,309.0698853,309.0698853,309.0698853
0.492,309.2592936,309.2592936,309.1327171,309.1327171,309.1327171
0.4921,309.3189929,309.3189929,309.195549,309.195549,309.195549
0.4922,309.3787316,309.3787316,309.2583808,309.2583808,309.2583808
0.4923,309.4385095,309.4385095,309.3212127,309.3212127,309.3212127
0.4924,309.4983267,309.4983267,309.3840445,309.3840445,309.3840445
0.4925,309.5581832,309.5581832,309.4468764,309.4468764,309.4468764
0.4926,309.6180789,309.6180789,309.5097082,309.5097082,309.5097082
0.4927,309.678014,309.678014,309.5725401,309.5725401,309.5725401
0.4928,309.7379883,309.7379883,309.6353719,309.6353719,309.6353719
0.4929,309.798002,309.798002,309.6982038,309.6982038,309.6982038
0.493,309.858055,309.858055,309.7610356,309.7610356,309.7610356
0.4931,309.9181473,309.9181473,309.8238675,309.8238675,309.8238675
0.4932,309.9782788,309.9782788,309.8866994,309.8866994,309.8866994
0.4933,310.0384498,310.0384498,309.9495312,309.9495312,309.9495312
0.4934,310.09866,310.09866,310.0123631,310.0123631,310.0123631
0.4935,310.1589096,310.1589096,310.0751949,310.0751949,310.0751949
0.4936,310.2191985,310.2191985,310.1380268,310.1380268,310.1380268
0.4937,310.2795267,310.2795267,310.2008586,310.2008586,310.2008586
0.4938,310.3398943,310.3398943,310.2636905,310.2636905,310.2636905
0.4939,310.4003012,310.4003012,310.3265223,310.3265223,310.3265223
0.494,310.4607474,310.4607474,310.3893542,310.3893542,310.3893542
0.4941,310.521233,310.521233,310.452186,310.452186,310.452186
0.4942,310.581758,310.581758,310.5150179,310.5150179,310.5150179
0.4943,310.6423223,310.6423223,310.5778497,310.5778497,310.5778497
0.4944,310.702926,310.702926,310.6406816,310.6406816,310.6406816
0.4945,310.763569,310.763569,310.7035134,310.7035134,310.7035134
0.4946,310.8242514,310.8242514,310.7663453,310.7663453,310.7663453
0.4947,310.8849732,310.8849732,310.8291771,310.8291771,310.8291771
0.4948,310.9457344,310.9457344,310.892009,310.892009,310.892009
0.4949,311.0065349,311.0065349,310.9548409,310.9548409,310.9548409
0.495,311.0673748,311.0673748,311.0176727,311.0176727,311.0176727
0.4951,311.1282541,311.1282541,311.0805046,311.0805046,311.0805046
0.4952,311.1891728,311.1891728,311.1433364,311.1433364,311.1433364
0.4953,311.2501309,311.2501309,311.2061683,311.2061683,311.2061683
0.4954,311.3111284,311.3111284,311.2690001,311.2690001,311.2690001
0.4955,311.3721652,311.3721652,311.331832,311.331832,311.331832
0.4956,311.4332415,311.4332415,311.3946638,311.3946638,311.3946638
0.4957,311.4943571,311.4943571,311.4574957,311.4574957,311.4574957
0.4958,311.5555122,311.5555122,311.5203275,311.5203275,311.5203275
0.4959,311.6167067,311.6167067,311.5831594,311.5831594,311.5831594
0.496,311.6779406,311.6779406,311.6459912,311.6459912,311.6459912
0.4961,311.7392139,311.7392139,311.7088231,311.7088231,311.7088231
0.4962,311.8005266,311.8005266,311.7716549,311.7716549,311.7716549
0.4963,311.8618787,311.8618787,311.8344868,311.8344868,311.8344868
0.4964,311.9232702,311.9232702,311.8973186,311.8973186,311.8973186
0.4965,311.9847012,311.9847012,311.9601505,311.9601505,311.9601505
0.4966,312.0461716,312.0461716,312.0229824,312.0229824,312.0229824
0.4967,312.1076814,312.1076814,312.0858142,312.0858142,312.0858142
0.4968,312.1692306,312.1692306,312.1486461,312.1486461,312.1486461
0.4969,312.2308192,312.2308192,312.2114779,312.2114779,312.2114779
0.497,312.2924473,312.2924473,312.2743098,312.2743098,312.2743098
0.4971,312.3541149,312.3541149,312.3371416,312.3371416,312.3371416
0.4972,312.4158218,312.4158218,312.3999735,312.3999735,312.3999735
0.4973,312.4775682,312.4775682,312.4628053,312.4628053,312.4628053
0.4974,312.539354,312.539354,312.5256372,312.5256372,312.5256372
0.4975,312.6011793,312.6011793,312.588469,312.588469,312.588469
0.4976,312.663044,312.663044,312.6513009,312.6513009,312.6513009
0.4977,312.7249482,312.7249482,312.7141327,312.7141327,312.7141327
0.4978,312.7868918,312.7868918,312.7769646,312.7769646,312.7769646
0.4979,312.8488748,312.8488748,312.8397964,312.8397964,312.8397964
0.498,312.9108973,312.9108973,312.9026283,312.9026283,312.9026283
0.4981,312.9729592,312.9729592,312.9654602,312.9654602,312.9654602
0.4982,313.0350606,313.0350606,313.028292,313.028292,313.028292
0.4983,313.0972014,313.0972014,313.0911239,313.0911239,313.0911239
0.4984,313.1593817,313.1593817,313.1539557,313.1539557,313.1539557
0.4985,313.2216015,313.2216015,313.2167876,313.2167876,313.2167876
0.4986,313.2838606,313.2838606,313.2796194,313.2796194,313.2796194
0.4987,313.3461593,313.3461593,313.3424513,313.3424513,313.3424513
0.4988,313.4084974,313.4084974,313.4052831,313.4052831,313.4052831
0.4989,313.4708749,313.4708749,313.468115,313.468115,313.468115
0.499,313.5332919,313.5332919,313.5309468,313.5309468,313.5309468
0.4991,313.5957484,313.5957484,313.5937787,313.5937787,313.5937787
0.4992,313.6582443,313.6582443,313.6566105,313.6566105,313.6566105
0.4993,313.7207797,313.7207797,313.7194424,313.7194424,313.7194424
0.4994,313.7833545,313.7833545,313.7822742,313.7822742,313.7822742
0.4995,313.8459688,313.8459688,313.8451061,313.8451061,313.8451061
0.4996,313.9086226,313.9086226,313.9079379,313.9079379,313.9079379
0.4997,313.9713158,313.9713158,313.9707698,313.9707698,313.9707698
0.4998,314.0340485,314.0340485,314.0336017,314.0336017,314.0336017
0.4999,314.0968206,314.0968206,314.0964335,314.0964335,314.0964335
0.5,314.1596322,314.1596322,314.1592654,314.1592654,314.1592654
0.5001,314.2224832,314.2224832,314.2220972,314.2220972,314.2220972
0.5002,314.2853737,314.2853737,314.2849291,314.2849291,314.2849291
0.5003,314.3483037,314.3483037,314.3477609,314.3477609,314.3477609
0.5004,314.4112731,314.4112731,314.4105928,314.4105928,314.4105928
0.5005,314.474282,314.474282,314.4734246,314.4734246,314.4734246
0.5006,314.5373304,314.5373304,314.5362565,314.5362565,314.5362565
0.5007,314.6004182,314.6004182,314.5990883,314.5990883,314.5990883
0.5008,314.6635454,314.6635454,314.6619202,314.6619202,314.6619202
0.5009,314.7267121,314.7267121,314.724752,314.724752,314.724752
0.501,314.7899183,314.7899183,314.7875839,314.7875839,314.7875839
0.5011,314.853164,314.853164,314.8504157,314.8504157,314.8504157
0.5012,314.916449,314.916449,314.9132476,314.9132476,314.9132476
0.5013,314.9797736,314.9797736,314.9760794,314.9760794,314.9760794
0.5014,315.0431376,315.0431376,315.0389113,315.0389113,315.0389113
0.5015,315.106541,315.106541,315.1017432,315.1017432,315.1017432
0.5016,315.1699839,315.1699839,315.164575,315.164575,315.164575
0.5017,315.2334663,315.2334663,315.2274069,315.2274069,315.2274069
0.5018,315.2969881,315.2969881,315.2902387,315.2902387,315.2902387
0.5019,315.3605494,315.3605494,315.3530706,315.3530706,315.3530706
0.502,315.4241501,315.4241501,315.4159024,315.4159024,315.4159024
0.5021,315.4877902,315.4877902,315.4787343,315.4787343,315.4787343
0.5022,315.5514698,315.5514698,315.5415661,315.5415661,315.5415661
0.5023,315.6151889,315.6151889,315.604398,315.604398,315.604398
0.5024,315.6789473,315.6789473,315.6672298,315.6672298,315.6672298
0.5025,315.7427453,315.7427453,315.7300617,315.7300617,315.7300617
0.5026,315.8065826,315.8065826,315.7928935,315.7928935,315.7928935
0.5027,315.8704595,315.8704595,315.8557254,315.8557254,315.8557254
0.5028,315.9343757,315.9343757,315.9185572,315.9185572,315.9185572
0.5029,315.9983314,315.9983314,315.9813891,315.9813891,315.9813891
0.503,316.0623265,316.0623265,316.044221,316.044221,316.044221
0.5031,316.126361,316.126361,316.1070528,316.1070528,316.1070528
0.5032,316.190435,316.190435,316.1698847,316.1698847,316.1698847
0.5033,316.2545484,316.2545484,316.2327165,316.2327165,316.2327165
0.5034,316.3187013,316.3187013,316.2955484,316.2955484,316.2955484
0.5035,316.3828935,316.3828935,316.3583802,316.3583802,316.3583802
0.5036,316.4471252,316.4471252,316.4212121,316.4212121,316.4212121
0.5037,316.5113963,316.5113963,316.4840439,316.4840439,316.4840439
0.5038,316.5757068,316.5757068,316.5468758,316.5468758,316.5468758
0.5039,316.6400567,316.6400567,316.6097076,316.6097076,316.6097076
0.504,316.7044461,316.7044461,316.6725395,316.6725395,316.6725395
0.5041,316.7688748,316.7688748,316.7353713,316.7353713,316.7353713
0.5042,316.833343,316.833343,316.7982032,316.7982032,316.7982032
0.5043,316.8978506,316.8978506,316.861035,316.861035,316.861035
0.5044,316.9623975,316.9623975,316.9238669,316.9238669,316.9238669
0.5045,317.0269839,317.0269839,316.9866987,316.9866987,316.9866987
0.5046,317.0916097,317.0916097,317.0495306,317.0495306,317.0495306
0.5047,317.1562749,317.1562749,317.1123625,317.1123625,317.1123625
0.5048,317.2209794,317.2209794,317.1751943,317.1751943,317.1751943
0.5049,317.2857234,317.2857234,317.2380262,317.2380262,317.2380262
0.505,317.3505067,317.3505067,317.300858,317.300858,317.300858
0.5051,317.4153294,317.4153294,317.3636899,317.3636899,317.3636899
0.5052,317.4801915,317.4801915,317.4265217,317.4265217,317.4265217
0.5053,317.545093,317.545093,317.4893536,317.4893536,317.4893536
0.5054,317.6100338,317.6100338,317.5521854,317.5521854,317.5521854
0.5055,317.6750141,317.6750141,317.6150173,317.6150173,317.6150173
0.5056,317.7400337,317.7400337,317.6778491,317.6778491,317.6778491
0.5057,317.8050926,317.8050926,317.740681,317.740681,317.740681
0.5058,317.8701909,317.8701909,317.8035128,317.8035128,317.8035128
0.5059,317.9353286,317.9353286,317.8663447,317.8663447,317.8663447
0.506,318.0005056,318.0005056,317.9291765,317.9291765,317.9291765
0.5061,318.065722,318.065722,317.9920084,317.9920084,317.9920084
0.5062,318.1309777,318.1309777,318.0548402,318.0548402,318.0548402
0.5063,318.1962728,318.1962728,318.1176721,318.1176721,318.1176721
0.5064,318.2616072,318.2616072,318.180504,318.180504,318.180504
0.5065,318.3269809,318.3269809,318.2433358,318.2433358,318.2433358
0.5066,318.392394,318.392394,318.3061677,318.3061677,318.3061677
0.5067,318.4578464,318.4578464,318.3689995,318.3689995,318.3689995
0.5068,318.5233381,318.5233381,318.4318314,318.4318314,318.4318314
0.5069,318.5888691,318.5888691,318.4946632,318.4946632,318.4946632
0.507,318.6544395,318.6544395,318.5574951,318.5574951,318.5574951
0.5071,318.7200492,318.7200492,318.6203269,318.6203269,318.6203269
0.5072,318.7856981,318.7856981,318.6831588,318.6831588,318.6831588
0.5073,318.8513864,318.8513864,318.7459906,318.7459906,318.7459906
0.5074,318.917114,318.917114,318.8088225,318.8088225,318.8088225
0.5075,318.9828808,318.9828808,318.8716543,318.8716543,318.8716543
0.5076,319.048687,319.048687,318.9344862,318.9344862,318.9344862
0.5077,319.1145324,319.1145324,318.997318,318.997318,318.997318
0.5078,319.1804171,319.1804171,319.0601499,319.0601499,319.0601499
0.5079,319.2463411,319.2463411,319.1229818,319.1229818,319.1229818
0.508,319.3123044,319.3123044,319.1858136,319.1858136,319.1858136
0.5081,319.3783069,319.3783069,319.2486455,319.2486455,319.2486455
0.5082,319.4443487,319.4443487,319.3114773,319.3114773,319.3114773
0.5083,319.5104297,319.5104297,319.3743092,319.3743092,319.3743092
0.5084,319.57655,319.57655,319.437141,319.437141,319.437141
0.5085,319.6427095,319.6427095,319.4999729,319.4999729,319.4999729
0.5086,319.7089083,319.7089083,319.5628047,319.5628047,319.5628047
0.5087,319.7751463,319.7751463,319.6256366,319.6256366,319.6256366
0.5088,319.8414235,319.8414235,319.6884684,319.6884684,319.6884684
0.5089,319.90774,319.90774,319.7513003,319.7513003,319.7513003
0.509,319.9740957,319.9740957,319.8141321,319.8141321,319.8141321
0.5091,320.0404906,320.0404906,319.876964,319.876964,319.876964
0.5092,320.1069247,320.1069247,319.9397958,319.9397958,319.9397958
0.5093,320.173398,320.173398,320.0026277,320.0026277,320.0026277
0.5094,320.2399105,320.2399105,320.0654595,320.0654595,320.0654595
0.5095,320.3064621,320.3064621,320.1282914,320.1282914,320.1282914
0.5096,320.373053,320.373053,320.1911233,320.1911233,320.1911233
0.5097,320.4396831,320.4396831,320.2539551,320.2539551,320.2539551
0.5098,320.5063523,320.5063523,320.316787,320.316787,320.316787
0.5099,320.5730607,320.5730607,320.3796188,320.3796188,320.3796188
0.51,320.6398082,320.6398082,320.4424507,320.4424507,320.4424507
0.5101,320.706595,320.706595,320.5052825,320.5052825,320.5052825
0.5102,320.7734208,320.7734208,320.5681144,320.5681144,320.5681144
0.5103,320.8402858,320.8402858,320.6309462,320.6309462,320.6309462
0.5104,320.90719,320.90719,320.6937781,320.6937781,320.6937781
0.5105,320.9741332,320.9741332,320.7566099,320.7566099,320.7566099
0.5106,321.0411156,321.0411156,320.8194418,320.8194418,320.8194418
0.5107,321.1081371,321.1081371,320.8822736,320.8822736,320.8822736
0.5108,321.1751978,321.1751978,320.9451055,320.9451055,320.9451055
0.5109,321.2422975,321.2422975,321.0079373,321.0079373,321.0079373
0.511,321.3094363,321.3094363,321.0707692,321.0707692,321.0707692
0.5111,321.3766142,321.3766142,321.133601,321.133601,321.133601
0.5112,321.4438312,321.4438312,321.1964329,321.1964329,321.1964329
0.5113,321.5110873,321.5110873,321.2592648,321.2592648,321.2592648
0.5114,321.5783825,321.5783825,321.3220966,321.3220966,321.3220966
0.5115,321.6457167,321.6457167,321.3849285,321.3849285,321.3849285
0.5116,321.71309,321.71309,321.4477603,321.4477603,321.4477603
0.5117,321.7805023,321.7805023,321.5105922,321.5105922,321.5105922
0.5118,321.8479537,321.8479537,321.573424,321.573424,321.573424
0.5119,321.9154441,321.9154441,321.6362559,321.6362559,321.6362559
0.512,321.9829735,321.9829735,321.6990877,321.6990877,321.6990877
0.5121,322.050542,322.050542,321.7619196,321.7619196,321.7619196
0.5122,322.1181494,322.1181494,321.8247514,321.8247514,321.8247514
0.5123,322.1857959,322.1857959,321.8875833,321.8875833,321.8875833
0.5124,322.2534814,322.2534814,321.9504151,321.9504151,321.9504151
0.5125,322.3212059,322.3212059,322.013247,322.013247,322.013247
0.5126,322.3889693,322.3889693,322.0760788,322.0760788,322.0760788
0.5127,322.4567717,322.4567717,322.1389107,322.1389107,322.1389107
0.5128,322.5246131,322.5246131,322.2017426,322.2017426,322.2017426
0.5129,322.5924935,322.5924935,322.2645744,322.2645744,322.2645744
0.513,322.6604128,322.6604128,322.3274063,322.3274063,322.3274063
0.5131,322.7283711,322.7283711,322.3902381,322.3902381,322.3902381
0.5132,322.7963683,322.7963683,322.45307,322.45307,322.45307
0.5133,322.8644044,322.8644044,322.5159018,322.5159018,322.5159018
0.5134,322.9324794,322.9324794,322.5787337,322.5787337,322.5787337
0.5135,323.0005934,323.0005934,322.6415655,322.6415655,322.6415655
