time,Ideal.v_ref,Ideal.v_sim,Ideal.v_relerr
0.0134,0,0.8409524593,0.0840952
0.0136,0,0.8534736491,0.0853474
0.0138,0,0.865993491,0.0865993
0.014,0,0.8785119655,0.0878512
0.0142,0,0.8910290527,0.0891029
0.0144,0,0.9035447328,0.0903545
0.0146,0,0.9160589861,0.0916059
0.0148,0,0.9285717928,0.0928572
0.015,0,0.9410831332,0.0941083
0.0152,0,0.9535929875,0.0953593
0.0154,0,0.9661013359,0.0966101
0.0156,0,0.9786081587,0.0978608
0.0158,0,0.9911134362,0.0991113
0.016,0,1.003617149,0.100362
0.0162,0,1.016119276,0.101612
0.0164,0,1.028619799,0.102862
0.0166,0,1.041118698,0.104112
0.0168,0,1.053615952,0.105362
0.017,0,1.066111543,0.106611
0.0172,0,1.07860545,0.107861
0.0174,0,1.091097654,0.10911
0.0176,0,1.103588135,0.110359
0.0178,0,1.116076873,0.111608
0.018,0,1.128563849,0.112856
0.0182,0,1.141049042,0.114105
0.0184,0,1.153532434,0.115353
0.0186,0,1.166014004,0.116601
0.0188,0,1.178493733,0.117849
0.019,0,1.190971601,0.119097
0.0192,0,1.203447588,0.120345
0.0194,0,1.215921675,0.121592
0.0196,0,1.228393841,0.122839
0.0198,0,1.240864068,0.124086
0.02,0,1.253332336,0.125333
0.0202,0,1.265798624,0.12658
0.0204,0,1.278262913,0.127826
0.0206,0,1.290725184,0.129073
0.0208,0,1.303185416,0.130319
0.021,0,1.315643591,0.131564
0.0212,0,1.328099688,0.13281
0.0214,0,1.340553688,0.134055
0.0216,0,1.353005571,0.135301
0.0218,0,1.365455317,0.136546
0.022,0,1.377902907,0.13779
0.0222,0,1.390348321,0.139035
0.0224,0,1.40279154,0.140279
0.0226,0,1.415232543,0.141523
0.0228,0,1.427671311,0.142767
0.023,0,1.440107826,0.144011
0.0232,0,1.452542065,0.145254
0.0234,0,1.464974012,0.146497
0.0236,0,1.477403644,0.14774
0.0238,0,1.489830944,0.148983
0.024,0,1.502255891,0.150226
0.0242,0,1.514678466,0.151468
0.0244,0,1.527098649,0.15271
0.0246,0,1.53951642,0.153952
0.0248,0,1.551931761,0.155193
0.025,0,1.56434465,0.156434
0.0252,0,1.57675507,0.157676
0.0254,0,1.589162999,0.158916
0.0256,0,1.601568419,0.160157
0.0258,0,1.61397131,0.161397
0.026,0,1.626371652,0.162637
0.0262,0,1.638769426,0.163877
0.0264,0,1.651164612,0.165116
0.0266,0,1.66355719,0.166356
0.0268,0,1.675947142,0.167595
0.027,0,1.688334447,0.168833
0.0272,0,1.700719086,0.170072
0.0274,0,1.713101039,0.17131
0.0276,0,1.725480287,0.172548
0.0278,0,1.737856811,0.173786
0.028,0,1.75023059,0.175023
0.0282,0,1.762601605,0.17626
0.0284,0,1.774969837,0.177497
0.0286,0,1.787335265,0.178734
0.0288,0,1.799697872,0.17997
0.029,0,1.812057636,0.181206
0.0292,0,1.824414539,0.182441
0.0294,0,1.836768561,0.183677
0.0296,0,1.849119683,0.184912
0.0298,0,1.861467884,0.186147
0.03,0,1.873813146,0.187381
0.0302,0,1.886155449,0.188616
0.0304,0,1.898494773,0.189849
0.0306,0,1.9108311,0.191083
0.0308,0,1.923164408,0.192316
0.031,0,1.935494681,0.193549
0.0312,0,1.947821896,0.194782
0.0314,0,1.960146036,0.196015
0.0316,0,1.97246708,0.197247
0.0318,0,1.98478501,0.198479
0.032,0,1.997099805,0.19971
0.0322,0,2.009411447,0.200941
0.0324,0,2.021719915,0.202172
0.0326,0,2.034025191,0.203403
0.0328,0,2.046327255,0.204633
0.033,0,2.058626088,0.205863
0.0332,0,2.070921669,0.207092
0.0334,0,2.083213981,0.208321
0.0336,0,2.095503002,0.20955
0.0338,0,2.107788715,0.210779
0.034,0,2.120071099,0.212007
0.0342,0,2.132350135,0.213235
0.0344,0,2.144625804,0.214463
0.0346,0,2.156898087,0.21569
0.0348,0,2.169166963,0.216917
0.035,0,2.181432414,0.218143
0.0352,0,2.19369442,0.219369
0.0354,0,2.205952962,0.220595
0.0356,0,2.21820802,0.221821
0.0358,0,2.230459576,0.223046
0.036,0,2.242707609,0.224271
0.0362,0,2.254952101,0.225495
0.0364,0,2.267193032,0.226719
0.0366,0,2.279430383,0.227943
0.0368,0,2.291664134,0.229166
0.037,0,2.303894267,0.230389
0.0372,0,2.316120761,0.231612
0.0374,0,2.328343598,0.232834
0.0376,0,2.340562758,0.234056
0.0378,0,2.352778222,0.235278
0.038,0,2.36498997,0.236499
0.0382,0,2.377197984,0.23772
0.0384,0,2.389402244,0.23894
0.0386,0,2.401602731,0.24016
0.0388,0,2.413799425,0.24138
0.039,0,2.425992308,0.242599
0.0392,0,2.43818136,0.243818
0.0394,0,2.450366561,0.245037
0.0396,0,2.462547893,0.246255
0.0398,0,2.474725336,0.247473
0.04,0,2.486898872,0.24869
0.0402,0,2.49906848,0.249907
0.0404,0,2.511234142,0.251123
0.0406,0,2.523395838,0.25234
0.0408,0,2.535553549,0.253555
0.041,0,2.547707257,0.254771
0.0412,0,2.559856941,0.255986
0.0414,0,2.572002583,0.2572
0.0416,0,2.584144163,0.258414
0.0418,0,2.596281663,0.259628
0.042,0,2.608415063,0.260842
0.0422,0,2.620544344,0.262054
0.0424,0,2.632669486,0.263267
0.0426,0,2.644790471,0.264479
0.0428,0,2.65690728,0.265691
0.043,0,2.669019893,0.266902
0.0432,0,2.681128292,0.268113
0.0434,0,2.693232456,0.269323
0.0436,0,2.705332368,0.270533
0.0438,0,2.717428007,0.271743
0.044,0,2.729519355,0.272952
0.0442,0,2.741606393,0.274161
0.0444,0,2.753689102,0.275369
0.0446,0,2.765767462,0.276577
0.0448,0,2.777841454,0.277784
0.045,0,2.78991106,0.278991
0.0452,0,2.801976261,0.280198
0.0454,0,2.814037036,0.281404
0.0456,0,2.826093368,0.282609
0.0458,0,2.838145237,0.283815
0.046,0,2.850192625,0.285019
0.0462,0,2.862235511,0.286224
0.0464,0,2.874273878,0.287427
0.0466,0,2.886307705,0.288631
0.0468,0,2.898336975,0.289834
0.047,0,2.910361668,0.291036
0.0472,0,2.922381765,0.292238
0.0474,0,2.934397248,0.29344
0.0476,0,2.946408096,0.294641
0.0478,0,2.958414292,0.295841
0.048,0,2.970415816,0.297042
0.0482,0,2.982412649,0.298241
0.0484,0,2.994404773,0.29944
0.0486,0,3.006392168,0.300639
0.0488,0,3.018374815,0.301837
0.049,0,3.030352696,0.303035
0.0492,0,3.042325792,0.304233
0.0494,0,3.054294084,0.305429
0.0496,0,3.066257552,0.306626
0.0498,0,3.078216178,0.307822
0.05,0,3.090169944,0.309017
0.0502,0,3.102118829,0.310212
0.0504,0,3.114062816,0.311406
0.0506,0,3.126001886,0.3126
0.0508,0,3.137936019,0.313794
0.051,0,3.149865197,0.314987
0.0512,0,3.1617894,0.316179
0.0514,0,3.173708611,0.317371
0.0516,0,3.18562281,0.318562
0.0518,0,3.197531979,0.319753
0.052,0,3.209436098,0.320944
0.0522,0,3.221335149,0.322134
0.0524,0,3.233229113,0.323323
0.0526,0,3.245117972,0.324512
0.0528,0,3.257001706,0.3257
0.053,0,3.268880297,0.326888
0.0532,0,3.280753725,0.328075
0.0534,0,3.292621973,0.329262
0.0536,0,3.304485022,0.330449
0.0538,0,3.316342852,0.331634
0.054,0,3.328195445,0.33282
0.0542,0,3.340042783,0.334004
0.0544,0,3.351884846,0.335188
0.0546,0,3.363721616,0.336372
0.0548,0,3.375553075,0.337555
0.055,0,3.387379202,0.338738
0.0552,0,3.399199981,0.33992
0.0554,0,3.411015392,0.341102
0.0556,0,3.422825417,0.342283
0.0558,0,3.434630036,0.343463
0.056,0,3.446429232,0.344643
0.0562,0,3.458222985,0.345822
0.0564,0,3.470011277,0.347001
0.0566,0,3.48179409,0.348179
0.0568,0,3.493571404,0.349357
0.057,0,3.505343202,0.350534
0.0572,0,3.517109464,0.351711
0.0574,0,3.528870172,0.352887
0.0576,0,3.540625308,0.354063
0.0578,0,3.552374852,0.355237
0.058,0,3.564118787,0.356412
0.0582,0,3.575857094,0.357586
0.0584,0,3.587589753,0.358759
0.0586,0,3.599316748,0.359932
0.0588,0,3.611038059,0.361104
0.059,0,3.622753667,0.362275
0.0592,0,3.634463555,0.363446
0.0594,0,3.646167703,0.364617
0.0596,0,3.657866093,0.365787
0.0598,0,3.669558707,0.366956
0.06,0,3.681245527,0.368125
0.0602,0,3.692926533,0.369293
0.0604,0,3.704601708,0.37046
0.0606,0,3.716271032,0.371627
0.0608,0,3.727934488,0.372793
0.061,0,3.739592057,0.373959
0.0612,0,3.751243721,0.375124
0.0614,0,3.762889461,0.376289
0.0616,0,3.774529259,0.377453
0.0618,0,3.786163097,0.378616
0.062,0,3.797790955,0.379779
0.0622,0,3.809412817,0.380941
0.0624,0,3.821028662,0.382103
0.0626,0,3.832638474,0.383264
0.0628,0,3.844242234,0.384424
0.063,0,3.855839923,0.385584
0.0632,0,3.867431523,0.386743
0.0634,0,3.879017016,0.387902
0.0636,0,3.890596383,0.38906
0.0638,0,3.902169607,0.390217
0.064,0,3.913736668,0.391374
0.0642,0,3.92529755,0.39253
0.0644,0,3.936852232,0.393685
0.0646,0,3.948400698,0.39484
0.0648,0,3.959942929,0.395994
0.065,0,3.971478906,0.397148
0.0652,0,3.983008612,0.398301
0.0654,0,3.994532029,0.399453
0.0656,0,4.006049137,0.400605
0.0658,0,4.017559919,0.401756
0.066,0,4.029064357,0.402906
0.0662,0,4.040562433,0.404056
0.0664,0,4.052054128,0.405205
0.0666,0,4.063539424,0.406354
0.0668,0,4.075018303,0.407502
0.067,0,4.086490747,0.408649
0.0672,0,4.097956739,0.409796
0.0674,0,4.109416258,0.410942
0.0676,0,4.120869289,0.412087
0.0678,0,4.132315812,0.413232
0.068,0,4.14375581,0.414376
0.0682,0,4.155189264,0.415519
0.0684,0,4.166616157,0.416662
0.0686,0,4.178036469,0.417804
0.0688,0,4.189450185,0.418945
0.069,0,4.200857284,0.420086
0.0692,0,4.21225775,0.421226
0.0694,0,4.223651564,0.422365
0.0696,0,4.235038708,0.423504
0.0698,0,4.246419165,0.424642
0.07,0,4.257792916,0.425779
0.0702,0,4.269159943,0.426916
0.0704,0,4.280520229,0.428052
0.0706,0,4.291873755,0.429187
0.0708,0,4.303220503,0.430322
0.071,0,4.314560457,0.431456
0.0712,0,4.325893597,0.432589
0.0714,0,4.337219906,0.433722
0.0716,0,4.348539366,0.434854
0.0718,0,4.359851958,0.435985
0.072,0,4.371157667,0.437116
0.0722,0,4.382456472,0.438246
0.0724,0,4.393748357,0.439375
0.0726,0,4.405033303,0.440503
0.0728,0,4.416311294,0.441631
0.073,0,4.42758231,0.442758
0.0732,0,4.438846335,0.443885
0.0734,0,4.45010335,0.44501
0.0736,0,4.461353338,0.446135
0.0738,0,4.472596281,0.44726
0.074,0,4.483832161,0.448383
0.0742,0,4.49506096,0.449506
0.0744,0,4.506282661,0.450628
0.0746,0,4.517497246,0.45175
0.0748,0,4.528704698,0.45287
0.075,0,4.539904997,0.45399
0.0752,0,4.551098128,0.45511
0.0754,0,4.562284072,0.456228
0.0756,0,4.573462811,0.457346
0.0758,0,4.584634329,0.458463
0.076,0,4.595798606,0.45958
0.0762,0,4.606955626,0.460696
0.0764,0,4.618105371,0.461811
0.0766,0,4.629247824,0.462925
0.0768,0,4.640382966,0.464038
0.077,0,4.651510781,0.465151
0.0772,0,4.66263125,0.466263
0.0774,0,4.673744356,0.467374
0.0776,0,4.684850082,0.468485
0.0778,0,4.69594841,0.469595
0.078,0,4.707039322,0.470704
0.0782,0,4.718122801,0.471812
0.0784,0,4.729198829,0.47292
0.0786,0,4.74026739,0.474027
0.0788,0,4.751328465,0.475133
0.079,0,4.762382037,0.476238
0.0792,0,4.773428088,0.477343
0.0794,0,4.784466602,0.478447
0.0796,0,4.79549756,0.47955
0.0798,0,4.806520946,0.480652
0.08,0,4.817536741,0.481754
0.0802,0,4.828544929,0.482854
0.0804,0,4.839545492,0.483955
0.0806,0,4.850538412,0.485054
0.0808,0,4.861523673,0.486152
0.081,0,4.872501257,0.48725
0.0812,0,4.883471147,0.488347
0.0814,0,4.894433325,0.489443
0.0816,0,4.905387774,0.490539
0.0818,0,4.916334476,0.491633
0.082,0,4.927273415,0.492727
0.0822,0,4.938204574,0.49382
0.0824,0,4.949127934,0.494913
0.0826,0,4.960043479,0.496004
0.0828,0,4.970951191,0.497095
0.083,0,4.981851053,0.498185
0.0832,0,4.992743049,0.499274
0.08335171158,0,5.001,0.5001
0.08335171158,0,5.001,0.5001
0.0834,0,5.00362716,0.500363
0.0836,0,5.01450337,0.50145
0.0838,0,5.025371661,0.502537
0.084,0,5.036232016,0.503623
0.0842,0,5.047084419,0.504708
0.0844,0,5.057928851,0.505793
0.0846,0,5.068765297,0.506877
0.0848,0,5.079593738,0.507959
0.085,0,5.090414158,0.509041
0.0852,0,5.101226539,0.510123
0.0854,0,5.112030864,0.511203
0.0856,0,5.122827118,0.512283
0.0858,0,5.133615281,0.513362
0.086,0,5.144395338,0.51444
0.0862,0,5.155167271,0.515517
0.0864,0,5.165931063,0.516593
0.0866,0,5.176686698,0.517669
0.0868,0,5.187434158,0.518743
0.087,0,5.198173426,0.519817
0.0872,0,5.208904486,0.52089
0.0874,0,5.21962732,0.521963
0.0876,0,5.230341912,0.523034
0.0878,0,5.241048244,0.524105
0.088,0,5.2517463,0.525175
0.0882,0,5.262436062,0.526244
0.0884,0,5.273117515,0.527312
0.0886,0,5.28379064,0.528379
0.0888,0,5.294455422,0.529446
0.089,0,5.305111843,0.530511
0.0892,0,5.315759887,0.531576
0.0894,0,5.326399536,0.53264
0.0896,0,5.337030774,0.533703
0.0898,0,5.347653584,0.534765
0.09,0,5.35826795,0.535827
0.0902,0,5.368873854,0.536887
0.0904,0,5.37947128,0.537947
0.0906,0,5.390060211,0.539006
0.0908,0,5.40064063,0.540064
0.091,0,5.411212521,0.541121
0.0912,0,5.421775867,0.542178
0.0914,0,5.432330652,0.543233
0.0916,0,5.442876857,0.544288
0.0918,0,5.453414468,0.545341
0.092,0,5.463943467,0.546394
0.0922,0,5.474463838,0.547446
0.0924,0,5.484975564,0.548498
0.0926,0,5.495478628,0.549548
0.0928,0,5.505973015,0.550597
0.093,0,5.516458706,0.551646
0.0932,0,5.526935687,0.552694
0.0934,0,5.537403939,0.55374
0.0936,0,5.547863447,0.554786
0.0938,0,5.558314195,0.555831
0.094,0,5.568756165,0.556876
0.0942,0,5.579189341,0.557919
0.0944,0,5.589613707,0.558961
0.0946,0,5.600029246,0.560003
0.0948,0,5.610435942,0.561044
0.095,0,5.620833779,0.562083
0.0952,0,5.631222739,0.563122
0.0954,0,5.641602807,0.56416
0.0956,0,5.651973965,0.565197
0.0958,0,5.662336199,0.566234
0.096,0,5.672689491,0.567269
0.0962,0,5.683033825,0.568303
0.0964,0,5.693369185,0.569337
0.0966,0,5.703695554,0.57037
0.0968,0,5.714012917,0.571401
0.097,0,5.724321256,0.572432
0.0972,0,5.734620556,0.573462
0.0974,0,5.744910799,0.574491
0.0976,0,5.755191971,0.575519
0.0978,0,5.765464055,0.576546
0.098,0,5.775727034,0.577573
0.0982,0,5.785980893,0.578598
0.0984,0,5.796225614,0.579623
0.0986,0,5.806461183,0.580646
0.0988,0,5.816687583,0.581669
0.099,0,5.826904797,0.58269
0.0992,0,5.837112809,0.583711
0.0994,0,5.847311604,0.584731
0.0996,0,5.857501166,0.58575
0.0998,0,5.867681477,0.586768
0.1,0,5.877852523,0.587785
0.1002,0,5.888014287,0.588801
0.1004,0,5.898166752,0.589817
0.1006,0,5.908309904,0.590831
0.1008,0,5.918443726,0.591844
0.101,0,5.928568202,0.592857
0.1012,0,5.938683315,0.593868
0.1014,0,5.948789051,0.594879
0.1016,0,5.958885393,0.595889
0.1018,0,5.968972325,0.596897
0.102,0,5.979049831,0.597905
0.1022,0,5.989117895,0.598912
0.1024,0,5.999176502,0.599918
0.1026,0,6.009225635,0.600923
0.1028,0,6.019265278,0.601927
0.103,0,6.029295417,0.60293
0.1032,0,6.039316034,0.603932
0.1034,0,6.049327115,0.604933
0.1036,0,6.059328643,0.605933
0.1038,0,6.069320602,0.606932
0.104,0,6.079302977,0.60793
0.1042,0,6.089275752,0.608928
0.1044,0,6.099238911,0.609924
0.1046,0,6.109192439,0.610919
0.1048,0,6.119136319,0.611914
0.105,0,6.129070537,0.612907
0.1052,0,6.138995075,0.6139
0.1054,0,6.14890992,0.614891
0.1056,0,6.158815054,0.615882
0.1058,0,6.168710463,0.616871
0.106,0,6.178596131,0.61786
0.1062,0,6.188472042,0.618847
0.1064,0,6.19833818,0.619834
0.1066,0,6.20819453,0.620819
0.1068,0,6.218041077,0.621804
0.107,0,6.227877805,0.622788
0.1072,0,6.237704698,0.62377
0.1074,0,6.247521741,0.624752
0.1076,0,6.257328918,0.625733
0.1078,0,6.267126214,0.626713
0.108,0,6.276913613,0.627691
0.1082,0,6.2866911,0.628669
0.1084,0,6.29645866,0.629646
0.1086,0,6.306216276,0.630622
0.1088,0,6.315963935,0.631596
0.109,0,6.325701619,0.63257
0.1092,0,6.335429314,0.633543
0.1094,0,6.345147005,0.634515
0.1096,0,6.354854676,0.635485
0.1098,0,6.364552312,0.636455
0.11,0,6.374239897,0.637424
0.1102,0,6.383917417,0.638392
0.1104,0,6.393584855,0.639358
0.1106,0,6.403242198,0.640324
0.1108,0,6.412889428,0.641289
0.111,0,6.422526532,0.642253
0.1112,0,6.432153493,0.643215
0.1114,0,6.441770298,0.644177
0.1116,0,6.45137693,0.645138
0.1118,0,6.460973374,0.646097
0.112,0,6.470559616,0.647056
0.1122,0,6.480135639,0.648014
0.1124,0,6.48970143,0.64897
0.1126,0,6.499256973,0.649926
0.1128,0,6.508802252,0.65088
0.113,0,6.518337253,0.651834
0.1132,0,6.527861961,0.652786
0.1134,0,6.53737636,0.653738
0.1136,0,6.546880436,0.654688
0.1138,0,6.556374173,0.655637
0.114,0,6.565857558,0.656586
0.1142,0,6.575330573,0.657533
0.1144,0,6.584793206,0.658479
0.1146,0,6.59424544,0.659425
0.1148,0,6.603687261,0.660369
0.115,0,6.613118653,0.661312
0.1152,0,6.622539603,0.662254
0.1154,0,6.631950095,0.663195
0.1156,0,6.641350114,0.664135
0.1158,0,6.650739645,0.665074
0.116,0,6.660118674,0.666012
0.1162,0,6.669487186,0.666949
0.1164,0,6.678845166,0.667885
0.1166,0,6.688192599,0.668819
0.1168,0,6.69752947,0.669753
0.117,0,6.706855765,0.670686
0.1172,0,6.716171469,0.671617
0.1174,0,6.725476568,0.672548
0.1176,0,6.734771046,0.673477
0.1178,0,6.744054888,0.674405
0.118,0,6.753328081,0.675333
0.1182,0,6.76259061,0.676259
0.1184,0,6.771842459,0.677184
0.1186,0,6.781083615,0.678108
0.1188,0,6.790314063,0.679031
0.119,0,6.799533787,0.679953
0.1192,0,6.808742775,0.680874
0.1194,0,6.81794101,0.681794
0.1196,0,6.827128479,0.682713
0.1198,0,6.836305167,0.683631
0.12,0,6.845471059,0.684547
0.1202,0,6.854626142,0.685463
0.1204,0,6.8637704,0.686377
0.1206,0,6.872903819,0.68729
0.1208,0,6.882026385,0.688203
0.121,0,6.891138084,0.689114
0.1212,0,6.9002389,0.690024
0.1214,0,6.90932882,0.690933
0.1216,0,6.918407829,0.691841
0.1218,0,6.927475913,0.692748
0.122,0,6.936533058,0.693653
0.1222,0,6.945579249,0.694558
0.1224,0,6.954614472,0.695461
0.1226,0,6.963638713,0.696364
0.1228,0,6.972651957,0.697265
0.123,0,6.98165419,0.698165
0.1232,0,6.990645398,0.699065
0.1234,0,6.999625567,0.699963
0.1236,0,7.008594683,0.700859
0.1238,0,7.017552731,0.701755
0.124,0,7.026499698,0.70265
0.1242,0,7.035435569,0.703544
0.1244,0,7.04436033,0.704436
0.1246,0,7.053273966,0.705327
0.1248,0,7.062176465,0.706218
0.125,0,7.071067812,0.707107
0.1252,0,7.079947992,0.707995
0.1254,0,7.088816993,0.708882
0.1256,0,7.097674799,0.709767
0.1258,0,7.106521396,0.710652
0.126,0,7.115356772,0.711536
0.1262,0,7.124180912,0.712418
0.1264,0,7.132993801,0.713299
0.1266,0,7.141795427,0.71418
0.1268,0,7.150585774,0.715059
0.127,0,7.15936483,0.715936
0.1272,0,7.168132581,0.716813
0.1274,0,7.176889011,0.717689
0.1276,0,7.185634109,0.718563
0.1278,0,7.194367859,0.719437
0.128,0,7.203090249,0.720309
0.1282,0,7.211801264,0.72118
0.1284,0,7.22050089,0.72205
0.1286,0,7.229189115,0.722919
0.1288,0,7.237865923,0.723787
0.129,0,7.246531302,0.724653
0.1292,0,7.255185237,0.725519
0.1294,0,7.263827716,0.726383
0.1296,0,7.272458724,0.727246
0.1298,0,7.281078248,0.728108
0.13,0,7.289686274,0.728969
0.1302,0,7.298282789,0.729828
0.1304,0,7.306867779,0.730687
0.1306,0,7.31544123,0.731544
0.1308,0,7.324003129,0.7324
0.131,0,7.332553462,0.733255
0.1312,0,7.341092217,0.734109
0.1314,0,7.349619378,0.734962
0.1316,0,7.358134934,0.735813
0.1318,0,7.36663887,0.736664
0.132,0,7.375131174,0.737513
0.1322,0,7.383611831,0.738361
0.1324,0,7.392080828,0.739208
0.1326,0,7.400538152,0.740054
0.1328,0,7.40898379,0.740898
0.133,0,7.417417727,0.741742
0.1332,0,7.425839952,0.742584
0.1334,0,7.43425045,0.743425
0.1336,0,7.442649209,0.744265
0.1338,0,7.451036215,0.745104
0.134,0,7.459411454,0.745941
0.1342,0,7.467774914,0.746777
0.1344,0,7.476126582,0.747613
0.1346,0,7.484466443,0.748447
0.1348,0,7.492794486,0.749279
0.135,0,7.501110696,0.750111
0.1352,0,7.509415061,0.750942
0.1354,0,7.517707568,0.751771
0.1356,0,7.525988204,0.752599
0.1358,0,7.534256954,0.753426
0.136,0,7.542513807,0.754251
0.1362,0,7.55075875,0.755076
0.1364,0,7.558991769,0.755899
0.1366,0,7.567212851,0.756721
0.1368,0,7.575421983,0.757542
0.137,0,7.583619153,0.758362
0.1372,0,7.591804347,0.75918
0.1374,0,7.599977553,0.759998
0.1376,0,7.608138757,0.760814
0.1378,0,7.616287947,0.761629
0.138,0,7.62442511,0.762443
0.1382,0,7.632550233,0.763255
0.1384,0,7.640663303,0.764066
0.1386,0,7.648764307,0.764876
0.1388,0,7.656853233,0.765685
0.139,0,7.664930068,0.766493
0.1392,0,7.672994799,0.767299
0.1394,0,7.681047413,0.768105
0.1396,0,7.689087898,0.768909
0.1398,0,7.69711624,0.769712
0.14,0,7.705132428,0.770513
0.1402,0,7.713136448,0.771314
0.1404,0,7.721128288,0.772113
0.1406,0,7.729107936,0.772911
0.1408,0,7.737075378,0.773708
0.141,0,7.745030602,0.774503
0.1412,0,7.752973596,0.775297
0.1414,0,7.760904347,0.77609
0.1416,0,7.768822842,0.776882
0.1418,0,7.776729069,0.777673
0.142,0,7.784623016,0.778462
0.1422,0,7.792504669,0.77925
0.1424,0,7.800374018,0.780037
0.1426,0,7.808231048,0.780823
0.1428,0,7.816075748,0.781608
0.143,0,7.823908106,0.782391
0.1432,0,7.831728108,0.783173
0.1434,0,7.839535743,0.783954
0.1436,0,7.847330999,0.784733
0.1438,0,7.855113862,0.785511
0.144,0,7.862884321,0.786288
0.1442,0,7.870642364,0.787064
0.1444,0,7.878387978,0.787839
0.1446,0,7.88612115,0.788612
0.1448,0,7.89384187,0.789384
0.145,0,7.901550124,0.790155
0.1452,0,7.9092459,0.790925
0.1454,0,7.916929187,0.791693
0.1456,0,7.924599971,0.79246
0.1458,0,7.932258242,0.793226
0.146,0,7.939903986,0.79399
0.1462,0,7.947537193,0.794754
0.1464,0,7.955157849,0.795516
0.1466,0,7.962765943,0.796277
0.1468,0,7.970361462,0.797036
0.147,0,7.977944395,0.797794
0.1472,0,7.98551473,0.798551
0.1474,0,7.993072455,0.799307
0.1476,0,8.000617558,0.800062
0.1478,0,8.008150026,0.800815
0.148,0,8.015669849,0.801567
0.1482,0,8.023177013,0.802318
0.1484,0,8.030671508,0.803067
0.1486,0,8.038153322,0.803815
0.1488,0,8.045622442,0.804562
0.149,0,8.053078857,0.805308
0.1492,0,8.060522555,0.806052
0.1494,0,8.067953525,0.806795
0.1496,0,8.075371754,0.807537
0.1498,0,8.082777231,0.808278
0.15,0,8.090169944,0.809017
0.1502,0,8.097549881,0.809755
0.1504,0,8.104917032,0.810492
0.1506,0,8.112271384,0.811227
0.1508,0,8.119612925,0.811961
0.151,0,8.126941644,0.812694
0.1512,0,8.13425753,0.813426
0.1514,0,8.141560571,0.814156
0.1516,0,8.148850755,0.814885
0.1518,0,8.156128071,0.815613
0.152,0,8.163392507,0.816339
0.1522,0,8.170644052,0.817064
0.1524,0,8.177882695,0.817788
0.1526,0,8.185108424,0.818511
0.1528,0,8.192321227,0.819232
0.153,0,8.199521093,0.819952
0.1532,0,8.206708012,0.820671
0.1534,0,8.21388197,0.821388
0.1536,0,8.221042958,0.822104
0.1538,0,8.228190964,0.822819
0.154,0,8.235325976,0.823533
0.1542,0,8.242447984,0.824245
0.1544,0,8.249556976,0.824956
