time,L2.i,L3.i,L1.i,L1.ICP.di,L2.ICP.di,C2.vinternal,C1.vinternal,L2.iinternal,L3.iinternal,L1.iinternal
0.01360094109,-0.002360586432,-0.3629324211,0.9849264782,-200.7895295,-0.08355858914,-0.7872038004,2.076112163,-0.002360586432,-0.3629324211,0.9849264782
0.01378857112,-0.002371773723,-0.3893986901,0.9467617062,-205.9018146,-0.03462664083,-0.7518362873,2.125898305,-0.002371773723,-0.3893986901,0.9467617062
0.01393793299,-0.002374089339,-0.4099494601,0.9157362364,-209.46249,0.002511330319,-0.7219301757,2.16024052,-0.002374089339,-0.4099494601,0.9157362364
0.01410086455,-0.002370854829,-0.4317809396,0.8813269947,-212.822181,0.03666843662,-0.6875822796,2.192212335,-0.002370854829,-0.4317809396,0.8813269947
0.01420502494,-0.002365881714,-0.4453886459,0.8590606576,-214.679209,0.0592315147,-0.6647042513,2.209652625,-0.002365881714,-0.4453886459,0.8590606576
0.01436211388,-0.002353582514,-0.4653544337,0.8251441848,-217.0457581,0.09814892241,-0.6288820023,2.231520852,-0.002353582514,-0.4653544337,0.8251441848
0.01449289253,-0.00233855973,-0.4814307945,0.7966526832,-218.6141174,0.1311974095,-0.5978842676,2.245587512,-0.00233855973,-0.4814307945,0.7966526832
0.01465275177,-0.002314671323,-0.5003608527,0.7615845731,-220.0312694,0.166769021,-0.5585954749,2.257581092,-0.002314671323,-0.5003608527,0.7615845731
0.01481261101,-0.00228534874,-0.5184459257,0.7263341059,-220.8950956,0.2004064099,-0.5178302175,2.26385765,-0.00228534874,-0.5184459257,0.7263341059
0.01498685059,-0.002246948975,-0.5371327867,0.6878089474,-221.2038036,0.2410115666,-0.4717982053,2.264229399,-0.002246948975,-0.5371327867,0.6878089474
0.01516363955,-0.002200652861,-0.5549337394,0.6487245578,-220.8415608,0.2819984629,-0.4234834506,2.257665766,-0.002200652861,-0.5549337394,0.6487245578
0.01540820478,-0.002125537189,-0.5775113729,0.5948861012,-219.2213062,0.3316576336,-0.3541717727,2.237034156,-0.002125537189,-0.5775113729,0.5948861012
0.01558292586,-0.002064415644,-0.592102867,0.5567441849,-217.2728306,0.3684427963,-0.3030443887,2.214204391,-0.002064415644,-0.592102867,0.5567441849
0.015819239,-0.001971429258,-0.6096860669,0.5058103467,-213.6004046,0.4174668635,-0.231988224,2.172712058,-0.001971429258,-0.6096860669,0.5058103467
0.01605555215,-0.001867647934,-0.6246776999,0.4558834803,-208.7543814,0.4604843625,-0.1590148982,2.119174952,-0.001867647934,-0.6246776999,0.4558834803
0.01629186529,-0.001753678552,-0.6369616476,0.4072379059,-202.7613585,0.5041599205,-0.08443782012,2.05395305,-0.001753678552,-0.6369616476,0.4072379059
0.01656520451,-0.001609464259,-0.6476592331,0.3529189396,-194.4423577,0.5495807976,0.003395686054,1.964354025,-0.001609464259,-0.6476592331,0.3529189396
0.01683854373,-0.001453601116,-0.6544631657,0.3010706853,-184.6944558,0.5908686937,0.09241444441,1.860214606,-0.001453601116,-0.6544631657,0.3010706853
0.01718530331,-0.001240232569,-0.6573260813,0.2394461966,-170.3856851,0.6377536902,0.2062017525,1.708398241,-0.001240232569,-0.6573260813,0.2394461966
0.01740341783,-0.001098389478,-0.6557565498,0.2033638732,-160.3419479,0.6626585632,0.2777997964,1.602338778,-0.001098389478,-0.6557565498,0.2033638732
0.01774000051,-0.0008693962372,-0.6481640808,0.1522010621,-143.3890705,0.6964483925,0.3875513237,1.424029879,-0.0008693962372,-0.6481640808,0.1522010621
0.01799512762,-0.000689175764,-0.6382136596,0.1173762738,-129.4648487,0.7157145378,0.4695825363,1.278074966,-0.000689175764,-0.6382136596,0.1173762738
0.01830732275,-0.0004626305487,-0.6211361163,0.07976200834,-111.3091921,0.7343956482,0.5678621043,1.088332274,-0.0004626305487,-0.6211361163,0.07976200834
0.01861951788,-0.0002315329334,-0.5987333321,0.04798673686,-92.08878318,0.7449101021,0.6630439102,0.8880201109,-0.0002315329334,-0.5987333321,0.04798673686
0.01893418057,3.728062796e-06,-0.5708890817,0.02217684343,-71.82647473,0.7491787347,0.755009697,0.677403213,3.728062796e-06,-0.5708890817,0.02217684343
0.01927658768,0.0002597240182,-0.5347927883,0.0014722417,-48.99349812,0.7447011079,0.8496049474,0.4406515865,0.0002597240182,-0.5347927883,0.0014722417
0.01962186961,0.0005149399137,-0.4925692047,-0.01138394779,-25.40229828,0.7320575898,0.9382145516,0.1966515839,0.0005149399137,-0.4925692047,-0.01138394779
0.0199848667,0.0007767551804,-0.4422824476,-0.01605204187,-0.2907197284,0.7090302778,1.022961413,-0.06243298362,0.0007767551804,-0.4422824476,-0.01605204187
