time,controlBus.integerSignal,controlBus.booleanSignal,controlBus.realSignal1,controlBus.subControlBus.myBooleanSignal,controlBus.subControlBus.myRealSignal
0.8376753507,3,1,-0.8520639785,1,0.8376753507
0.8416833667,3,1,-0.8386134146,1,0.8416833667
0.8456913828,3,1,-0.8246310395,1,0.8456913828
0.8496993988,3,1,-0.8101257201,1,0.8496993988
0.8537074148,3,1,-0.7951066552,1,0.8537074148
0.8577154309,3,1,-0.7795833692,1,0.8577154309
0.8617234469,3,1,-0.7635657061,1,0.8617234469
0.8657314629,3,1,-0.7470638237,1,0.8657314629
0.869739479,3,1,-0.7300881868,1,0.869739479
0.873747495,3,1,-0.7126495606,1,0.873747495
0.877755511,3,1,-0.6947590037,1,0.877755511
0.8817635271,3,1,-0.6764278617,1,0.8817635271
0.8857715431,3,1,-0.6576677594,1,0.8857715431
0.8897795591,3,1,-0.6384905935,1,0.8897795591
0.8937875752,3,1,-0.6189085253,1,0.8937875752
0.8977955912,3,1,-0.598933973,1,0.8977955912
0.9018036072,3,1,-0.5785796034,1,0.9018036072
0.9058116232,3,1,-0.5578583245,1,0.9058116232
0.9098196393,3,1,-0.5367832768,1,0.9098196393
0.9138276553,3,1,-0.515367825,1,0.9138276553
0.9178356713,3,1,-0.4936255499,1,0.9178356713
0.9218436874,3,1,-0.4715702396,1,0.9218436874
0.9258517034,3,1,-0.4492158804,1,0.9258517034
0.9298597194,3,1,-0.4265766486,1,0.9298597194
0.9338677355,3,1,-0.4036669009,1,0.9338677355
0.9378757515,3,1,-0.3805011656,1,0.9378757515
0.9418837675,3,1,-0.3570941335,1,0.9418837675
0.9458917836,3,1,-0.3334606482,1,0.9458917836
0.9498997996,3,1,-0.3096156971,1,0.9498997996
0.9539078156,3,1,-0.2855744014,1,0.9539078156
0.9579158317,3,1,-0.2613520073,1,0.9579158317
0.9619238477,3,1,-0.2369638754,1,0.9619238477
0.9659318637,3,1,-0.2124254715,1,0.9659318637
0.9699398798,3,1,-0.1877523569,1,0.9699398798
0.9739478958,3,1,-0.1629601781,1,0.9739478958
0.9779559118,3,1,-0.1380646573,1,0.9779559118
0.9819639279,3,1,-0.113081582,1,0.9819639279
0.9859719439,3,1,-0.08802679536,1,0.9859719439
0.9899799599,3,1,-0.0629161861,1,0.9899799599
0.993987976,3,1,-0.0377656782,1,0.993987976
0.997995992,3,1,-0.012591221,1,0.997995992
1.002004008,3,1,0.012591221,1,1.002004008
1.006012024,3,1,0.0377656782,1,1.006012024
1.01002004,3,1,0.0629161861,1,1.01002004
1.014028056,3,1,0.08802679536,1,1.014028056
1.018036072,3,1,0.113081582,1,1.018036072
1.022044088,3,1,0.1380646573,1,1.022044088
1.026052104,3,1,0.1629601781,1,1.026052104
1.03006012,3,1,0.1877523569,1,1.03006012
1.034068136,3,1,0.2124254715,1,1.034068136
1.038076152,3,1,0.2369638754,1,1.038076152
1.042084168,3,1,0.2613520073,1,1.042084168
1.046092184,3,1,0.2855744014,1,1.046092184
1.0501002,3,1,0.3096156971,1,1.0501002
1.054108216,3,1,0.3334606482,1,1.054108216
1.058116232,3,1,0.3570941335,1,1.058116232
1.062124248,3,1,0.3805011656,1,1.062124248
1.066132265,3,1,0.4036669009,1,1.066132265
1.070140281,3,1,0.4265766486,1,1.070140281
1.074148297,3,1,0.4492158804,1,1.074148297
1.078156313,3,1,0.4715702396,1,1.078156313
1.082164329,3,1,0.4936255499,1,1.082164329
1.086172345,3,1,0.515367825,1,1.086172345
1.090180361,3,1,0.5367832768,1,1.090180361
1.094188377,3,1,0.5578583245,1,1.094188377
1.098196393,3,1,0.5785796034,1,1.098196393
1.102204409,3,1,0.598933973,1,1.102204409
1.106212425,3,1,0.6189085253,1,1.106212425
1.110220441,3,1,0.6384905935,1,1.110220441
1.114228457,3,1,0.6576677594,1,1.114228457
1.118236473,3,1,0.6764278617,1,1.118236473
1.122244489,3,1,0.6947590037,1,1.122244489
1.126252505,3,1,0.7126495606,1,1.126252505
1.130260521,3,1,0.7300881868,1,1.130260521
1.134268537,3,1,0.7470638237,1,1.134268537
1.138276553,3,1,0.7635657061,1,1.138276553
1.142284569,3,1,0.7795833692,1,1.142284569
1.146292585,3,1,0.7951066552,1,1.146292585
1.150300601,3,1,0.8101257201,1,1.150300601
1.154308617,3,1,0.8246310395,1,1.154308617
1.158316633,3,1,0.8386134146,1,1.158316633
1.162324649,3,1,0.8520639785,1,1.162324649
1.166332665,3,1,0.8649742014,1,1.166332665
1.170340681,3,1,0.8773358963,1,1.170340681
1.174348697,3,1,0.8891412239,1,1.174348697
1.178356713,3,1,0.9003826978,1,1.178356713
1.182364729,3,1,0.9110531891,1,1.182364729
1.186372745,3,1,0.9211459312,1,1.186372745
1.190380762,3,1,0.9306545237,1,1.190380762
1.194388778,3,1,0.9395729365,1,1.194388778
1.198396794,3,1,0.9478955141,1,1.198396794
1.20240481,3,1,0.9556169787,1,1.20240481
1.206412826,3,1,0.9627324336,1,1.206412826
1.210420842,3,1,0.9692373666,1,1.210420842
1.214428858,3,1,0.9751276524,1,1.214428858
1.218436874,3,1,0.9803995558,1,1.218436874
1.22244489,3,1,0.9850497336,1,1.22244489
1.226452906,3,1,0.9890752368,1,1.226452906
1.230460922,3,1,0.9924735125,1,1.230460922
1.234468938,3,1,0.9952424059,1,1.234468938
1.238476954,3,1,0.9973801609,1,1.238476954
1.24248497,3,1,0.9988854219,1,1.24248497
1.246492986,3,1,0.9997572344,1,1.246492986
1.250501002,3,1,0.9999950454,1,1.250501002
1.254509018,3,1,0.9995987042,1,1.254509018
1.258517034,3,1,0.9985684621,1,1.258517034
1.26252505,3,1,0.9969049724,1,1.26252505
1.266533066,3,1,0.99460929,1,1.266533066
1.270541082,3,1,0.9916828708,1,1.270541082
1.274549098,3,1,0.9881275706,1,1.274549098
1.278557114,3,1,0.983945644,1,1.278557114
1.28256513,3,1,0.9791397429,1,1.28256513
1.286573146,3,1,0.9737129151,1,1.286573146
1.290581162,3,1,0.967668602,1,1.290581162
1.294589178,3,1,0.9610106366,1,1.294589178
1.298597194,3,1,0.9537432412,1,1.298597194
1.30260521,3,1,0.9458710244,1,1.30260521
1.306613226,3,1,0.9373989784,1,1.306613226
1.310621242,3,1,0.9283324757,1,1.310621242
1.314629259,3,1,0.918677266,1,1.314629259
1.318637275,3,1,0.9084394722,1,1.318637275
1.322645291,3,1,0.8976255866,1,1.322645291
1.326653307,3,1,0.8862424669,1,1.326653307
1.330661323,3,1,0.8742973318,1,1.330661323
1.334669339,3,1,0.8617977563,1,1.334669339
1.338677355,3,1,0.8487516671,1,1.338677355
1.342685371,3,1,0.8351673374,1,1.342685371
1.346693387,3,1,0.821053382,1,1.346693387
1.350701403,3,1,0.806418751,1,1.350701403
1.354709419,3,1,0.7912727253,1,1.354709419
1.358717435,3,1,0.7756249098,1,1.358717435
1.362725451,3,1,0.7594852275,1,1.362725451
1.366733467,3,1,0.7428639136,1,1.366733467
1.370741483,3,1,0.7257715085,1,1.370741483
1.374749499,3,1,0.7082188515,1,1.374749499
1.378757515,3,1,0.6902170737,1,1.378757515
1.382765531,3,1,0.6717775911,1,1.382765531
1.386773547,3,1,0.652912097,1,1.386773547
1.390781563,3,1,0.6336325553,1,1.390781563
1.394789579,3,1,0.613951192,1,1.394789579
1.398797595,3,1,0.5938804883,1,1.398797595
1.402805611,3,1,0.5734331721,1,1.402805611
1.406813627,3,1,0.5526222101,1,1.406813627
1.410821643,3,1,0.5314607998,1,1.410821643
1.414829659,3,1,0.5099623608,1,1.414829659
1.418837675,3,1,0.4881405264,1,1.418837675
1.422845691,3,1,0.466009135,1,1.422845691
1.426853707,3,1,0.4435822215,1,1.426853707
1.430861723,3,1,0.4208740078,1,1.430861723
1.434869739,3,1,0.3978988947,1,1.434869739
1.438877756,3,1,0.3746714519,1,1.438877756
1.442885772,3,1,0.3512064091,1,1.442885772
1.446893788,3,1,0.3275186469,1,1.446893788
1.450901804,3,1,0.303623187,1,1.450901804
1.45490982,3,1,0.2795351828,1,1.45490982
1.458917836,3,1,0.2552699098,1,1.458917836
1.462925852,3,1,0.2308427561,1,1.462925852
1.466933868,3,1,0.2062692122,1,1.466933868
1.470941884,3,1,0.1815648615,1,1.470941884
1.4749499,3,1,0.1567453706,1,1.4749499
1.478957916,3,1,0.1318264787,1,1.478957916
1.482965932,3,1,0.1068239883,1,1.482965932
1.486973948,3,1,0.08175375492,1,1.486973948
1.490981964,3,1,0.05663167696,1,1.490981964
1.49498998,3,1,0.03147368572,1,1.49498998
1.498997996,3,1,0.00629573527,1,1.498997996
1.503006012,3,1,-0.01888620765,1,1.503006012
1.507014028,3,1,-0.04405617379,1,1.507014028
1.511022044,3,1,-0.06919820146,1,1.511022044
1.51503006,3,1,-0.09429634672,1,1.51503006
1.519038076,3,1,-0.1193346934,1,1.519038076
1.523046092,3,1,-0.1442973634,1,1.523046092
1.527054108,3,1,-0.1691685265,1,1.527054108
1.531062124,3,1,-0.1939324104,1,1.531062124
1.53507014,3,1,-0.218573311,1,1.53507014
1.539078156,3,1,-0.2430756022,1,1.539078156
1.543086172,3,1,-0.2674237456,1,1.543086172
1.547094188,3,1,-0.2916023009,1,1.547094188
1.551102204,3,1,-0.315595935,1,1.551102204
1.55511022,3,1,-0.3393894323,1,1.55511022
1.559118236,3,1,-0.3629677039,1,1.559118236
1.563126253,3,1,-0.3863157975,1,1.563126253
1.567134269,3,1,-0.409418907,1,1.567134269
1.571142285,3,1,-0.4322623812,1,1.571142285
1.575150301,3,1,-0.4548317339,1,1.575150301
1.579158317,3,1,-0.4771126526,1,1.579158317
1.583166333,3,1,-0.4990910078,1,1.583166333
1.587174349,3,1,-0.5207528617,1,1.587174349
1.591182365,3,1,-0.5420844774,1,1.591182365
1.595190381,3,1,-0.5630723273,1,1.595190381
1.599198397,3,1,-0.5837031018,1,1.599198397
1.603206413,3,1,-0.6039637179,1,1.603206413
1.607214429,3,1,-0.6238413271,1,1.607214429
1.611222445,3,1,-0.643323324,1,1.611222445
1.615230461,3,1,-0.662397354,1,1.615230461
1.619238477,3,1,-0.6810513211,1,1.619238477
1.623246493,3,1,-0.6992733958,1,1.623246493
1.627254509,3,1,-0.7170520225,1,1.627254509
1.631262525,3,1,-0.7343759269,1,1.631262525
1.635270541,3,1,-0.7512341228,1,1.635270541
1.639278557,3,1,-0.7676159195,1,1.639278557
1.643286573,3,1,-0.7835109285,1,1.643286573
1.647294589,3,1,-0.7989090698,1,1.647294589
1.651302605,3,1,-0.8138005786,1,1.651302605
1.655310621,3,1,-0.8281760113,1,1.655310621
1.659318637,3,1,-0.8420262518,1,1.659318637
1.663326653,3,1,-0.8553425169,1,1.663326653
1.667334669,3,1,-0.8681163618,1,1.667334669
1.671342685,3,1,-0.8803396861,1,1.671342685
1.675350701,3,1,-0.8920047382,1,1.675350701
1.679358717,3,1,-0.9031041208,1,1.679358717
1.683366733,3,1,-0.913630795,1,1.683366733
1.687374749,3,1,-0.9235780853,1,1.687374749
1.691382766,3,1,-0.9329396835,1,1.691382766
1.695390782,3,1,-0.9417096531,1,1.695390782
1.699398798,3,1,-0.9498824324,1,1.699398798
1.703406814,3,1,-0.9574528387,1,1.703406814
1.70741483,3,1,-0.9644160711,1,1.70741483
1.711422846,3,1,-0.9707677138,1,1.711422846
1.715430862,3,1,-0.976503739,1,1.715430862
1.719438878,3,1,-0.981620509,1,1.719438878
1.723446894,3,1,-0.9861147791,1,1.723446894
1.72745491,3,1,-0.9899836993,1,1.72745491
1.731462926,3,1,-0.9932248159,1,1.731462926
1.735470942,3,1,-0.9958360737,1,1.735470942
1.739478958,3,1,-0.9978158166,1,1.739478958
1.743486974,3,1,-0.9991627893,1,1.743486974
1.74749499,3,1,-0.9998761375,1,1.74749499
1.751503006,3,1,-0.9999554089,1,1.751503006
1.755511022,3,1,-0.9994005532,1,1.755511022
1.759519038,3,1,-0.9982119222,1,1.759519038
1.763527054,3,1,-0.9963902698,1,1.763527054
1.76753507,3,1,-0.9939367511,1,1.76753507
1.771543086,3,1,-0.9908529221,1,1.771543086
1.775551102,3,1,-0.9871407384,1,1.775551102
1.779559118,3,1,-0.982802554,1,1.779559118
1.783567134,3,1,-0.9778411201,1,1.783567134
1.78757515,3,1,-0.972259583,1,1.78757515
1.791583166,3,1,-0.9660614823,1,1.791583166
1.795591182,3,1,-0.9592507484,1,1.795591182
1.799599198,3,1,-0.9518317005,1,1.799599198
1.803607214,3,1,-0.9438090435,1,1.803607214
1.80761523,3,1,-0.9351878648,1,1.80761523
1.811623246,3,1,-0.9259736317,1,1.811623246
1.815631263,3,1,-0.9161721875,1,1.815631263
1.819639279,3,1,-0.9057897477,1,1.819639279
1.823647295,3,1,-0.8948328965,1,1.823647295
1.827655311,3,1,-0.8833085822,1,1.827655311
1.831663327,3,1,-0.871224113,1,1.831663327
1.835671343,3,1,-0.8585871523,1,1.835671343
1.839679359,3,1,-0.845405714,1,1.839679359
1.843687375,3,1,-0.8316881571,1,1.843687375
1.847695391,3,1,-0.8174431806,1,1.847695391
1.851703407,3,1,-0.8026798182,1,1.851703407
1.855711423,3,1,-0.787407432,1,1.855711423
1.859719439,3,1,-0.7716357072,1,1.859719439
1.863727455,3,1,-0.7553746454,1,1.863727455
1.867735471,3,1,-0.7386345587,1,1.867735471
1.871743487,3,1,-0.721426063,1,1.871743487
1.875751503,3,1,-0.703760071,1,1.875751503
1.879759519,3,1,-0.6856477858,1,1.879759519
1.883767535,3,1,-0.6671006933,1,1.883767535
1.887775551,3,1,-0.6481305554,1,1.887775551
1.891783567,3,1,-0.628749402,1,1.891783567
1.895791583,3,1,-0.6089695237,1,1.895791583
1.899799599,3,1,-0.5888034642,1,1.899799599
1.903807615,3,1,-0.5682640117,1,1.903807615
1.907815631,3,1,-0.5473641916,1,1.907815631
1.911823647,3,1,-0.5261172575,1,1.911823647
1.915831663,3,1,-0.5045366834,1,1.915831663
1.919839679,3,1,-0.4826361545,1,1.919839679
1.923847695,3,1,-0.4604295594,1,1.923847695
1.927855711,3,1,-0.4379309804,1,1.927855711
1.931863727,3,1,-0.4151546851,1,1.931863727
1.935871743,3,1,-0.3921151172,1,1.935871743
1.93987976,3,1,-0.3688268874,1,1.93987976
1.943887776,3,1,-0.345304764,1,1.943887776
1.947895792,3,1,-0.3215636638,1,1.947895792
1.951903808,3,1,-0.2976186422,1,1.951903808
1.955911824,3,1,-0.2734848842,1,1.955911824
1.95991984,3,1,-0.2491776943,1,1.95991984
1.963927856,3,1,-0.224712487,1,1.963927856
1.967935872,3,1,-0.200104777,1,1.967935872
1.971943888,3,1,-0.1753701695,1,1.971943888
1.975951904,3,1,-0.1505243501,1,1.975951904
1.97995992,3,1,-0.1255830749,1,1.97995992
1.983967936,3,1,-0.1005621605,1,1.983967936
1.987975952,3,1,-0.07547747403,1,1.987975952
1.991983968,3,1,-0.05034492313,1,1.991983968
1.995991984,3,1,-0.02518044572,1,1.995991984
2,3,1,-4.898587197e-16,1,2
