time,controlBus.integerSignal_ref,controlBus.integerSignal_sim,controlBus.integerSignal_relerr,controlBus.booleanSignal_ref,controlBus.booleanSignal_sim,controlBus.booleanSignal_relerr,controlBus.subControlBus.myBooleanSignal_ref,controlBus.subControlBus.myBooleanSignal_sim,controlBus.subControlBus.myBooleanSignal_relerr
0.4828,2,2,0,0,0,0,0,0,0
0.4832,2,2,0,0,0,0,0,0,0
0.4836,2,2,0,0,0,0,0,0,0
0.484,2,2,0,0,0,0,0,0,0
0.4844,2,2,0,0,0,0,0,0,0
0.4848,2,2,0,0,0,0,0,0,0
0.4852,2,2,0,0,0,0,0,0,0
0.4856,2,2,0,0,0,0,0,0,0
0.486,2,2,0,0,0,0,0,0,0
0.4864,2,2,0,0,0,0,0,0,0
0.4868,2,2,0,0,0,0,0,0,0
0.4872,2,2,0,0,0,0,0,0,0
0.4876,2,2,0,0,0,0,0,0,0
0.488,2,2,0,0,0,0,0,0,0
0.4884,2,2,0,0,0,0,0,0,0
0.4888,2,2,0,0,0,0,0,0,0
0.4892,2,2,0,0,0,0,0,0,0
0.4896,2,2,0,0,0,0,0,0,0
0.49,2,2,0,0,0,0,0,0,0
0.4904,2,2,0,0,0,0,0,0,0
0.4908,2,2,0,0,0,0,0,0,0
0.4912,2,2,0,0,0,0,0,0,0
0.4916,2,2,0,0,0,0,0,0,0
0.492,2,2,0,0,0,0,0,0,0
0.4924,2,2,0,0,0,0,0,0,0
0.4928,2,2,0,0,0,0,0,0,0
0.4932,2,2,0,0,0,0,0,0,0
0.4936,2,2,0,0,0,0,0,0,0
0.494,2,2,0,0,0,0,0,0,0
0.4944,2,2,0,0,0,0,0,0,0
0.4948,2,2,0,0,0,0,0,0,0
0.4952,2,2,0,0,0,0,0,0,0
0.4956,2,2,0,0,0,0,0,0,0
0.496,2,2,0,0,0,0,0,0,0
0.4964,2,2,0,0,0,0,0,0,0
0.4968,2,2,0,0,0,0,0,0,0
0.4972,2,2,0,0,0,0,0,0,0
0.4976,2,2,0,0,0,0,0,0,0
0.498,2,2,0,0,0,0,0,0,0
0.4984,2,2,0,0,0,0,0,0,0
0.4988,2,2,0,0,0,0,0,0,0
0.4992,2,2,0,0,0,0,0,0,0
0.4996,2,2,0,0,0,0,0,0,0
0.5,2,3,0.333333,0,1,1,0,1,1
0.5,3,3,0,1,1,0,1,1,0
0.5004,3,3,0,1,1,0,1,1,0
0.5008,3,3,0,1,1,0,1,1,0
0.5012,3,3,0,1,1,0,1,1,0
0.5016,3,3,0,1,1,0,1,1,0
0.502,3,3,0,1,1,0,1,1,0
0.5024,3,3,0,1,1,0,1,1,0
0.5028,3,3,0,1,1,0,1,1,0
0.5032,3,3,0,1,1,0,1,1,0
0.5036,3,3,0,1,1,0,1,1,0
0.504,3,3,0,1,1,0,1,1,0
0.5044,3,3,0,1,1,0,1,1,0
0.5048,3,3,0,1,1,0,1,1,0
0.5052,3,3,0,1,1,0,1,1,0
0.5056,3,3,0,1,1,0,1,1,0
0.506,3,3,0,1,1,0,1,1,0
0.5064,3,3,0,1,1,0,1,1,0
0.5068,3,3,0,1,1,0,1,1,0
0.5072,3,3,0,1,1,0,1,1,0
0.5076,3,3,0,1,1,0,1,1,0
0.508,3,3,0,1,1,0,1,1,0
0.5084,3,3,0,1,1,0,1,1,0
0.5088,3,3,0,1,1,0,1,1,0
0.5092,3,3,0,1,1,0,1,1,0
0.5096,3,3,0,1,1,0,1,1,0
0.51,3,3,0,1,1,0,1,1,0
0.5104,3,3,0,1,1,0,1,1,0
0.5108,3,3,0,1,1,0,1,1,0
0.5112,3,3,0,1,1,0,1,1,0
0.5116,3,3,0,1,1,0,1,1,0
0.512,3,3,0,1,1,0,1,1,0
0.5124,3,3,0,1,1,0,1,1,0
0.5128,3,3,0,1,1,0,1,1,0
0.5132,3,3,0,1,1,0,1,1,0
0.5136,3,3,0,1,1,0,1,1,0
0.514,3,3,0,1,1,0,1,1,0
0.5144,3,3,0,1,1,0,1,1,0
0.5148,3,3,0,1,1,0,1,1,0
0.5152,3,3,0,1,1,0,1,1,0
0.5156,3,3,0,1,1,0,1,1,0
0.516,3,3,0,1,1,0,1,1,0
0.5164,3,3,0,1,1,0,1,1,0
0.5168,3,3,0,1,1,0,1,1,0
0.5172,3,3,0,1,1,0,1,1,0
0.5176,3,3,0,1,1,0,1,1,0
0.518,3,3,0,1,1,0,1,1,0
0.5184,3,3,0,1,1,0,1,1,0
0.5188,3,3,0,1,1,0,1,1,0
0.5192,3,3,0,1,1,0,1,1,0
0.5196,3,3,0,1,1,0,1,1,0
0.52,3,3,0,1,1,0,1,1,0
0.5204,3,3,0,1,1,0,1,1,0
0.5208,3,3,0,1,1,0,1,1,0
0.5212,3,3,0,1,1,0,1,1,0
0.5216,3,3,0,1,1,0,1,1,0
0.522,3,3,0,1,1,0,1,1,0
0.5224,3,3,0,1,1,0,1,1,0
0.5228,3,3,0,1,1,0,1,1,0
0.5232,3,3,0,1,1,0,1,1,0
0.5236,3,3,0,1,1,0,1,1,0
0.524,3,3,0,1,1,0,1,1,0
0.5244,3,3,0,1,1,0,1,1,0
0.5248,3,3,0,1,1,0,1,1,0
0.5252,3,3,0,1,1,0,1,1,0
0.5256,3,3,0,1,1,0,1,1,0
0.526,3,3,0,1,1,0,1,1,0
0.5264,3,3,0,1,1,0,1,1,0
0.5268,3,3,0,1,1,0,1,1,0
0.5272,3,3,0,1,1,0,1,1,0
0.5276,3,3,0,1,1,0,1,1,0
0.528,3,3,0,1,1,0,1,1,0
0.5284,3,3,0,1,1,0,1,1,0
0.5288,3,3,0,1,1,0,1,1,0
0.5292,3,3,0,1,1,0,1,1,0
0.5296,3,3,0,1,1,0,1,1,0
0.53,3,3,0,1,1,0,1,1,0
0.5304,3,3,0,1,1,0,1,1,0
0.5308,3,3,0,1,1,0,1,1,0
0.5312,3,3,0,1,1,0,1,1,0
0.5316,3,3,0,1,1,0,1,1,0
0.532,3,3,0,1,1,0,1,1,0
0.5324,3,3,0,1,1,0,1,1,0
0.5328,3,3,0,1,1,0,1,1,0
0.5332,3,3,0,1,1,0,1,1,0
0.5336,3,3,0,1,1,0,1,1,0
0.534,3,3,0,1,1,0,1,1,0
0.5344,3,3,0,1,1,0,1,1,0
0.5348,3,3,0,1,1,0,1,1,0
0.5352,3,3,0,1,1,0,1,1,0
0.5356,3,3,0,1,1,0,1,1,0
0.536,3,3,0,1,1,0,1,1,0
0.5364,3,3,0,1,1,0,1,1,0
0.5368,3,3,0,1,1,0,1,1,0
0.5372,3,3,0,1,1,0,1,1,0
0.5376,3,3,0,1,1,0,1,1,0
0.538,3,3,0,1,1,0,1,1,0
0.5384,3,3,0,1,1,0,1,1,0
0.5388,3,3,0,1,1,0,1,1,0
0.5392,3,3,0,1,1,0,1,1,0
0.5396,3,3,0,1,1,0,1,1,0
0.54,3,3,0,1,1,0,1,1,0
0.5404,3,3,0,1,1,0,1,1,0
0.5408,3,3,0,1,1,0,1,1,0
0.5412,3,3,0,1,1,0,1,1,0
0.5416,3,3,0,1,1,0,1,1,0
0.542,3,3,0,1,1,0,1,1,0
0.5424,3,3,0,1,1,0,1,1,0
0.5428,3,3,0,1,1,0,1,1,0
0.5432,3,3,0,1,1,0,1,1,0
0.5436,3,3,0,1,1,0,1,1,0
0.544,3,3,0,1,1,0,1,1,0
0.5444,3,3,0,1,1,0,1,1,0
0.5448,3,3,0,1,1,0,1,1,0
0.5452,3,3,0,1,1,0,1,1,0
0.5456,3,3,0,1,1,0,1,1,0
0.546,3,3,0,1,1,0,1,1,0
0.5464,3,3,0,1,1,0,1,1,0
0.5468,3,3,0,1,1,0,1,1,0
0.5472,3,3,0,1,1,0,1,1,0
0.5476,3,3,0,1,1,0,1,1,0
0.548,3,3,0,1,1,0,1,1,0
0.5484,3,3,0,1,1,0,1,1,0
0.5488,3,3,0,1,1,0,1,1,0
0.5492,3,3,0,1,1,0,1,1,0
0.5496,3,3,0,1,1,0,1,1,0
0.55,3,3,0,1,1,0,1,1,0
0.5504,3,3,0,1,1,0,1,1,0
0.5508,3,3,0,1,1,0,1,1,0
0.5512,3,3,0,1,1,0,1,1,0
0.5516,3,3,0,1,1,0,1,1,0
0.552,3,3,0,1,1,0,1,1,0
0.5524,3,3,0,1,1,0,1,1,0
0.5528,3,3,0,1,1,0,1,1,0
0.5532,3,3,0,1,1,0,1,1,0
0.5536,3,3,0,1,1,0,1,1,0
0.554,3,3,0,1,1,0,1,1,0
0.5544,3,3,0,1,1,0,1,1,0
0.5548,3,3,0,1,1,0,1,1,0
0.5552,3,3,0,1,1,0,1,1,0
0.5556,3,3,0,1,1,0,1,1,0
0.556,3,3,0,1,1,0,1,1,0
0.5564,3,3,0,1,1,0,1,1,0
0.5568,3,3,0,1,1,0,1,1,0
0.5572,3,3,0,1,1,0,1,1,0
0.5576,3,3,0,1,1,0,1,1,0
0.558,3,3,0,1,1,0,1,1,0
0.5584,3,3,0,1,1,0,1,1,0
0.5588,3,3,0,1,1,0,1,1,0
0.5592,3,3,0,1,1,0,1,1,0
0.5596,3,3,0,1,1,0,1,1,0
0.56,3,3,0,1,1,0,1,1,0
0.5604,3,3,0,1,1,0,1,1,0
0.5608,3,3,0,1,1,0,1,1,0
0.5612,3,3,0,1,1,0,1,1,0
0.5616,3,3,0,1,1,0,1,1,0
0.562,3,3,0,1,1,0,1,1,0
0.5624,3,3,0,1,1,0,1,1,0
0.5628,3,3,0,1,1,0,1,1,0
0.5632,3,3,0,1,1,0,1,1,0
0.5636,3,3,0,1,1,0,1,1,0
0.564,3,3,0,1,1,0,1,1,0
0.5644,3,3,0,1,1,0,1,1,0
0.5648,3,3,0,1,1,0,1,1,0
0.5652,3,3,0,1,1,0,1,1,0
0.5656,3,3,0,1,1,0,1,1,0
0.566,3,3,0,1,1,0,1,1,0
0.5664,3,3,0,1,1,0,1,1,0
0.5668,3,3,0,1,1,0,1,1,0
0.5672,3,3,0,1,1,0,1,1,0
0.5676,3,3,0,1,1,0,1,1,0
0.568,3,3,0,1,1,0,1,1,0
0.5684,3,3,0,1,1,0,1,1,0
0.5688,3,3,0,1,1,0,1,1,0
0.5692,3,3,0,1,1,0,1,1,0
0.5696,3,3,0,1,1,0,1,1,0
0.57,3,3,0,1,1,0,1,1,0
0.5704,3,3,0,1,1,0,1,1,0
0.5708,3,3,0,1,1,0,1,1,0
0.5712,3,3,0,1,1,0,1,1,0
0.5716,3,3,0,1,1,0,1,1,0
0.572,3,3,0,1,1,0,1,1,0
0.5724,3,3,0,1,1,0,1,1,0
0.5728,3,3,0,1,1,0,1,1,0
0.5732,3,3,0,1,1,0,1,1,0
0.5736,3,3,0,1,1,0,1,1,0
0.574,3,3,0,1,1,0,1,1,0
0.5744,3,3,0,1,1,0,1,1,0
0.5748,3,3,0,1,1,0,1,1,0
0.5752,3,3,0,1,1,0,1,1,0
0.5756,3,3,0,1,1,0,1,1,0
0.576,3,3,0,1,1,0,1,1,0
0.5764,3,3,0,1,1,0,1,1,0
0.5768,3,3,0,1,1,0,1,1,0
0.5772,3,3,0,1,1,0,1,1,0
0.5776,3,3,0,1,1,0,1,1,0
0.578,3,3,0,1,1,0,1,1,0
0.5784,3,3,0,1,1,0,1,1,0
0.5788,3,3,0,1,1,0,1,1,0
0.5792,3,3,0,1,1,0,1,1,0
0.5796,3,3,0,1,1,0,1,1,0
0.58,3,3,0,1,1,0,1,1,0
0.5804,3,3,0,1,1,0,1,1,0
0.5808,3,3,0,1,1,0,1,1,0
0.5812,3,3,0,1,1,0,1,1,0
0.5816,3,3,0,1,1,0,1,1,0
0.582,3,3,0,1,1,0,1,1,0
0.5824,3,3,0,1,1,0,1,1,0
0.5828,3,3,0,1,1,0,1,1,0
0.5832,3,3,0,1,1,0,1,1,0
0.5836,3,3,0,1,1,0,1,1,0
0.584,3,3,0,1,1,0,1,1,0
0.5844,3,3,0,1,1,0,1,1,0
0.5848,3,3,0,1,1,0,1,1,0
0.5852,3,3,0,1,1,0,1,1,0
0.5856,3,3,0,1,1,0,1,1,0
0.586,3,3,0,1,1,0,1,1,0
0.5864,3,3,0,1,1,0,1,1,0
0.5868,3,3,0,1,1,0,1,1,0
0.5872,3,3,0,1,1,0,1,1,0
0.5876,3,3,0,1,1,0,1,1,0
0.588,3,3,0,1,1,0,1,1,0
0.5884,3,3,0,1,1,0,1,1,0
0.5888,3,3,0,1,1,0,1,1,0
0.5892,3,3,0,1,1,0,1,1,0
0.5896,3,3,0,1,1,0,1,1,0
0.59,3,3,0,1,1,0,1,1,0
0.5904,3,3,0,1,1,0,1,1,0
0.5908,3,3,0,1,1,0,1,1,0
0.5912,3,3,0,1,1,0,1,1,0
0.5916,3,3,0,1,1,0,1,1,0
0.592,3,3,0,1,1,0,1,1,0
0.5924,3,3,0,1,1,0,1,1,0
0.5928,3,3,0,1,1,0,1,1,0
0.5932,3,3,0,1,1,0,1,1,0
0.5936,3,3,0,1,1,0,1,1,0
0.594,3,3,0,1,1,0,1,1,0
0.5944,3,3,0,1,1,0,1,1,0
0.5948,3,3,0,1,1,0,1,1,0
0.5952,3,3,0,1,1,0,1,1,0
0.5956,3,3,0,1,1,0,1,1,0
0.596,3,3,0,1,1,0,1,1,0
0.5964,3,3,0,1,1,0,1,1,0
0.5968,3,3,0,1,1,0,1,1,0
0.5972,3,3,0,1,1,0,1,1,0
0.5976,3,3,0,1,1,0,1,1,0
0.598,3,3,0,1,1,0,1,1,0
0.5984,3,3,0,1,1,0,1,1,0
0.5988,3,3,0,1,1,0,1,1,0
0.5992,3,3,0,1,1,0,1,1,0
0.5996,3,3,0,1,1,0,1,1,0
0.6,3,3,0,1,1,0,1,1,0
0.6004,3,3,0,1,1,0,1,1,0
0.6008,3,3,0,1,1,0,1,1,0
0.6012,3,3,0,1,1,0,1,1,0
0.6016,3,3,0,1,1,0,1,1,0
0.602,3,3,0,1,1,0,1,1,0
0.6024,3,3,0,1,1,0,1,1,0
0.6028,3,3,0,1,1,0,1,1,0
0.6032,3,3,0,1,1,0,1,1,0
0.6036,3,3,0,1,1,0,1,1,0
0.604,3,3,0,1,1,0,1,1,0
0.6044,3,3,0,1,1,0,1,1,0
0.6048,3,3,0,1,1,0,1,1,0
0.6052,3,3,0,1,1,0,1,1,0
0.6056,3,3,0,1,1,0,1,1,0
0.606,3,3,0,1,1,0,1,1,0
0.6064,3,3,0,1,1,0,1,1,0
0.6068,3,3,0,1,1,0,1,1,0
0.6072,3,3,0,1,1,0,1,1,0
0.6076,3,3,0,1,1,0,1,1,0
0.608,3,3,0,1,1,0,1,1,0
0.6084,3,3,0,1,1,0,1,1,0
0.6088,3,3,0,1,1,0,1,1,0
0.6092,3,3,0,1,1,0,1,1,0
0.6096,3,3,0,1,1,0,1,1,0
0.61,3,3,0,1,1,0,1,1,0
0.6104,3,3,0,1,1,0,1,1,0
0.6108,3,3,0,1,1,0,1,1,0
0.6112,3,3,0,1,1,0,1,1,0
0.6116,3,3,0,1,1,0,1,1,0
0.612,3,3,0,1,1,0,1,1,0
0.6124,3,3,0,1,1,0,1,1,0
0.6128,3,3,0,1,1,0,1,1,0
0.6132,3,3,0,1,1,0,1,1,0
0.6136,3,3,0,1,1,0,1,1,0
0.614,3,3,0,1,1,0,1,1,0
0.6144,3,3,0,1,1,0,1,1,0
0.6148,3,3,0,1,1,0,1,1,0
0.6152,3,3,0,1,1,0,1,1,0
0.6156,3,3,0,1,1,0,1,1,0
0.616,3,3,0,1,1,0,1,1,0
0.6164,3,3,0,1,1,0,1,1,0
0.6168,3,3,0,1,1,0,1,1,0
0.6172,3,3,0,1,1,0,1,1,0
0.6176,3,3,0,1,1,0,1,1,0
0.618,3,3,0,1,1,0,1,1,0
0.6184,3,3,0,1,1,0,1,1,0
0.6188,3,3,0,1,1,0,1,1,0
0.6192,3,3,0,1,1,0,1,1,0
0.6196,3,3,0,1,1,0,1,1,0
0.62,3,3,0,1,1,0,1,1,0
0.6204,3,3,0,1,1,0,1,1,0
0.6208,3,3,0,1,1,0,1,1,0
0.6212,3,3,0,1,1,0,1,1,0
0.6216,3,3,0,1,1,0,1,1,0
0.622,3,3,0,1,1,0,1,1,0
0.6224,3,3,0,1,1,0,1,1,0
0.6228,3,3,0,1,1,0,1,1,0
0.6232,3,3,0,1,1,0,1,1,0
0.6236,3,3,0,1,1,0,1,1,0
0.624,3,3,0,1,1,0,1,1,0
0.6244,3,3,0,1,1,0,1,1,0
0.6248,3,3,0,1,1,0,1,1,0
0.6252,3,3,0,1,1,0,1,1,0
0.6256,3,3,0,1,1,0,1,1,0
0.626,3,3,0,1,1,0,1,1,0
0.6264,3,3,0,1,1,0,1,1,0
0.6268,3,3,0,1,1,0,1,1,0
0.6272,3,3,0,1,1,0,1,1,0
0.6276,3,3,0,1,1,0,1,1,0
0.628,3,3,0,1,1,0,1,1,0
0.6284,3,3,0,1,1,0,1,1,0
0.6288,3,3,0,1,1,0,1,1,0
0.6292,3,3,0,1,1,0,1,1,0
0.6296,3,3,0,1,1,0,1,1,0
0.63,3,3,0,1,1,0,1,1,0
0.6304,3,3,0,1,1,0,1,1,0
0.6308,3,3,0,1,1,0,1,1,0
0.6312,3,3,0,1,1,0,1,1,0
0.6316,3,3,0,1,1,0,1,1,0
0.632,3,3,0,1,1,0,1,1,0
0.6324,3,3,0,1,1,0,1,1,0
0.6328,3,3,0,1,1,0,1,1,0
0.6332,3,3,0,1,1,0,1,1,0
0.6336,3,3,0,1,1,0,1,1,0
0.634,3,3,0,1,1,0,1,1,0
0.6344,3,3,0,1,1,0,1,1,0
0.6348,3,3,0,1,1,0,1,1,0
0.6352,3,3,0,1,1,0,1,1,0
0.6356,3,3,0,1,1,0,1,1,0
0.636,3,3,0,1,1,0,1,1,0
0.6364,3,3,0,1,1,0,1,1,0
0.6368,3,3,0,1,1,0,1,1,0
0.6372,3,3,0,1,1,0,1,1,0
0.6376,3,3,0,1,1,0,1,1,0
0.638,3,3,0,1,1,0,1,1,0
0.6384,3,3,0,1,1,0,1,1,0
0.6388,3,3,0,1,1,0,1,1,0
0.6392,3,3,0,1,1,0,1,1,0
0.6396,3,3,0,1,1,0,1,1,0
0.64,3,3,0,1,1,0,1,1,0
0.6404,3,3,0,1,1,0,1,1,0
0.6408,3,3,0,1,1,0,1,1,0
0.6412,3,3,0,1,1,0,1,1,0
0.6416,3,3,0,1,1,0,1,1,0
0.642,3,3,0,1,1,0,1,1,0
0.6424,3,3,0,1,1,0,1,1,0
0.6428,3,3,0,1,1,0,1,1,0
0.6432,3,3,0,1,1,0,1,1,0
0.6436,3,3,0,1,1,0,1,1,0
0.644,3,3,0,1,1,0,1,1,0
0.6444,3,3,0,1,1,0,1,1,0
0.6448,3,3,0,1,1,0,1,1,0
0.6452,3,3,0,1,1,0,1,1,0
0.6456,3,3,0,1,1,0,1,1,0
0.646,3,3,0,1,1,0,1,1,0
0.6464,3,3,0,1,1,0,1,1,0
0.6468,3,3,0,1,1,0,1,1,0
0.6472,3,3,0,1,1,0,1,1,0
0.6476,3,3,0,1,1,0,1,1,0
0.648,3,3,0,1,1,0,1,1,0
0.6484,3,3,0,1,1,0,1,1,0
0.6488,3,3,0,1,1,0,1,1,0
0.6492,3,3,0,1,1,0,1,1,0
0.6496,3,3,0,1,1,0,1,1,0
0.65,3,3,0,1,1,0,1,1,0
0.6504,3,3,0,1,1,0,1,1,0
0.6508,3,3,0,1,1,0,1,1,0
0.6512,3,3,0,1,1,0,1,1,0
0.6516,3,3,0,1,1,0,1,1,0
0.652,3,3,0,1,1,0,1,1,0
0.6524,3,3,0,1,1,0,1,1,0
0.6528,3,3,0,1,1,0,1,1,0
0.6532,3,3,0,1,1,0,1,1,0
0.6536,3,3,0,1,1,0,1,1,0
0.654,3,3,0,1,1,0,1,1,0
0.6544,3,3,0,1,1,0,1,1,0
0.6548,3,3,0,1,1,0,1,1,0
0.6552,3,3,0,1,1,0,1,1,0
0.6556,3,3,0,1,1,0,1,1,0
0.656,3,3,0,1,1,0,1,1,0
0.6564,3,3,0,1,1,0,1,1,0
0.6568,3,3,0,1,1,0,1,1,0
0.6572,3,3,0,1,1,0,1,1,0
0.6576,3,3,0,1,1,0,1,1,0
0.658,3,3,0,1,1,0,1,1,0
0.6584,3,3,0,1,1,0,1,1,0
0.6588,3,3,0,1,1,0,1,1,0
0.6592,3,3,0,1,1,0,1,1,0
0.6596,3,3,0,1,1,0,1,1,0
0.66,3,3,0,1,1,0,1,1,0
0.6604,3,3,0,1,1,0,1,1,0
0.6608,3,3,0,1,1,0,1,1,0
0.6612,3,3,0,1,1,0,1,1,0
0.6616,3,3,0,1,1,0,1,1,0
0.662,3,3,0,1,1,0,1,1,0
0.6624,3,3,0,1,1,0,1,1,0
0.6628,3,3,0,1,1,0,1,1,0
0.6632,3,3,0,1,1,0,1,1,0
0.6636,3,3,0,1,1,0,1,1,0
0.664,3,3,0,1,1,0,1,1,0
0.6644,3,3,0,1,1,0,1,1,0
0.6648,3,3,0,1,1,0,1,1,0
0.6652,3,3,0,1,1,0,1,1,0
0.6656,3,3,0,1,1,0,1,1,0
0.666,3,3,0,1,1,0,1,1,0
0.6664,3,3,0,1,1,0,1,1,0
0.6668,3,3,0,1,1,0,1,1,0
0.6672,3,3,0,1,1,0,1,1,0
0.6676,3,3,0,1,1,0,1,1,0
0.668,3,3,0,1,1,0,1,1,0
0.6684,3,3,0,1,1,0,1,1,0
0.6688,3,3,0,1,1,0,1,1,0
0.6692,3,3,0,1,1,0,1,1,0
0.6696,3,3,0,1,1,0,1,1,0
0.67,3,3,0,1,1,0,1,1,0
0.6704,3,3,0,1,1,0,1,1,0
0.6708,3,3,0,1,1,0,1,1,0
0.6712,3,3,0,1,1,0,1,1,0
0.6716,3,3,0,1,1,0,1,1,0
0.672,3,3,0,1,1,0,1,1,0
0.6724,3,3,0,1,1,0,1,1,0
0.6728,3,3,0,1,1,0,1,1,0
0.6732,3,3,0,1,1,0,1,1,0
0.6736,3,3,0,1,1,0,1,1,0
0.674,3,3,0,1,1,0,1,1,0
0.6744,3,3,0,1,1,0,1,1,0
0.6748,3,3,0,1,1,0,1,1,0
0.6752,3,3,0,1,1,0,1,1,0
0.6756,3,3,0,1,1,0,1,1,0
0.676,3,3,0,1,1,0,1,1,0
0.6764,3,3,0,1,1,0,1,1,0
0.6768,3,3,0,1,1,0,1,1,0
0.6772,3,3,0,1,1,0,1,1,0
0.6776,3,3,0,1,1,0,1,1,0
0.678,3,3,0,1,1,0,1,1,0
0.6784,3,3,0,1,1,0,1,1,0
0.6788,3,3,0,1,1,0,1,1,0
0.6792,3,3,0,1,1,0,1,1,0
0.6796,3,3,0,1,1,0,1,1,0
0.68,3,3,0,1,1,0,1,1,0
0.6804,3,3,0,1,1,0,1,1,0
0.6808,3,3,0,1,1,0,1,1,0
0.6812,3,3,0,1,1,0,1,1,0
0.6816,3,3,0,1,1,0,1,1,0
0.682,3,3,0,1,1,0,1,1,0
0.6824,3,3,0,1,1,0,1,1,0
0.6828,3,3,0,1,1,0,1,1,0
0.6832,3,3,0,1,1,0,1,1,0
0.6836,3,3,0,1,1,0,1,1,0
0.684,3,3,0,1,1,0,1,1,0
0.6844,3,3,0,1,1,0,1,1,0
0.6848,3,3,0,1,1,0,1,1,0
0.6852,3,3,0,1,1,0,1,1,0
0.6856,3,3,0,1,1,0,1,1,0
0.686,3,3,0,1,1,0,1,1,0
0.6864,3,3,0,1,1,0,1,1,0
0.6868,3,3,0,1,1,0,1,1,0
0.6872,3,3,0,1,1,0,1,1,0
0.6876,3,3,0,1,1,0,1,1,0
0.688,3,3,0,1,1,0,1,1,0
0.6884,3,3,0,1,1,0,1,1,0
0.6888,3,3,0,1,1,0,1,1,0
0.6892,3,3,0,1,1,0,1,1,0
0.6896,3,3,0,1,1,0,1,1,0
0.69,3,3,0,1,1,0,1,1,0
0.6904,3,3,0,1,1,0,1,1,0
0.6908,3,3,0,1,1,0,1,1,0
0.6912,3,3,0,1,1,0,1,1,0
0.6916,3,3,0,1,1,0,1,1,0
0.692,3,3,0,1,1,0,1,1,0
0.6924,3,3,0,1,1,0,1,1,0
0.6928,3,3,0,1,1,0,1,1,0
0.6932,3,3,0,1,1,0,1,1,0
0.6936,3,3,0,1,1,0,1,1,0
0.694,3,3,0,1,1,0,1,1,0
0.6944,3,3,0,1,1,0,1,1,0
0.6948,3,3,0,1,1,0,1,1,0
0.6952,3,3,0,1,1,0,1,1,0
0.6956,3,3,0,1,1,0,1,1,0
0.696,3,3,0,1,1,0,1,1,0
0.6964,3,3,0,1,1,0,1,1,0
0.6968,3,3,0,1,1,0,1,1,0
0.6972,3,3,0,1,1,0,1,1,0
0.6976,3,3,0,1,1,0,1,1,0
0.698,3,3,0,1,1,0,1,1,0
0.6984,3,3,0,1,1,0,1,1,0
0.6988,3,3,0,1,1,0,1,1,0
0.6992,3,3,0,1,1,0,1,1,0
0.6996,3,3,0,1,1,0,1,1,0
0.7,3,3,0,1,1,0,1,1,0
0.7004,3,3,0,1,1,0,1,1,0
0.7008,3,3,0,1,1,0,1,1,0
0.7012,3,3,0,1,1,0,1,1,0
0.7016,3,3,0,1,1,0,1,1,0
0.702,3,3,0,1,1,0,1,1,0
0.7024,3,3,0,1,1,0,1,1,0
0.7028,3,3,0,1,1,0,1,1,0
0.7032,3,3,0,1,1,0,1,1,0
0.7036,3,3,0,1,1,0,1,1,0
0.704,3,3,0,1,1,0,1,1,0
0.7044,3,3,0,1,1,0,1,1,0
0.7048,3,3,0,1,1,0,1,1,0
0.7052,3,3,0,1,1,0,1,1,0
0.7056,3,3,0,1,1,0,1,1,0
0.706,3,3,0,1,1,0,1,1,0
0.7064,3,3,0,1,1,0,1,1,0
0.7068,3,3,0,1,1,0,1,1,0
0.7072,3,3,0,1,1,0,1,1,0
0.7076,3,3,0,1,1,0,1,1,0
0.708,3,3,0,1,1,0,1,1,0
0.7084,3,3,0,1,1,0,1,1,0
0.7088,3,3,0,1,1,0,1,1,0
0.7092,3,3,0,1,1,0,1,1,0
0.7096,3,3,0,1,1,0,1,1,0
0.71,3,3,0,1,1,0,1,1,0
0.7104,3,3,0,1,1,0,1,1,0
0.7108,3,3,0,1,1,0,1,1,0
0.7112,3,3,0,1,1,0,1,1,0
0.7116,3,3,0,1,1,0,1,1,0
0.712,3,3,0,1,1,0,1,1,0
0.7124,3,3,0,1,1,0,1,1,0
0.7128,3,3,0,1,1,0,1,1,0
0.7132,3,3,0,1,1,0,1,1,0
0.7136,3,3,0,1,1,0,1,1,0
0.714,3,3,0,1,1,0,1,1,0
0.7144,3,3,0,1,1,0,1,1,0
0.7148,3,3,0,1,1,0,1,1,0
0.7152,3,3,0,1,1,0,1,1,0
0.7156,3,3,0,1,1,0,1,1,0
0.716,3,3,0,1,1,0,1,1,0
0.7164,3,3,0,1,1,0,1,1,0
0.7168,3,3,0,1,1,0,1,1,0
0.7172,3,3,0,1,1,0,1,1,0
0.7176,3,3,0,1,1,0,1,1,0
0.718,3,3,0,1,1,0,1,1,0
0.7184,3,3,0,1,1,0,1,1,0
0.7188,3,3,0,1,1,0,1,1,0
0.7192,3,3,0,1,1,0,1,1,0
0.7196,3,3,0,1,1,0,1,1,0
0.72,3,3,0,1,1,0,1,1,0
0.7204,3,3,0,1,1,0,1,1,0
0.7208,3,3,0,1,1,0,1,1,0
0.7212,3,3,0,1,1,0,1,1,0
0.7216,3,3,0,1,1,0,1,1,0
0.722,3,3,0,1,1,0,1,1,0
0.7224,3,3,0,1,1,0,1,1,0
0.7228,3,3,0,1,1,0,1,1,0
0.7232,3,3,0,1,1,0,1,1,0
0.7236,3,3,0,1,1,0,1,1,0
0.724,3,3,0,1,1,0,1,1,0
0.7244,3,3,0,1,1,0,1,1,0
