time,H_NMOS.LossPower,H_PMOS.D.i,H_NMOS.ugst,HeatCapacitor1.T,Capacitor1.v
0.433786413,1.905591226e-06,6.607777364e-05,0.8737696217,295.5650617,0.1197415684
0.4447991849,3.105266234e-06,8.922671854e-05,0.6392516292,295.6140479,0.1866248075
0.4559087957,3.360117186e-06,0.0001168380119,0.3966469344,295.663049,0.2841504334
0.4670783423,7.743774406e-07,0.0001490230982,0.1478237218,295.7119078,0.4250737206
0.4763173583,3.315514009e-08,0.0001790296094,-0.06084099549,295.7520211,0.5759472169
0.4879173516,6.519477181e-08,0.0002210147348,-0.3253296472,295.802005,0.8074328044
0.5161243559,2.543786607e-07,0.0003390083265,-0.9718061863,295.9217172,1.594997521
0.5305769089,4.474164275e-07,0.0003754949131,-1.299831047,295.9818604,2.115220765
0.5532096713,8.792943313e-07,0.000362656682,-1.800962052,296.0738495,2.965317637
0.5717486849,1.28659982e-06,0.0003035673251,-2.193857728,296.1470297,3.586923092
0.5949931329,1.748552131e-06,0.0002083060814,-2.655376716,296.2362162,4.181569877
0.6183482035,2.08385101e-06,0.0001247737763,-3.075028076,296.3233431,4.564918031
0.6437261473,2.300654578e-06,6.390095833e-05,-3.470467952,296.4155537,4.796511749
0.6715593084,2.417609284e-06,2.791946947e-05,-3.820119255,296.5139682,4.916918383
0.7042335588,2.472223887e-06,9.829062764e-06,-4.104625788,296.6260419,4.972146189
0.7462315116,2.492741356e-06,2.624839798e-06,-4.253134582,296.7648175,4.992736101
0.8015826958,2.497788654e-06,7.756949647e-07,-4.063132165,296.9390364,4.997788179
0.8614018917,2.498384131e-06,5.068889788e-07,-3.393204286,297.1167863,4.99838387
0.9429195295,2.498111217e-06,4.348973067e-07,-1.879416631,297.3425141,4.99811086
1.007278528,2.497517401e-06,3.741844092e-07,-0.4285169331,297.5081752,4.997516784
1.049209985,0.0001099976351,1.923672995e-06,0.5171681362,297.6106002,4.979901875
1.073263597,0.0004186013682,8.845678534e-06,1.02911576,297.6679855,4.869740947
1.109242512,0.001041820499,1.142144071e-05,1.722458038,297.7529988,4.346561447
1.138594346,0.001344450135,6.351630847e-07,2.20211087,297.8215528,3.436628487
1.160741059,0.001232429044,2.556667626e-07,2.50187657,297.8721584,2.4433324
1.174268771,0.0008788152049,3.250731448e-07,2.655742692,297.902196,1.749268552
1.187796483,0.0004565422991,3.871044317e-07,2.786115645,297.9312716,1.128955683
1.201324195,0.0001847724331,4.330581007e-07,2.892143332,297.959481,0.6694189933
1.215444803,5.961240892e-05,4.636246598e-07,2.976022705,297.9882516,0.3637534017
1.229565411,1.703455097e-05,4.810342652e-07,3.031852729,298.0165101,0.189657348
1.243686019,4.546181916e-06,4.903224134e-07,3.059173949,298.044338,0.09677586632
1.257806627,1.179376628e-06,4.950886564e-07,3.057763884,298.071766,0.04911343562
1.271927236,3.078516799e-07,4.974829328e-07,3.027631847,298.0988068,0.02517067241
1.286336712,8.172994373e-08,4.986911612e-07,2.967521421,298.1260094,0.01308838845
1.301544623,2.230602637e-08,4.993052951e-07,2.872456455,298.1542971,0.006947049313
1.318345181,6.496502063e-09,4.996155398e-07,2.730720465,298.1850511,0.003844601803
1.339005749,2.134216021e-09,4.997699635e-07,2.505888899,298.2221693,0.002300364652
1.352257958,1.343584745e-09,4.998108786e-07,2.333949333,298.2455774,0.001891214046
1.364731312,1.448825886e-09,1.451284228e-06,2.153564338,298.26733,0.002044625831
1.372554328,3.257618186e-09,3.247162124e-06,2.031753249,298.2808406,0.003156995784
1.384056343,1.684330115e-08,7.920966291e-06,1.84123216,298.3005318,0.00754539994
1.393452741,5.839716741e-08,1.381134626e-05,1.676111918,298.3164759,0.01474392062
1.403898736,1.876810159e-07,2.285104142e-05,1.48329446,298.3340642,0.02816997774
1.414344732,4.929230171e-07,3.480166153e-05,1.281538552,298.3515237,0.04935953746
1.424969043,1.104225649e-06,5.021952233e-05,1.068066856,298.369166,0.08171873751
1.435723034,2.107296481e-06,6.942540996e-05,0.844462018,298.3869234,0.1295707541
1.446641747,3.277730059e-06,9.284180768e-05,0.6107298356,298.4048676,0.1995889769
1.457684911,3.192441917e-06,0.0001207000792,0.3685816002,298.4229451,0.3014170337
1.468819801,5.352470636e-07,0.0001531405776,0.1197439267,298.4411098,0.4476600198
1.47783144,3.580334745e-08,0.0001826166807,-0.08425008454,298.4557683,0.5984892128
1.488692789,6.687030091e-08,0.0002219419947,-0.3322173993,298.4733864,0.8177426365
1.517243413,2.619115203e-07,0.0003399024502,-0.9867934108,298.5193451,1.618453443
1.531166817,4.487886011e-07,0.0003734270554,-1.302706876,298.5413741,2.118462261
1.554313472,8.890785783e-07,0.0003592180018,-1.814692492,298.5768408,2.981773764
1.572478424,1.2856636e-06,0.0003016271872,-2.198927549,298.6034882,3.585617037
1.596119852,1.751802642e-06,0.0002060724124,-2.666957308,298.6367805,4.185454994
1.61976128,2.087278863e-06,0.0001229579705,-3.089270703,298.6688715,4.568670984
1.645482478,2.303414154e-06,6.261357454e-05,-3.485960861,298.7027508,4.799387516
1.673679239,2.419222248e-06,2.718826205e-05,-3.833813845,298.7388414,4.918558337
1.706834809,2.472965413e-06,9.494256687e-06,-4.112333363,298.7799812,4.972891821
1.749695908,2.492999006e-06,2.507503888e-06,-4.245740924,298.8311786,4.992994122
1.804752208,2.497784388e-06,7.671969441e-07,-4.031306012,298.8938036,4.997783909
1.86548514,2.498361097e-06,5.042387471e-07,-3.324376694,298.9590014,4.998360828
1.947447829,2.498065862e-06,4.31614846e-07,-1.774607422,299.0409411,4.998065488
2.008950843,2.497480678e-06,3.719666612e-07,-0.3836845082,299.0981638,4.997480042
2.047952668,0.0001006098281,1.747048558e-06,0.4958173397,299.1327464,4.982206693
2.072589373,0.0004095832553,8.630715905e-06,1.021274822,299.1544388,4.873872501
2.10672415,0.001000244739,1.273950082e-05,1.683239942,299.1851929,4.400682565
2.140858928,0.001346239688,4.318958639e-07,2.241013708,299.216636,3.346525954
2.161842977,0.001212399588,2.610875756e-07,2.520806074,299.2356217,2.389124272
2.175398516,0.0008410480621,3.303643855e-07,2.673007367,299.2473203,1.696356145
2.188954055,0.0004276742144,3.912487744e-07,2.801545172,299.2582979,1.087512256
2.202509594,0.0001706163361,4.358019813e-07,2.905567914,299.2686691,0.6419801872
2.216778105,5.402956485e-05,4.653847298e-07,2.987746917,299.2791781,0.3461527024
2.231046616,1.520724765e-05,4.820675073e-07,3.041232761,299.2894369,0.1793249268
2.245315127,4.010179265e-06,4.908961702e-07,3.065575941,299.2995189,0.09103829786
2.259583638,1.031197208e-06,4.953965635e-07,3.060573428,299.3094493,0.0460343651
2.273852149,2.678233579e-07,4.976448479e-07,3.026263308,299.3192368,0.0235515206
2.288445192,7.091310909e-08,4.987759267e-07,2.961145996,299.3291029,0.01224073309
2.303893599,1.939760449e-08,4.993488152e-07,2.859734702,299.3393914,0.006511847959
2.32107385,5.706050377e-09,4.996371834e-07,2.708884527,299.3506481,0.003628166174
2.342814913,1.897418065e-09,4.997806007e-07,2.463239653,299.3646188,0.002193993302
2.35366292,1.327533173e-09,5.0740779e-07,2.319082865,299.3714768,0.001891401404
2.364510927,1.47022903e-09,1.435348658e-06,2.161425084,299.3782627,0.002061670804
2.377273084,6.445867734e-09,4.882187542e-06,1.959660011,299.3861655,0.004534649188
2.390035241,3.832248561e-08,1.146172875e-05,1.741522175,299.3939996,0.01174210716
2.402797398,1.683024749e-07,2.176836083e-05,1.508413766,299.4017873,0.02651336663
2.415559555,5.455169661e-07,3.635279621e-05,1.261833226,299.4095543,0.0525088152
2.428321712,1.374886851e-06,5.570253113e-05,1.003365608,299.417328,0.09476668183
2.441083869,2.703292522e-06,8.022361914e-05,0.7346722966,299.4251368,0.1605944436
2.453846026,3.574720377e-06,0.000110224273,0.4574799752,299.4330066,0.2611753625
2.466608183,1.015014835e-06,0.0001459008679,0.1735690913,299.4409547,0.4136187325
2.47937034,3.897081544e-08,0.0001873285323,-0.1152335261,299.4489885,0.6249849444
2.492504818,8.139384103e-08,0.0002359118065,-0.4156125039,299.4573458,0.9021853714
2.525603058,3.630644898e-07,0.0003628022974,-1.173135777,299.4785649,1.90529451
2.542127027,6.360325734e-07,0.000376451288,-1.54389367,299.4888158,2.521969334
2.569068873,1.204809118e-06,0.0003147529168,-2.124566859,299.5042818,3.471135343
2.586647628,1.571340553e-06,0.0002453562208,-2.480743892,299.513549,3.964013059
2.612847382,1.998635702e-06,0.0001456947257,-2.96753596,299.5265242,4.470606137
2.639047135,2.258128762e-06,7.558834676e-05,-3.389977167,299.5388816,4.751973948
2.667692063,2.400184657e-06,3.312856668e-05,-3.764779427,299.551935,4.899166855
2.700514012,2.465929577e-06,1.184665686e-05,-4.067471823,299.566415,4.965812507
2.741785706,2.490951044e-06,3.227403975e-06,-4.237815553,299.5839561,4.990942858
2.800896517,2.497635143e-06,8.198082688e-07,-4.057254837,299.6078505,4.997634611
2.860007328,2.4983461e-06,5.146239773e-07,-3.403498133,299.6303733,4.998345827
2.942495985,2.498092768e-06,4.354707497e-07,-1.879088596,299.6596594,4.998092403
3.006891813,2.497500833e-06,3.744268425e-07,-0.428545606,299.6809007,4.997500208
3.048779098,0.0001084932963,1.894447796e-06,0.516217468,299.6940889,4.980152056
3.072790204,0.0004133572904,8.732615675e-06,1.027645025,299.7019352,4.871627711
3.108787873,0.001033374685,1.172360321e-05,1.722354755,299.7150509,4.354390797
3.138498629,0.001340492038,6.727610249e-07,2.208449036,299.7269773,3.439617327
3.160613525,0.0012312523,2.548026194e-07,2.50790363,299.7358287,2.451973838
3.174222006,0.0008795760167,3.243564405e-07,2.662735578,299.7408543,1.756435595
3.187830487,0.0004576019682,3.865880368e-07,2.793797822,299.7452519,1.134119632
3.201438968,0.0001853938539,4.327283468e-07,2.900221567,299.7491114,0.6727165324
3.21563694,5.98894702e-05,4.63425092e-07,2.984153951,299.7528095,0.3657490804
3.229834912,1.713264035e-05,4.809202264e-07,3.039722605,299.7563459,0.1907977357
3.244032883,4.577059199e-06,4.902590008e-07,3.066464497,299.7597976,0.097409992
3.258230855,1.188641912e-06,4.950535067e-07,3.064158567,299.7631909,0.04946493311
3.272428827,3.106331377e-07,4.974631289e-07,3.032820577,299.7665337,0.02536871099
3.286910275,8.262973113e-08,4.986793473e-07,2.971208546,299.7698941,0.01320652663
3.302190131,2.260386251e-08,4.992980479e-07,2.874300741,299.7733872,0.007019520955
3.319063594,6.598426093e-09,4.996109536e-07,2.73029781,299.7771831,0.003890463822
3.339809552,2.169500934e-09,4.99766998e-07,2.502403348,299.7817631,0.002330020023
3.352978281,1.36796204e-09,5.013258298e-07,2.330270942,299.7846215,0.00191729402
3.36614701,1.673016018e-09,1.731778101e-06,2.138181993,299.7874451,0.002213462368
3.379315739,8.723158515e-09,5.72010536e-06,1.927450965,299.7902485,0.005324938457
3.392484468,5.242342613e-08,1.314127581e-05,1.699519907,299.7930522,0.01392095031
3.405653197,2.245700298e-07,2.464017801e-05,1.455948599,299.7958805,0.03123420631
3.418821925,7.067539713e-07,4.080802366e-05,1.198403883,299.7987609,0.06154029856
3.431990654,1.715383783e-06,6.215980231e-05,0.9286482403,299.8017233,0.1108588713
3.445159383,3.138395435e-06,8.911345706e-05,0.6485275695,299.8047976,0.1881464402
3.458328112,3.123668922e-06,0.0001219714099,0.3599579695,299.8080092,0.3075388656
3.471496841,1.866154731e-07,0.0001609054984,0.0649134496,299.8113719,0.48757635
3.484665569,5.306000609e-08,0.0002059475018,-0.2345847806,299.8148909,0.7283253688
3.498576531,1.105761008e-07,0.0002600291274,-0.5535342622,299.8187683,1.05155174
3.533267316,4.786279503e-07,0.000374299548,-1.344725609,299.8287233,2.187529512
3.550039683,7.924743468e-07,0.000367158871,-1.716648022,299.8331286,2.815094254
3.576553561,1.364398392e-06,0.0002862808094,-2.277421422,299.8390104,3.693840649
3.596394868,1.748484565e-06,0.0002060948909,-2.667244472,299.8426893,4.181486782
3.623252581,2.119026619e-06,0.0001140469225,-3.142405955,299.847116,4.603283092
3.650110294,2.325828849e-06,5.575723753e-05,-3.544945167,299.8512357,4.822682584
3.680296697,2.433240844e-06,2.258849488e-05,-3.896568173,299.8556797,4.932788496
3.715782089,2.479245145e-06,7.306331731e-06,-4.157395754,299.8607218,4.979201824
3.764013237,2.495096709e-06,1.743803399e-06,-4.227369508,299.8672919,4.995094341
3.818677957,2.49804004e-06,6.627020785e-07,-3.906410819,299.8743649,4.998039661
3.885458327,2.498333702e-06,4.810816421e-07,-2.995487059,299.882497,4.998333425
3.972768497,2.497859739e-06,4.10323723e-07,-1.208338733,299.892342,4.99785928
4.027657059,3.347007373e-06,2.473238598e-07,0.04613610606,299.8981012,4.997879334
4.069109023,0.0003568575283,7.362881746e-06,0.9521542731,299.9027734,4.898894597
4.112873307,0.001096242504,9.203541524e-06,1.79516024,299.9100759,4.257561019
4.148822981,0.00133375867,1.989812749e-07,2.356108252,299.9177562,3.010186938
4.165790864,0.001128871036,2.810763116e-07,2.570298564,299.9212574,2.189236884
4.179178322,0.0007177171423,3.483820432e-07,2.714006071,299.9235446,1.516179568
4.192565781,0.0003431212252,4.045024217e-07,2.834394197,299.9252519,0.9549757828
4.205953239,0.000132056103,4.441462112e-07,2.93066298,299.9265464,0.5585378885
4.220075168,4.107610753e-05,4.699851147e-07,3.005305901,299.9276896,0.3001488527
4.234197097,1.153710926e-05,4.844140691e-07,3.051718983,299.9287395,0.1558593088
4.248319025,3.068564306e-06,4.920363949e-07,3.069520778,299.9297511,0.07963605058
4.262440954,8.019634298e-07,4.959344166e-07,3.058565246,299.930742,0.04065583447
4.276562882,2.130362766e-07,4.978941279e-07,3.018936789,299.9317172,0.02105872124
4.291154435,5.734544143e-08,4.988952546e-07,2.948204066,299.9327101,0.01104745368
4.306707296,1.599192877e-08,4.994058427e-07,2.840148632,299.9337525,0.005941572939
4.324233558,4.815701682e-09,4.996643676e-07,2.67927291,299.9349078,0.003356324421
4.347836007,1.612790262e-09,4.997948022e-07,2.400552665,299.936432,0.002051978476
4.359130954,1.254497697e-09,7.780861456e-07,2.243545885,299.937149,0.001871921113
4.370425901,2.595401652e-09,2.695777285e-06,2.072295367,299.9378638,0.002801596105
4.382374192,1.357527496e-08,7.117440436e-06,1.876593259,299.9386296,0.006736501722
4.394322483,6.566046094e-08,1.448990087e-05,1.667020065,299.939421,0.01574226778
4.406270775,2.385798203e-07,2.52888054e-05,1.444756512,299.9402565,0.03233843023
4.418219066,6.745721705e-07,3.995125644e-05,1.211054851,299.9411566,0.05980034117
4.430167357,1.540117629e-06,5.886202299e-05,0.9672317864,299.9421434,0.1026032062
4.442115648,2.816825743e-06,8.234072868e-05,0.7146609677,299.943239,0.1671431599
4.454063939,3.57574696e-06,0.0001106303352,0.4547649481,299.9444634,0.2630064981
4.46601223,1.170721956e-06,0.0001438872876,0.18900682,299.9458294,0.4045651399
4.477960521,3.570353429e-08,0.0001821749992,-0.08111445422,299.9473423,0.5980051655
4.491366271,7.64240937e-08,0.0002310740091,-0.3874935005,299.949214,0.8742087705
4.523051954,3.279805791e-07,0.0003560768886,-1.113289252,299.9541749,1.811072267
4.540803008,6.094484334e-07,0.0003765756254,-1.512604452,299.9568469,2.468701379
4.567853918,1.175501983e-06,0.0003191102134,-2.097348881,299.9599427,3.428664319
4.584630041,1.528808686e-06,0.0002538897077,-2.439129643,299.9612467,3.909997688
4.610455345,1.964341239e-06,0.0001541779432,-2.923794009,299.9626663,4.432085356
4.636280649,2.235984581e-06,8.178964305e-05,-3.34703127,299.9637464,4.728616429
4.664418287,2.388268877e-06,3.679394382e-05,-3.725253215,299.9647889,4.886990561
4.69644579,2.460622812e-06,1.360511346e-05,-4.036124493,299.965912,4.960466279
4.736135476,2.489122795e-06,3.867431836e-06,-4.227261374,299.9672488,4.989110945
4.802348409,2.497660242e-06,8.082309466e-07,-4.045155579,299.9693632,4.997659757
4.868561342,2.498347304e-06,5.017443941e-07,-3.272861635,299.9713421,4.998347032
4.960088998,2.497964139e-06,4.214115859e-07,-1.492701799,299.9738705,4.997963724
5,2.497580822e-06,3.82980521e-07,-0.5855917638,299.9749025,4.997580236
