time,coupling.idealGear.flange_b.phi,dcdcInverter2.idealDcDc.signalCurrent.i,dcdcInverter1.idealDcDc.signalCurrent.i,dcdcInverter2.iDCFilter.y,dcdcInverter2.vMotFilter.y,dcdcInverter2.idealDcDc.deadTime.y,dcdcInverter2.iMotFilter.y,dcdcInverter2.vDCFilter.y,dcdcInverter1.iDCFilter.y,dcdcInverter1.vMotFilter.y,dcdcInverter1.idealDcDc.deadTime.y,dcdcInverter1.iMotFilter.y,dcdcInverter1.vDCFilter.y,dcpm2.la.i,dcpm2.inertiaRotor.w,dcpm2.inertiaRotor.flange_b.tau,dcpm1.la.i,coupling.tau,coupling.w,multiSensor.i,multiSensor.v
0.2499338095,-9.060176689,252.0691834,0,252.3062884,50,50,498.2467214,98.73846856,0,0,0,-501.390161,98.73846856,-497.7844774,-39.93101114,318.1998932,-501.8699696,-318.1998932,39.93101114,252.0691834,98.73965408
0.2499998244,-9.062812712,252.0620829,0,252.2984739,50,50,498.2314868,98.73850763,0,0,0,-501.4059746,98.73850763,-497.7706343,-39.93043683,318.2000653,-501.8843533,-318.2000653,39.93043683,252.0620829,98.73968959
0.2500115441,-9.063280684,252.060824,-6.737984657e-05,252.2970891,50,50,498.228787,98.73851456,-1.198604292e-07,2.36480281e-08,1.327918913e-05,-501.4087771,98.73851456,-497.7681816,-39.93033446,318.2000958,-501.8869019,-318.2000958,39.93033446,252.0607566,98.73969622
0.2500167198,-9.063487352,252.0602677,-0.0001406292869,252.2964777,50,50,498.2275952,98.73851761,-3.826907039e-07,7.542910154e-08,2.770020117e-05,-501.4100143,98.73851761,-497.7670989,-39.93028921,318.2001093,-501.8880269,-318.2001093,39.93028921,252.060127,98.73969936
0.2500543682,-9.064990654,252.0562155,-0.001449202861,252.292035,50,50,498.2189342,98.73853989,-1.315161345e-05,2.588806704e-06,0.0002852108804,-501.4190048,98.73853989,-497.7592318,-39.92995934,318.2002062,-501.8961982,-318.2002062,39.92995934,252.0547663,98.73972617
0.2501279221,-9.067927635,252.0482741,-0.00765096261,252.2833756,50,50,498.2020563,98.73858394,-0.0001638618663,3.224399099e-05,0.001505381638,-501.4365246,98.73858394,-497.7439056,-39.92931118,318.2003844,-501.9120843,-318.2003844,39.92931118,252.0406231,98.73979688
0.2502192065,-9.071572521,252.0383837,-0.0212143854,252.2726641,50,50,498.1811893,98.73864058,-0.0007805057739,0.0001535648306,0.004173650398,-501.458182,98.73864058,-497.7249653,-39.92850003,318.2005677,-501.9316007,-318.2005677,39.92850003,252.0171693,98.73991415
0.250332898,-9.076111996,252.0260319,-0.04566373759,252.2593733,50,50,498.1553231,98.73871592,-0.002556736724,0.0005029978059,0.008983045469,-501.4850121,98.73871592,-497.7015004,-39.9274794,318.2007059,-501.9554997,-318.2007059,39.9274794,251.9803682,98.74009816
0.2504674341,-9.081483601,252.0113952,-0.08324681422,252.2437118,50,50,498.124891,98.7388142,-0.006552378252,0.001288992369,0.01637531201,-501.5165309,98.7388142,-497.6739119,-39.92625701,318.2006953,-501.9830549,-318.2006953,39.92625701,251.9281484,98.74035926
0.2506251086,-9.08777884,251.9942498,-0.1364197844,252.2254413,50,50,498.0894685,98.73894457,-0.01435485199,0.00282373159,0.0268330063,-501.5531013,98.73894457,-497.6418249,-39.92480457,318.2003851,-502.0141675,-318.2003851,39.92480457,251.85783,98.74071085
