time,r_mAirPar.port_n.Phi,coil.Phi,r_mFe.B,r_mFe.mu_r,r_mFe.H,coil.i,r_mLeak.port_p.Phi
0.08237585321,-0.0009018886969,-0.001194886581,1.443021915,1260.435926,911.0501608,0.5861751286,0.0002930875643
0.08256707621,-0.0009196610174,-0.001267300322,1.471457628,1014.361095,1154.370747,0.6953854527,0.0003476927264
0.08278299408,-0.0009353204563,-0.00134333913,1.49651273,835.5277071,1425.311191,0.8161160146,0.0004080580073
0.08302868425,-0.0009491288475,-0.001422052235,1.518606156,703.3945432,1718.05197,0.945900584,0.000472950292
0.08331682296,-0.0009614351803,-0.001503187725,1.538296289,603.1232773,2029.663481,1.083543724,0.0005417718618
0.08366084073,-0.0009721206634,-0.001583427729,1.555393061,527.7276017,2345.419239,1.222638749,0.0006113193744
0.08408530361,-0.0009808070696,-0.001656293963,1.569291311,473.5061056,2637.352151,1.350986323,0.0006754931615
0.08463364458,-0.0009862720578,-0.001706020694,1.578035292,442.3345752,2838.938341,1.439500045,0.0007197500227
0.0854255677,-0.0009843082849,-0.001687792785,1.574893256,453.2868544,2764.828099,1.406968881,0.0007034844407
0.08683273745,-0.0009462664688,-0.001403819334,1.51402635,728.9868089,1652.73757,0.9169902617,0.0004584951308
0.08754778194,-0.0008902156605,-0.001151705259,1.424345057,1450.034942,781.6761851,0.5276359772,0.0002638179886
0.08796830725,-0.0008188648607,-0.000975925514,1.310183777,3137.670532,332.2882729,0.3177601052,0.0001588800526
0.08833518113,-0.0007035528816,-0.0008085517688,1.125684611,6240.221458,143.5512115,0.2115040834,0.0001057520417
0.08870205501,-0.0005498363761,-0.0006300700524,0.8797382018,6927.557319,101.0563153,0.1604699728,8.023498639e-05
0.08932656848,-0.0002654561134,-0.0003071769079,0.4247297815,5402.497965,62.5616563,0.08344158787,4.172079394e-05
0.09055224696,0.0003058025376,0.0003530066635,-0.4892840602,5716.509161,-68.11147724,-0.0944082874,-4.72041437e-05
0.09148294959,0.0007188994858,0.0008285073653,-1.150239177,5950.94541,-153.8127458,-0.2192073987,-0.0001096036994
