time,housing.phi,housing.w,load.w,load.phi,shaft.w,shaft.phi,springDamper.phi_rel,springDamper.w_rel
2.966867683,-0.000987392042,-0.000606923209,4.46183605,4.403620379,13.65910432,13.65722977,-0.000987392042,-0.000606923209
3.079442182,-0.001061228051,-0.0006149662141,4.807756186,4.925143806,14.70037177,15.25506933,-0.001061228051,-0.0006149662141
3.244332569,-0.001117383578,-6.549080836e-05,5.350504318,5.762262567,16.08186623,17.79179479,-0.001117383578,-6.549080836e-05
3.350476624,-0.001119496994,-5.45272405e-05,5.706681695,6.349085687,17.14557451,19.55331863,-0.001119496994,-5.45272405e-05
3.511848958,-0.001170848743,-0.0005941051696,6.25744003,7.314090967,19.0401639,22.47156744,-0.001170848743,-0.0005941051696
3.614741657,-0.001238383893,-0.000643779045,6.629161925,7.976879349,20.17754039,24.49036368,-0.001238383893,-0.000643779045
3.780378775,-0.001302637572,-0.000101292153,7.264383909,9.127079696,21.83957167,27.96997138,-0.001302637572,-0.000101292153
3.888193858,-0.001305435245,-3.185104238e-05,7.686365041,9.933031623,23.07443074,30.38918926,-0.001305435245,-3.185104238e-05
4.055331661,-0.001353508125,-0.0005763199656,8.349014598,11.27275763,25.30690554,34.43013369,-0.001353508125,-0.0005763199656
4.166496129,-0.001425925699,-0.0006402121537,8.812293996,12.22639547,26.72533336,37.32367938,-0.001425925699,-0.0006402121537
4.322776143,-0.001488190778,-0.0001234792822,9.498689361,13.65683339,28.55244649,41.64309805,-0.001488190778,-0.0001234792822
4.430737899,-0.00149169515,-2.121995642e-05,9.981550606,14.70838556,29.95520652,44.79943341,-0.00149169515,-2.121995642e-05
4.586827898,-0.001529822023,-0.000520143447,10.68586044,16.32114536,32.29222759,49.6550008,-0.001529822023,-0.000520143447
4.698235628,-0.001600417988,-0.0006653806197,11.2085293,17.54052622,33.92535842,53.3449596,-0.001600417988,-0.0006653806197
4.851447247,-0.001671243531,-0.0001929520371,11.96327996,19.31520096,35.97740464,58.70093089,-0.001671243531,-0.0001929520371
4.965853649,-0.001677943997,-6.419735857e-06,12.53863375,20.71676941,37.61979547,62.90875485,-0.001677943997,-6.419735857e-06
5.022380766,-0.001680620738,-0.0001006635432,12.82334379,21.43358697,38.51501323,65.06044589,-0.001680620738,-0.0001006635432
5.067437066,-0.001686783743,-0.0001679418956,13.05090481,22.0164828,39.22795949,66.8119033,-0.001686783743,-0.0001679418956
5.120300565,-0.001696548731,-0.000191027111,13.31917601,22.71348335,40.04312279,68.90729038,-0.001696548731,-0.000191027111
5.174228769,-0.001705890219,-0.0001451647983,13.59443545,23.43917793,40.84828583,71.08856772,-0.001705890219,-0.0001451647983
5.230879756,-0.001711312121,-4.025166176e-05,13.88488723,24.21753896,41.67252164,73.42608277,-0.001711312121,-4.025166176e-05
5.291897472,-0.001709728912,8.942144651e-05,14.19810521,25.07432046,42.55399336,75.9957128,-0.001709728912,8.942144651e-05
5.36579086,-0.001698888978,0.000186136304,14.57603344,26.13744465,43.64452844,79.18021512,-0.001698888978,0.000186136304
5.439684249,-0.001685380228,0.0001577419129,14.95110871,27.22839348,44.78261282,82.44699671,-0.001685380228,0.0001577419129
5.518999346,-0.001678179692,1.144380641e-05,15.35106826,28.43011494,46.04813012,86.04893145,-0.001678179692,1.144380641e-05
5.61471151,-0.001686341098,-0.0001646937963,15.83372307,29.9224779,47.57509964,90.52968867,-0.001686341098,-0.0001646937963
5.710423674,-0.001703771964,-0.0001625618278,16.32044256,31.46120981,49.03432458,95.15371178,-0.001703771964,-0.0001625618278
5.826674245,-0.001710857756,5.914652837e-05,16.91661168,33.39309862,50.72322966,100.9525556,-0.001710857756,5.914652837e-05
5.942924816,-0.001693721137,0.0001909803325,17.51072463,35.3942567,52.44640421,106.9483312,-0.001693721137,0.0001909803325
6.077773682,-0.001678171934,-7.854472498e-06,18.1918534,37.80155584,54.57914474,114.1632506,-0.001678171934,-7.854472498e-06
6.212622548,-0.001695098692,-0.0001914108359,18.87333753,40.30057557,56.7059625,121.6679151,-0.001695098692,-0.0001914108359
6.356395339,-0.001711606565,1.581026459e-05,19.60911931,43.06685202,58.82021177,129.9741528,-0.001711606565,1.581026459e-05
6.500168129,-0.001692339948,0.0001890085362,20.34411948,45.93905011,60.94748797,138.5820913,-0.001692339948,0.0001890085362
6.658895392,-0.001679483053,-7.389656005e-05,21.14520214,49.23187822,63.46883657,148.454808,-0.001679483053,-7.389656005e-05
6.817622655,-0.001704893334,-0.0001533175144,21.95048029,52.6519396,65.92026053,158.7264047,-0.001704893334,-0.0001533175144
7.018030199,-0.001698461607,0.0001862270344,22.97725378,57.15393976,68.84812336,172.2295093,-0.001698461607,0.0001862270344
7.164952415,-0.001678334504,2.025568041e-05,23.72052316,60.58452338,71.15252202,182.5122256,-0.001678334504,2.025568041e-05
7.325626136,-0.001697539794,-0.0001880106418,24.53275555,64.46090943,73.68268761,194.1500128,-0.001697539794,-0.0001880106418
7.490857004,-0.001709724336,8.697376401e-05,25.37919324,68.58431921,76.0984795,206.5257076,-0.001709724336,8.697376401e-05
7.656087872,-0.001683078766,0.0001335892201,26.22041062,72.84743524,78.60127663,219.3030891,-0.001683078766,0.0001335892201
7.841611635,-0.001691106574,-0.0001847308328,27.15648456,77.79870134,81.55242066,234.1604995,-0.001691106574,-0.0001847308328
7.99523714,-0.001711500329,-8.931035703e-06,27.9416484,82.03081465,83.8289071,246.8659936,-0.001711500329,-8.931035703e-06
8.152796316,-0.001691911265,0.0001864493973,28.74725509,86.49687113,86.15804654,260.2553619,-0.001691911265,0.0001864493973
8.321909307,-0.001680721052,-9.786765515e-05,29.60065797,91.43065055,88.84596434,275.0516815,-0.001680721052,-9.786765515e-05
8.491022298,-0.001707930544,-0.0001170465397,30.46012067,96.50897315,91.43288507,290.2988685,-0.001707930544,-0.0001170465397
8.671012806,-0.001697907781,0.0001858689191,31.38224183,102.0745798,94.06324983,306.9911809,-0.001697907781,0.0001858689191
8.851003314,-0.001679148131,-5.632283309e-05,32.29191487,107.8051138,96.90108341,324.1743639,-0.001679148131,-5.632283309e-05
9.030993822,-0.001706611159,-0.0001329355568,33.20537559,113.6993209,99.67578888,341.8693196,-0.001706611159,-0.0001329355568
9.22611997,-0.001696977799,0.0001866051793,34.20483731,120.2761691,102.5307084,361.5955309,-0.001696977799,0.0001866051793
9.399219268,-0.001679113594,-5.206817005e-05,35.07955076,126.2728504,105.2620806,379.5775582,-0.001679113594,-5.206817005e-05
9.572318565,-0.001705337139,-0.0001450913476,35.95759653,132.4208814,107.9379142,398.0334292,-0.001705337139,-0.0001450913476
9.773846432,-0.00169742334,0.0001850104164,36.98985077,139.7714422,110.8864636,420.0815503,-0.00169742334,0.0001850104164
9.933035241,-0.001678611101,-1.757546561e-05,37.79465679,145.7239957,113.3919107,437.9307675,-0.001678611101,-1.757546561e-05
10,-0.001684219887,-0.0001416866213,38.13232248,148.2662053,114.4606251,445.5599179,-0.001684219887,-0.0001416866213
