time,hollowCylinderAxialAir1.Phi.re,hollowCylinderAxialAir1.Phi.im,hollowCylinderAxialAir2.Phi.re,hollowCylinderAxialAir2.Phi.im,constantSource.port_p.reference.gamma
0.616,-0.00303030303,0,-0.00303030303,0,193.5221075
0.617,-0.00303030303,0,-0.00303030303,0,193.8362667
0.618,-0.00303030303,0,-0.00303030303,0,194.150426
0.619,-0.00303030303,0,-0.00303030303,0,194.4645853
0.62,-0.00303030303,0,-0.00303030303,0,194.7787445
0.621,-0.00303030303,0,-0.00303030303,0,195.0929038
0.622,-0.00303030303,0,-0.00303030303,0,195.4070631
0.623,-0.00303030303,0,-0.00303030303,0,195.7212223
0.624,-0.00303030303,0,-0.00303030303,0,196.0353816
0.625,-0.00303030303,0,-0.00303030303,0,196.3495408
0.626,-0.00303030303,0,-0.00303030303,0,196.6637001
0.627,-0.00303030303,0,-0.00303030303,0,196.9778594
0.628,-0.00303030303,0,-0.00303030303,0,197.2920186
0.629,-0.00303030303,0,-0.00303030303,0,197.6061779
0.63,-0.00303030303,0,-0.00303030303,0,197.9203372
0.631,-0.00303030303,0,-0.00303030303,0,198.2344964
0.632,-0.00303030303,0,-0.00303030303,0,198.5486557
0.633,-0.00303030303,0,-0.00303030303,0,198.862815
0.634,-0.00303030303,0,-0.00303030303,0,199.1769742
0.635,-0.00303030303,0,-0.00303030303,0,199.4911335
0.636,-0.00303030303,0,-0.00303030303,0,199.8052928
0.637,-0.00303030303,0,-0.00303030303,0,200.119452
0.638,-0.00303030303,0,-0.00303030303,0,200.4336113
0.639,-0.00303030303,0,-0.00303030303,0,200.7477706
0.64,-0.00303030303,0,-0.00303030303,0,201.0619298
0.641,-0.00303030303,0,-0.00303030303,0,201.3760891
0.642,-0.00303030303,0,-0.00303030303,0,201.6902484
0.643,-0.00303030303,0,-0.00303030303,0,202.0044076
0.644,-0.00303030303,0,-0.00303030303,0,202.3185669
0.645,-0.00303030303,0,-0.00303030303,0,202.6327262
0.646,-0.00303030303,0,-0.00303030303,0,202.9468854
0.647,-0.00303030303,0,-0.00303030303,0,203.2610447
0.648,-0.00303030303,0,-0.00303030303,0,203.575204
0.649,-0.00303030303,0,-0.00303030303,0,203.8893632
0.65,-0.00303030303,0,-0.00303030303,0,204.2035225
0.651,-0.00303030303,0,-0.00303030303,0,204.5176817
0.652,-0.00303030303,0,-0.00303030303,0,204.831841
0.653,-0.00303030303,0,-0.00303030303,0,205.1460003
0.654,-0.00303030303,0,-0.00303030303,0,205.4601595
0.655,-0.00303030303,0,-0.00303030303,0,205.7743188
0.656,-0.00303030303,0,-0.00303030303,0,206.0884781
0.657,-0.00303030303,0,-0.00303030303,0,206.4026373
0.658,-0.00303030303,0,-0.00303030303,0,206.7167966
0.659,-0.00303030303,0,-0.00303030303,0,207.0309559
0.66,-0.00303030303,0,-0.00303030303,0,207.3451151
0.661,-0.00303030303,0,-0.00303030303,0,207.6592744
0.662,-0.00303030303,0,-0.00303030303,0,207.9734337
0.663,-0.00303030303,0,-0.00303030303,0,208.2875929
0.664,-0.00303030303,0,-0.00303030303,0,208.6017522
0.665,-0.00303030303,0,-0.00303030303,0,208.9159115
0.666,-0.00303030303,0,-0.00303030303,0,209.2300707
0.667,-0.00303030303,0,-0.00303030303,0,209.54423
0.668,-0.00303030303,0,-0.00303030303,0,209.8583893
0.669,-0.00303030303,0,-0.00303030303,0,210.1725485
0.67,-0.00303030303,0,-0.00303030303,0,210.4867078
0.671,-0.00303030303,0,-0.00303030303,0,210.8008671
0.672,-0.00303030303,0,-0.00303030303,0,211.1150263
0.673,-0.00303030303,0,-0.00303030303,0,211.4291856
0.674,-0.00303030303,0,-0.00303030303,0,211.7433449
0.675,-0.00303030303,0,-0.00303030303,0,212.0575041
0.676,-0.00303030303,0,-0.00303030303,0,212.3716634
0.677,-0.00303030303,0,-0.00303030303,0,212.6858226
0.678,-0.00303030303,0,-0.00303030303,0,212.9999819
0.679,-0.00303030303,0,-0.00303030303,0,213.3141412
0.68,-0.00303030303,0,-0.00303030303,0,213.6283004
0.681,-0.00303030303,0,-0.00303030303,0,213.9424597
0.682,-0.00303030303,0,-0.00303030303,0,214.256619
0.683,-0.00303030303,0,-0.00303030303,0,214.5707782
0.684,-0.00303030303,0,-0.00303030303,0,214.8849375
0.685,-0.00303030303,0,-0.00303030303,0,215.1990968
0.686,-0.00303030303,0,-0.00303030303,0,215.513256
0.687,-0.00303030303,0,-0.00303030303,0,215.8274153
0.688,-0.00303030303,0,-0.00303030303,0,216.1415746
0.689,-0.00303030303,0,-0.00303030303,0,216.4557338
0.69,-0.00303030303,0,-0.00303030303,0,216.7698931
0.691,-0.00303030303,0,-0.00303030303,0,217.0840524
0.692,-0.00303030303,0,-0.00303030303,0,217.3982116
0.693,-0.00303030303,0,-0.00303030303,0,217.7123709
0.694,-0.00303030303,0,-0.00303030303,0,218.0265302
0.695,-0.00303030303,0,-0.00303030303,0,218.3406894
0.696,-0.00303030303,0,-0.00303030303,0,218.6548487
0.697,-0.00303030303,0,-0.00303030303,0,218.969008
0.698,-0.00303030303,0,-0.00303030303,0,219.2831672
0.699,-0.00303030303,0,-0.00303030303,0,219.5973265
0.7,-0.00303030303,0,-0.00303030303,0,219.9114858
0.701,-0.00303030303,0,-0.00303030303,0,220.225645
0.702,-0.00303030303,0,-0.00303030303,0,220.5398043
0.703,-0.00303030303,0,-0.00303030303,0,220.8539635
0.704,-0.00303030303,0,-0.00303030303,0,221.1681228
0.705,-0.00303030303,0,-0.00303030303,0,221.4822821
0.706,-0.00303030303,0,-0.00303030303,0,221.7964413
0.707,-0.00303030303,0,-0.00303030303,0,222.1106006
0.708,-0.00303030303,0,-0.00303030303,0,222.4247599
0.709,-0.00303030303,0,-0.00303030303,0,222.7389191
0.71,-0.00303030303,0,-0.00303030303,0,223.0530784
0.711,-0.00303030303,0,-0.00303030303,0,223.3672377
0.712,-0.00303030303,0,-0.00303030303,0,223.6813969
0.713,-0.00303030303,0,-0.00303030303,0,223.9955562
0.714,-0.00303030303,0,-0.00303030303,0,224.3097155
0.715,-0.00303030303,0,-0.00303030303,0,224.6238747
0.716,-0.00303030303,0,-0.00303030303,0,224.938034
0.717,-0.00303030303,0,-0.00303030303,0,225.2521933
0.718,-0.00303030303,0,-0.00303030303,0,225.5663525
0.719,-0.00303030303,0,-0.00303030303,0,225.8805118
0.72,-0.00303030303,0,-0.00303030303,0,226.1946711
0.721,-0.00303030303,0,-0.00303030303,0,226.5088303
0.722,-0.00303030303,0,-0.00303030303,0,226.8229896
0.723,-0.00303030303,0,-0.00303030303,0,227.1371489
0.724,-0.00303030303,0,-0.00303030303,0,227.4513081
0.725,-0.00303030303,0,-0.00303030303,0,227.7654674
0.726,-0.00303030303,0,-0.00303030303,0,228.0796267
0.727,-0.00303030303,0,-0.00303030303,0,228.3937859
0.728,-0.00303030303,0,-0.00303030303,0,228.7079452
0.729,-0.00303030303,0,-0.00303030303,0,229.0221044
0.73,-0.00303030303,0,-0.00303030303,0,229.3362637
0.731,-0.00303030303,0,-0.00303030303,0,229.650423
0.732,-0.00303030303,0,-0.00303030303,0,229.9645822
0.733,-0.00303030303,0,-0.00303030303,0,230.2787415
0.734,-0.00303030303,0,-0.00303030303,0,230.5929008
0.735,-0.00303030303,0,-0.00303030303,0,230.90706
0.736,-0.00303030303,0,-0.00303030303,0,231.2212193
0.737,-0.00303030303,0,-0.00303030303,0,231.5353786
0.738,-0.00303030303,0,-0.00303030303,0,231.8495378
0.739,-0.00303030303,0,-0.00303030303,0,232.1636971
0.74,-0.00303030303,0,-0.00303030303,0,232.4778564
0.741,-0.00303030303,0,-0.00303030303,0,232.7920156
0.742,-0.00303030303,0,-0.00303030303,0,233.1061749
0.743,-0.00303030303,0,-0.00303030303,0,233.4203342
0.744,-0.00303030303,0,-0.00303030303,0,233.7344934
0.745,-0.00303030303,0,-0.00303030303,0,234.0486527
0.746,-0.00303030303,0,-0.00303030303,0,234.362812
0.747,-0.00303030303,0,-0.00303030303,0,234.6769712
0.748,-0.00303030303,0,-0.00303030303,0,234.9911305
0.749,-0.00303030303,0,-0.00303030303,0,235.3052898
0.75,-0.00303030303,0,-0.00303030303,0,235.619449
0.751,-0.00303030303,0,-0.00303030303,0,235.9336083
0.752,-0.00303030303,0,-0.00303030303,0,236.2477675
0.753,-0.00303030303,0,-0.00303030303,0,236.5619268
0.754,-0.00303030303,0,-0.00303030303,0,236.8760861
0.755,-0.00303030303,0,-0.00303030303,0,237.1902453
0.756,-0.00303030303,0,-0.00303030303,0,237.5044046
0.757,-0.00303030303,0,-0.00303030303,0,237.8185639
0.758,-0.00303030303,0,-0.00303030303,0,238.1327231
0.759,-0.00303030303,0,-0.00303030303,0,238.4468824
0.76,-0.00303030303,0,-0.00303030303,0,238.7610417
0.761,-0.00303030303,0,-0.00303030303,0,239.0752009
0.762,-0.00303030303,0,-0.00303030303,0,239.3893602
0.763,-0.00303030303,0,-0.00303030303,0,239.7035195
0.764,-0.00303030303,0,-0.00303030303,0,240.0176787
0.765,-0.00303030303,0,-0.00303030303,0,240.331838
0.766,-0.00303030303,0,-0.00303030303,0,240.6459973
0.767,-0.00303030303,0,-0.00303030303,0,240.9601565
0.768,-0.00303030303,0,-0.00303030303,0,241.2743158
0.769,-0.00303030303,0,-0.00303030303,0,241.5884751
0.77,-0.00303030303,0,-0.00303030303,0,241.9026343
0.771,-0.00303030303,0,-0.00303030303,0,242.2167936
0.772,-0.00303030303,0,-0.00303030303,0,242.5309529
0.773,-0.00303030303,0,-0.00303030303,0,242.8451121
0.774,-0.00303030303,0,-0.00303030303,0,243.1592714
0.775,-0.00303030303,0,-0.00303030303,0,243.4734307
0.776,-0.00303030303,0,-0.00303030303,0,243.7875899
0.777,-0.00303030303,0,-0.00303030303,0,244.1017492
0.778,-0.00303030303,0,-0.00303030303,0,244.4159084
0.779,-0.00303030303,0,-0.00303030303,0,244.7300677
0.78,-0.00303030303,0,-0.00303030303,0,245.044227
0.781,-0.00303030303,0,-0.00303030303,0,245.3583862
0.782,-0.00303030303,0,-0.00303030303,0,245.6725455
0.783,-0.00303030303,0,-0.00303030303,0,245.9867048
0.784,-0.00303030303,0,-0.00303030303,0,246.300864
0.785,-0.00303030303,0,-0.00303030303,0,246.6150233
0.786,-0.00303030303,0,-0.00303030303,0,246.9291826
0.787,-0.00303030303,0,-0.00303030303,0,247.2433418
0.788,-0.00303030303,0,-0.00303030303,0,247.5575011
0.789,-0.00303030303,0,-0.00303030303,0,247.8716604
0.79,-0.00303030303,0,-0.00303030303,0,248.1858196
0.791,-0.00303030303,0,-0.00303030303,0,248.4999789
0.792,-0.00303030303,0,-0.00303030303,0,248.8141382
0.793,-0.00303030303,0,-0.00303030303,0,249.1282974
0.794,-0.00303030303,0,-0.00303030303,0,249.4424567
0.795,-0.00303030303,0,-0.00303030303,0,249.756616
0.796,-0.00303030303,0,-0.00303030303,0,250.0707752
0.797,-0.00303030303,0,-0.00303030303,0,250.3849345
0.798,-0.00303030303,0,-0.00303030303,0,250.6990938
0.799,-0.00303030303,0,-0.00303030303,0,251.013253
0.8,-0.00303030303,0,-0.00303030303,0,251.3274123
0.801,-0.00303030303,0,-0.00303030303,0,251.6415716
0.802,-0.00303030303,0,-0.00303030303,0,251.9557308
0.803,-0.00303030303,0,-0.00303030303,0,252.2698901
0.804,-0.00303030303,0,-0.00303030303,0,252.5840493
0.805,-0.00303030303,0,-0.00303030303,0,252.8982086
0.806,-0.00303030303,0,-0.00303030303,0,253.2123679
0.807,-0.00303030303,0,-0.00303030303,0,253.5265271
0.808,-0.00303030303,0,-0.00303030303,0,253.8406864
0.809,-0.00303030303,0,-0.00303030303,0,254.1548457
0.81,-0.00303030303,0,-0.00303030303,0,254.4690049
0.811,-0.00303030303,0,-0.00303030303,0,254.7831642
0.812,-0.00303030303,0,-0.00303030303,0,255.0973235
0.813,-0.00303030303,0,-0.00303030303,0,255.4114827
0.814,-0.00303030303,0,-0.00303030303,0,255.725642
0.815,-0.00303030303,0,-0.00303030303,0,256.0398013
0.816,-0.00303030303,0,-0.00303030303,0,256.3539605
0.817,-0.00303030303,0,-0.00303030303,0,256.6681198
0.818,-0.00303030303,0,-0.00303030303,0,256.9822791
0.819,-0.00303030303,0,-0.00303030303,0,257.2964383
0.82,-0.00303030303,0,-0.00303030303,0,257.6105976
0.821,-0.00303030303,0,-0.00303030303,0,257.9247569
0.822,-0.00303030303,0,-0.00303030303,0,258.2389161
0.823,-0.00303030303,0,-0.00303030303,0,258.5530754
0.824,-0.00303030303,0,-0.00303030303,0,258.8672347
0.825,-0.00303030303,0,-0.00303030303,0,259.1813939
0.826,-0.00303030303,0,-0.00303030303,0,259.4955532
0.827,-0.00303030303,0,-0.00303030303,0,259.8097125
0.828,-0.00303030303,0,-0.00303030303,0,260.1238717
0.829,-0.00303030303,0,-0.00303030303,0,260.438031
0.83,-0.00303030303,0,-0.00303030303,0,260.7521902
0.831,-0.00303030303,0,-0.00303030303,0,261.0663495
0.832,-0.00303030303,0,-0.00303030303,0,261.3805088
0.833,-0.00303030303,0,-0.00303030303,0,261.694668
0.834,-0.00303030303,0,-0.00303030303,0,262.0088273
0.835,-0.00303030303,0,-0.00303030303,0,262.3229866
0.836,-0.00303030303,0,-0.00303030303,0,262.6371458
0.837,-0.00303030303,0,-0.00303030303,0,262.9513051
0.838,-0.00303030303,0,-0.00303030303,0,263.2654644
0.839,-0.00303030303,0,-0.00303030303,0,263.5796236
0.84,-0.00303030303,0,-0.00303030303,0,263.8937829
0.841,-0.00303030303,0,-0.00303030303,0,264.2079422
0.842,-0.00303030303,0,-0.00303030303,0,264.5221014
0.843,-0.00303030303,0,-0.00303030303,0,264.8362607
0.844,-0.00303030303,0,-0.00303030303,0,265.15042
0.845,-0.00303030303,0,-0.00303030303,0,265.4645792
0.846,-0.00303030303,0,-0.00303030303,0,265.7787385
0.847,-0.00303030303,0,-0.00303030303,0,266.0928978
0.848,-0.00303030303,0,-0.00303030303,0,266.407057
0.849,-0.00303030303,0,-0.00303030303,0,266.7212163
0.85,-0.00303030303,0,-0.00303030303,0,267.0353756
0.851,-0.00303030303,0,-0.00303030303,0,267.3495348
0.852,-0.00303030303,0,-0.00303030303,0,267.6636941
0.853,-0.00303030303,0,-0.00303030303,0,267.9778534
0.854,-0.00303030303,0,-0.00303030303,0,268.2920126
0.855,-0.00303030303,0,-0.00303030303,0,268.6061719
0.856,-0.00303030303,0,-0.00303030303,0,268.9203311
0.857,-0.00303030303,0,-0.00303030303,0,269.2344904
0.858,-0.00303030303,0,-0.00303030303,0,269.5486497
0.859,-0.00303030303,0,-0.00303030303,0,269.8628089
0.86,-0.00303030303,0,-0.00303030303,0,270.1769682
0.861,-0.00303030303,0,-0.00303030303,0,270.4911275
0.862,-0.00303030303,0,-0.00303030303,0,270.8052867
0.863,-0.00303030303,0,-0.00303030303,0,271.119446
0.864,-0.00303030303,0,-0.00303030303,0,271.4336053
0.865,-0.00303030303,0,-0.00303030303,0,271.7477645
0.866,-0.00303030303,0,-0.00303030303,0,272.0619238
0.867,-0.00303030303,0,-0.00303030303,0,272.3760831
0.868,-0.00303030303,0,-0.00303030303,0,272.6902423
0.869,-0.00303030303,0,-0.00303030303,0,273.0044016
0.87,-0.00303030303,0,-0.00303030303,0,273.3185609
0.871,-0.00303030303,0,-0.00303030303,0,273.6327201
0.872,-0.00303030303,0,-0.00303030303,0,273.9468794
0.873,-0.00303030303,0,-0.00303030303,0,274.2610387
0.874,-0.00303030303,0,-0.00303030303,0,274.5751979
0.875,-0.00303030303,0,-0.00303030303,0,274.8893572
0.876,-0.00303030303,0,-0.00303030303,0,275.2035165
0.877,-0.00303030303,0,-0.00303030303,0,275.5176757
0.878,-0.00303030303,0,-0.00303030303,0,275.831835
0.879,-0.00303030303,0,-0.00303030303,0,276.1459943
0.88,-0.00303030303,0,-0.00303030303,0,276.4601535
0.881,-0.00303030303,0,-0.00303030303,0,276.7743128
0.882,-0.00303030303,0,-0.00303030303,0,277.088472
0.883,-0.00303030303,0,-0.00303030303,0,277.4026313
0.884,-0.00303030303,0,-0.00303030303,0,277.7167906
0.885,-0.00303030303,0,-0.00303030303,0,278.0309498
0.886,-0.00303030303,0,-0.00303030303,0,278.3451091
0.887,-0.00303030303,0,-0.00303030303,0,278.6592684
0.888,-0.00303030303,0,-0.00303030303,0,278.9734276
0.889,-0.00303030303,0,-0.00303030303,0,279.2875869
0.89,-0.00303030303,0,-0.00303030303,0,279.6017462
0.891,-0.00303030303,0,-0.00303030303,0,279.9159054
0.892,-0.00303030303,0,-0.00303030303,0,280.2300647
0.893,-0.00303030303,0,-0.00303030303,0,280.544224
0.894,-0.00303030303,0,-0.00303030303,0,280.8583832
0.895,-0.00303030303,0,-0.00303030303,0,281.1725425
0.896,-0.00303030303,0,-0.00303030303,0,281.4867018
0.897,-0.00303030303,0,-0.00303030303,0,281.800861
0.898,-0.00303030303,0,-0.00303030303,0,282.1150203
0.899,-0.00303030303,0,-0.00303030303,0,282.4291796
0.9,-0.00303030303,0,-0.00303030303,0,282.7433388
0.901,-0.00303030303,0,-0.00303030303,0,283.0574981
0.902,-0.00303030303,0,-0.00303030303,0,283.3716574
0.903,-0.00303030303,0,-0.00303030303,0,283.6858166
0.904,-0.00303030303,0,-0.00303030303,0,283.9999759
0.905,-0.00303030303,0,-0.00303030303,0,284.3141351
0.906,-0.00303030303,0,-0.00303030303,0,284.6282944
0.907,-0.00303030303,0,-0.00303030303,0,284.9424537
0.908,-0.00303030303,0,-0.00303030303,0,285.2566129
0.909,-0.00303030303,0,-0.00303030303,0,285.5707722
0.91,-0.00303030303,0,-0.00303030303,0,285.8849315
0.911,-0.00303030303,0,-0.00303030303,0,286.1990907
0.912,-0.00303030303,0,-0.00303030303,0,286.51325
0.913,-0.00303030303,0,-0.00303030303,0,286.8274093
0.914,-0.00303030303,0,-0.00303030303,0,287.1415685
0.915,-0.00303030303,0,-0.00303030303,0,287.4557278
0.916,-0.00303030303,0,-0.00303030303,0,287.7698871
0.917,-0.00303030303,0,-0.00303030303,0,288.0840463
0.918,-0.00303030303,0,-0.00303030303,0,288.3982056
0.919,-0.00303030303,0,-0.00303030303,0,288.7123649
0.92,-0.00303030303,0,-0.00303030303,0,289.0265241
0.921,-0.00303030303,0,-0.00303030303,0,289.3406834
0.922,-0.00303030303,0,-0.00303030303,0,289.6548427
0.923,-0.00303030303,0,-0.00303030303,0,289.9690019
0.924,-0.00303030303,0,-0.00303030303,0,290.2831612
0.925,-0.00303030303,0,-0.00303030303,0,290.5973205
0.926,-0.00303030303,0,-0.00303030303,0,290.9114797
0.927,-0.00303030303,0,-0.00303030303,0,291.225639
0.928,-0.00303030303,0,-0.00303030303,0,291.5397983
0.929,-0.00303030303,0,-0.00303030303,0,291.8539575
0.93,-0.00303030303,0,-0.00303030303,0,292.1681168
0.931,-0.00303030303,0,-0.00303030303,0,292.482276
0.932,-0.00303030303,0,-0.00303030303,0,292.7964353
0.933,-0.00303030303,0,-0.00303030303,0,293.1105946
0.934,-0.00303030303,0,-0.00303030303,0,293.4247538
0.935,-0.00303030303,0,-0.00303030303,0,293.7389131
0.936,-0.00303030303,0,-0.00303030303,0,294.0530724
0.937,-0.00303030303,0,-0.00303030303,0,294.3672316
0.938,-0.00303030303,0,-0.00303030303,0,294.6813909
0.939,-0.00303030303,0,-0.00303030303,0,294.9955502
0.94,-0.00303030303,0,-0.00303030303,0,295.3097094
0.941,-0.00303030303,0,-0.00303030303,0,295.6238687
0.942,-0.00303030303,0,-0.00303030303,0,295.938028
0.943,-0.00303030303,0,-0.00303030303,0,296.2521872
0.944,-0.00303030303,0,-0.00303030303,0,296.5663465
0.945,-0.00303030303,0,-0.00303030303,0,296.8805058
0.946,-0.00303030303,0,-0.00303030303,0,297.194665
0.947,-0.00303030303,0,-0.00303030303,0,297.5088243
0.948,-0.00303030303,0,-0.00303030303,0,297.8229836
0.949,-0.00303030303,0,-0.00303030303,0,298.1371428
0.95,-0.00303030303,0,-0.00303030303,0,298.4513021
0.951,-0.00303030303,0,-0.00303030303,0,298.7654614
0.952,-0.00303030303,0,-0.00303030303,0,299.0796206
0.953,-0.00303030303,0,-0.00303030303,0,299.3937799
0.954,-0.00303030303,0,-0.00303030303,0,299.7079392
0.955,-0.00303030303,0,-0.00303030303,0,300.0220984
0.956,-0.00303030303,0,-0.00303030303,0,300.3362577
0.957,-0.00303030303,0,-0.00303030303,0,300.6504169
0.958,-0.00303030303,0,-0.00303030303,0,300.9645762
0.959,-0.00303030303,0,-0.00303030303,0,301.2787355
0.96,-0.00303030303,0,-0.00303030303,0,301.5928947
0.961,-0.00303030303,0,-0.00303030303,0,301.907054
0.962,-0.00303030303,0,-0.00303030303,0,302.2212133
0.963,-0.00303030303,0,-0.00303030303,0,302.5353725
0.964,-0.00303030303,0,-0.00303030303,0,302.8495318
0.965,-0.00303030303,0,-0.00303030303,0,303.1636911
0.966,-0.00303030303,0,-0.00303030303,0,303.4778503
0.967,-0.00303030303,0,-0.00303030303,0,303.7920096
0.968,-0.00303030303,0,-0.00303030303,0,304.1061689
0.969,-0.00303030303,0,-0.00303030303,0,304.4203281
0.97,-0.00303030303,0,-0.00303030303,0,304.7344874
0.971,-0.00303030303,0,-0.00303030303,0,305.0486467
0.972,-0.00303030303,0,-0.00303030303,0,305.3628059
0.973,-0.00303030303,0,-0.00303030303,0,305.6769652
0.974,-0.00303030303,0,-0.00303030303,0,305.9911245
0.975,-0.00303030303,0,-0.00303030303,0,306.3052837
0.976,-0.00303030303,0,-0.00303030303,0,306.619443
0.977,-0.00303030303,0,-0.00303030303,0,306.9336023
0.978,-0.00303030303,0,-0.00303030303,0,307.2477615
0.979,-0.00303030303,0,-0.00303030303,0,307.5619208
0.98,-0.00303030303,0,-0.00303030303,0,307.8760801
0.981,-0.00303030303,0,-0.00303030303,0,308.1902393
0.982,-0.00303030303,0,-0.00303030303,0,308.5043986
0.983,-0.00303030303,0,-0.00303030303,0,308.8185578
0.984,-0.00303030303,0,-0.00303030303,0,309.1327171
0.985,-0.00303030303,0,-0.00303030303,0,309.4468764
0.986,-0.00303030303,0,-0.00303030303,0,309.7610356
0.987,-0.00303030303,0,-0.00303030303,0,310.0751949
0.988,-0.00303030303,0,-0.00303030303,0,310.3893542
0.989,-0.00303030303,0,-0.00303030303,0,310.7035134
0.99,-0.00303030303,0,-0.00303030303,0,311.0176727
0.991,-0.00303030303,0,-0.00303030303,0,311.331832
0.992,-0.00303030303,0,-0.00303030303,0,311.6459912
0.993,-0.00303030303,0,-0.00303030303,0,311.9601505
0.994,-0.00303030303,0,-0.00303030303,0,312.2743098
0.995,-0.00303030303,0,-0.00303030303,0,312.588469
0.996,-0.00303030303,0,-0.00303030303,0,312.9026283
0.997,-0.00303030303,0,-0.00303030303,0,313.2167876
0.998,-0.00303030303,0,-0.00303030303,0,313.5309468
0.999,-0.00303030303,0,-0.00303030303,0,313.8451061
1,-0.00303030303,0,-0.00303030303,0,314.1592654
