time,capacitor2.v,inductor2.i,capacitor1.v,inductor1.i,cosineVoltage.phi,sineVoltage.phi
0.0071,1.245077086,-0.0866603137,0.02687013725,0.001675687346,0.03167353713,0.03167353713
0.0072,1.190267303,-0.08775746239,0.02793069466,0.001700022488,0.03257203263,0.03257203263
0.0073,1.134876845,-0.08850556637,0.02900619882,0.001723253761,0.0334830945,0.0334830945
0.0074,1.079124244,-0.08890279952,0.03009595745,0.001745371764,0.03440672274,0.03440672274
0.0075,1.023230082,-0.0889487145,0.03119926943,0.001766371449,0.03534291735,0.03534291735
0.0076,0.9674169901,-0.08864424276,0.03231542488,0.00178625212,0.03629167833,0.03629167833
0.0077,0.9119107519,-0.08799184937,0.03344370163,0.001805017902,0.03725300569,0.03725300569
0.0078,0.8569167264,-0.08699465535,0.03458344078,0.001822675349,0.03822689941,0.03822689941
0.0079,0.8026546452,-0.08565793742,0.03573393464,0.001839237627,0.0392133595,0.0392133595
0.008,0.7493392419,-0.08398822408,0.03689448933,0.001854721959,0.04021238597,0.04021238597
0.0081,0.697178405,-0.08199320835,0.03806443071,0.001869149383,0.0412239788,0.0412239788
0.0082,0.6463731776,-0.07968174779,0.03924310443,0.001882544747,0.04224813801,0.04224813801
0.0083,0.5971177574,-0.07706386452,0.04042987588,0.001894936713,0.04328486358,0.04328486358
0.0084,0.5495994972,-0.07415074515,0.04162413022,0.001906357754,0.04433415553,0.04433415553
0.0085,0.5039989042,-0.07095474085,0.04282527238,0.001916844156,0.04539601384,0.04539601384
0.0086,0.4604896404,-0.06748936732,0.04403272701,0.001926436018,0.04647043853,0.04647043853
0.0087,0.4192385227,-0.06376930478,0.04524593857,0.001935177249,0.04755742959,0.04755742959
0.0088,0.3804042942,-0.05981045726,0.04646437552,0.001943115772,0.04865698702,0.04865698702
0.0089,0.3441256501,-0.05562798547,0.04768757022,0.001950297483,0.04976911082,0.04976911082
0.009,0.3105400515,-0.0512396935,0.0489150553,0.001956776681,0.05089380099,0.05089380099
0.0091,0.2797724412,-0.04666383811,0.05014640223,0.001962609303,0.05203105753,0.05203105753
0.0092,0.2519352137,-0.04191912283,0.05138122148,0.001967852901,0.05318088044,0.05318088044
0.0093,0.2271282154,-0.03702469807,0.05261916245,0.001972566651,0.05434326972,0.05434326972
0.0094,0.2054387447,-0.03200016104,0.05385991355,0.001976811342,0.05551822537,0.05551822537
0.0095,0.186941552,-0.02686555578,0.05510320212,0.001980649386,0.0567057474,0.0567057474
0.0096,0.1716988395,-0.02164137317,0.05634879448,0.001984144811,0.05790583579,0.05790583579
0.0097,0.1597602614,-0.01634855091,0.05759649594,0.001987363266,0.05911849056,0.05911849056
0.0098,0.1511626319,-0.01100860166,0.05884615156,0.001990372426,0.06034371169,0.06034371169
0.0099,0.1459298872,-0.005642750636,0.06009764797,0.00199323925,0.0615814992,0.0615814992
0.01,0.1440731815,-0.000271374617,0.06135091281,0.00199602822,0.06283185307,0.06283185307
0.0101,0.1455873897,0.005083749505,0.06260592375,0.001998808497,0.06409477332,0.06409477332
0.0102,0.1504548439,0.01040128814,0.0638626988,0.002001648027,0.06537025994,0.06537025994
0.0103,0.1586453339,0.01566035101,0.06512129625,0.002004613541,0.06665831292,0.06665831292
0.0104,0.1701161069,0.02084049113,0.06638181474,0.002007770559,0.06795893228,0.06795893228
0.0105,0.1848118676,0.02592170484,0.06764439324,0.002011183382,0.06927211801,0.06927211801
0.0106,0.202664778,0.03088443176,0.068909211,0.0020149151,0.07059787011,0.07059787011
0.0107,0.2235944577,0.03570955485,0.07017648763,0.002019027587,0.07193618858,0.07193618858
0.0108,0.2475079839,0.04037840034,0.07144648304,0.002023581502,0.07328707342,0.07328707342
0.0109,0.2742981501,0.0448726113,0.07271950305,0.002028636713,0.07465052463,0.07465052463
0.011,0.3038536984,0.04917523197,0.0739958685,0.0020342487,0.07602654222,0.07602654222
0.0111,0.3360524299,0.0532702077,0.07527593565,0.002040470253,0.07741512617,0.07741512617
0.0112,0.3707543691,0.05714172952,0.07656011812,0.002047353627,0.07881627649,0.07881627649
0.0113,0.4078125183,0.06077509717,0.07784885334,0.002054947658,0.08022999319,0.08022999319
0.0114,0.4470728574,0.06415671904,0.07914260257,0.002063297761,0.08165627625,0.08165627625
0.0115,0.4883743435,0.06727411221,0.08044185082,0.002072445934,0.08309512569,0.08309512569
0.0116,0.5315489113,0.07011590245,0.08174710695,0.002082430751,0.08454654149,0.08454654149
0.0117,0.5764214731,0.0726718242,0.08305890358,0.002093287368,0.08601052367,0.08601052367
0.0118,0.6228099186,0.07493272058,0.08437779717,0.002105047523,0.08748707222,0.08748707222
0.0119,0.6705251151,0.0768905434,0.08570436796,0.00211773953,0.08897618713,0.08897618713
0.012,0.7193674779,0.07853839721,0.08703923153,0.002131388181,0.09047786842,0.09047786842
0.0121,0.7691495188,0.07987067064,0.08838296643,0.002146014025,0.09199211608,0.09199211608
0.0122,0.8196736835,0.08088309952,0.08973618484,0.002161633467,0.09351893011,0.09351893011
0.0123,0.8707322294,0.08157273401,0.09109953402,0.002178258849,0.09505831051,0.09505831051
0.0124,0.9221190909,0.08193788321,0.09247365759,0.002195898477,0.09661025728,0.09661025728
0.0125,0.9736298787,0.08197811518,0.0938591955,0.00221455662,0.09817477042,0.09817477042
0.0126,1.025061881,0.08169425697,0.09525678408,0.002234233511,0.09975184994,0.09975184994
0.0127,1.076214061,0.08108839457,0.096667056,0.002254925347,0.1013414958,0.1013414958
0.0128,1.126887061,0.08016387295,0.09809064031,0.002276624291,0.1029437081,0.1029437081
0.0129,1.176883199,0.07892529602,0.0995281624,0.002299318466,0.1045584867,0.1045584867
0.013,1.226006468,0.07737852668,0.100980244,0.002322991963,0.1061858317,0.1061858317
0.0131,1.274062541,0.07553068678,0.1024475032,0.002347624834,0.1078257431,0.1078257431
0.0132,1.320858074,0.07339045869,0.1039305592,0.002373192091,0.1094782208,0.1094782208
0.0133,1.366226099,0.07096582641,0.1054299425,0.002399670695,0.1111432649,0.1111432649
0.0134,1.409986133,0.06826778724,0.1069462336,0.002427028093,0.1128208754,0.1128208754
0.0135,1.451966813,0.0653081642,0.1084799851,0.00245522895,0.1145110522,0.1145110522
0.0136,1.492006362,0.06209955931,0.1100317199,0.002484235302,0.1162137954,0.1162137954
0.0137,1.529952585,0.05865535359,0.1116019314,0.002514006548,0.117929105,0.117929105
0.0138,1.565662877,0.05498970703,0.1131910836,0.002544499457,0.119656981,0.119656981
0.0139,1.599004216,0.05111755863,0.1147996104,0.002575668162,0.1213974233,0.1213974233
0.014,1.629853165,0.04705462638,0.1164279166,0.002607464164,0.123150432,0.123150432
0.0141,1.658095875,0.04281740727,0.1180763772,0.002639836331,0.1249160071,0.1249160071
0.0142,1.68362808,0.03842317728,0.1197453374,0.002672730897,0.1266941485,0.1266941485
0.0143,1.706355103,0.03388999137,0.1214351132,0.002706091462,0.1284848563,0.1284848563
0.0144,1.726193166,0.02923693741,0.1231459898,0.002739858097,0.1302881305,0.1302881305
0.0145,1.743073938,0.02448080223,0.1248781949,0.002773978117,0.1321039711,0.1321039711
0.0146,1.756939204,0.01964131324,0.1266319313,0.002808389163,0.133932378,0.133932378
0.0147,1.767742894,0.01473825848,0.1284073635,0.002843028473,0.1357733513,0.1357733513
0.0148,1.775451192,0.009791321809,0.1302046161,0.002877833423,0.137626891,0.137626891
0.0149,1.780042524,0.004820082944,0.1320237743,0.002912741524,0.139492997,0.139492997
0.015,1.781507569,-0.0001559825861,0.1338648838,0.002947690424,0.1413716694,0.1413716694
0.0151,1.779849253,-0.005117503416,0.1357279506,0.002982617907,0.1432629082,0.1432629082
0.0152,1.775082751,-0.01004521235,0.1376129414,0.003017461893,0.1451667133,0.1451667133
0.0153,1.767235485,-0.01491994637,0.1395197831,0.003052160437,0.1470830849,0.1470830849
0.0154,1.756347129,-0.01972264661,0.1414483633,0.003086651732,0.1490120227,0.1490120227
0.0155,1.7424696,-0.02443435839,0.1433985298,0.003120874105,0.150953527,0.150953527
0.0156,1.72566991,-0.02903609111,0.1453700855,0.003154765446,0.1529075976,0.1529075976
0.0157,1.706010939,-0.03351149318,0.1473628368,0.003188272312,0.1548742346,0.1548742346
0.0158,1.683582038,-0.03784294092,0.1493765109,0.00322133661,0.156853438,0.156853438
0.0159,1.65848253,-0.04201350502,0.1514108021,0.003253902272,0.1588452078,0.1588452078
0.016,1.630819974,-0.04600715476,0.1534653766,0.003285915963,0.1608495439,0.1608495439
0.0161,1.600710166,-0.04980875795,0.1555398724,0.003317327075,0.1628664463,0.1628664463
0.0162,1.568277139,-0.05340408099,0.1576338996,0.00334808773,0.1648959152,0.1648959152
0.0163,1.533653162,-0.05677978881,0.1597470397,0.00337815278,0.1669379504,0.1669379504
0.0164,1.49697874,-0.05992344493,0.1618788463,0.003407479805,0.168992552,0.168992552
0.0165,1.458402615,-0.06282351143,0.1640288447,0.003436029114,0.17105972,0.17105972
0.0166,1.418081768,-0.06546934893,0.1661965323,0.003463763748,0.1731394543,0.1731394543
0.0167,1.376181413,-0.06785121664,0.1683813781,0.003490649475,0.175231755,0.175231755
0.0168,1.332880527,-0.06996036834,0.1705828093,0.003516654872,0.1773366221,0.1773366221
0.0169,1.288331286,-0.07178955003,0.1728003292,0.003541754036,0.1794540556,0.1794540556
0.017,1.242717055,-0.07333246858,0.1750333434,0.003565923361,0.1815840554,0.1815840554
0.0171,1.196225651,-0.07458398222,0.1772812426,0.003589142781,0.1837266216,0.1837266216
0.0172,1.149044528,-0.07554012743,0.1795434158,0.003611395988,0.1858817541,0.1858817541
0.0173,1.10136077,-0.07619811889,0.1818192505,0.003632670434,0.1880494531,0.1880494531
0.0174,1.053361101,-0.0765563495,0.1841081329,0.00365295733,0.1902297184,0.1902297184
0.0175,1.005231875,-0.07661439039,0.1864094479,0.003672251645,0.19242255,0.19242255
0.0176,0.9571590812,-0.07637299091,0.1887225787,0.003690552107,0.1946279481,0.1946279481
0.0177,0.9093283448,-0.07583407863,0.1910469073,0.003707861203,0.1968459125,0.1968459125
0.0178,0.861924924,-0.07500075933,0.193381814,0.00372418518,0.1990764433,0.1990764433
0.0179,0.8151337115,-0.07387731704,0.195726678,0.003739534044,0.2013195404,0.2013195404
0.018,0.7691392345,-0.07246921399,0.1980808768,0.003753921557,0.203575204,0.203575204
0.0181,0.7241269465,-0.07078348265,0.2004437895,0.003767366265,0.2058434338,0.2058434338
0.0182,0.6802505193,-0.06882609646,0.2028148845,0.003779884361,0.2081242301,0.2081242301
0.0183,0.6376839263,-0.06660629966,0.2051935685,0.003791501674,0.2104175928,0.2104175928
0.0184,0.5965929353,-0.06413412291,0.2075792722,0.003802246664,0.2127235218,0.2127235218
0.0185,0.5571346979,-0.06142034642,0.2099714519,0.003812150319,0.2150420171,0.2150420171
0.0186,0.5194577495,-0.0584765,0.2123695889,0.003821246154,0.2173730789,0.2173730789
0.0187,0.4837020096,-0.05531486299,0.2147731901,0.003829570214,0.219716707,0.219716707
0.0188,0.4499987816,-0.05194846432,0.2171817876,0.003837161073,0.2220729015,0.2220729015
0.0189,0.4184707527,-0.0483910825,0.2195949387,0.00384405983,0.2244416624,0.2244416624
0.019,0.3892319942,-0.04465724558,0.2220122262,0.003850310116,0.2268229896,0.2268229896
0.0191,0.3623879611,-0.04076223119,0.2244332581,0.003855958088,0.2292168832,0.2292168832
0.0192,0.3380354924,-0.03672206653,0.2268576678,0.003861052433,0.2316233432,0.2316233432
0.0193,0.3162628309,-0.03255357573,0.229285114,0.003865644504,0.2340423695,0.2340423695
0.0194,0.2971473349,-0.02827440775,0.2317152971,0.003869788242,0.2364739622,0.2364739622
0.0195,0.2807519912,-0.02389956628,0.2341479509,0.003873529983,0.2389181213,0.2389181213
0.0196,0.2671306102,-0.01944755236,0.2365828428,0.003876926797,0.2413748468,0.2413748468
0.0197,0.2563257086,-0.01493674493,0.2390197755,0.003880035556,0.2438441386,0.2438441386
0.0198,0.2483685099,-0.01038540082,0.2414585864,0.003882912928,0.2463259968,0.2463259968
0.0199,0.2432789437,-0.005811654791,0.2438991484,0.003885615383,0.2488204213,0.2488204213
0.02,0.2410656465,-0.001233519475,0.2463413691,0.003888199188,0.2513274123,0.2513274123
0.0201,0.2417259607,0.003331114581,0.2487851912,0.003890720412,0.2538469696,0.2538469696
0.0202,0.2452459357,0.007864478932,0.2512305927,0.003893234921,0.2563790933,0.2563790933
0.0203,0.2516003271,0.01234892723,0.2536775865,0.00389579838,0.2589237833,0.2589237833
0.0204,0.2607525969,0.01676693523,0.2561262204,0.003898466256,0.2614810397,0.2614810397
0.0205,0.2726549137,0.02110110078,0.2585765775,0.003901293812,0.2640508625,0.2640508625
0.0206,0.2872472041,0.02533404949,0.2610287797,0.003904336393,0.2666332517,0.2666332517
0.0207,0.3044588136,0.02944896423,0.2634829917,0.003907647566,0.2692282072,0.2692282072
0.0208,0.3242240142,0.03343135781,0.2659393484,0.003911273997,0.2718357291,0.2718357291
0.0209,0.346447859,0.03726531158,0.2683980869,0.003915266778,0.2744558174,0.2744558174
0.021,0.3710284645,0.04093579107,0.2708594662,0.003919674306,0.277088472,0.277088472
0.0211,0.3978570102,0.04442864593,0.2733237678,0.003924542286,0.2797336931,0.2797336931
0.0212,0.4268177389,0.04773060997,0.2757912955,0.003929913732,0.2823914804,0.2823914804
0.0213,0.4577879567,0.05082930114,0.2782623753,0.003935828964,0.2850618342,0.2850618342
0.0214,0.4906380329,0.05371322156,0.2807373554,0.003942325611,0.2877447543,0.2877447543
0.0215,0.5252313997,0.05637175747,0.2832166065,0.003949438609,0.2904402408,0.2904402408
0.0216,0.561424553,0.05879517929,0.2857005214,0.003957200201,0.2931482937,0.2931482937
0.0217,0.5990670516,0.06097464157,0.2881895153,0.003965639939,0.2958689129,0.2958689129
0.0218,0.6380015175,0.062902183,0.2906840256,0.003974784681,0.2986020985,0.2986020985
0.0219,0.6780613991,0.06457073995,0.293184521,0.003984658515,0.3013478505,0.3013478505
0.022,0.719080655,0.06597438409,0.2956914786,0.003995281786,0.3041061689,0.3041061689
0.0221,0.7609089807,0.06710833211,0.2982053079,0.004006671585,0.3068770536,0.3068770536
0.0222,0.8033671367,0.06796896772,0.3007265252,0.004018841049,0.3096605047,0.3096605047
0.0223,0.8462774527,0.06855374658,0.3032556422,0.004031799893,0.3124565221,0.3124565221
0.0224,0.8894638275,0.06886119629,0.305793166,0.004045554412,0.315265106,0.315265106
0.0225,0.9327517287,0.0688909164,0.3083395992,0.004060107478,0.3180862562,0.3180862562
0.0226,0.9759681933,0.06864357844,0.3108954397,0.004075458544,0.3209199727,0.3209199727
0.0227,1.018941827,0.06812092585,0.3134611808,0.004091603642,0.3237662557,0.3237662557
0.0228,1.061502805,0.06732577405,0.3160373112,0.004108535379,0.326625105,0.326625105
0.0229,1.103482871,0.06626201041,0.3186243152,0.004126242946,0.3294965207,0.3294965207
0.023,1.144715338,0.06493459423,0.3212226721,0.00414471211,0.3323805027,0.3323805027
0.0231,1.185035089,0.06334955679,0.3238328571,0.004163925217,0.3352770512,0.3352770512
0.0232,1.224278505,0.06151400974,0.3264553406,0.004183861163,0.338186166,0.338186166
0.0233,1.262282633,0.05943663152,0.3290906112,0.004204493322,0.3411078471,0.3411078471
0.0234,1.298915796,0.05712422983,0.3317390217,0.004225801913,0.3440420947,0.3440420947
0.0235,1.334027943,0.05458735752,0.33440101,0.004247754348,0.3469889086,0.3469889086
0.0236,1.367477902,0.05183713242,0.3370769854,0.004270316119,0.3499482889,0.3499482889
0.0237,1.399133373,0.04888523729,0.3397673281,0.004293450805,0.3529202355,0.3529202355
0.0238,1.428870936,0.04574391987,0.3424723897,0.004317120063,0.3559047485,0.3559047485
0.0239,1.456576044,0.04242599284,0.3451924927,0.004341283638,0.3589018279,0.3589018279
0.024,1.482143028,0.03894483386,0.3479279311,0.004365899352,0.3619114737,0.3619114737
0.0241,1.505475095,0.03531438553,0.35067897,0.004390923115,0.3649336858,0.3649336858
0.0242,1.526484326,0.0315491554,0.3534458456,0.004416308915,0.3679684643,0.3679684643
0.0243,1.545091681,0.02766421601,0.3562287653,0.004442008826,0.3710158092,0.3710158092
0.0244,1.561226993,0.02367520481,0.3590279078,0.004467973004,0.3740757204,0.3740757204
0.0245,1.574828973,0.01959832426,0.361843423,0.004494149686,0.3771481981,0.3771481981
0.0246,1.58584632,0.01545089684,0.3646754387,0.004520483084,0.380233242,0.380233242
0.0247,1.594237325,0.01124815487,0.3675240455,0.004546924419,0.3833308524,0.3833308524
0.0248,1.599972213,0.007006021319,0.3703892841,0.004573422639,0.3864410291,0.3864410291
0.0249,1.60303366,0.002742038008,0.3732711717,0.004599920661,0.3895637722,0.3895637722
0.025,1.60341438,-0.001526556066,0.3761696911,0.004626362232,0.3926990817,0.3926990817
0.0251,1.601117127,-0.005782824736,0.3790847912,0.004652691931,0.3958469575,0.3958469575
0.0252,1.596154697,-0.01001013466,0.382016387,0.004678855168,0.3990073997,0.3990073997
0.0253,1.588549925,-0.01419215532,0.3849643591,0.004704798185,0.4021804083,0.4021804083
0.0254,1.578335684,-0.01831285904,0.3879285541,0.004730468055,0.4053659833,0.4053659833
0.0255,1.565554891,-0.02235652094,0.3909087846,0.004755812683,0.4085641246,0.4085641246
0.0256,1.5502605,-0.026307719,0.393904829,0.004780780805,0.4117748323,0.4117748323
0.0257,1.532515505,-0.03015133401,0.3969164318,0.00480532199,0.4149981064,0.4149981064
0.0258,1.512392944,-0.03387254959,0.3999433031,0.004829386635,0.4182339468,0.4182339468
0.0259,1.489975889,-0.03745685219,0.4029851193,0.004852925973,0.4214823536,0.4214823536
0.026,1.465363126,-0.04088984686,0.4060415271,0.004875890739,0.4247433268,0.4247433268
0.0261,1.438633376,-0.04415990736,0.4091121993,0.004898242315,0.4280168663,0.4280168663
0.0262,1.409898005,-0.04725450543,0.4121967212,0.00491993759,0.4313029722,0.4313029722
0.0263,1.379276818,-0.05016178661,0.4152946536,0.004940935265,0.4346016445,0.4346016445
0.0264,1.346894024,-0.05287082699,0.4184055403,0.004961196967,0.4379128832,0.4379128832
0.0265,1.31287823,-0.05537163329,0.4215289073,0.004980687246,0.4412366882,0.4412366882
0.0266,1.277362448,-0.05765514279,0.4246642635,0.004999373578,0.4445730596,0.4445730596
0.0267,1.240484091,-0.05971322336,0.4278111003,0.005017226365,0.4479219974,0.4479219974
0.0268,1.202384972,-0.06153867346,0.4309688916,0.005034218934,0.4512835015,0.4512835015
0.0269,1.163211307,-0.06312522214,0.434137094,0.005050327536,0.454657572,0.454657572
0.027,1.123113715,-0.06446752903,0.4373151467,0.00506553135,0.4580442089,0.4580442089
0.0271,1.082247214,-0.06556118435,0.4405024716,0.005079812476,0.4614434121,0.4614434121
0.0272,1.040771227,-0.06640270891,0.443698473,0.005093155943,0.4648551818,0.4648551818
0.0273,0.9988535106,-0.06698970076,0.4469025321,0.005105549812,0.4682795178,0.4682795178
0.0274,0.9566528892,-0.06732061899,0.4501140703,0.005116985005,0.4717164201,0.4717164201
0.0275,0.9143120098,-0.06739449169,0.4533325194,0.005127455967,0.4751658889,0.4751658889
0.0276,0.8720010323,-0.06721228004,0.4565572505,0.005136961169,0.478627924,0.478627924
0.0277,0.8298859489,-0.06677584043,0.4597876437,0.005145502042,0.4821025254,0.4821025254
0.0278,0.7881285844,-0.06608792448,0.4630230892,0.00515308298,0.4855896933,0.4855896933
0.0279,0.7468865959,-0.06515217905,0.4662629864,0.005159711337,0.4890894275,0.4890894275
0.028,0.7063134729,-0.06397314621,0.4695067445,0.005165397427,0.4926017281,0.4926017281
0.0281,0.6665585372,-0.06255626326,0.4727537823,0.005170154525,0.496126595,0.496126595
0.0282,0.6277669433,-0.06090786273,0.476003528,0.005173998868,0.4996640284,0.4996640284
0.0283,0.5900796776,-0.05903517236,0.4792554195,0.005176949651,0.5032140281,0.5032140281
0.0284,0.5536335593,-0.05694631514,0.4825089045,0.005179029033,0.5067765941,0.5067765941
0.0285,0.51856124,-0.05465030926,0.4857634399,0.005180262131,0.5103517266,0.5103517266
0.0286,0.4849912033,-0.05215706816,0.4890184925,0.005180677025,0.5139394254,0.5139394254
0.0287,0.4530477656,-0.04947740048,0.4922735384,0.005180304754,0.5175396906,0.5175396906
0.0288,0.4228511771,-0.04662365807,0.4955281056,0.005179180127,0.5211525221,0.5211525221
0.0289,0.3944957285,-0.04360495886,0.4987817376,0.005177331073,0.52477792,0.52477792
0.029,0.3680832989,-0.04043470188,0.5020339875,0.005174796657,0.5284158843,0.5284158843
0.0291,0.3437067454,-0.0371266086,0.5052844363,0.005171617081,0.532066415,0.532066415
0.0292,0.321449463,-0.03369461316,0.5085326923,0.005167833426,0.535729512,0.535729512
0.0293,0.3013853847,-0.03015286237,0.5117783909,0.005163487658,0.5394051754,0.5394051754
0.0294,0.2835789814,-0.02651571573,0.5150211949,0.00515862262,0.5430934052,0.5430934052
