time,C2.vinternal,C1.vinternal,L2.iinternal,L3.iinternal,k2.inductiveCouplePin2.di,k3.inductiveCouplePin2.di,L1.iinternal
0.004794434312,-0.2370278053,-2.22616092,0.002287892893,0.2493438553,60.92445785,-0.614009602,0.6552242426
0.004872858766,-0.2468886476,-2.228830774,0.002235004562,0.2540699363,59.59156456,-0.6837761603,0.6724246718
0.004976313431,-0.260175719,-2.226285511,0.002177300629,0.2601402114,57.74149552,-0.3754811342,0.6951363434
0.005049270249,-0.2697317871,-2.222137983,0.002161340929,0.2643030278,56.36493293,-0.06805169685,0.7111557177
0.005128925569,-0.2803359883,-2.217538503,0.002165453828,0.2687303695,54.78321096,0.1349621301,0.7286374005
0.005208580888,-0.2911135394,-2.21398611,0.002176047106,0.2730282529,53.11430161,0.08769186681,0.7460993529
0.005302945274,-0.3040982848,-2.210555733,0.002170730813,0.2779428557,51.02959032,-0.2306892372,0.7667449205
0.005373942856,-0.3140175734,-2.207022897,0.002144343362,0.2815080797,49.39391503,-0.5036977939,0.782238435
0.005461932058,-0.3264825835,-2.199546816,0.002090328136,0.2857625698,47.29921602,-0.6829917618,0.8013798921
0.005552087602,-0.3394437375,-2.18746427,0.002030676159,0.2899274431,45.08185864,-0.5976802291,0.8209094827
0.005645184749,-0.3530193168,-2.171360936,0.001986798994,0.2940148182,42.71266336,-0.3336241949,0.840971638
0.005738281895,-0.3667793237,-2.153902974,0.001966717538,0.2978774557,40.25205116,-0.1262803942,0.8609104667
0.005831379042,-0.3807130841,-2.13679473,0.001956033169,0.3015064601,37.69322143,-0.145512275,0.8807086867
0.00593778848,-0.3968378258,-2.11734506,0.001927956682,0.3053566779,34.65374344,-0.4074789938,0.9031436138
0.006021131872,-0.4096045191,-2.10055771,0.001884438796,0.3081429703,32.19942624,-0.6235392809,0.9205549522
0.006119459321,-0.4248089178,-2.077179717,0.001817159224,0.3111638405,29.23372162,-0.7054606131,0.9408977166
0.006235938087,-0.4430007462,-2.044241011,0.001742893998,0.3143599449,25.62792361,-0.5354626543,0.9646919716
0.006324086718,-0.4568840956,-2.017026813,0.001703633703,0.3164960569,22.82731627,-0.3645598428,0.9824616179
0.00642115596,-0.4722738698,-1.986530093,0.001672498214,0.3185590985,19.66550396,-0.3085293678,1.001774849
0.006524692711,-0.4887899116,-1.95387878,0.001634858231,0.3204167885,16.2046618,-0.4458791688,1.022060737
0.006628229462,-0.5053919164,-1.919820871,0.001577736393,0.3219119103,12.66440471,-0.6518779189,1.042001092
0.006731766213,-0.5220609115,-1.882565231,0.001504061087,0.3230370259,9.059400212,-0.7414284197,1.06157474
0.006854563139,-0.5418909373,-1.833615194,0.001417981822,0.3238832454,4.709669592,-0.6305985772,1.08428576
0.006953172552,-0.5578413758,-1.791845413,0.001362748193,0.3241729325,1.15642641,-0.4975275538,1.102106051
0.007059161287,-0.5749903269,-1.746119923,0.001312958981,0.3240903221,-2.726228358,-0.4690241314,1.120824146
0.007188157088,-0.5958377346,-1.689647674,0.001244179037,0.3234294237,-7.534350977,-0.6192483507,1.142966578
0.007283011401,-0.6111288243,-1.646437395,0.001179219622,0.32254515,-11.11602809,-0.7406583994,1.158781077
0.007397923036,-0.6295837734,-1.590876451,0.001091283095,0.3210166268,-15.49374613,-0.7626117855,1.177386463
0.00753149922,-0.6509043712,-1.522191703,0.0009967579887,0.318604635,-20.62863031,-0.6415791121,1.198221909
0.007631282024,-0.6667125818,-1.469339211,0.0009366351734,0.3163534603,-24.49766048,-0.5768911129,1.213209744
0.007752676613,-0.6857772664,-1.404323891,0.0008649892939,0.3130920357,-29.24093239,-0.6263081679,1.23075525
0.007874071201,-0.7046253262,-1.337946916,0.0007815453211,0.3092529391,-34.01218849,-0.747435895,1.247520713
0.007995465789,-0.7232216299,-1.268865694,0.0006867068883,0.3048337919,-38.79487476,-0.794226379,1.263481592
0.008137225004,-0.7445718512,-1.18448909,0.0005787663957,0.2989383114,-44.38076083,-0.7139207132,1.281070638
0.008242875288,-0.7601958486,-1.120040676,0.0005069113116,0.2940296334,-48.54202789,-0.655290426,1.293424336
0.008370137931,-0.7786530762,-1.041690368,0.0004230509803,0.2875333478,-53.54881275,-0.6810211365,1.307427304
0.008497400574,-0.7966755226,-0.9622516375,0.0003308463701,0.2804008685,-58.53746955,-0.7679843059,1.320449607
0.008624663217,-0.8142228307,-0.8806938619,0.0002301261079,0.2726355557,-63.49158618,-0.7986120009,1.332470247
0.008779307916,-0.8348483828,-0.7786068621,0.0001112096047,0.2623553152,-69.44925229,-0.7291225165,1.345701447
0.008887462555,-0.8487832086,-0.7061708704,3.48500562e-05,0.2546208232,-73.57081856,-0.6908579642,1.354042251
0.009028466243,-0.8662994689,-0.6112932919,-6.382310456e-05,0.2438717758,-78.88100289,-0.7225035253,1.363769795
0.009169469931,-0.8830304364,-0.5154405294,-0.000170162286,0.2323799049,-84.10375699,-0.7797002598,1.372181846
0.009310473619,-0.8989242644,-0.417850643,-0.0002801391483,0.2201588812,-89.22074272,-0.7663125784,1.379261702
0.009457507908,-0.914551385,-0.3147287386,-0.0003883444582,0.2066556661,-94.43171431,-0.7069486477,1.385210353
0.009604542197,-0.9291567529,-0.2114059009,-0.0004907874995,0.1923961467,-99.50644161,-0.6992152089,1.38968222
0.009765599687,-0.9439177143,-0.0981792612,-0.0006067662781,0.1759336401,-104.891561,-0.7406169189,1.39287419
0.009926657177,-0.9573173451,0.01583685692,-0.0007263042557,0.1586200135,-110.0719125,-0.7305752201,1.394273927
0.01009569199,-0.9698432557,0.1359410982,-0.0008449366753,0.1395711608,-115.270003,-0.6745630721,1.393811292
0.01026472681,-0.9807216925,0.2552140944,-0.0009574703484,0.1196652851,-120.2094024,-0.667929938,1.391371226
0.01043376162,-0.9898822565,0.3735611119,-0.001072201181,0.09894773335,-124.8697084,-0.6850662766,1.386960138
0.01060279643,-0.9972585439,0.4913812219,-0.001185919435,0.07746762579,-129.2286898,-0.6516963761,1.380590119
0.01077183125,-1.002788452,0.6079647783,-0.001291828915,0.0552772717,-133.2712184,-0.6065385928,1.37227882
0.01095087742,-1.006568269,0.7291728459,-0.001399566037,0.03105881239,-137.1929415,-0.6026115392,1.361383819
0.01112992359,-1.008149335,0.8481744248,-0.001507070592,0.006172902595,-140.7231735,-0.5908260298,1.348370651
0.01140957565,-1.006088034,1.02911207,-0.00166192657,-0.03386009398,-145.4117594,-0.519199296,1.323906634
0.01159448773,-1.001614103,1.14418697,-0.001756229587,-0.06098929592,-147.9384719,-0.5041691517,1.305037787
0.01177939981,-0.99461219,1.255529962,-0.001847575809,-0.08854195248,-149.9889724,-0.477810963,1.284098248
0.0119907842,-0.9834668368,1.377892811,-0.00194247671,-0.1204429272,-151.7321657,-0.4205717342,1.257714852
0.01216583969,-0.971674009,1.474477502,-0.002013310801,-0.1470941528,-152.6812836,-0.3923443172,1.233969202
0.01234332324,-0.9573310113,1.567826921,-0.002080938559,-0.1742435433,-153.1765349,-0.366924443,1.208218017
0.01253613121,-0.9390178001,1.663937146,-0.002147107298,-0.2037859208,-153.172372,-0.3168739764,1.178423432
0.01272893919,-0.9178602883,1.753900747,-0.002203570177,-0.2332726596,-152.5988149,-0.2723755823,1.146839627
0.01293042095,-0.8927238555,1.840918265,-0.002255091928,-0.2639069839,-151.386682,-0.2381710526,1.112048371
0.0131319027,-0.8645184129,1.920726662,-0.002298289734,-0.2942336332,-149.5444219,-0.1878306148,1.075568106
0.01333338446,-0.8332816583,1.992846581,-0.002330814897,-0.3241256898,-147.0732963,-0.1375674711,1.037544438
0.01352762395,-0.8003449675,2.054717395,-0.002353853491,-0.3524136541,-144.0990545,-0.09970387715,0.9995682415
0.01368900665,-0.7709126858,2.100380567,-0.002366986941,-0.3754392504,-141.1887905,-0.06143459035,0.9671331841
0.01386590104,-0.7365441425,2.144276004,-0.002373666984,-0.4000995115,-137.5463064,-0.01457711383,0.9307650716
0.01401612215,-0.7056686418,2.176299665,-0.002373228795,-0.4205062192,-134.0870837,0.01932036929,0.8992919933
0.01416634326,-0.673282898,2.203448513,-0.002368003014,-0.440368366,-130.2970381,0.05057269015,0.8673520904
0.01431912891,-0.638839375,2.226071032,-0.002357561423,-0.4599601687,-126.1087417,0.08707285069,0.8344612335
0.01448577494,-0.5995981776,2.244919949,-0.002339488183,-0.4805691702,-121.1655308,0.1294609903,0.7982084179
0.01465242097,-0.5586783229,2.257562283,-0.002314727821,-0.5003225345,-115.8416969,0.1667092029,0.7616573583
0.01482174799,-0.5154570412,2.264044859,-0.002283507526,-0.519452959,-110.0541357,0.2024317939,0.7243156419
0.01500466336,-0.4670018776,2.263885964,-0.002242616936,-0.5389803802,-103.3889477,0.2452861552,0.6838687359
0.01518757873,-0.4168222027,2.256236438,-0.002193841462,-0.5572507609,-96.31291037,0.2871363997,0.6434389798
0.01543451128,-0.3465559808,2.234025015,-0.002116741651,-0.5797922233,-86.14449279,0.3370154093,0.5891224299
0.01561967403,-0.2921328425,2.208552228,-0.002050729197,-0.5950022708,-78.08408676,0.3763928747,0.5487687775
0.01585005241,-0.2225752038,2.166407343,-0.001958476205,-0.6117904005,-67.57459213,0.4232988011,0.499237258
0.01608043078,-0.1512335257,2.112852742,-0.001856135062,-0.6261003506,-56.57854005,0.4650141635,0.4506971135
0.01631817479,-0.0760497916,2.045982423,-0.001740351602,-0.6381571515,-44.77609593,0.5089171058,0.4019130181
0.01659197068,0.01206892524,1.954785407,-0.001594699873,-0.648499414,-30.69040659,0.553644846,0.3477263763
0.01681891528,0.08599400187,1.868160284,-0.001465169424,-0.6541068008,-18.68082115,0.5879104063,0.3047032861
0.01718246522,0.2052692674,1.709726386,-0.001242043066,-0.6573292429,1.036113837,0.6374311488,0.2399299443
0.01739410822,0.2747483819,1.607023472,-0.001104552285,-0.6558772034,12.70248552,0.6616187921,0.2048586631
0.01772455883,0.38254804,1.432577431,-0.0008801412711,-0.6486502218,31.05294706,0.695133034,0.1544215209
0.01798166603,0.4652879228,1.285990998,-0.0006988034461,-0.6388289881,45.33690765,0.7147806198,0.1191241681
0.01828489202,0.5608942594,1.102339741,-0.0004790919344,-0.6225418143,62.05462802,0.7333236164,0.08227381653
0.01859793706,0.6565811624,0.9021669765,-0.0002476027832,-0.6004510297,79.01648969,0.7443848896,0.04998876122
0.01891098209,0.7483835793,0.693185958,-1.36515443e-05,-0.5731187929,95.51442267,0.7491390848,0.02386074725
0.01926569816,0.8466943752,0.4482757217,0.0002516133624,-0.5360310641,113.4449451,0.7449640816,0.002009765962
0.01962041424,0.937856728,0.1976871942,0.0005138740795,-0.4927589575,130.3469021,0.732131031,-0.01134690491
0.01999621858,1.025461245,-0.07054154171,0.0007847994263,-0.4406176603,146.8914175,0.7081733745,-0.01605087537
0.02053542377,1.132757806,-0.4529590063,0.001153739139,-0.3556331146,167.7131533,0.6568233537,-0.005732418633
0.02107462897,1.215696549,-0.8226530516,0.001489847027,-0.2604738673,184.5335174,0.5866704819,0.02438937713
0.02152378583,1.264416009,-1.113226938,0.001737759368,-0.1750925606,195.1049121,0.515351144,0.06398825404
0.02197294269,1.293474808,-1.381807316,0.00195121603,-0.08571602103,202.2882727,0.4335818189,0.115941656
0.02236603506,1.302199879,-1.594587916,0.00210639787,-0.005445679635,205.6531269,0.354879153,0.1707372664
0.02271757642,1.29656244,-1.764455922,0.002218082862,0.06702717804,206.2840655,0.2798921122,0.2264034697
0.02306911777,1.2781924,-1.91287399,0.002302766995,0.1393224572,204.6405715,0.2013702937,0.2876552585
0.02337435476,1.251991538,-2.022925043,0.002353565969,0.2013303668,201.3680232,0.1312294361,0.3447903626
0.02367959174,1.216421299,-2.114410213,0.002382741636,0.262079506,196.3967791,0.05976645446,0.4050461925
0.02392593873,1.18103775,-2.17412074,0.002390314066,0.3098391846,191.1671628,0.001695697646,0.4555743072
0.02417228573,1.139860938,-2.220820426,0.002383573192,0.3561791861,184.8754586,-0.05641828795,0.5074704528
0.02441863272,1.093082402,-2.254225814,0.002362540306,0.4008414613,177.5518793,-0.114246259,0.5604230377
0.02466497971,1.040924948,-2.274131871,0.002327345852,0.4435761651,169.2327785,-0.1713476355,0.614114137
0.02491230468,0.9834042889,-2.280414161,0.002277973167,0.4842995596,159.9217914,-0.2277154696,0.6684365929
0.0251631921,0.9200691969,-2.27271532,0.00221381346,0.5231392687,149.5449151,-0.2834753617,0.7236325897
0.0254147028,0.8518635827,-2.250816405,0.002135667777,0.5593498284,138.2568635,-0.3376254544,0.7787141252
0.02567217435,0.7775264046,-2.213830003,0.002041827645,0.593367379,125.8482856,-0.3909114668,0.8344806001
0.02593154331,0.6984370757,-2.161907462,0.001933753953,0.6243002993,112.5489199,-0.4419920037,0.889655471
0.02619624031,0.6138361237,-2.094097579,0.001810184905,0.6522124444,98.23183266,-0.4911412119,0.9445460207
0.02646522738,0.5243551721,-2.010326271,0.001671742877,0.6766017932,83.00444473,-0.5376049452,0.9984697845
0.02673841379,0.4304210909,-1.910520516,0.001518871254,0.6970958921,66.94146176,-0.5808926505,1.050924927
0.02701750366,0.3318972143,-1.793988651,0.001351085828,0.7134281544,50.02195167,-0.6207134085,1.101708424
0.02730076707,0.2299268884,-1.661566269,0.001170107118,0.7251163011,32.44578732,-0.6562645807,1.149952855
0.02759060419,0.1242645043,-1.512401313,0.0009752673504,0.7318778652,14.17510732,-0.6872871588,1.195479708
0.02788564612,0.016114209,-1.347619487,0.0007685451311,0.7332958236,-4.576510562,-0.7130244953,1.237449562
0.02818788685,-0.09444489174,-1.166747865,0.0005498478968,0.7290073109,-23.78880051,-0.7330653316,1.275491239
0.0284971646,-0.206429729,-0.9707021443,0.0003208328683,0.7186288399,-43.28333327,-0.7467428537,1.308874193
0.02881532195,-0.3194439531,-0.7593855695,8.198078657e-05,0.7017122805,-62.98210904,-0.753483499,1.337032819
0.02914383491,-0.4327643566,-0.5331415843,-0.0001656153466,0.6777564316,-82.74847632,-0.7525597516,1.359231442
0.02948620832,-0.5460830373,-0.2912153497,-0.0004218977249,0.6460143203,-102.515868,-0.743093626,1.374678119
0.02984885431,-0.6595200686,-0.0311964736,-0.000688150904,0.6052122386,-122.2886415,-0.7237144967,1.382284722
0.03024979775,-0.7755126552,0.256811057,-0.0009722159572,0.5520723768,-142.4662766,-0.6913938555,1.380096104
0.03085801349,-0.929107297,0.6848658203,-0.00137275401,0.4570737937,-169.0457942,-0.621638636,1.355651978
0.0312385544,-1.009596837,0.9412258053,-0.0015990866,0.3900455811,-182.8458638,-0.5664073868,1.327744485
0.0316507993,-1.081826196,1.203905695,-0.001818654519,0.3120477132,-195.0704062,-0.4973781162,1.287077218
0.03206304419,-1.137488095,1.446667349,-0.002008027529,0.2296279677,-204.2696377,-0.4200063273,1.236219962
0.03247528908,-1.175805402,1.6654467,-0.002164016963,0.144065864,-210.2949115,-0.3356761834,1.176019366
0.0328293997,-1.194477379,1.831428301,-0.002269349982,0.06907206519,-212.8605679,-0.2586458268,1.117607733
0.03318351031,-1.199814262,1.974953459,-0.002346820576,-0.006397683116,-212.9802905,-0.1784107687,1.053758891
0.0334832687,-1.193901834,2.077573596,-0.002389888636,-0.07001235865,-211.1677402,-0.1087490363,0.996041962
0.03375042574,-1.180639386,2.153652634,-0.002410548698,-0.1260461638,-208.0855362,-0.04580587091,0.9422057727
0.03398211343,-1.163125195,2.207456286,-0.002414804528,-0.1738391858,-204.3094296,0.009072835999,0.8939923152
0.03421380113,-1.140132016,2.249647992,-0.002406351922,-0.2206405121,-199.5285281,0.06386602951,0.8446294926
0.03444548882,-1.111788742,2.28000463,-0.002385231849,-0.2662200548,-193.7670789,0.1183744832,0.7943777907
0.03468358377,-1.077250922,2.298700164,-0.002350442644,-0.3115517972,-186.8555136,0.1737115135,0.7420891699
0.03492167872,-1.03742347,2.304620859,-0.002302589203,-0.3551219657,-178.9764673,0.2280798081,0.6894333325
0.03516657714,-0.9911754064,2.297348069,-0.0022400138,-0.3978620077,-169.9075705,0.2826986091,0.6351988718
0.03541357802,-0.9393786287,2.276329297,-0.002163557479,-0.4386025706,-159.8218643,0.336068537,0.580744639
0.03566590928,-0.8814414692,2.240797888,-0.002072091371,-0.4775342124,-148.6053994,0.3885277028,0.5257089204
0.0359230549,-0.8175443476,2.190198752,-0.00196557441,-0.5141829224,-136.2952656,0.439475548,0.4705945465
0.03618429108,-0.7480298238,2.124257283,-0.001844323015,-0.5480635453,-122.9591639,0.48830024,0.4159739769
0.03645133684,-0.6726482745,2.042163875,-0.001707631432,-0.5789918754,-108.5512757,0.534832017,0.361945927
0.03672281156,-0.5920648121,1.944080075,-0.001556450508,-0.6063920605,-93.20102591,0.5782725158,0.3092819478
0.03699986643,-0.5063015058,1.829508228,-0.00139058934,-0.6299709348,-76.91506034,0.6182929612,0.2582785397
0.03728240752,-0.4158181666,1.698502934,-0.001210694066,-0.6492933821,-59.78371119,0.6542834059,0.2095148515
0.03757040395,-0.3211512724,1.551307612,-0.001017610495,-0.6639456385,-41.91190114,0.6856833317,0.1635800267
0.03786500387,-0.2225365431,1.387713565,-0.0008115843607,-0.6735636159,-23.34824109,0.7120055986,0.1209175256
0.03816573683,-0.1208451533,1.208569767,-0.000594203023,-0.6777166418,-4.261578618,0.7326028229,0.08225318273
0.03847450215,-0.01626099276,1.013539587,-0.0003656051742,-0.6760083725,15.30761724,0.7469623568,0.04804935079
0.03879132883,0.09027090875,0.8036286841,-0.000127572365,-0.6680030793,35.17513299,0.754409706,0.01906940333
0.03911908672,0.1985928104,0.5782315613,0.0001198862226,-0.6531611716,55.30210967,0.7542690281,-0.004090891409
0.03945977014,0.3080078184,0.3375918523,0.0003756315962,-0.6308495221,75.54638224,0.745670505,-0.02055718482
0.03982083202,0.4191424349,0.07851215286,0.0006418262361,-0.5998446064,96.0050556,0.7272621745,-0.02934254328
0.04021687366,0.5337855258,-0.206580024,0.0009240952708,-0.5576145797,116.9738635,0.6963519852,-0.02860102521
0.04088546188,0.7057002317,-0.6780771055,0.001365801714,-0.4686881978,148.0507448,0.6200456121,-0.002844220344
0.04126295968,0.7885674747,-0.9322734158,0.00158972367,-0.4099492564,162.7858282,0.5648069176,0.02492974821
0.04168798412,0.8679389388,-1.202518453,0.001814854379,-0.3377109418,176.6369181,0.493068362,0.06705029417
0.04211300857,0.9313643718,-1.451249018,0.002007603753,-0.2602417841,187.3661751,0.4125141812,0.1199310303
0.04249091177,0.973579289,-1.650748243,0.002148987806,-0.1880717864,194.1406134,0.3348358466,0.1752244557
0.04286881498,1.001940877,-1.826936729,0.002260056182,-0.1138484602,198.2219921,0.2523072081,0.2374966955
0.04319564618,1.015070759,-1.958598455,0.002330463767,-0.04879152634,199.5420942,0.178131206,0.296305423
0.04348740582,1.017794712,-2.058701318,0.00237255697,0.009384780863,198.9807952,0.110233116,0.3521528091
0.04377916546,1.012055689,-2.141484147,0.002394708209,0.06715877419,196.7867833,0.04148849722,0.4106710993
0.04401295592,1.001410562,-2.194848121,0.0023979296,0.112844071,193.8646693,-0.01393751851,0.4591586017
0.04424674638,0.9854711814,-2.236356014,0.002388203491,0.157726916,189.925429,-0.06922307748,0.5087827072
0.04448053684,0.9643457634,-2.265785838,0.002365588134,0.2015720754,184.9918512,-0.1241684208,0.5592750269
0.04472055108,0.9374052517,-2.28326891,0.002329081858,0.2452643593,178.9220053,-0.179878943,0.6117280885
0.04496056532,0.9053170776,-2.287756957,0.00227932632,0.287381115,171.869675,-0.2345337406,0.6645094324
0.04520626013,0.8673503553,-2.278866504,0.002214963405,0.3286217319,163.676011,-0.2891353179,0.7185659695
0.04545529889,0.8238340794,-2.255987525,0.002136247553,0.3682497022,154.4157507,-0.3426942726,0.7730566464
0.04570820001,0.774752358,-2.218610947,0.002042924905,0.4060145224,144.0870818,-0.3949424284,0.8277393255
0.04596677262,0.7198177793,-2.165907478,0.001934169173,0.4418092094,132.6319548,-0.4457922268,0.8826093353
0.04622897377,0.6595965069,-2.097860408,0.001810848954,0.4749694189,120.1701349,-0.4943333107,0.9368070416
