time,dcpm.inertiaRotor.a,dcse.flange.phi,dcpm.flange.phi,dcee.ie,dcse.inertiaRotor.a,dcee.inertiaRotor.flange_b.tau,loadInertia3.w,dcpm.ra.p.i,dcee.airGapDC.flange.phi,loadInertia2.w,dcee.ra.p.i,loadInertia1.w,dcse.brush.p.i,dcee.ia,loadInertia1.phi,loadInertia3.phi,loadInertia2.phi,dcpm.ia,dcse.ia,dcse.tauElectrical,dcee.tauElectrical,dcpm.tauElectrical
0.2555700483,6.607469893e-06,37.73633155,38.13766017,1,0.003304079025,-63.66000099,147.6560712,99.99689728,38.13766017,149.2258947,99.99689728,149.2258947,99.99922558,99.99689728,38.13766017,37.73633155,38.13766017,99.99689728,99.99922558,63.66099122,63.66000198,63.66000198
0.3261194345,9.821034619e-07,48.15338446,48.66545545,1,0.002730665463,-63.66000015,147.6562834,99.99689463,48.66545545,149.2258949,99.99689463,149.2258949,99.99909048,99.99689463,48.66545545,48.15338446,48.66545545,99.99689463,99.99909048,63.6608192,63.66000029,63.66000029
0.4209800128,7.554827691e-08,62.1601562,62.82111015,1,0.002113297,-63.66000001,147.6565119,99.9968942,62.82111015,149.225895,99.9968942,149.225895,99.99894501,99.9968942,62.82111015,62.1601562,62.82111015,99.9968942,99.99894501,63.66063399,63.66000002,63.66000002
0.4879748493,1.236175449e-08,72.05238453,72.81847458,1,0.001763396919,-63.66,147.6566414,99.99689417,72.81847458,149.225895,99.99689417,149.225895,99.99886257,99.99689417,72.81847458,72.05238453,72.81847458,99.99689417,99.99886257,63.66052902,63.66,63.66
0.496199559,9.8988923e-09,73.26681761,74.04581425,1,0.00172464365,-63.66,147.6566558,99.99689417,74.04581425,149.225895,99.99689417,149.225895,99.99885343,99.99689417,74.04581425,73.26681761,74.04581425,99.99689417,99.99885343,63.66051739,63.66,63.66
0.5150728381,0.5245852024,76.05360871,76.86221942,1,0.6283133857,-63.54678041,147.6615055,99.94265172,76.86221942,149.2301552,99.94265172,149.2301552,99.99576615,99.94265172,76.86221942,76.05360871,76.86221942,99.94265172,99.99576615,63.65658664,63.62546819,63.62546819
0.5248162791,0.7667260705,77.49237593,78.31626361,1,1.020108825,-63.45904805,147.6695445,99.86189515,78.31626361,149.2364978,99.86189515,149.2364978,99.99064904,99.86189515,78.31626361,77.49237593,78.31626361,99.86189515,99.99064904,63.65007178,63.57405696,63.57405696
0.5471514094,1.131020745,80.7909215,81.64970641,1,1.88028751,-63.22932137,147.7020314,99.58687623,81.64970641,149.2580977,99.58687623,149.2580977,99.96997543,99.58687623,81.64970641,80.7909215,81.64970641,99.58687623,99.96997543,63.62375451,63.39897448,63.39897448
0.5694865398,1.330256879,84.09040297,84.98370668,1,2.690228387,-62.97483591,147.7531635,99.23407532,84.98370668,149.2858066,99.23407532,149.2858066,99.93745384,99.23407532,84.98370668,84.09040297,84.98370668,99.23407532,99.93745384,63.58236589,63.17437444,63.17437444
0.5979616681,1.459326873,88.29891678,89.23519934,1,3.654825943,-62.63165107,147.8436762,98.72541324,89.23519934,149.3257569,98.72541324,149.3257569,99.87993682,98.72541324,89.23519934,88.29891678,89.23519934,98.72541324,99.87993682,63.50919982,62.8505501,62.8505501
0.6300654267,1.523946611,93.04731389,94.02988297,1,4.657919462,-62.23259898,147.9773406,98.11380934,94.02988297,149.3737921,98.11380934,149.3737921,99.79511975,98.11380934,94.02988297,93.04731389,94.02988297,98.11380934,99.79511975,63.40138283,62.46119097,62.46119097
0.6689705163,1.554389327,98.80819709,99.8424468,1,5.764679987,-61.74182578,148.1804539,97.35007751,99.8424468,149.4337755,97.35007751,149.4337755,99.66650904,97.35007751,99.8424468,98.80819709,99.8424468,97.35007751,99.66650904,63.23807138,61.97498418,61.97498418
0.7153206395,1.566071727,105.6830068,106.7703959,1,6.944648873,-61.15344838,148.4755397,96.42860904,106.7703959,149.5061474,96.42860904,149.5061474,99.48025121,96.42860904,106.7703959,105.6830068,106.7703959,96.42860904,99.48025121,63.00193228,61.38835914,61.38835914
0.7727986065,1.569758074,114.2292822,115.366295,1,8.226678197,-60.42219185,148.9124369,95.28082255,115.366295,149.5962944,95.28082255,149.5962944,99.20575702,95.28082255,115.366295,114.2292822,115.366295,95.28082255,99.20575702,62.6547316,60.65765556,60.65765556
0.8460251826,1.570610739,125.1569847,126.3249292,1,9.617594301,-59.48999899,149.5672733,93.81673832,126.3249292,149.7112833,93.81673832,149.7112833,98.79716088,93.81673832,126.3249292,125.1569847,126.3249292,93.81673832,98.79716088,62.13968566,59.7255906,59.7255906
0.9445963916,1.570738028,139.949359,141.089782,1,11.152189,-58.23500945,150.593708,91.84543536,141.089782,149.8661091,91.84543536,149.8661091,98.1634289,91.84543536,141.089782,139.949359,141.089782,91.84543536,98.1634289,61.34505543,58.47062015,58.47062015
1.080230473,1.570747308,160.4829919,161.4311823,1,12.80607102,-56.50811771,152.2234487,89.13284235,161.4311823,150.0791556,89.13284235,150.0791556,97.17374329,89.13284235,161.4311823,160.4829919,161.4311823,89.13284235,97.17374329,60.11432688,56.74372981,56.74372981
1.242822706,1.570747538,185.4097765,185.8536496,1,14.33399808,-54.43799343,154.4350246,85.88109879,185.8536496,150.334547,85.88109879,150.334547,95.86221299,85.88109879,185.8536496,185.4097765,185.8536496,85.88109879,95.86221299,58.50258065,54.67360556,54.67360556
1.443316794,1.57074754,216.6717254,216.0264078,1,15.82878137,-51.88530271,157.4638857,81.87134159,216.0264078,150.6494725,81.87134159,150.6494725,94.12241048,81.87134159,216.0264078,216.6717254,216.0264078,81.87134159,94.12241048,56.39832487,52.12091485,52.12091485
1.689445897,1.57074754,255.9238214,253.153205,1,17.38533539,-48.75158697,161.5551589,76.94891241,253.153205,151.0360792,76.94891241,151.0360792,91.87021345,76.94891241,253.153205,255.9238214,253.153205,76.94891241,91.87021345,53.73157535,48.9871991,48.9871991
2.000110843,1.57074754,306.9820018,300.1506189,1,19.22407874,-44.79620088,167.2424147,70.73580647,300.1506189,151.5240554,70.73580647,151.5240554,88.91273425,70.73580647,300.1506189,306.9820018,300.1506189,70.73580647,88.91273425,50.32781257,45.03181301,45.03181301
2.406025579,1.57074754,376.5191324,361.7858694,1,21.72720381,-39.62809446,175.5460358,62.61776388,361.7858694,152.161645,62.61776388,152.161645,84.92130084,62.61776388,361.7858694,376.5191324,361.7858694,62.61776388,84.92130084,45.91064553,39.86370659,39.86370659
2.89617546,1.57074754,465.3054495,436.5565651,1,25.17735924,-33.38750618,187.0176761,52.81507074,436.5565651,152.9315467,52.81507074,152.9315467,79.96213785,52.81507074,436.5565651,465.3054495,436.5565651,52.81507074,79.96213785,40.70510849,33.62311831,33.62311831
3.394890394,1.57074754,561.8709649,513.0211469,1,29.37438343,-27.03786764,200.5880818,42.84108184,513.0211469,153.714902,42.84108184,153.714902,74.7952156,42.84108184,513.0211469,561.8709649,513.0211469,42.84108184,74.7952156,35.61457448,27.27347977,27.27347977
3.893605328,1.57074754,665.7604708,589.8763996,1,34.4414878,-20.6882291,216.4614683,32.86709294,589.8763996,154.4982572,32.86709294,154.4982572,69.53923938,32.86709294,589.8763996,665.7604708,589.8763996,32.86709294,69.53923938,30.78505934,20.92384123,20.92384123
4.395325956,1.57074754,778.944659,667.5890593,1,40.58956096,-14.30032206,235.2363746,22.83299204,667.5890593,155.2863337,22.83299204,155.2863337,64.20292072,22.83299204,667.5890593,778.944659,667.5890593,22.83299204,64.20292072,26.24156269,14.53593419,14.53593419
4.903537661,1.57074754,904.0436648,746.7102373,1,48.06122951,-7.829770638,257.7068752,12.66907363,746.7102373,156.084606,12.66907363,156.084606,58.80234014,12.66907363,746.7102373,904.0436648,746.7102373,12.66907363,58.80234014,22.01249867,8.065382769,8.065382769
5.427049232,1.57074754,1045.390459,828.6375777,1,40.63695688,-1.164421304,281.5120657,2.199167377,828.6375777,156.9069105,2.199167377,156.9069105,53.99021836,2.199167377,828.6375777,1045.390459,828.6375777,2.199167377,53.99021836,18.55710781,1.400033435,1.400033435
5.483177101,1.57074754,1061.254641,837.4469024,1,39.69122246,-0.4498012764,283.7662345,1.076644863,837.4469024,156.9950732,1.076644863,156.9950732,53.57586896,1.076644863,837.4469024,1061.254641,837.4469024,1.076644863,53.57586896,18.27336674,0.6854134075,0.6854134075
5.496064737,1.57074754,1064.915007,839.4703281,1,39.47979971,-0.2857159056,284.2763958,0.8189001651,839.4703281,157.0153164,0.8189001651,157.0153164,53.48280726,0.8189001651,839.4703281,1064.915007,839.4703281,0.8189001651,53.48280726,18.20993991,0.5213280367,0.5213280367
5.502746881,1.458859023,1066.815464,840.519562,1,39.37105222,-0.2188288535,284.5398418,0.6874711185,840.519562,157.0256388,0.6874711185,157.0256388,53.43487689,0.6874711185,840.519562,1066.815464,840.519562,0.6874711185,53.43487689,18.17731567,0.4376577069,0.4376577069
5.506180753,1.3295957,1067.792769,841.0587763,1,39.31539801,-0.199439355,284.6749414,0.6265572124,841.0587763,157.030423,0.6265572124,157.030423,53.4103307,0.6265572124,841.0587763,1067.792769,841.0587763,0.6265572124,53.4103307,18.1606194,0.3988787099,0.3988787099
5.521720574,0.8737200797,1072.221304,843.4991412,1,39.06546673,-0.131058012,285.2839496,0.4117308875,843.4991412,157.0472954,0.4117308875,157.0472954,53.29995958,0.4117308875,843.4991412,1072.221304,843.4991412,0.4117308875,53.29995958,18.08564002,0.2621160239,0.2621160239
5.537260395,0.5741495537,1076.659272,845.9397203,1,38.81864942,-0.08612243306,285.8890983,0.270561603,845.9397203,157.0583828,0.270561603,157.0583828,53.19073885,0.270561603,845.9397203,1076.659272,845.9397203,0.270561603,53.19073885,18.01159483,0.1722448661,0.1722448661
5.555880589,0.3471619142,1081.989295,848.8642624,1,38.52692255,-0.05207428712,286.6091863,0.1635961979,848.8642624,157.0667839,0.1635961979,157.0667839,53.061355,0.1635961979,848.8642624,1081.989295,848.8642624,0.1635961979,53.061355,17.92407676,0.1041485742,0.1041485742
5.575643383,0.2035314965,1087.660997,851.9683981,1,38.22197606,-0.03052972448,287.3675648,0.09591195814,851.9683981,157.0720998,0.09591195814,157.0720998,52.92577,0.09591195814,851.9683981,1087.660997,851.9683981,0.09591195814,52.92577,17.83259282,0.06105944896,0.06105944896
5.597318252,0.11331686,1093.898604,855.372955,1,37.89293218,-0.01699752899,288.192445,0.05339931221,855.372955,157.0754387,0.05339931221,157.0754387,52.77908016,0.05339931221,855.372955,1093.898604,855.372955,0.05339931221,52.77908016,17.73387965,0.03399505799,0.03399505799
5.620283239,0.06092828669,1100.526902,858.980215,1,37.55031256,-0.009139243004,289.0587099,0.02871177868,858.980215,157.0773777,0.02871177868,157.0773777,52.62590363,0.02871177868,858.980215,1100.526902,858.980215,0.02871177868,52.62590363,17.63109377,0.01827848601,0.01827848601
5.644717076,0.03148528751,1107.600888,862.8182328,1,37.19237912,-0.004722793126,289.9718216,0.01483709219,862.8182328,157.0784674,0.01483709219,157.0784674,52.46540305,0.01483709219,862.8182328,1107.600888,862.8182328,0.01483709219,52.46540305,17.52371374,0.009445586252,0.009445586252
5.670516497,0.0156809498,1115.09433,866.8707748,1,36.82161201,-0.00235214247,290.9265651,0.007389473503,866.8707748,157.0790523,0.007389473503,157.0790523,52.29862836,0.007389473503,866.8707748,1115.09433,866.8707748,0.007389473503,52.29862836,17.4124836,0.004704284939,0.004704284939
5.697900321,0.007482477659,1123.074769,871.1722046,1,36.4358877,-0.001122371649,291.9295823,0.003526034527,871.1722046,157.0793557,0.003526034527,157.0793557,52.12455946,0.003526034527,871.1722046,1123.074769,871.1722046,0.003526034527,52.12455946,17.29676631,0.002244743298,0.002244743298
5.727176793,0.003392422166,1131.636994,875.7709364,1,36.03211768,-0.0005088633248,292.9903647,0.001598641283,875.7709364,157.0795071,0.001598641283,157.0795071,51.941722,0.001598641283,875.7709364,1131.636994,875.7709364,0.001598641283,51.941722,17.1756353,0.00101772665,0.00101772665
5.758943105,0.001437997911,1140.962325,880.7607743,1,35.60373722,-0.0002156996866,294.1281418,0.0006776405508,880.7607743,157.0795795,0.0006776405508,157.0795795,51.74703403,0.0006776405508,880.7607743,1140.962325,880.7607743,0.0006776405508,51.74703403,17.04712116,0.0004313993732,0.0004313993732
5.794065407,0.0005567075335,1151.314647,886.2777715,1,35.14145886,-8.350613003e-05,295.3704746,0.0002623422446,886.2777715,157.0796121,0.0002623422446,157.0796121,51.53611526,0.0002623422446,886.2777715,1151.314647,886.2777715,0.0002623422446,51.53611526,16.90843766,0.0001670122601,0.0001670122601
5.833786931,0.0001903392857,1163.0748,892.5172133,1,34.63245131,-2.855089286e-05,296.7561901,8.969527525e-05,892.5172133,157.0796256,8.969527525e-05,157.0796256,51.30287283,8.969527525e-05,892.5172133,1163.0748,892.5172133,8.969527525e-05,51.30287283,16.75573539,5.710178571e-05,5.710178571e-05
5.879860474,5.481445509e-05,1176.783964,899.7544284,1,34.05959446,-8.222168264e-06,298.3385624,2.583070342e-05,899.7544284,157.0796307,2.583070342e-05,157.0796307,51.03909793,2.583070342e-05,899.7544284,1176.783964,899.7544284,2.583070342e-05,51.03909793,16.58387834,1.644433653e-05,1.644433653e-05
5.934906342,1.238736621e-05,1193.257533,908.401013,1,33.39864984,-1.858104932e-06,300.1950971,5.837408804e-06,908.401013,157.0796322,5.837408804e-06,157.0796322,50.73305862,5.837408804e-06,908.401013,1193.257533,908.401013,5.837408804e-06,50.73305862,16.38559495,3.716209864e-06,3.716209864e-06
6,2.133764944e-06,1212.868552,918.6259009,1,32.64812947,-3.200647416e-07,302.3445333,1.005513041e-06,918.6259009,157.0796326,1.005513041e-06,157.0796326,50.38328887,1.005513041e-06,918.6259009,1212.868552,918.6259009,1.005513041e-06,50.38328887,16.16043884,6.401294833e-07,6.401294833e-07
