time,pump.flowPort_a.h,pump.flowPort_b.h,ambient2.flowPort.h,pipe.flowPort_b.H_flow,pump.h,heatCapacitor.T,pipe.T
1.01,293.15,293.15,306.2637411,-306.2637411,293.15,318.1778799,306.2637411
1.011,293.15,293.15,306.2517704,-306.2517704,293.15,318.1587736,306.2517704
1.012,293.15,293.15,306.2398481,-306.2398481,293.15,318.1397385,306.2398481
1.013,293.15,293.15,306.2279738,-306.2279738,293.15,318.1207743,306.2279738
1.014,293.15,293.15,306.2161474,-306.2161474,293.15,318.1018809,306.2161474
1.015,293.15,293.15,306.2043685,-306.2043685,293.15,318.083058,306.2043685
1.016,293.15,293.15,306.192637,-306.192637,293.15,318.0643053,306.192637
1.017,293.15,293.15,306.1809525,-306.1809525,293.15,318.0456228,306.1809525
1.018,293.15,293.15,306.1693148,-306.1693148,293.15,318.02701,306.1693148
1.019,293.15,293.15,306.1577237,-306.1577237,293.15,318.0084668,306.1577237
1.02,293.15,293.15,306.1461789,-306.1461789,293.15,317.9899931,306.1461789
1.021,293.15,293.15,306.1346802,-306.1346802,293.15,317.9715885,306.1346802
1.022,293.15,293.15,306.1232273,-306.1232273,293.15,317.9532528,306.1232273
1.023,293.15,293.15,306.11182,-306.11182,293.15,317.9349858,306.11182
1.024,293.15,293.15,306.1004581,-306.1004581,293.15,317.9167873,306.1004581
1.025,293.15,293.15,306.0891414,-306.0891414,293.15,317.8986571,306.0891414
1.026,293.15,293.15,306.0778695,-306.0778695,293.15,317.8805948,306.0778695
1.027,293.15,293.15,306.0666423,-306.0666423,293.15,317.8626004,306.0666423
1.028,293.15,293.15,306.0554595,-306.0554595,293.15,317.8446736,306.0554595
1.029,293.15,293.15,306.044321,-306.044321,293.15,317.8268141,306.044321
1.03,293.15,293.15,306.0332265,-306.0332265,293.15,317.8090217,306.0332265
1.031,293.15,293.15,306.0221758,-306.0221758,293.15,317.7912963,306.0221758
1.032,293.15,293.15,306.0111686,-306.0111686,293.15,317.7736375,306.0111686
1.033,293.15,293.15,306.0002048,-306.0002048,293.15,317.7560452,306.0002048
1.034,293.15,293.15,305.9892842,-305.9892842,293.15,317.738519,305.9892842
1.035,293.15,293.15,305.9784065,-305.9784065,293.15,317.7210589,305.9784065
1.036,293.15,293.15,305.9675715,-305.9675715,293.15,317.7036646,305.9675715
1.037,293.15,293.15,305.9567791,-305.9567791,293.15,317.6863358,305.9567791
1.038,293.15,293.15,305.946029,-305.946029,293.15,317.6690723,305.946029
1.039,293.15,293.15,305.9353211,-305.9353211,293.15,317.6518739,305.9353211
1.04,293.15,293.15,305.9246551,-305.9246551,293.15,317.6347403,305.9246551
1.041,293.15,293.15,305.9140308,-305.9140308,293.15,317.6176714,305.9140308
1.042,293.15,293.15,305.9034481,-305.9034481,293.15,317.6006669,305.9034481
1.043,293.15,293.15,305.8929068,-305.8929068,293.15,317.5837266,305.8929068
1.044,293.15,293.15,305.8824066,-305.8824066,293.15,317.5668502,305.8824066
1.045,293.15,293.15,305.8719475,-305.8719475,293.15,317.5500375,305.8719475
1.046,293.15,293.15,305.8615292,-305.8615292,293.15,317.5332884,305.8615292
1.047,293.15,293.15,305.8511515,-305.8511515,293.15,317.5166025,305.8511515
1.048,293.15,293.15,305.8408142,-305.8408142,293.15,317.4999797,305.8408142
1.049,293.15,293.15,305.8305173,-305.8305173,293.15,317.4834196,305.8305173
1.05,293.15,293.15,305.8202605,-305.8202605,293.15,317.4669222,305.8202605
1.051,293.15,293.15,305.8100436,-305.8100436,293.15,317.4504871,305.8100436
1.052,293.15,293.15,305.7998666,-305.7998666,293.15,317.4341142,305.7998666
1.053,293.15,293.15,305.7897291,-305.7897291,293.15,317.4178031,305.7897291
1.054,293.15,293.15,305.7796311,-305.7796311,293.15,317.4015538,305.7796311
1.055,293.15,293.15,305.7695724,-305.7695724,293.15,317.3853659,305.7695724
1.056,293.15,293.15,305.7595529,-305.7595529,293.15,317.3692392,305.7595529
1.057,293.15,293.15,305.7495724,-305.7495724,293.15,317.3531734,305.7495724
1.058,293.15,293.15,305.7396307,-305.7396307,293.15,317.3371685,305.7396307
1.059,293.15,293.15,305.7297276,-305.7297276,293.15,317.3212241,305.7297276
1.06,293.15,293.15,305.7198632,-305.7198632,293.15,317.30534,305.7198632
1.061,293.15,293.15,305.7100371,-305.7100371,293.15,317.2895159,305.7100371
1.062,293.15,293.15,305.7002493,-305.7002493,293.15,317.2737517,305.7002493
1.063,293.15,293.15,305.6904996,-305.6904996,293.15,317.2580471,305.6904996
1.064,293.15,293.15,305.6807879,-305.6807879,293.15,317.2424019,305.6807879
1.065,293.15,293.15,305.6711141,-305.6711141,293.15,317.2268159,305.6711141
1.066,293.15,293.15,305.6614795,-305.6614795,293.15,317.2112887,305.6614795
1.067,293.15,293.15,305.6518825,-305.6518825,293.15,317.1958203,305.6518825
1.068,293.15,293.15,305.6423225,-305.6423225,293.15,317.1804104,305.6423225
1.069,293.15,293.15,305.6327994,-305.6327994,293.15,317.1650589,305.6327994
1.07,293.15,293.15,305.6233131,-305.6233131,293.15,317.1497655,305.6233131
1.071,293.15,293.15,305.6138633,-305.6138633,293.15,317.13453,305.6138633
1.072,293.15,293.15,305.60445,-305.60445,293.15,317.1193523,305.60445
1.073,293.15,293.15,305.595073,-305.595073,293.15,317.1042321,305.595073
1.074,293.15,293.15,305.5857322,-305.5857322,293.15,317.0891692,305.5857322
1.075,293.15,293.15,305.5764274,-305.5764274,293.15,317.0741634,305.5764274
1.076,293.15,293.15,305.5671585,-305.5671585,293.15,317.0592145,305.5671585
1.077,293.15,293.15,305.5579253,-305.5579253,293.15,317.0443222,305.5579253
1.078,293.15,293.15,305.5487277,-305.5487277,293.15,317.0294864,305.5487277
1.079,293.15,293.15,305.5395656,-305.5395656,293.15,317.0147069,305.5395656
1.08,293.15,293.15,305.5304388,-305.5304388,293.15,316.9999834,305.5304388
1.081,293.15,293.15,305.5213471,-305.5213471,293.15,316.9853158,305.5213471
1.082,293.15,293.15,305.5122905,-305.5122905,293.15,316.9707039,305.5122905
1.083,293.15,293.15,305.5032688,-305.5032688,293.15,316.9561473,305.5032688
1.084,293.15,293.15,305.4942819,-305.4942819,293.15,316.941646,305.4942819
1.085,293.15,293.15,305.4853296,-305.4853296,293.15,316.9271998,305.4853296
1.086,293.15,293.15,305.4764117,-305.4764117,293.15,316.9128083,305.4764117
1.087,293.15,293.15,305.4675282,-305.4675282,293.15,316.8984715,305.4675282
1.088,293.15,293.15,305.458679,-305.458679,293.15,316.8841892,305.458679
1.089,293.15,293.15,305.4498638,-305.4498638,293.15,316.869961,305.4498638
1.09,293.15,293.15,305.4410825,-305.4410825,293.15,316.8557869,305.4410825
1.091,293.15,293.15,305.4323351,-305.4323351,293.15,316.8416666,305.4323351
1.092,293.15,293.15,305.4236214,-305.4236214,293.15,316.8276,305.4236214
1.093,293.15,293.15,305.4149411,-305.4149411,293.15,316.8135867,305.4149411
1.094,293.15,293.15,305.4062943,-305.4062943,293.15,316.7996267,305.4062943
1.095,293.15,293.15,305.3976808,-305.3976808,293.15,316.7857198,305.3976808
1.096,293.15,293.15,305.3891004,-305.3891004,293.15,316.7718656,305.3891004
1.097,293.15,293.15,305.380553,-305.380553,293.15,316.7580641,305.380553
1.098,293.15,293.15,305.3720385,-305.3720385,293.15,316.7443151,305.3720385
1.099,293.15,293.15,305.3635568,-305.3635568,293.15,316.7306183,305.3635568
1.1,293.15,293.15,305.3551076,-305.3551076,293.15,316.7169736,305.3551076
1.101,293.15,293.15,305.346691,-305.346691,293.15,316.7033807,305.346691
1.102,293.15,293.15,305.3383067,-305.3383067,293.15,316.6898395,305.3383067
1.103,293.15,293.15,305.3299547,-305.3299547,293.15,316.6763498,305.3299547
1.104,293.15,293.15,305.3216347,-305.3216347,293.15,316.6629114,305.3216347
1.105,293.15,293.15,305.3133468,-305.3133468,293.15,316.649524,305.3133468
1.106,293.15,293.15,305.3050907,-305.3050907,293.15,316.6361876,305.3050907
1.107,293.15,293.15,305.2968663,-305.2968663,293.15,316.6229019,305.2968663
1.108,293.15,293.15,305.2886735,-305.2886735,293.15,316.6096667,305.2886735
1.109,293.15,293.15,305.2805122,-305.2805122,293.15,316.5964819,305.2805122
1.11,293.15,293.15,305.2723822,-305.2723822,293.15,316.5833472,305.2723822
1.111,293.15,293.15,305.2642834,-305.2642834,293.15,316.5702624,305.2642834
1.112,293.15,293.15,305.2562158,-305.2562158,293.15,316.5572274,305.2562158
1.113,293.15,293.15,305.2481791,-305.2481791,293.15,316.5442421,305.2481791
1.114,293.15,293.15,305.2401732,-305.2401732,293.15,316.5313061,305.2401732
1.115,293.15,293.15,305.2321981,-305.2321981,293.15,316.5184193,305.2321981
1.116,293.15,293.15,305.2242536,-305.2242536,293.15,316.5055816,305.2242536
1.117,293.15,293.15,305.2163396,-305.2163396,293.15,316.4927927,305.2163396
1.118,293.15,293.15,305.2084559,-305.2084559,293.15,316.4800525,305.2084559
1.119,293.15,293.15,305.2006025,-305.2006025,293.15,316.4673607,305.2006025
1.12,293.15,293.15,305.1927792,-305.1927792,293.15,316.4547173,305.1927792
1.121,293.15,293.15,305.1849859,-305.1849859,293.15,316.4421219,305.1849859
1.122,293.15,293.15,305.1772225,-305.1772225,293.15,316.4295745,305.1772225
1.123,293.15,293.15,305.1694888,-305.1694888,293.15,316.4170749,305.1694888
1.124,293.15,293.15,305.1617848,-305.1617848,293.15,316.4046228,305.1617848
1.125,293.15,293.15,305.1541104,-305.1541104,293.15,316.3922182,305.1541104
1.126,293.15,293.15,305.1464653,-305.1464653,293.15,316.3798607,305.1464653
1.127,293.15,293.15,305.1388495,-305.1388495,293.15,316.3675503,305.1388495
1.128,293.15,293.15,305.1312629,-305.1312629,293.15,316.3552868,305.1312629
1.129,293.15,293.15,305.1237054,-305.1237054,293.15,316.3430699,305.1237054
1.13,293.15,293.15,305.1161768,-305.1161768,293.15,316.3308996,305.1161768
1.131,293.15,293.15,305.108677,-305.108677,293.15,316.3187756,305.108677
1.132,293.15,293.15,305.101206,-305.101206,293.15,316.3066977,305.101206
1.133,293.15,293.15,305.0937635,-305.0937635,293.15,316.2946658,305.0937635
1.134,293.15,293.15,305.0863496,-305.0863496,293.15,316.2826798,305.0863496
1.135,293.15,293.15,305.078964,-305.078964,293.15,316.2707393,305.078964
1.136,293.15,293.15,305.0716067,-305.0716067,293.15,316.2588444,305.0716067
1.137,293.15,293.15,305.0642775,-305.0642775,293.15,316.2469947,305.0642775
1.138,293.15,293.15,305.0569764,-305.0569764,293.15,316.2351902,305.0569764
1.139,293.15,293.15,305.0497032,-305.0497032,293.15,316.2234306,305.0497032
1.14,293.15,293.15,305.0424578,-305.0424578,293.15,316.2117157,305.0424578
1.141,293.15,293.15,305.0352401,-305.0352401,293.15,316.2000455,305.0352401
1.142,293.15,293.15,305.0280501,-305.0280501,293.15,316.1884198,305.0280501
1.143,293.15,293.15,305.0208875,-305.0208875,293.15,316.1768383,305.0208875
1.144,293.15,293.15,305.0137523,-305.0137523,293.15,316.1653009,305.0137523
1.145,293.15,293.15,305.0066444,-305.0066444,293.15,316.1538074,305.0066444
1.146,293.15,293.15,304.9995636,-304.9995636,293.15,316.1423577,304.9995636
1.147,293.15,293.15,304.9925099,-304.9925099,293.15,316.1309516,304.9925099
1.148,293.15,293.15,304.9854832,-304.9854832,293.15,316.119589,304.9854832
1.149,293.15,293.15,304.9784833,-304.9784833,293.15,316.1082696,304.9784833
1.15,293.15,293.15,304.9715101,-304.9715101,293.15,316.0969934,304.9715101
1.151,293.15,293.15,304.9645636,-304.9645636,293.15,316.0857601,304.9645636
1.152,293.15,293.15,304.9576437,-304.9576437,293.15,316.0745695,304.9576437
1.153,293.15,293.15,304.9507501,-304.9507501,293.15,316.0634216,304.9507501
1.154,293.15,293.15,304.9438829,-304.9438829,293.15,316.0523162,304.9438829
1.155,293.15,293.15,304.9370419,-304.9370419,293.15,316.041253,304.9370419
1.156,293.15,293.15,304.930227,-304.930227,293.15,316.030232,304.930227
1.157,293.15,293.15,304.9234382,-304.9234382,293.15,316.019253,304.9234382
1.158,293.15,293.15,304.9166752,-304.9166752,293.15,316.0083157,304.9166752
1.159,293.15,293.15,304.9099381,-304.9099381,293.15,315.9974202,304.9099381
1.16,293.15,293.15,304.9032267,-304.9032267,293.15,315.9865661,304.9032267
1.161,293.15,293.15,304.8965409,-304.8965409,293.15,315.9757534,304.8965409
1.162,293.15,293.15,304.8898806,-304.8898806,293.15,315.9649818,304.8898806
1.163,293.15,293.15,304.8832457,-304.8832457,293.15,315.9542513,304.8832457
1.164,293.15,293.15,304.8766362,-304.8766362,293.15,315.9435617,304.8766362
1.165,293.15,293.15,304.8700518,-304.8700518,293.15,315.9329128,304.8700518
1.166,293.15,293.15,304.8634926,-304.8634926,293.15,315.9223044,304.8634926
1.167,293.15,293.15,304.8569584,-304.8569584,293.15,315.9117364,304.8569584
1.168,293.15,293.15,304.8504492,-304.8504492,293.15,315.9012087,304.8504492
1.169,293.15,293.15,304.8439648,-304.8439648,293.15,315.8907211,304.8439648
1.17,293.15,293.15,304.8375051,-304.8375051,293.15,315.8802735,304.8375051
1.171,293.15,293.15,304.83107,-304.83107,293.15,315.8698657,304.83107
1.172,293.15,293.15,304.8246596,-304.8246596,293.15,315.8594975,304.8246596
1.173,293.15,293.15,304.8182735,-304.8182735,293.15,315.8491687,304.8182735
1.174,293.15,293.15,304.8119118,-304.8119118,293.15,315.8388794,304.8119118
1.175,293.15,293.15,304.8055744,-304.8055744,293.15,315.8286292,304.8055744
1.176,293.15,293.15,304.7992612,-304.7992612,293.15,315.8184181,304.7992612
1.177,293.15,293.15,304.792972,-304.792972,293.15,315.8082459,304.792972
1.178,293.15,293.15,304.7867068,-304.7867068,293.15,315.7981124,304.7867068
1.179,293.15,293.15,304.7804656,-304.7804656,293.15,315.7880176,304.7804656
1.18,293.15,293.15,304.7742481,-304.7742481,293.15,315.7779612,304.7742481
1.181,293.15,293.15,304.7680544,-304.7680544,293.15,315.7679431,304.7680544
1.182,293.15,293.15,304.7618842,-304.7618842,293.15,315.7579632,304.7618842
1.183,293.15,293.15,304.7557377,-304.7557377,293.15,315.7480213,304.7557377
1.184,293.15,293.15,304.7496145,-304.7496145,293.15,315.7381173,304.7496145
1.185,293.15,293.15,304.7435148,-304.7435148,293.15,315.728251,304.7435148
1.186,293.15,293.15,304.7374383,-304.7374383,293.15,315.7184223,304.7374383
1.187,293.15,293.15,304.731385,-304.731385,293.15,315.7086311,304.731385
1.188,293.15,293.15,304.7253548,-304.7253548,293.15,315.6988772,304.7253548
1.189,293.15,293.15,304.7193476,-304.7193476,293.15,315.6891604,304.7193476
1.19,293.15,293.15,304.7133634,-304.7133634,293.15,315.6794807,304.7133634
1.191,293.15,293.15,304.7074019,-304.7074019,293.15,315.6698379,304.7074019
1.192,293.15,293.15,304.7014633,-304.7014633,293.15,315.6602318,304.7014633
1.193,293.15,293.15,304.6955473,-304.6955473,293.15,315.6506623,304.6955473
1.194,293.15,293.15,304.6896539,-304.6896539,293.15,315.6411293,304.6896539
1.195,293.15,293.15,304.683783,-304.683783,293.15,315.6316327,304.683783
1.196,293.15,293.15,304.6779346,-304.6779346,293.15,315.6221722,304.6779346
1.197,293.15,293.15,304.6721085,-304.6721085,293.15,315.6127478,304.6721085
1.198,293.15,293.15,304.6663046,-304.6663046,293.15,315.6033594,304.6663046
1.199,293.15,293.15,304.6605229,-304.6605229,293.15,315.5940067,304.6605229
1.2,293.15,293.15,304.6547634,-304.6547634,293.15,315.5846897,304.6547634
1.201,293.15,293.15,304.6490274,-304.6490274,293.15,315.5754104,304.6490274
1.202,293.15,293.15,304.6433133,-304.6433133,293.15,315.5661663,304.6433133
1.203,293.15,293.15,304.6376208,-304.6376208,293.15,315.5569572,304.6376208
1.204,293.15,293.15,304.6319499,-304.6319499,293.15,315.5477831,304.6319499
1.205,293.15,293.15,304.6263005,-304.6263005,293.15,315.5386438,304.6263005
1.206,293.15,293.15,304.6206726,-304.6206726,293.15,315.5295391,304.6206726
1.207,293.15,293.15,304.6150661,-304.6150661,293.15,315.520469,304.6150661
1.208,293.15,293.15,304.6094808,-304.6094808,293.15,315.5114333,304.6094808
1.209,293.15,293.15,304.6039168,-304.6039168,293.15,315.5024319,304.6039168
1.21,293.15,293.15,304.5983739,-304.5983739,293.15,315.4934647,304.5983739
1.211,293.15,293.15,304.5928521,-304.5928521,293.15,315.4845315,304.5928521
1.212,293.15,293.15,304.5873512,-304.5873512,293.15,315.4756323,304.5873512
1.213,293.15,293.15,304.5818713,-304.5818713,293.15,315.4667668,304.5818713
1.214,293.15,293.15,304.5764122,-304.5764122,293.15,315.4579351,304.5764122
1.215,293.15,293.15,304.5709738,-304.5709738,293.15,315.4491369,304.5709738
1.216,293.15,293.15,304.5655561,-304.5655561,293.15,315.4403721,304.5655561
1.217,293.15,293.15,304.5601591,-304.5601591,293.15,315.4316406,304.5601591
1.218,293.15,293.15,304.5547825,-304.5547825,293.15,315.4229424,304.5547825
1.219,293.15,293.15,304.5494264,-304.5494264,293.15,315.4142771,304.5494264
1.22,293.15,293.15,304.5440907,-304.5440907,293.15,315.4056449,304.5440907
1.221,293.15,293.15,304.5387753,-304.5387753,293.15,315.3970455,304.5387753
1.222,293.15,293.15,304.5334801,-304.5334801,293.15,315.3884787,304.5334801
1.223,293.15,293.15,304.5282051,-304.5282051,293.15,315.3799446,304.5282051
1.224,293.15,293.15,304.5229502,-304.5229502,293.15,315.371443,304.5229502
1.225,293.15,293.15,304.5177152,-304.5177152,293.15,315.3629736,304.5177152
1.226,293.15,293.15,304.5125002,-304.5125002,293.15,315.3545366,304.5125002
1.227,293.15,293.15,304.5073051,-304.5073051,293.15,315.3461316,304.5073051
1.228,293.15,293.15,304.5021297,-304.5021297,293.15,315.3377586,304.5021297
1.229,293.15,293.15,304.4969741,-304.4969741,293.15,315.3294175,304.4969741
1.23,293.15,293.15,304.4918381,-304.4918381,293.15,315.3211081,304.4918381
1.231,293.15,293.15,304.4867216,-304.4867216,293.15,315.3128304,304.4867216
1.232,293.15,293.15,304.4816247,-304.4816247,293.15,315.3045842,304.4816247
1.233,293.15,293.15,304.4765472,-304.4765472,293.15,315.2963694,304.4765472
1.234,293.15,293.15,304.471489,-304.471489,293.15,315.2881859,304.471489
1.235,293.15,293.15,304.4664501,-304.4664501,293.15,315.2800336,304.4664501
1.236,293.15,293.15,304.4614304,-304.4614304,293.15,315.2719124,304.4614304
1.237,293.15,293.15,304.4564298,-304.4564298,293.15,315.263822,304.4564298
1.238,293.15,293.15,304.4514484,-304.4514484,293.15,315.2557626,304.4514484
1.239,293.15,293.15,304.4464859,-304.4464859,293.15,315.2477338,304.4464859
1.24,293.15,293.15,304.4415423,-304.4415423,293.15,315.2397356,304.4415423
1.241,293.15,293.15,304.4366176,-304.4366176,293.15,315.2317679,304.4366176
1.242,293.15,293.15,304.4317116,-304.4317116,293.15,315.2238306,304.4317116
1.243,293.15,293.15,304.4268244,-304.4268244,293.15,315.2159235,304.4268244
1.244,293.15,293.15,304.4219558,-304.4219558,293.15,315.2080466,304.4219558
1.245,293.15,293.15,304.4171058,-304.4171058,293.15,315.2001997,304.4171058
1.246,293.15,293.15,304.4122743,-304.4122743,293.15,315.1923827,304.4122743
1.247,293.15,293.15,304.4074612,-304.4074612,293.15,315.1845956,304.4074612
1.248,293.15,293.15,304.4026665,-304.4026665,293.15,315.1768381,304.4026665
1.249,293.15,293.15,304.3978901,-304.3978901,293.15,315.1691103,304.3978901
1.25,293.15,293.15,304.3931319,-304.3931319,293.15,315.1614119,304.3931319
1.251,293.15,293.15,304.3883918,-304.3883918,293.15,315.1537428,304.3883918
1.252,293.15,293.15,304.3836699,-304.3836699,293.15,315.146103,304.3836699
1.253,293.15,293.15,304.378966,-304.378966,293.15,315.1384924,304.378966
1.254,293.15,293.15,304.37428,-304.37428,293.15,315.1309108,304.37428
1.255,293.15,293.15,304.3696119,-304.3696119,293.15,315.1233581,304.3696119
1.256,293.15,293.15,304.3649616,-304.3649616,293.15,315.1158343,304.3649616
1.257,293.15,293.15,304.3603291,-304.3603291,293.15,315.1083391,304.3603291
1.258,293.15,293.15,304.3557143,-304.3557143,293.15,315.1008726,304.3557143
1.259,293.15,293.15,304.351117,-304.351117,293.15,315.0934345,304.351117
1.26,293.15,293.15,304.3465374,-304.3465374,293.15,315.0860248,304.3465374
1.261,293.15,293.15,304.3419752,-304.3419752,293.15,315.0786434,304.3419752
1.262,293.15,293.15,304.3374304,-304.3374304,293.15,315.0712902,304.3374304
1.263,293.15,293.15,304.332903,-304.332903,293.15,315.063965,304.332903
1.264,293.15,293.15,304.3283928,-304.3283928,293.15,315.0566678,304.3283928
1.265,293.15,293.15,304.3238999,-304.3238999,293.15,315.0493985,304.3238999
1.266,293.15,293.15,304.3194242,-304.3194242,293.15,315.0421568,304.3194242
1.267,293.15,293.15,304.3149655,-304.3149655,293.15,315.0349429,304.3149655
1.268,293.15,293.15,304.3105238,-304.3105238,293.15,315.0277564,304.3105238
1.269,293.15,293.15,304.3060992,-304.3060992,293.15,315.0205974,304.3060992
1.27,293.15,293.15,304.3016914,-304.3016914,293.15,315.0134657,304.3016914
1.271,293.15,293.15,304.2973004,-304.2973004,293.15,315.0063613,304.2973004
1.272,293.15,293.15,304.2929262,-304.2929262,293.15,314.999284,304.2929262
1.273,293.15,293.15,304.2885687,-304.2885687,293.15,314.9922336,304.2885687
1.274,293.15,293.15,304.2842278,-304.2842278,293.15,314.9852102,304.2842278
1.275,293.15,293.15,304.2799036,-304.2799036,293.15,314.9782136,304.2799036
1.276,293.15,293.15,304.2755958,-304.2755958,293.15,314.9712437,304.2755958
1.277,293.15,293.15,304.2713045,-304.2713045,293.15,314.9643005,304.2713045
1.278,293.15,293.15,304.2670295,-304.2670295,293.15,314.9573837,304.2670295
1.279,293.15,293.15,304.2627709,-304.2627709,293.15,314.9504933,304.2627709
1.28,293.15,293.15,304.2585286,-304.2585286,293.15,314.9436293,304.2585286
1.281,293.15,293.15,304.2543024,-304.2543024,293.15,314.9367914,304.2543024
1.282,293.15,293.15,304.2500924,-304.2500924,293.15,314.9299796,304.2500924
1.283,293.15,293.15,304.2458985,-304.2458985,293.15,314.9231939,304.2458985
1.284,293.15,293.15,304.2417205,-304.2417205,293.15,314.916434,304.2417205
1.285,293.15,293.15,304.2375586,-304.2375586,293.15,314.9097,304.2375586
1.286,293.15,293.15,304.2334125,-304.2334125,293.15,314.9029916,304.2334125
1.287,293.15,293.15,304.2292822,-304.2292822,293.15,314.8963089,304.2292822
1.288,293.15,293.15,304.2251677,-304.2251677,293.15,314.8896516,304.2251677
1.289,293.15,293.15,304.221069,-304.221069,293.15,314.8830198,304.221069
1.29,293.15,293.15,304.2169858,-304.2169858,293.15,314.8764133,304.2169858
1.291,293.15,293.15,304.2129183,-304.2129183,293.15,314.869832,304.2129183
1.292,293.15,293.15,304.2088663,-304.2088663,293.15,314.8632758,304.2088663
1.293,293.15,293.15,304.2048297,-304.2048297,293.15,314.8567447,304.2048297
1.294,293.15,293.15,304.2008086,-304.2008086,293.15,314.8502385,304.2008086
1.295,293.15,293.15,304.1968028,-304.1968028,293.15,314.8437571,304.1968028
1.296,293.15,293.15,304.1928123,-304.1928123,293.15,314.8373004,304.1928123
1.297,293.15,293.15,304.188837,-304.188837,293.15,314.8308684,304.188837
1.298,293.15,293.15,304.1848769,-304.1848769,293.15,314.8244609,304.1848769
1.299,293.15,293.15,304.180932,-304.180932,293.15,314.8180779,304.180932
1.3,293.15,293.15,304.177002,-304.177002,293.15,314.8117192,304.177002
1.301,293.15,293.15,304.1730871,-304.1730871,293.15,314.8053848,304.1730871
1.302,293.15,293.15,304.1691871,-304.1691871,293.15,314.7990746,304.1691871
1.303,293.15,293.15,304.165302,-304.165302,293.15,314.7927884,304.165302
1.304,293.15,293.15,304.1614317,-304.1614317,293.15,314.7865262,304.1614317
1.305,293.15,293.15,304.1575762,-304.1575762,293.15,314.780288,304.1575762
1.306,293.15,293.15,304.1537354,-304.1537354,293.15,314.7740735,304.1537354
1.307,293.15,293.15,304.1499092,-304.1499092,293.15,314.7678827,304.1499092
1.308,293.15,293.15,304.1460977,-304.1460977,293.15,314.7617155,304.1460977
1.309,293.15,293.15,304.1423007,-304.1423007,293.15,314.7555719,304.1423007
1.31,293.15,293.15,304.1385181,-304.1385181,293.15,314.7494517,304.1385181
1.311,293.15,293.15,304.13475,-304.13475,293.15,314.7433548,304.13475
1.312,293.15,293.15,304.1309963,-304.1309963,293.15,314.7372812,304.1309963
1.313,293.15,293.15,304.1272569,-304.1272569,293.15,314.7312307,304.1272569
1.314,293.15,293.15,304.1235317,-304.1235317,293.15,314.7252034,304.1235317
1.315,293.15,293.15,304.1198208,-304.1198208,293.15,314.719199,304.1198208
1.316,293.15,293.15,304.116124,-304.116124,293.15,314.7132175,304.116124
1.317,293.15,293.15,304.1124413,-304.1124413,293.15,314.7072588,304.1124413
1.318,293.15,293.15,304.1087726,-304.1087726,293.15,314.7013228,304.1087726
1.319,293.15,293.15,304.1051179,-304.1051179,293.15,314.6954095,304.1051179
1.32,293.15,293.15,304.1014772,-304.1014772,293.15,314.6895187,304.1014772
1.321,293.15,293.15,304.0978503,-304.0978503,293.15,314.6836503,304.0978503
1.322,293.15,293.15,304.0942373,-304.0942373,293.15,314.6778044,304.0942373
1.323,293.15,293.15,304.090638,-304.090638,293.15,314.6719807,304.090638
1.324,293.15,293.15,304.0870525,-304.0870525,293.15,314.6661792,304.0870525
1.325,293.15,293.15,304.0834806,-304.0834806,293.15,314.6603998,304.0834806
1.326,293.15,293.15,304.0799224,-304.0799224,293.15,314.6546425,304.0799224
1.327,293.15,293.15,304.0763776,-304.0763776,293.15,314.648907,304.0763776
1.328,293.15,293.15,304.0728465,-304.0728465,293.15,314.6431935,304.0728465
1.329,293.15,293.15,304.0693287,-304.0693287,293.15,314.6375017,304.0693287
1.33,293.15,293.15,304.0658244,-304.0658244,293.15,314.6318316,304.0658244
1.331,293.15,293.15,304.0623334,-304.0623334,293.15,314.6261831,304.0623334
1.332,293.15,293.15,304.0588557,-304.0588557,293.15,314.6205561,304.0588557
1.333,293.15,293.15,304.0553913,-304.0553913,293.15,314.6149506,304.0553913
1.334,293.15,293.15,304.0519401,-304.0519401,293.15,314.6093664,304.0519401
1.335,293.15,293.15,304.048502,-304.048502,293.15,314.6038035,304.048502
1.336,293.15,293.15,304.045077,-304.045077,293.15,314.5982618,304.045077
1.337,293.15,293.15,304.041665,-304.041665,293.15,314.5927412,304.041665
1.338,293.15,293.15,304.0382661,-304.0382661,293.15,314.5872416,304.0382661
1.339,293.15,293.15,304.0348801,-304.0348801,293.15,314.581763,304.0348801
1.34,293.15,293.15,304.031507,-304.031507,293.15,314.5763052,304.031507
1.341,293.15,293.15,304.0281467,-304.0281467,293.15,314.5708682,304.0281467
1.342,293.15,293.15,304.0247992,-304.0247992,293.15,314.5654519,304.0247992
1.343,293.15,293.15,304.0214645,-304.0214645,293.15,314.5600563,304.0214645
1.344,293.15,293.15,304.0181425,-304.0181425,293.15,314.5546812,304.0181425
1.345,293.15,293.15,304.0148331,-304.0148331,293.15,314.5493265,304.0148331
1.346,293.15,293.15,304.0115363,-304.0115363,293.15,314.5439922,304.0115363
1.347,293.15,293.15,304.0082521,-304.0082521,293.15,314.5386783,304.0082521
1.348,293.15,293.15,304.0049804,-304.0049804,293.15,314.5333846,304.0049804
1.349,293.15,293.15,304.0017211,-304.0017211,293.15,314.528111,304.0017211
1.35,293.15,293.15,303.9984742,-303.9984742,293.15,314.5228575,303.9984742
1.351,293.15,293.15,303.9952397,-303.9952397,293.15,314.517624,303.9952397
