time,Transistor1.Tr.vbcˍt,Transistor1.Tr.vbeˍt,Transistor2.Tr.vbcˍt,Gnd4.p.i,R1.i,R2.i,R4.i,Transistor1.Tr.C.i,Transistor1.Tr.vcs,Transistor1.ct.v,Transistor2.Tr.vcs,Transistor2.ct.v,Transistor2.Tr.vbe,Transistor1.b.i,Transistor2.Tr.C.i,Transistor2.b.i,C4.v,C3.v,C2.v,C1.v,Transistor2.Tr.C.v,C5.v,Transistor1.Tr.C.v
5.017462072e-09,-31325610.84,123540323.9,-484183919.6,0.03877062443,0.09267802361,0.1126008715,0.1289941981,0.08204973602,3.73170788,0.0007250375413,2.092205721,0.001942436978,0.8869831304,0.06878577474,0.08374471199,-0.0387711983,-2.100580192,3.877062443e-06,3.739912854,0.004164326278,2.092205721,-0.8850406935,3.73170788
5.023194948e-09,-8374423.706,120989073.4,-504391794.8,0.03907611197,0.0930267698,0.1125839971,0.1289676955,0.08426856189,3.733173432,0.002076764677,2.095054702,0.001957737786,0.886347642,0.06914157147,0.08175745814,-0.03907660349,-2.103230448,3.907611197e-06,3.741600288,0.005533843251,2.095054702,-0.8843899043,3.733173432
5.026807965e-09,6131128.391,119370757.5,-517162388.8,0.03924400601,0.09322049311,0.1125740222,0.1289504144,0.08567349147,3.734030432,0.002929710672,2.096908559,0.001966146592,0.8859373192,0.06934037282,0.08049997493,-0.03924444382,-2.104958557,3.924400601e-06,3.742597782,0.006396729313,2.096908559,-0.8839711726,3.734030432
5.030420983e-09,20655412.66,117744928.1,-529945304.8,0.03939231506,0.09339348314,0.1125645592,0.1289326847,0.08708272622,3.734835811,0.003783476464,2.098807595,0.001973574134,0.8855193346,0.06951893153,0.07923930854,-0.03939269805,-2.106731526,3.939231506e-06,3.743544084,0.00725942304,2.098807595,-0.8835457605,3.734835811
5.034085808e-09,35402569.48,116088454.4,-542921359.1,0.0395222968,0.09354729453,0.1125554847,0.1289142416,0.08851587956,3.735599942,0.00465032794,2.100780041,0.001980083379,0.8850874738,0.06967889257,0.07795796524,-0.03952262299,-2.108575838,3.95222968e-06,3.74445153,0.008134272569,2.100780041,-0.8831073905,3.735599942
5.037837956e-09,50507817.31,114385305,-556208612.1,0.03963359248,0.09368169324,0.1125467421,0.1288948792,0.0899863176,3.736327156,0.005538718554,2.102847668,0.001985656328,0.8846370442,0.0698201102,0.07664407345,-0.03963385937,-2.110512075,3.963359248e-06,3.745325788,0.009029724064,2.102847668,-0.8826513879,3.736327156
5.041680052e-09,65973444.47,112634263.4,-569808228.2,0.03972427983,0.09379463764,0.1125383655,0.1288745492,0.09149449214,3.737014003,0.006449336841,2.105015348,0.001990196671,0.8841670839,0.06994058496,0.07529732617,-0.03972448486,-2.112545081,3.972427983e-06,3.746163452,0.009946366089,2.105015348,-0.8821768872,3.737014003
5.045637254e-09,81890818.03,110823847.9,-583799504.6,0.03979262924,0.0938843802,0.1125303472,0.1288530773,0.09304959557,3.737660316,0.007388222896,2.10730131,0.001993617738,0.8836737555,0.07003866298,0.07390962869,-0.0397927695,-2.114692273,3.979262924e-06,3.746965275,0.01089015605,2.10730131,-0.8816801377,3.737660316
5.04972792e-09,98321858.51,108945635.4,-598235623.2,0.03983613228,0.09394830594,0.1125227089,0.128830313,0.09465802351,3.738263311,0.008359826933,2.109721158,0.001995793841,0.8831538315,0.07011182329,0.07247541308,-0.03983620456,-2.1169687,3.983613228e-06,3.747729113,0.0118654181,2.109721158,-0.8811580377,3.738263311
5.053970317e-09,115325306.1,106991263.5,-613166693.3,0.03985168034,0.09398314657,0.1125154853,0.1288060948,0.09632594104,3.738818871,0.009368596133,2.112291581,0.001996569228,0.8826038848,0.07015690447,0.07098934802,-0.03985168121,-2.119390516,3.985168034e-06,3.748451466,0.01287644136,2.112291581,-0.8806073156,3.738818871
5.058380646e-09,132948103.1,104953388.8,-628632149.6,0.03983554001,0.09398493981,0.1125087289,0.1287802612,0.09805844225,3.73932127,0.01041850624,2.11502917,0.001995756844,0.8820205372,0.07017005959,0.06944709061,-0.03983546581,-2.121973879,3.983554001e-06,3.749127114,0.01392700922,2.11502917,-0.8800247804,3.73932127
5.062973933e-09,151228167.4,102825347.5,-644663153.2,0.03978338109,0.09394905533,0.1125025067,0.128752646,0.09985982501,3.739763343,0.01151326933,2.117950898,0.00199313974,0.8814003526,0.070146784,0.06784504321,-0.03978322804,-2.124735403,3.978338109e-06,3.749749325,0.01502060853,2.117950898,-0.8794072129,3.739763343
5.06776382e-09,170192745,100601327.9,-661281115.8,0.03969030482,0.09387021418,0.1124969014,0.12872308,0.101733432,3.740136519,0.01265628205,2.121073946,0.001988472485,0.8807398696,0.07008193411,0.06618049656,-0.0396900691,-2.127691996,3.969030482e-06,3.750309862,0.01616037876,2.121073946,-0.8787513971,3.740136519
5.072761474e-09,189853278.9,98276968.14,-678493183.9,0.03955092919,0.09374256311,0.1124920105,0.128691399,0.1036811446,3.740430838,0.013850361,2.124414891,0.001981485444,0.8800357672,0.06996979798,0.06445208007,-0.03955060702,-2.130860099,3.955092919e-06,3.750798953,0.0173488509,2.124414891,-0.8780542818,3.740430838
5.077973262e-09,210195683.2,95850545.96,-696283744.7,0.03935960813,0.09355988492,0.1124879467,0.1286574603,0.1057024096,3.740635085,0.01509717894,2.127987911,0.001971895761,0.8792852357,0.06980429638,0.06266062145,-0.039359196,-2.134253973,3.935960813e-06,3.751205326,0.01858739376,2.127987911,-0.87731334,3.740635085
5.08339624e-09,231162910.2,93325191.91,-714599282.9,0.03911092537,0.09331609388,0.1124848352,0.1286211778,0.1077924749,3.740737229,0.01639617222,2.131801148,0.001959432105,0.8784867262,0.06957945798,0.06081069767,-0.03911042026,-2.137882218,3.911092537e-06,3.751516477,0.01987514512,2.131801148,-0.8765272941,3.740737229
5.089012568e-09,252635113.3,90711577.75,-733331309.5,0.03880055695,0.09300612777,0.1124828045,0.1285825701,0.1099403395,3.740725517,0.01774318023,2.135851753,0.001943877892,0.8776409676,0.06929028073,0.05891242052,-0.03879995673,-2.141742995,3.880055695e-06,3.751719551,0.02120769426,2.135851753,-0.8756970897,3.740725517
5.094788144e-09,274428408.2,88028552.78,-752315718.8,0.03842621221,0.09262695553,0.1124819693,0.1285417846,0.1121285113,3.740590215,0.0191300883,2.140123383,0.001925118423,0.8767514602,0.06893371767,0.05698160341,-0.03842551603,-2.145821544,3.842621221e-06,3.751803066,0.02257677418,2.140123383,-0.8748263418,3.740590215
5.10068011e-09,296328532,85299529.15,-771362616.9,0.03798796652,0.09217798409,0.1124824127,0.1284990598,0.1143362584,3.740325104,0.02054660592,2.144590331,0.001903157547,0.875823598,0.0685090963,0.05503684034,-0.037987175,-2.150094015,3.798796652e-06,3.751758729,0.02397206073,2.144590331,-0.8739204405,3.740325104
5.106648034e-09,318136618.2,82547099.92,-790296485.6,0.03748778546,0.09166061658,0.1124841789,0.1284546506,0.1165441486,3.739927693,0.0219829473,2.149225397,0.001878093811,0.8748630336,0.0680177152,0.05309547618,-0.03748690066,-2.154534944,3.748778546e-06,3.751582108,0.02538383306,2.149225397,-0.8729849398,3.739927693
5.112659265e-09,339690341.3,79790390,-808974622.3,0.03692889941,0.09107762205,0.1124872791,0.1284087843,0.1187361894,3.739398469,0.02343113005,2.1540044,0.001850089123,0.8738747608,0.06746224008,0.05117172314,-0.03692792466,-2.159121573,3.692889941e-06,3.751272088,0.02680424205,2.1540044,-0.8720246717,3.739398469
5.118688999e-09,360863869.4,77044908.87,-827287000.3,0.03631538321,0.09043270028,0.1124916999,0.1283616534,0.1208998645,3.73874002,0.02488500666,2.158906997,0.001819347685,0.872862969,0.06684627688,0.04927664409,-0.03631432293,-2.163834662,3.631538321e-06,3.750830007,0.0282273205,2.158906997,-0.8710436213,3.73874002
5.124719077e-09,381562665.1,74323025.5,-845151613.7,0.03565185266,0.0897301643,0.1124974114,0.1283134169,0.1230256511,3.737956297,0.02633999016,2.163916455,0.001786100793,0.8718311054,0.06617405658,0.04741859341,-0.03565071216,-2.168658314,3.565185266e-06,3.750258863,0.02964869299,2.163916455,-0.8700450046,3.737956297
5.130749154e-09,401759018.8,71628973.53,-862544865.1,0.03494172042,0.08897307904,0.1125043887,0.1282641011,0.1251107522,3.737050053,0.02779576452,2.169029891,0.001750519451,0.8707797852,0.06544864118,0.04559998563,-0.03494050559,-2.17358989,3.494172042e-06,3.749561128,0.03106819658,2.169029891,-0.8690292657,3.737050053
5.136779232e-09,421428904.7,68966863.66,-879446793.8,0.03418869291,0.08816482435,0.1125126059,0.1282137312,0.1271526858,3.73602414,0.0292520792,2.174244587,0.001712789377,0.8697096248,0.0646734091,0.04382292799,-0.03418741015,-2.17862688,3.418869291e-06,3.748739408,0.03248574966,2.174244587,-0.8679968354,3.73602414
5.14280931e-09,440550920.1,66340798.67,-895840121.2,0.03339676494,0.08730909838,0.1125220355,0.1281623334,0.1291491764,3.734881532,0.03070866785,2.179557727,0.001673110731,0.8686212958,0.06385205693,0.04208931535,-0.03339542109,-2.183766659,3.339676494e-06,3.74779645,0.0339012707,2.179557727,-0.8669481851,3.734881532
5.148839388e-09,459106441,63754830.37,-911710398.7,0.03257017381,0.08640987904,0.1125326487,0.1281099351,0.1310981691,3.733625311,0.03216525023,2.184966412,0.001631695822,0.8675155203,0.06298856087,0.04040081852,-0.03256877608,-2.189006494,3.257017381e-06,3.746735128,0.03531467828,2.184966412,-0.8658838245,3.733625311
5.154869466e-09,477079738.7,61212914.07,-927046087,0.03171334777,0.08547137941,0.1125444157,0.1280565644,0.1329978414,3.73225865,0.03362153447,2.190467673,0.001588766517,0.8663930658,0.06208713213,0.03875887549,-0.03171190364,-2.19434356,3.171334777e-06,3.745558434,0.03672589107,2.190467673,-0.8648042993,3.73225865
5.160899544e-09,494458056.4,58718862.02,-941838596.1,0.03083084982,0.084497998,0.1125573054,0.1280022504,0.1348466116,3.730784798,0.03507721953,2.196058487,0.001544551432,0.8652547393,0.06115216718,0.03716468549,-0.03082936694,-2.199774956,3.083084982e-06,3.744269459,0.03813482789,2.196058487,-0.8637101878,3.730784798
5.166929622e-09,511231643.9,56276296.82,-956082278.6,0.02992731844,0.0834942648,0.1125712862,0.1279470229,0.1366431443,3.729207067,0.03653199795,2.201735794,0.001499282958,0.8641013801,0.06018819383,0.03561920628,-0.02992580453,-2.205297715,2.992731844e-06,3.742871381,0.03954140764,2.201735794,-0.8626020971,3.729207067
5.1729597e-09,527393747.6,53888606.59,-969774377.3,0.02900740669,0.08246478464,0.1125863255,0.1278909118,0.1383863536,3.727528813,0.03798555867,2.207496508,0.001453194213,0.8629338533,0.05919981453,0.03412315455,-0.02900586945,-2.210908823,2.900740669e-06,3.741367449,0.0409455494,2.207496508,-0.8614806591,3.727528813
5.178989778e-09,542940556.8,51558903.02,-982914928.4,0.02807572149,0.08141417927,0.1126023903,0.1278339477,0.1400754024,3.725753427,0.03943758995,2.213337532,0.001406515997,0.8617530418,0.05819164849,0.03267700948,-0.0280741685,-2.216605232,2.807572149e-06,3.739760967,0.04234717238,2.213337532,-0.8603465258,3.725753427
5.185019856e-09,557871107.2,49289984.03,-995506623.4,0.02713676482,0.08034702964,0.1126194472,0.1277761613,0.1417096988,3.723884311,0.04088778225,2.219255772,0.001359473848,0.8605598391,0.05716827393,0.03128101931,-0.02713520342,-2.222383874,2.713676482e-06,3.738055281,0.04374619594,2.219255772,-0.8592003653,3.723884311
5.191049934e-09,572187144.7,47084302.06,-1007554633,0.02619487853,0.07926782024,0.1126374624,0.1277175833,0.1432888893,3.721924875,0.04233583101,2.225248152,0.001312285277,0.8593551413,0.05613417248,0.02993521068,-0.02619331577,-2.228241673,2.619487853e-06,3.736253764,0.04514253964,2.225248152,-0.858042856,3.721924875
5.197080012e-09,585892953.5,44943939.14,-1019066400,0.02525419438,0.07818088684,0.112656402,0.1276582444,0.1448128503,3.719878515,0.04378143933,2.23131162,0.001265157265,0.85813984,0.05509367686,0.02863940048,-0.02525263691,-2.23417556,2.525419438e-06,3.7343598,0.04653612317,2.23131162,-0.8568746827,3.719878515
5.20311009e-09,598995155.3,42870589.53,-1030051406,0.02431859055,0.07709036914,0.1126762323,0.1275981751,0.1462816758,3.717748605,0.04522432028,2.237443167,0.001218284088,0.8569148156,0.05405092359,0.02739320982,-0.02431704458,-2.240182488,2.431859055e-06,3.732376772,0.04792686646,2.237443167,-0.8556965316,3.717748605
5.209140168e-09,611502484.3,40865550.29,-1040520925,0.02339165576,0.07600016952,0.1126969195,0.1275374056,0.147695664,3.715538484,0.04666419902,2.243639827,0.001171845515,0.8556809311,0.05300981173,0.02619607974,-0.02339012699,-2.246259435,2.339165576e-06,3.730308051,0.0493146896,2.243639827,-0.8545090856,3.715538484
5.215170246e-09,623425545.6,38929719.94,-1050487761,0.02247666161,0.07491391876,0.1127184302,0.1274759658,0.1490553019,3.713251448,0.04810081447,2.249898696,0.001126005426,0.8544390261,0.05197396859,0.02504728818,-0.02247515519,-2.252403425,2.247666161e-06,3.728156978,0.0506995129,2.249898696,-0.8533130207,3.713251448
5.221200324e-09,634776566.3,37063604.89,-1059965991,0.02157654346,0.07383494935,0.1127407314,0.1274138847,0.1503612482,3.710890737,0.04953392072,2.25621693,0.001080910853,0.8531899126,0.05094672311,0.02394596779,-0.02157506397,-2.258611526,2.157654346e-06,3.725926862,0.05208125687,2.25621693,-0.8521090018,3.710890737
5.227230402e-09,645569141.9,35267333.14,-1068970706,0.02069388974,0.07276627664,0.1127637904,0.1273511913,0.1516143164,3.708459532,0.05096328791,2.262591758,0.001036691449,0.8519343712,0.04993108696,0.02289112419,-0.02069244119,-2.26488087,2.069388974e-06,3.723620963,0.05345984226,2.262591758,-0.8508976798,3.708459532
5.233260479e-09,655817989.5,33540674.37,-1077517770,0.01983093939,0.07171058775,0.1127875751,0.1272879135,0.1528154561,3.705960941,0.05238870284,2.269020484,0.0009934593542,0.8506731478,0.04892974353,0.02188165414,-0.01982952521,-2.27120865,1.983093939e-06,3.721242486,0.05483519002,2.269020484,-0.8496796885,3.705960941
5.239290557e-09,665538709.8,31883065.3,-1085623593,0.01898958658,0.07067023792,0.1128120543,0.1272240787,0.1539657357,3.703398001,0.05380996913,2.275500494,0.0009513094395,0.8494069519,0.04794504421,0.02091636337,-0.01898820962,-2.27759213,1.898958658e-06,3.718794574,0.05620722134,2.275500494,-0.8484556425,3.703398001
5.245320635e-09,674747564.3,30293639.35,-1093304923,0.01817139185,0.06964725351,0.112837197,0.1271597135,0.1550663242,3.700773668,0.05522690706,2.282029255,0.0009103198607,0.8481364553,0.04697901149,0.01999398373,-0.01817005443,-2.284028653,1.817139185e-06,3.7162803,0.05757585763,2.282029255,-0.8472261354,3.700773668
5.251350713e-09,683461270.5,28771259.09,-1100578660,0.01737759861,0.06864334109,0.1128629734,0.1270948436,0.1561184743,3.698090815,0.05663935317,2.28860432,0.0008705528872,0.8468622915,0.04603334799,0.01911318934,-0.01737630255,-2.290515638,1.737759861e-06,3.713702662,0.05894102057,2.28860432,-0.8459917386,3.698090815
5.257380791e-09,691696818.5,27314550.5,-1107461701,0.01660915377,0.06765990139,0.1128893542,0.1270294941,0.1571235063,3.695352228,0.05804715952,2.29522333,0.0008320559357,0.8455850562,0.04510945043,0.01827261165,-0.01660790041,-2.297050591,1.660915377e-06,3.711064579,0.06030263204,2.29522333,-0.8447530003,3.695352228
5.263410869e-09,699471308.9,25921937.8,-1113970798,0.0158667314,0.06669804721,0.1129163111,0.126963689,0.1580827924,3.692560606,0.0594501928,2.301884013,0.0007948627547,0.8443053078,0.04420842759,0.01747085315,-0.01586552163,-2.303631099,1.58667314e-06,3.708368885,0.06166061418,2.301884013,-0.843510445,3.692560606
5.269440947e-09,706801812.8,24591677.77,-1120122452,0.01515075823,0.06575862429,0.1129438167,0.1268974516,0.1589977435,3.689718558,0.06084833332,2.308584187,0.0007589947043,0.8430235686,0.04333112116,0.01670649977,-0.01514959257,-2.310254837,1.515075823e-06,3.705618332,0.06301488938,2.308584187,-0.8422645739,3.689718558
5.275477285e-09,713712204.2,23320605.3,-1125938684,0.01446073868,0.06484129493,0.1129718735,0.1268307349,0.1598706793,3.686825579,0.06224291748,2.315328768,0.0007244269414,0.8417389938,0.04247725578,0.01597739391,-0.01445961735,-2.316926507,1.446073868e-06,3.702812647,0.06436678027,2.315328768,-0.8410145669,3.686825579
5.281530337e-09,720228815.4,22104869.08,-1131443478,0.01379564198,0.06394498624,0.1130005074,0.1267634427,0.1607043279,3.683878832,0.06363623497,2.322127624,0.0006911078129,0.8404498091,0.04164587164,0.01528105221,-0.01379456497,-2.323655729,1.379564198e-06,3.699949264,0.06571852855,2.322127624,-0.8397587013,3.683878832
5.287607036e-09,726371620.9,20941574.19,-1136655400,0.01315481417,0.06306909456,0.1130297307,0.126695515,0.1615007068,3.680876863,0.06502974339,2.328986944,0.0006590045449,0.8391549589,0.0408364481,0.01461559717,-0.01315378127,-2.330448503,1.315481417e-06,3.697026933,0.06707156579,2.328986944,-0.8384959543,3.680876863
5.293714661e-09,732159055.1,19827929.45,-1141591670,0.01253753845,0.0622129048,0.1130595602,0.1266268858,0.1622617179,3.677817808,0.06642496099,2.335913499,0.0006280812163,0.8378532923,0.04004836272,0.01397925833,-0.01253654925,-2.337311425,1.253753845e-06,3.69404398,0.06842737913,2.335913499,-0.8372252111,3.677817808
5.299859379e-09,737606773.8,18761507.27,-1146267126,0.01194319487,0.0613758092,0.1130900096,0.1265574997,0.1629889768,3.674700144,0.0678231345,2.342912984,0.0005983067597,0.8365438776,0.03928109384,0.0133705128,-0.0119422488,-2.344250035,1.194319487e-06,3.690999041,0.06978718919,2.342912984,-0.8359455709,3.674700144
5.306047133e-09,742728786.8,17740052.88,-1150695201,0.01137116991,0.06055718577,0.1131210932,0.1264873023,0.16368395,3.67152229,0.06922544085,2.349990977,0.0005696504321,0.8352258196,0.03853410809,0.01278796941,-0.0113702663,-2.351269774,1.137116991e-06,3.687890685,0.07115214625,2.349990977,-0.8346561691,3.67152229
5.312283429e-09,747537453.4,16761505.27,-1154887916,0.01082088,0.05975643224,0.1131528247,0.1264162428,0.1643479459,3.668282737,0.07063293996,2.357152687,0.0005420829899,0.8338983078,0.0378068917,0.01223037485,-0.01082001804,-2.358375724,1.082088e-06,3.684717532,0.07252328455,2.357152687,-0.8333562248,3.668282737
5.31857358e-09,752043846.7,15823942.98,-1158856211,0.01029175124,0.05897293832,0.1131852183,0.1263442714,0.1649821566,3.664979953,0.07204662929,2.364403203,0.0005155756767,0.8325605693,0.0370989252,0.0116965779,-0.01029093003,-2.365572861,1.029175124e-06,3.681478169,0.07390157555,2.364403203,-0.8320449936,3.664979953
5.324922723e-09,756257886,14925572.23,-1162610056,0.009783221221,0.05820608847,0.1132182885,0.1262713394,0.1655876697,3.661612385,0.07346744704,2.371747509,0.0004901003115,0.8312118676,0.03640968629,0.01118551857,-0.009782439787,-2.372866061,9.783221221e-07,3.678171152,0.07528793135,2.371747509,-0.8307217673,3.661612385
5.33133591e-09,760188500.5,14064705.84,-1166158606,0.009294734344,0.057455255,0.1132520502,0.1261973981,0.1661654858,3.658178432,0.07489629203,2.37919057,0.0004656290558,0.8298514869,0.03573864391,0.01069621253,-0.009293991648,-2.380260191,9.294734344e-07,3.674794981,0.07668322423,2.37919057,-0.8293858578,3.658178432
5.337818152e-09,763843734.6,13239751.94,-1169510295,0.008825741655,0.05671979746,0.1132865192,0.1261223985,0.1667165288,3.654676431,0.07633403226,2.386737376,0.0004421344045,0.828478725,0.03508525816,0.01022774178,-0.008825036607,-2.38776015,8.825741655e-07,3.671348084,0.07808829517,2.386737376,-0.8280365906,3.654676431
5.344374471e-09,767230840.4,12449203.05,-1172672925,0.00837570007,0.05599906089,0.1133217119,0.1260462908,0.1672416556,3.651104641,0.07778151495,2.394392993,0.0004195891473,0.8270928859,0.03444897924,0.009779245964,-0.008375031545,-2.395370918,8.37570007e-07,3.667828807,0.07950396392,2.394392993,-0.8266732968,3.651104641
5.351009933e-09,770356344.8,11691628.86,-1175653734,0.007944072959,0.05529237602,0.113357646,0.1259690241,0.167741662,3.647461234,0.0792395724,2.402162597,0.0003979663974,0.8256932753,0.03382924813,0.009349916118,-0.007943439802,-2.403097589,7.944072959e-07,3.6642354,0.08093103481,2.402162597,-0.8252953089,3.647461234
5.357729684e-09,773226107.4,10965669.52,-1178459452,0.007530330479,0.05459905905,0.1133943399,0.125890546,0.1682172893,3.643744282,0.08070902788,2.410051506,0.0003772396089,0.824279196,0.03322549696,0.008938989184,-0.007529731518,-2.410945405,7.530330479e-07,3.660566011,0.08237030273,2.410051506,-0.8239019564,3.643744282
5.364538971e-09,775845362.7,10270031.01,-1181096347,0.00713395058,0.05391841245,0.1134318132,0.1258108023,0.1686692276,3.639951757,0.08219069856,2.4180652,0.0003573826265,0.822849946,0.03263715029,0.008545743926,-0.007133384628,-2.418919774,7.13395058e-07,3.656818679,0.08382255607,2.4180652,-0.8224925634,3.639951757
5.371443163e-09,778218755.9,9603480.982,-1183570262,0.006754419828,0.0532497255,0.1134700867,0.125729737,0.1690981195,3.636081519,0.08368539791,2.426209347,0.0003383697267,0.8214048171,0.03206362611,0.008169497387,-0.006753885694,-2.427026297,6.754419828e-07,3.652991331,0.08528857922,2.426209347,-0.8210664473,3.636081519
5.378447766e-09,780350371.1,8964845.458,-1185886651,0.006391234386,0.05259227522,0.1135091822,0.1256472923,0.1695045629,3.63213132,0.08519393622,2.434489808,0.0003201756675,0.819943095,0.03150433719,0.007809602073,-0.006390730881,-2.435270768,6.391234386e-07,3.649081776,0.08676915308,2.434489808,-0.8196229193,3.63213132
5.385558433e-09,782243753.9,8353006.099,-1188050603,0.006043900952,0.05194532737,0.1135491229,0.1255634081,0.1698891126,3.628098803,0.08671711961,2.442912647,0.0003027757346,0.8184640612,0.03095869242,0.007465443608,-0.00604342689,-2.443659191,6.043900952e-07,3.645087714,0.08826505423,2.442912647,-0.8181612854,3.628098803
5.392780957e-09,783901931.7,7766897.991,-1190066869,0.005711937715,0.05130813767,0.1135899326,0.1254780223,0.1702522823,3.623981512,0.08825574715,2.451484121,0.0002861457897,0.8169669959,0.0304260983,0.007136438859,-0.005711491919,-2.452197765,5.711937715e-07,3.64100674,0.08977705207,2.451484121,-0.8166808502,3.623981512
5.40012127e-09,785327431.1,7205507.682,-1191939881,0.005394875183,0.05067995319,0.1136316365,0.1253910712,0.1705945457,3.619776899,0.08981060624,2.460210672,0.000270262312,0.8154511838,0.02990596041,0.006822034309,-0.005394456489,-2.460892875,5.394875183e-07,3.636836353,0.09130590426,2.460210672,-0.8151809215,3.619776899
5.407585417e-09,786522295.6,6667871.665,-1193673770,0.005092257019,0.05006001405,0.1136742602,0.1253024894,0.1709163374,3.615482344,0.09138246525,2.469098894,0.0002551024396,0.8139159211,0.02939768514,0.006521704778,-0.005091864278,-2.469751064,5.092257019e-07,3.632573978,0.09285234951,2.469098894,-0.8136608187,3.615482344
5.415179529e-09,787488105.5,6153075.039,-1195272388,0.004803640746,0.04944755551,0.1137178301,0.1252122101,0.1712180546,3.611095182,0.09297206374,2.478155492,0.0002406440052,0.8123605261,0.02890068149,0.006234952307,-0.004803272823,-2.478778988,4.803640746e-07,3.628216988,0.09441709781,2.478155492,-0.8121198821,3.611095182
5.422909764e-09,788225999.6,5660250.925,-1196739323,0.004528598652,0.04884181122,0.1137623725,0.1251201666,0.1715000568,3.606612742,0.09458009752,2.487387213,0.0002268655815,0.810784354,0.02841436361,0.00596130551,-0.004528254434,-2.487983343,4.528598652e-07,3.623762747,0.0960008157,2.487387213,-0.8105574884,3.606612742
5.430782233e-09,788736705.9,5188579.627,-1198077917,0.004266718344,0.04824201677,0.1138079134,0.1250262922,0.171762668,3.602032395,0.09620720099,2.496800749,0.0002137465085,0.8091868156,0.02793815339,0.005700318805,-0.004266396734,-2.497370781,4.266718344e-07,3.619208662,0.09760410866,2.496800749,-0.8089730691,3.602032395
5.438802895e-09,789020580.6,4737288.719,-1199291285,0.004017603586,0.04764741516,0.1138544775,0.1249305224,0.1720061769,3.597351633,0.09785392181,2.506402604,0.0002012669358,0.807567402,0.02747148417,0.005451572137,-0.00401730351,-2.506947761,4.017603586e-07,3.61455225,0.09922749601,2.506402604,-0.8073661351,3.597351633
5.446977404e-09,789077662.6,4305653.308,-1200382341,0.003780875015,0.04705726387,0.1139020876,0.1248327962,0.1722308391,3.592568156,0.09952068885,2.516198911,0.0001894078585,0.8059257178,0.0270138053,0.005214670776,-0.003780595419,-2.516720378,3.780875015e-07,3.60979124,0.1008713791,2.516198911,-0.80573631,3.592568156
5.455310908e-09,788907748.4,3892996.936,-1201353819,0.003556170955,0.04647084463,0.113950763,0.1247330589,0.1724368792,3.587680009,0.1012077703,2.526195182,0.0001781511574,0.8042615228,0.02656458818,0.004989245388,-0.003555910807,-2.526694106,3.556170955e-07,3.604923697,0.1025359997,2.526195182,-0.8040833716,3.587680009
5.463807778e-09,788510495.3,3498692.993,-1202208307,0.003343148238,0.04588747634,0.1140005181,0.1246312653,0.1726244935,3.582685745,0.1029152199,2.536395975,0.0001674796411,0.8025747865,0.02612333406,0.004774952284,-0.003342906526,-2.53687347,3.343148238e-07,3.599948194,0.1042213866,2.536395975,-0.8024073068,3.582685745
5.472471245e-09,787885563.4,3122166.926,-1202948292,0.003141483147,0.04530653264,0.1140513596,0.124527384,0.1727938549,3.577584651,0.1046428078,2.546804454,0.0001573770923,0.8008657578,0.02568958435,0.004571473955,-0.00314125888,-2.547261602,3.141483147e-07,3.594864036,0.1059272871,2.546804454,-0.8007083807,3.577584651
5.48130292e-09,787032809.5,2762899.206,-1203576206,0.00295087241,0.04472746518,0.1141032845,0.1244214034,0.1729451188,3.572377036,0.1063899326,2.557421812,0.0001478283181,0.7991350541,0.02526293409,0.004378519808,-0.002950664618,-2.557859664,2.95087241e-07,3.589671548,0.1076530793,2.557421812,-0.7989872257,3.572377036
5.490302176e-09,785952548.7,2420429.252,-1204094498,0.002771034286,0.04414983447,0.1141562755,0.1243133391,0.1730784319,3.56706461,0.1081555102,2.568246507,0.0001388192044,0.7973837731,0.02484304946,0.00419582716,-0.002770842019,-2.56866609,2.771034286e-07,3.584372454,0.1093976627,2.568246507,-0.7972449539,3.56706461
5.499465328e-09,784645905.8,2094360.525,-1204505718,0.002601709789,0.04357335047,0.1142102964,0.1242032439,0.1731939443,3.561650964,0.1099378336,2.579273289,0.0001303367767,0.7956136353,0.02442969063,0.004023162523,-0.002601532114,-2.579675605,2.601709789e-07,3.578970359,0.1111593181,2.579273289,-0.7954832986,3.561650964
5.508784576e-09,783115283.2,1784367.334,-1204812634,0.002442664223,0.04299792631,0.1142652862,0.1240912205,0.1732918259,3.556142196,0.1117343958,2.590491917,0.0001223692778,0.7938271626,0.02402274178,0.003860323361,-0.002442500228,-2.590877949,2.442664223e-07,3.573471379,0.1129355329,2.590491917,-0.7937047933,3.556142196
5.518246632e-09,781364980.9,1490203.836,-1205018369,0.002293689183,0.04242374912,0.1143211505,0.1239774378,0.173372288,3.550547716,0.1135416667,2.601885507,0.0001149062674,0.7920279051,0.02362225044,0.003707140486,-0.002293537969,-2.602256221,2.293689183e-07,3.567884945,0.1147227792,2.601885507,-0.7919129988,3.550547716
5.527830897e-09,779402022.5,1211717.204,-1205126590,0.002154605852,0.04185137551,0.1143777514,0.1238621531,0.1734356127,3.544881303,0.115354803,2.613428345,0.0001079387875,0.7902207342,0.0232284809,0.003563481949,-0.002154466538,-2.613784694,2.154605852e-07,3.562224864,0.116516227,2.613428345,-0.7901127954,3.544881303
