time,impedance.z.re_ref,impedance.z.re_sim,impedance.z.re_relerr,impedance.z.im_ref,impedance.z.im_sim,impedance.z.im_relerr
0.002,0.009999999687,0.007,0.3,-8.513794409e-07,0,0.000724015
0.00205,0.009999999686,0.007,0.3,-8.522620659e-07,0,0.000724766
0.0021,0.009999999686,0.007,0.3,-8.53145606e-07,0,0.000725517
0.00215,0.009999999685,0.007,0.3,-8.540300621e-07,0,0.000726269
0.0022,0.009999999684,0.007,0.3,-8.54915435e-07,0,0.000727022
0.00225,0.009999999684,0.007,0.3,-8.558017259e-07,0,0.000727776
0.0023,0.009999999683,0.007,0.3,-8.566889355e-07,0,0.00072853
0.00235,0.009999999682,0.007,0.3,-8.575770649e-07,0,0.000729285
0.0024,0.009999999682,0.007,0.3,-8.584661151e-07,0,0.000730041
0.00245,0.009999999681,0.007,0.3,-8.593560869e-07,0,0.000730798
0.0025,0.00999999968,0.007,0.3,-8.602469813e-07,0,0.000731556
0.00255,0.00999999968,0.007,0.3,-8.611387994e-07,0,0.000732314
0.0026,0.009999999679,0.007,0.3,-8.62031542e-07,0,0.000733073
0.00265,0.009999999678,0.007,0.3,-8.6292521e-07,0,0.000733833
0.0027,0.009999999678,0.007,0.3,-8.638198046e-07,0,0.000734594
0.00275,0.009999999677,0.007,0.3,-8.647153266e-07,0,0.000735356
0.0028,0.009999999676,0.007,0.3,-8.65611777e-07,0,0.000736118
0.00285,0.009999999676,0.007,0.3,-8.665091567e-07,0,0.000736881
0.0029,0.009999999675,0.007,0.3,-8.674074667e-07,0,0.000737645
0.00295,0.009999999674,0.007,0.3,-8.68306708e-07,0,0.00073841
0.003,0.009999999674,0.007,0.3,-8.692068816e-07,0,0.000739175
0.00305,0.009999999673,0.007,0.3,-8.701079883e-07,0,0.000739942
0.0031,0.009999999672,0.007,0.3,-8.710100293e-07,0,0.000740709
0.00315,0.009999999672,0.007,0.3,-8.719130053e-07,0,0.000741477
0.0032,0.009999999671,0.007,0.3,-8.728169175e-07,0,0.000742245
0.00325,0.00999999967,0.007,0.3,-8.737217668e-07,0,0.000743015
0.0033,0.00999999967,0.007,0.3,-8.746275542e-07,0,0.000743785
0.00335,0.009999999669,0.007,0.3,-8.755342805e-07,0,0.000744556
0.0034,0.009999999668,0.007,0.3,-8.764419469e-07,0,0.000745328
0.00345,0.009999999668,0.007,0.3,-8.773505543e-07,0,0.000746101
0.0035,0.009999999667,0.007,0.3,-8.782601036e-07,0,0.000746874
0.00355,0.009999999666,0.007,0.3,-8.791705958e-07,0,0.000747649
0.0036,0.009999999665,0.007,0.3,-8.800820319e-07,0,0.000748424
0.00365,0.009999999665,0.007,0.3,-8.809944129e-07,0,0.0007492
0.0037,0.009999999664,0.007,0.3,-8.819077398e-07,0,0.000749976
0.00375,0.009999999663,0.007,0.3,-8.828220136e-07,0,0.000750754
0.0038,0.009999999663,0.007,0.3,-8.837372351e-07,0,0.000751532
0.00385,0.009999999662,0.007,0.3,-8.846534055e-07,0,0.000752311
0.0039,0.009999999661,0.007,0.3,-8.855705257e-07,0,0.000753091
0.00395,0.009999999661,0.007,0.3,-8.864885966e-07,0,0.000753872
0.004,0.00999999966,0.007,0.3,-8.874076193e-07,0,0.000754653
0.00405,0.009999999659,0.007,0.3,-8.883275948e-07,0,0.000755436
0.0041,0.009999999658,0.007,0.3,-8.89248524e-07,0,0.000756219
0.00415,0.009999999658,0.007,0.3,-8.901704079e-07,0,0.000757003
0.0042,0.009999999657,0.007,0.3,-8.910932475e-07,0,0.000757788
0.00425,0.009999999656,0.007,0.3,-8.920170438e-07,0,0.000758573
0.0043,0.009999999656,0.007,0.3,-8.929417979e-07,0,0.00075936
0.00435,0.009999999655,0.007,0.3,-8.938675106e-07,0,0.000760147
0.0044,0.009999999654,0.007,0.3,-8.94794183e-07,0,0.000760935
0.00445,0.009999999653,0.007,0.3,-8.957218161e-07,0,0.000761724
0.0045,0.009999999653,0.007,0.3,-8.966504109e-07,0,0.000762513
0.00455,0.009999999652,0.007,0.3,-8.975799684e-07,0,0.000763304
0.0046,0.009999999651,0.007,0.3,-8.985104895e-07,0,0.000764095
0.00465,0.009999999651,0.007,0.3,-8.994419753e-07,0,0.000764887
0.0047,0.00999999965,0.007,0.3,-9.003744267e-07,0,0.00076568
0.00475,0.009999999649,0.007,0.3,-9.013078449e-07,0,0.000766474
0.0048,0.009999999648,0.007,0.3,-9.022422307e-07,0,0.000767269
0.00485,0.009999999648,0.007,0.3,-9.031775852e-07,0,0.000768064
0.0049,0.009999999647,0.007,0.3,-9.041139093e-07,0,0.00076886
0.00495,0.009999999646,0.007,0.3,-9.050512042e-07,0,0.000769657
0.005,0.009999999645,0.007,0.3,-9.059894707e-07,0,0.000770455
0.00505,0.009999999645,0.007,0.3,-9.0692871e-07,0,0.000771254
0.0051,0.009999999644,0.007,0.3,-9.078689229e-07,0,0.000772054
0.00515,0.009999999643,0.007,0.3,-9.088101106e-07,0,0.000772854
0.0052,0.009999999642,0.007,0.3,-9.09752274e-07,0,0.000773655
0.00525,0.009999999642,0.007,0.3,-9.106954142e-07,0,0.000774457
0.0053,0.009999999641,0.007,0.3,-9.116395321e-07,0,0.00077526
0.00535,0.00999999964,0.007,0.3,-9.125846287e-07,0,0.000776064
0.0054,0.00999999964,0.007,0.3,-9.135307052e-07,0,0.000776868
0.00545,0.009999999639,0.007,0.3,-9.144777624e-07,0,0.000777674
0.0055,0.009999999638,0.007,0.3,-9.154258015e-07,0,0.00077848
0.00555,0.009999999637,0.007,0.3,-9.163748233e-07,0,0.000779287
0.0056,0.009999999637,0.007,0.3,-9.173248291e-07,0,0.000780095
0.00565,0.009999999636,0.007,0.3,-9.182758197e-07,0,0.000780904
0.0057,0.009999999635,0.007,0.3,-9.192277962e-07,0,0.000781713
0.00575,0.009999999634,0.007,0.3,-9.201807596e-07,0,0.000782524
0.0058,0.009999999633,0.007,0.3,-9.211347109e-07,0,0.000783335
0.00585,0.009999999633,0.007,0.3,-9.220896512e-07,0,0.000784147
0.0059,0.009999999632,0.007,0.3,-9.230455815e-07,0,0.00078496
0.00595,0.009999999631,0.007,0.3,-9.240025028e-07,0,0.000785774
0.006,0.00999999963,0.007,0.3,-9.249604162e-07,0,0.000786588
0.00605,0.00999999963,0.007,0.3,-9.259193226e-07,0,0.000787404
0.0061,0.009999999629,0.007,0.3,-9.268792231e-07,0,0.00078822
0.00615,0.009999999628,0.007,0.3,-9.278401187e-07,0,0.000789037
0.0062,0.009999999627,0.007,0.3,-9.288020105e-07,0,0.000789855
0.00625,0.009999999627,0.007,0.3,-9.297648995e-07,0,0.000790674
0.0063,0.009999999626,0.007,0.3,-9.307287867e-07,0,0.000791494
0.00635,0.009999999625,0.007,0.3,-9.316936732e-07,0,0.000792314
0.0064,0.009999999624,0.007,0.3,-9.3265956e-07,0,0.000793136
0.00645,0.009999999623,0.007,0.3,-9.336264481e-07,0,0.000793958
0.0065,0.009999999623,0.007,0.3,-9.345943386e-07,0,0.000794781
0.00655,0.009999999622,0.007,0.3,-9.355632325e-07,0,0.000795605
0.0066,0.009999999621,0.007,0.3,-9.365331308e-07,0,0.00079643
0.00665,0.00999999962,0.007,0.3,-9.375040346e-07,0,0.000797255
0.0067,0.00999999962,0.007,0.3,-9.38475945e-07,0,0.000798082
0.00675,0.009999999619,0.007,0.3,-9.39448863e-07,0,0.000798909
0.0068,0.009999999618,0.007,0.3,-9.404227895e-07,0,0.000799738
0.00685,0.009999999617,0.007,0.3,-9.413977258e-07,0,0.000800567
0.0069,0.009999999616,0.007,0.3,-9.423736727e-07,0,0.000801397
0.00695,0.009999999616,0.007,0.3,-9.433506315e-07,0,0.000802227
0.007,0.009999999615,0.007,0.3,-9.44328603e-07,0,0.000803059
0.00705,0.009999999614,0.007,0.3,-9.453075884e-07,0,0.000803892
0.0071,0.009999999613,0.007,0.3,-9.462875887e-07,0,0.000804725
0.00715,0.009999999612,0.007,0.3,-9.47268605e-07,0,0.000805559
0.0072,0.009999999612,0.007,0.3,-9.482506383e-07,0,0.000806394
0.00725,0.009999999611,0.007,0.3,-9.492336896e-07,0,0.00080723
0.0073,0.00999999961,0.007,0.3,-9.502177601e-07,0,0.000808067
0.00735,0.009999999609,0.007,0.3,-9.512028508e-07,0,0.000808905
0.0074,0.009999999608,0.007,0.3,-9.521889627e-07,0,0.000809744
0.00745,0.009999999608,0.007,0.3,-9.53176097e-07,0,0.000810583
0.0075,0.009999999607,0.007,0.3,-9.541642545e-07,0,0.000811423
0.00755,0.009999999606,0.007,0.3,-9.551534366e-07,0,0.000812265
0.0076,0.009999999605,0.007,0.3,-9.561436441e-07,0,0.000813107
0.00765,0.009999999604,0.007,0.3,-9.571348781e-07,0,0.00081395
0.0077,0.009999999603,0.007,0.3,-9.581271397e-07,0,0.000814793
0.00775,0.009999999603,0.007,0.3,-9.591204301e-07,0,0.000815638
0.0078,0.009999999602,0.007,0.3,-9.601147501e-07,0,0.000816484
0.00785,0.009999999601,0.007,0.3,-9.61110101e-07,0,0.00081733
0.0079,0.0099999996,0.007,0.3,-9.621064838e-07,0,0.000818177
0.00795,0.009999999599,0.007,0.3,-9.631038995e-07,0,0.000819026
0.008,0.009999999599,0.007,0.3,-9.641023492e-07,0,0.000819875
0.00805,0.009999999598,0.007,0.3,-9.65101834e-07,0,0.000820725
0.0081,0.009999999597,0.007,0.3,-9.66102355e-07,0,0.000821576
0.00815,0.009999999596,0.007,0.3,-9.671039133e-07,0,0.000822427
0.0082,0.009999999595,0.007,0.3,-9.681065098e-07,0,0.00082328
0.00825,0.009999999594,0.007,0.3,-9.691101457e-07,0,0.000824133
0.0083,0.009999999593,0.007,0.3,-9.701148221e-07,0,0.000824988
0.00835,0.009999999593,0.007,0.3,-9.711205401e-07,0,0.000825843
0.0084,0.009999999592,0.007,0.3,-9.721273007e-07,0,0.000826699
0.00845,0.009999999591,0.007,0.3,-9.731351049e-07,0,0.000827556
0.0085,0.00999999959,0.007,0.3,-9.74143954e-07,0,0.000828414
0.00855,0.009999999589,0.007,0.3,-9.75153849e-07,0,0.000829273
0.0086,0.009999999588,0.007,0.3,-9.761647909e-07,0,0.000830133
0.00865,0.009999999588,0.007,0.3,-9.771767808e-07,0,0.000830993
0.0087,0.009999999587,0.007,0.3,-9.781898199e-07,0,0.000831855
0.00875,0.009999999586,0.007,0.3,-9.792039092e-07,0,0.000832717
0.0088,0.009999999585,0.007,0.3,-9.802190498e-07,0,0.00083358
0.00885,0.009999999584,0.007,0.3,-9.812352428e-07,0,0.000834445
0.0089,0.009999999583,0.007,0.3,-9.822524892e-07,0,0.00083531
0.00895,0.009999999582,0.007,0.3,-9.832707903e-07,0,0.000836176
0.009,0.009999999582,0.007,0.3,-9.84290147e-07,0,0.000837042
0.00905,0.009999999581,0.007,0.3,-9.853105605e-07,0,0.00083791
0.0091,0.00999999958,0.007,0.3,-9.863320319e-07,0,0.000838779
0.00915,0.009999999579,0.007,0.3,-9.873545622e-07,0,0.000839648
0.0092,0.009999999578,0.007,0.3,-9.883781526e-07,0,0.000840519
0.00925,0.009999999577,0.007,0.3,-9.894028041e-07,0,0.00084139
0.0093,0.009999999576,0.007,0.3,-9.904285179e-07,0,0.000842263
0.00935,0.009999999575,0.007,0.3,-9.91455295e-07,0,0.000843136
0.0094,0.009999999575,0.007,0.3,-9.924831366e-07,0,0.00084401
0.00945,0.009999999574,0.007,0.3,-9.935120438e-07,0,0.000844885
0.0095,0.009999999573,0.007,0.3,-9.945420176e-07,0,0.000845761
0.00955,0.009999999572,0.007,0.3,-9.955730592e-07,0,0.000846637
0.0096,0.009999999571,0.007,0.3,-9.966051697e-07,0,0.000847515
0.00965,0.00999999957,0.007,0.3,-9.976383501e-07,0,0.000848394
0.0097,0.009999999569,0.007,0.3,-9.986726017e-07,0,0.000849273
0.00975,0.009999999568,0.007,0.3,-9.997079255e-07,0,0.000850154
0.0098,0.009999999567,0.007,0.3,-1.000744323e-06,0,0.000851035
0.00985,0.009999999567,0.007,0.3,-1.001781794e-06,0,0.000851917
0.0099,0.009999999566,0.007,0.3,-1.002820341e-06,0,0.000852801
0.00995,0.009999999565,0.007,0.3,-1.003859965e-06,0,0.000853685
0.01,0.009999999564,0.007,0.3,-1.004900666e-06,0,0.00085457
0.01005,0.009999999563,0.007,0.3,-1.005942447e-06,0,0.000855456
0.0101,0.009999999562,0.007,0.3,-1.006985307e-06,0,0.000856342
0.01015,0.009999999561,0.007,0.3,-1.008029249e-06,0,0.00085723
0.0102,0.00999999956,0.007,0.3,-1.009074273e-06,0,0.000858119
0.01025,0.009999999559,0.007,0.3,-1.01012038e-06,0,0.000859009
0.0103,0.009999999558,0.007,0.3,-1.011167571e-06,0,0.000859899
0.01035,0.009999999557,0.007,0.3,-1.012215849e-06,0,0.000860791
0.0104,0.009999999557,0.007,0.3,-1.013265213e-06,0,0.000861683
0.01045,0.009999999556,0.007,0.3,-1.014315665e-06,0,0.000862576
0.0105,0.009999999555,0.007,0.3,-1.015367206e-06,0,0.00086347
0.01055,0.009999999554,0.007,0.3,-1.016419837e-06,0,0.000864366
0.0106,0.009999999553,0.007,0.3,-1.017473559e-06,0,0.000865262
0.01065,0.009999999552,0.007,0.3,-1.018528374e-06,0,0.000866159
0.0107,0.009999999551,0.007,0.3,-1.019584282e-06,0,0.000867057
0.01075,0.00999999955,0.007,0.3,-1.020641285e-06,0,0.000867956
0.0108,0.009999999549,0.007,0.3,-1.021699383e-06,0,0.000868855
0.01085,0.009999999548,0.007,0.3,-1.022758579e-06,0,0.000869756
0.0109,0.009999999547,0.007,0.3,-1.023818873e-06,0,0.000870658
0.01095,0.009999999546,0.007,0.3,-1.024880266e-06,0,0.00087156
0.011,0.009999999545,0.007,0.3,-1.025942759e-06,0,0.000872464
0.01105,0.009999999544,0.007,0.3,-1.027006354e-06,0,0.000873368
0.0111,0.009999999543,0.007,0.3,-1.028071051e-06,0,0.000874274
0.01115,0.009999999543,0.007,0.3,-1.029136852e-06,0,0.00087518
0.0112,0.009999999542,0.007,0.3,-1.030203758e-06,0,0.000876088
0.01125,0.009999999541,0.007,0.3,-1.03127177e-06,0,0.000876996
0.0113,0.00999999954,0.007,0.3,-1.03234089e-06,0,0.000877905
0.01135,0.009999999539,0.007,0.3,-1.033411117e-06,0,0.000878815
0.0114,0.009999999538,0.007,0.3,-1.034482454e-06,0,0.000879726
0.01145,0.009999999537,0.007,0.3,-1.035554902e-06,0,0.000880638
0.0115,0.009999999536,0.007,0.3,-1.036628462e-06,0,0.000881551
0.01155,0.009999999535,0.007,0.3,-1.037703134e-06,0,0.000882465
0.0116,0.009999999534,0.007,0.3,-1.038778921e-06,0,0.00088338
0.01165,0.009999999533,0.007,0.3,-1.039855823e-06,0,0.000884296
0.0117,0.009999999532,0.007,0.3,-1.040933841e-06,0,0.000885212
0.01175,0.009999999531,0.007,0.3,-1.042012977e-06,0,0.00088613
0.0118,0.00999999953,0.007,0.3,-1.043093232e-06,0,0.000887049
0.01185,0.009999999529,0.007,0.3,-1.044174607e-06,0,0.000887968
0.0119,0.009999999528,0.007,0.3,-1.045257102e-06,0,0.000888889
0.01195,0.009999999527,0.007,0.3,-1.04634072e-06,0,0.00088981
0.012,0.009999999526,0.007,0.3,-1.047425461e-06,0,0.000890733
0.01205,0.009999999525,0.007,0.3,-1.048511327e-06,0,0.000891656
0.0121,0.009999999524,0.007,0.3,-1.049598319e-06,0,0.000892581
0.01215,0.009999999523,0.007,0.3,-1.050686437e-06,0,0.000893506
0.0122,0.009999999522,0.007,0.3,-1.051775684e-06,0,0.000894432
0.01225,0.009999999521,0.007,0.3,-1.052866059e-06,0,0.00089536
0.0123,0.00999999952,0.007,0.3,-1.053957565e-06,0,0.000896288
0.01235,0.009999999519,0.007,0.3,-1.055050203e-06,0,0.000897217
0.0124,0.009999999518,0.007,0.3,-1.056143973e-06,0,0.000898147
0.01245,0.009999999517,0.007,0.3,-1.057238878e-06,0,0.000899078
0.0125,0.009999999516,0.007,0.3,-1.058334917e-06,0,0.00090001
0.01255,0.009999999515,0.007,0.3,-1.059432093e-06,0,0.000900943
0.0126,0.009999999514,0.007,0.3,-1.060530406e-06,0,0.000901877
0.01265,0.009999999513,0.007,0.3,-1.061629857e-06,0,0.000902812
0.0127,0.009999999512,0.007,0.3,-1.062730449e-06,0,0.000903748
0.01275,0.009999999511,0.007,0.3,-1.063832181e-06,0,0.000904685
0.0128,0.00999999951,0.007,0.3,-1.064935056e-06,0,0.000905623
0.01285,0.009999999509,0.007,0.3,-1.066039074e-06,0,0.000906562
0.0129,0.009999999508,0.007,0.3,-1.067144237e-06,0,0.000907502
0.01295,0.009999999507,0.007,0.3,-1.068250545e-06,0,0.000908443
0.013,0.009999999506,0.007,0.3,-1.069358e-06,0,0.000909384
0.01305,0.009999999505,0.007,0.3,-1.070466603e-06,0,0.000910327
0.0131,0.009999999504,0.007,0.3,-1.071576356e-06,0,0.000911271
0.01315,0.009999999503,0.007,0.3,-1.072687259e-06,0,0.000912216
0.0132,0.009999999502,0.007,0.3,-1.073799313e-06,0,0.000913161
0.01325,0.009999999501,0.007,0.3,-1.074912521e-06,0,0.000914108
0.0133,0.0099999995,0.007,0.3,-1.076026883e-06,0,0.000915056
0.01335,0.009999999499,0.007,0.3,-1.0771424e-06,0,0.000916004
0.0134,0.009999999498,0.007,0.3,-1.078259073e-06,0,0.000916954
0.01345,0.009999999497,0.007,0.3,-1.079376904e-06,0,0.000917904
0.0135,0.009999999496,0.007,0.3,-1.080495894e-06,0,0.000918856
0.01355,0.009999999495,0.007,0.3,-1.081616044e-06,0,0.000919809
0.0136,0.009999999494,0.007,0.3,-1.082737355e-06,0,0.000920762
0.01365,0.009999999493,0.007,0.3,-1.083859828e-06,0,0.000921717
0.0137,0.009999999492,0.007,0.3,-1.084983466e-06,0,0.000922672
0.01375,0.00999999949,0.007,0.3,-1.086108268e-06,0,0.000923629
0.0138,0.009999999489,0.007,0.3,-1.087234236e-06,0,0.000924586
0.01385,0.009999999488,0.007,0.3,-1.088361372e-06,0,0.000925545
0.0139,0.009999999487,0.007,0.3,-1.089489676e-06,0,0.000926504
0.01395,0.009999999486,0.007,0.3,-1.090619149e-06,0,0.000927465
0.014,0.009999999485,0.007,0.3,-1.091749794e-06,0,0.000928426
0.01405,0.009999999484,0.007,0.3,-1.092881611e-06,0,0.000929389
0.0141,0.009999999483,0.007,0.3,-1.094014601e-06,0,0.000930352
0.01415,0.009999999482,0.007,0.3,-1.095148766e-06,0,0.000931317
0.0142,0.009999999481,0.007,0.3,-1.096284106e-06,0,0.000932282
0.01425,0.00999999948,0.007,0.3,-1.097420624e-06,0,0.000933249
0.0143,0.009999999479,0.007,0.3,-1.098558319e-06,0,0.000934216
0.01435,0.009999999478,0.007,0.3,-1.099697195e-06,0,0.000935185
0.0144,0.009999999477,0.007,0.3,-1.10083725e-06,0,0.000936154
0.01445,0.009999999475,0.007,0.3,-1.101978488e-06,0,0.000937125
0.0145,0.009999999474,0.007,0.3,-1.103120909e-06,0,0.000938096
0.01455,0.009999999473,0.007,0.3,-1.104264514e-06,0,0.000939069
0.0146,0.009999999472,0.007,0.3,-1.105409305e-06,0,0.000940042
0.01465,0.009999999471,0.007,0.3,-1.106555283e-06,0,0.000941017
0.0147,0.00999999947,0.007,0.3,-1.107702448e-06,0,0.000941993
0.01475,0.009999999469,0.007,0.3,-1.108850803e-06,0,0.000942969
0.0148,0.009999999468,0.007,0.3,-1.110000349e-06,0,0.000943947
0.01485,0.009999999467,0.007,0.3,-1.111151086e-06,0,0.000944925
0.0149,0.009999999466,0.007,0.3,-1.112303016e-06,0,0.000945905
0.01495,0.009999999464,0.007,0.3,-1.11345614e-06,0,0.000946886
0.015,0.009999999463,0.007,0.3,-1.11461046e-06,0,0.000947867
0.01505,0.009999999462,0.007,0.3,-1.115765976e-06,0,0.00094885
0.0151,0.009999999461,0.007,0.3,-1.116922691e-06,0,0.000949833
0.01515,0.00999999946,0.007,0.3,-1.118080604e-06,0,0.000950818
0.0152,0.009999999459,0.007,0.3,-1.119239718e-06,0,0.000951804
0.01525,0.009999999458,0.007,0.3,-1.120400034e-06,0,0.000952791
0.0153,0.009999999457,0.007,0.3,-1.121561552e-06,0,0.000953778
0.01535,0.009999999456,0.007,0.3,-1.122724275e-06,0,0.000954767
0.0154,0.009999999454,0.007,0.3,-1.123888203e-06,0,0.000955757
0.01545,0.009999999453,0.007,0.3,-1.125053337e-06,0,0.000956748
0.0155,0.009999999452,0.007,0.3,-1.12621968e-06,0,0.00095774
0.01555,0.009999999451,0.007,0.3,-1.127387232e-06,0,0.000958733
0.0156,0.00999999945,0.007,0.3,-1.128555994e-06,0,0.000959726
0.01565,0.009999999449,0.007,0.3,-1.129725968e-06,0,0.000960721
0.0157,0.009999999448,0.007,0.3,-1.130897154e-06,0,0.000961717
0.01575,0.009999999446,0.007,0.3,-1.132069555e-06,0,0.000962714
0.0158,0.009999999445,0.007,0.3,-1.133243171e-06,0,0.000963712
0.01585,0.009999999444,0.007,0.3,-1.134418004e-06,0,0.000964712
0.0159,0.009999999443,0.007,0.3,-1.135594055e-06,0,0.000965712
0.01595,0.009999999442,0.007,0.3,-1.136771325e-06,0,0.000966713
0.016,0.009999999441,0.007,0.3,-1.137949816e-06,0,0.000967715
0.01605,0.009999999439,0.007,0.3,-1.139129528e-06,0,0.000968718
0.0161,0.009999999438,0.007,0.3,-1.140310463e-06,0,0.000969722
0.01615,0.009999999437,0.007,0.3,-1.141492623e-06,0,0.000970728
0.0162,0.009999999436,0.007,0.3,-1.142676008e-06,0,0.000971734
0.01625,0.009999999435,0.007,0.3,-1.14386062e-06,0,0.000972742
0.0163,0.009999999434,0.007,0.3,-1.14504646e-06,0,0.00097375
0.01635,0.009999999432,0.007,0.3,-1.146233529e-06,0,0.000974759
0.0164,0.009999999431,0.007,0.3,-1.147421829e-06,0,0.00097577
0.01645,0.00999999943,0.007,0.3,-1.148611361e-06,0,0.000976782
0.0165,0.009999999429,0.007,0.3,-1.149802126e-06,0,0.000977794
0.01655,0.009999999428,0.007,0.3,-1.150994126e-06,0,0.000978808
0.0166,0.009999999427,0.007,0.3,-1.152187361e-06,0,0.000979823
0.01665,0.009999999425,0.007,0.3,-1.153381834e-06,0,0.000980838
0.0167,0.009999999424,0.007,0.3,-1.154577544e-06,0,0.000981855
0.01675,0.009999999423,0.007,0.3,-1.155774495e-06,0,0.000982873
0.0168,0.009999999422,0.007,0.3,-1.156972686e-06,0,0.000983892
0.01685,0.009999999421,0.007,0.3,-1.158172119e-06,0,0.000984912
0.0169,0.009999999419,0.007,0.3,-1.159372796e-06,0,0.000985933
0.01695,0.009999999418,0.007,0.3,-1.160574717e-06,0,0.000986955
0.017,0.009999999417,0.007,0.3,-1.161777885e-06,0,0.000987978
0.01705,0.009999999416,0.007,0.3,-1.1629823e-06,0,0.000989003
0.0171,0.009999999415,0.007,0.3,-1.164187963e-06,0,0.000990028
0.01715,0.009999999413,0.007,0.3,-1.165394876e-06,0,0.000991054
0.0172,0.009999999412,0.007,0.3,-1.166603041e-06,0,0.000992082
0.01725,0.009999999411,0.007,0.3,-1.167812458e-06,0,0.00099311
0.0173,0.00999999941,0.007,0.3,-1.169023129e-06,0,0.00099414
0.01735,0.009999999408,0.007,0.3,-1.170235055e-06,0,0.00099517
0.0174,0.009999999407,0.007,0.3,-1.171448237e-06,0,0.000996202
0.01745,0.009999999406,0.007,0.3,-1.172662677e-06,0,0.000997235
0.0175,0.009999999405,0.007,0.3,-1.173878376e-06,0,0.000998269
0.01755,0.009999999404,0.007,0.3,-1.175095336e-06,0,0.000999304
0.0176,0.009999999402,0.007,0.3,-1.176313557e-06,0,0.00100034
0.01765,0.009999999401,0.007,0.3,-1.177533041e-06,0,0.00100138
0.0177,0.0099999994,0.007,0.3,-1.178753789e-06,0,0.00100241
0.01775,0.009999999399,0.007,0.3,-1.179975803e-06,0,0.00100345
0.0178,0.009999999397,0.007,0.3,-1.181199083e-06,0,0.00100449
0.01785,0.009999999396,0.007,0.3,-1.182423632e-06,0,0.00100554
0.0179,0.009999999395,0.007,0.3,-1.18364945e-06,0,0.00100658
0.01795,0.009999999394,0.007,0.3,-1.184876539e-06,0,0.00100762
0.018,0.009999999392,0.007,0.3,-1.186104901e-06,0,0.00100867
0.01805,0.009999999391,0.007,0.3,-1.187334535e-06,0,0.00100971
0.0181,0.00999999939,0.007,0.3,-1.188565445e-06,0,0.00101076
0.01815,0.009999999389,0.007,0.3,-1.18979763e-06,0,0.00101181
0.0182,0.009999999387,0.007,0.3,-1.191031093e-06,0,0.00101286
