time,expSine1.y,expSine2.y,sinc.y
0.126252505,-0.390629107,-0.3610368266,-0.1851520631
0.128256513,-0.4084569301,-0.3323972755,-0.192496327
0.130260521,-0.4242881151,-0.3029889598,-0.1988636062
0.1322645291,-0.4380985994,-0.2729454204,-0.2042619049
0.1342685371,-0.4498729253,-0.2424001037,-0.2087017788
0.1362725451,-0.459604132,-0.2114858267,-0.2121962753
0.1382765531,-0.4672936147,-0.1803342552,-0.2147608671
0.1402805611,-0.4729509534,-0.1490753973,-0.2164133791
0.1422845691,-0.4765937116,-0.1178371131,-0.2171739088
0.1442885772,-0.4782472078,-0.08674464326,-0.2170647408
0.1462925852,-0.4779442593,-0.05592015684,-0.2161102545
0.1482965932,-0.4757249017,-0.02548232126,-0.2143368278
0.1503006012,-0.4716360846,0.004454105733,-0.211772734
0.1523046092,-0.4657313455,0.03377866008,-0.2084480352
0.1543086172,-0.4580704639,0.06238553049,-0.2043944703
0.1563126253,-0.4487190968,0.09017389176,-0.1996453393
0.1583166333,-0.4377483982,0.1170482114,-0.1942353839
0.1603206413,-0.4252346238,0.1429185288,-0.1882006651
0.1623246493,-0.4112587228,0.1677007067,-0.1815784372
0.1643286573,-0.3959059195,0.1913166539,-0.1744070199
0.1663326653,-0.3792652857,0.2136945194,-0.1667256685
0.1683366733,-0.3614293057,0.2347688578,-0.1585744421
0.1703406814,-0.342493437,0.2544807652,-0.1499940704
0.1723446894,-0.3225556673,0.2727779865,-0.1410258209
0.1743486974,-0.3017160699,0.2896149937,-0.1317113643
0.1763527054,-0.28007636,0.3049530353,-0.1220926411
0.1783567134,-0.2577394531,0.3187601579,-0.1122117282
0.1803607214,-0.2348090271,0.3310112001,-0.1021107069
0.1823647295,-0.21138909,0.3416877585,-0.09183153171
0.1843687375,-0.1875835552,0.3507781278,-0.08141590127
0.1863727455,-0.1634958256,0.358277215,-0.07090513165
0.1883767535,-0.1392283873,0.3641864288,-0.06034003181
0.1903807615,-0.114882416,0.368513545,-0.04976078222
0.1923847695,-0.09055739578,0.3712725483,-0.03920681683
0.1943887776,-0.0663507528,0.3724834537,-0.02871670855
0.1963927856,-0.04235750396,0.3721721059,-0.01832805893
0.1983967936,-0.01866992265,0.3703699595,-0.008077392008
0.2004008016,0.004622777972,0.3671138417,0.001999947151
0.2024048096,0.0274347431,0.3624456971,0.01186988897
0.2044088176,0.04968375498,0.3564123177,0.02149973071
0.2064128257,0.07129149148,0.3490650585,0.0308582224
0.2084168337,0.09218376378,0.3404595402,0.03991564704
0.2104208417,0.1122907328,0.3306553413,0.04864389497
0.2124248497,0.1315471039,0.3197156795,0.05701653215
0.2144288577,0.1498922991,0.3077070851,0.06500886215
0.2164328657,0.1672706075,0.2946990683,0.07259798186
0.2184368737,0.1836313124,0.28076378,0.07976283058
0.2204408818,0.1989287966,0.2659756693,0.08648423253
0.2224448898,0.2131226244,0.2504111383,0.0927449327
0.2244488978,0.2261776018,0.2341481966,0.09852962593
0.2264529058,0.2380638135,0.2172661148,0.1038249792
0.2284569138,0.2487566392,0.1998450814,0.1086196471
0.2304609218,0.2582367468,0.1819658616,0.1129042806
0.2324649299,0.2664900659,0.163709461,0.116671529
0.2344689379,0.2735077398,0.1451567953,0.1199160353
0.2364729459,0.2792860573,0.1263883664,0.1226344248
0.2384769539,0.2838263662,0.1074839467,0.1248252873
0.2404809619,0.2871349669,0.08852227307,0.1264891529
0.2424849699,0.2892229893,0.06958075039,0.1276284618
0.244488978,0.2901062517,0.05073516671,0.1282475272
0.246492986,0.2898051046,0.03205942052,0.1283524936
0.248496994,0.2883442588,0.01362526101,0.1279512882
0.250501002,0.2857525992,-0.004497957938,0.1270535674
0.25250501,0.2820629863,-0.02224350913,0.1256706583
0.254509018,0.2773120447,-0.03954750837,0.1238154943
0.2565130261,0.2715399414,-0.056349115,0.121502547
0.2585170341,0.2647901539,-0.07259071624,0.1187477533
0.2605210421,0.2571092293,-0.08821809487,0.1155684377
0.2625250501,0.2485465369,-0.1031805799,0.1119832317
0.2645290581,0.2391540128,-0.1174311802,0.1080119894
0.2665330661,0.2289859006,-0.1309267002,0.1036756994
0.2685370741,0.2180984875,-0.1436278386,0.09899639406
0.2705410822,0.2065498367,-0.155499269,0.09399705695
0.2725450902,0.1943995196,-0.1665097032,0.08870152684
0.2745490982,0.1817083452,-0.1766319371,0.0831344008
0.2765531062,0.1685380919,-0.1858428787,0.07732093538
0.2785571142,0.1549512392,-0.1941235598,0.0712869468
0.2805611222,0.1410107025,-0.2014591302,0.0650587103
0.2825651303,0.1267795719,-0.2078388358,0.05866285907
0.2845691383,0.1123208542,-0.2132559807,0.05212628313
0.2865731463,0.09769722182,-0.2177078735,0.0454760285
0.2885771543,0.08297076685,-0.2211957586,0.03873919693
0.2905811623,0.06820276313,-0.2237247334,0.0319428467
0.2925851703,0.05345343587,-0.225303651,0.02511389464
0.2945891784,0.03878174027,-0.2259450103,0.01827901986
0.2965931864,0.02424514955,-0.2256648334,0.01146456936
0.2985971944,0.009899453213,-0.2244825309,0.004696465984
0.3006012024,-0.004201433976,-0.2224207572,-0.001999881092
0.3026052104,-0.01800565163,-0.2195052545,-0.008599663035
0.3046092184,-0.03146356161,-0.2157646883,-0.01507875486
0.3066132265,-0.04452790354,-0.2112304738,-0.02141379555
0.3086172345,-0.05715393778,-0.2059365955,-0.02758226454
0.3106212425,-0.06929957532,-0.1999194187,-0.03356255431
0.3126252505,-0.08092549453,-0.1932174971,-0.03933403887
0.3146292585,-0.09199524438,-0.1858713731,-0.04487713797
0.3166332665,-0.1024753341,-0.1779233764,-0.0501733768
0.3186372745,-0.1123353092,-0.1694174173,-0.05520544106
0.3206412826,-0.1215478137,-0.1603987794,-0.05995722721
0.3226452906,-0.1300886386,-0.15091391,-0.06441388774
0.3246492986,-0.1379367569,-0.14101021,-0.06856187153
0.3266533066,-0.1450743452,-0.1307358248,-0.07238895887
0.3286573146,-0.1514867916,-0.1201394351,-0.07588429144
0.3306613226,-0.1571626906,-0.1092700513,-0.07903839689
0.3326653307,-0.1620938259,-0.09817680931,-0.0818432082
0.3346693387,-0.1662751397,-0.08690877065,-0.08429207763
0.3366733467,-0.1697046906,-0.07551472643,-0.0863797854
0.3386773547,-0.1723835993,-0.06404300657,-0.08810254301
0.3406813627,-0.1743159839,-0.05254129455,-0.08945799138
0.3426853707,-0.1755088832,-0.04105644839,-0.09044519365
0.3446893788,-0.1759721709,-0.02963432857,-0.09106462295
0.3466933868,-0.1757184596,-0.01831963341,-0.09131814508
0.3486973948,-0.1747629953,-0.007155742257,-0.09120899625
0.3507014028,-0.1731235445,0.003815432769,-0.09074175608
0.3527054108,-0.1708202722,0.01455358627,-0.0899223158
0.3547094188,-0.1678756133,0.02502014981,-0.08875784214
0.3567134269,-0.1643141376,0.03517841258,-0.0872567367
0.3587174349,-0.1601624083,0.0449936322,-0.0854285913
0.3607214429,-0.1554488357,0.05443313542,-0.08328413936
0.3627254509,-0.1502035265,0.06346640846,-0.08083520354
0.3647294589,-0.1444581287,0.07206517695,-0.07809463987
0.3667334669,-0.1382456737,0.08020347518,-0.07507627867
0.3687374749,-0.1316004166,0.08785770473,-0.07179486236
0.370741483,-0.1245576733,0.09500668247,-0.06826598063
0.372745491,-0.1171536581,0.1016316778,-0.06450600295
0.374749499,-0.1094253197,0.1077164393,-0.06053200901
0.376753507,-0.1014101783,0.1132472111,-0.0563617171
0.378757515,-0.09314616336,0.1182127384,-0.0520134108
0.380761523,-0.08467145271,0.1226042633,-0.04750586442
0.3827655311,-0.07602431427,0.1264155105,-0.04285826711
0.3847695391,-0.06724295019,0.1296426632,-0.03809014638
0.3867735471,-0.05836534461,0.1322843297,-0.03322129092
0.3887775551,-0.04942911512,0.1343415009,-0.02827167327
0.3907815631,-0.04047136876,0.1358174991,-0.02326137254
0.3927855711,-0.0315285629,0.1367179182,-0.01821049738
0.3947895792,-0.02263637146,0.1370505565,-0.01313910966
0.3967935872,-0.01382955699,0.1368253409,-0.008067148989
0.3987975952,-0.005141848937,0.1360542456,-0.00301435838
0.4008016032,0.003394171561,0.1347512027,0.00199978861
0.4028056112,0.01174717992,0.1329320075,0.006956159108
0.4048096192,0.01988720917,0.1306142182,0.01183603019
0.4068136273,0.02778574358,0.1278170499,0.01662115601
0.4088176353,0.03541580453,0.1245612647,0.02129383247
0.4108216433,0.04275202854,0.1208690575,0.02583695935
0.4128256513,0.04977073728,0.1167639383,0.03023409954
0.4148296593,0.0564499993,0.1122706113,0.03446953528
0.4168336673,0.06276968367,0.1074148522,0.03852832121
0.4188376754,0.06871150515,0.1022233831,0.04239633401
0.4208416834,0.07425906119,0.09672374608,0.04606031851
0.4228456914,0.07939786049,0.09094417642,0.04950793017
0.4248496994,0.08411534341,0.08491347514,0.05272777371
0.4268537074,0.08840089416,0.07866088193,0.05570943782
0.4288577154,0.09224584488,0.07221594888,0.05844352592
0.4308617234,0.09564347195,0.06560841536,0.06092168277
0.4328657315,0.09858898436,0.05886808474,0.06313661694
0.4348697395,0.1010795047,0.05202470322,0.0650821191
0.4368737475,0.1031140428,0.04510784128,0.06675307601
0.4388777555,0.1046934621,0.03814677831,0.06814548031
0.4408817635,0.1058204396,0.03117039054,0.06925643604
0.4428857715,0.1064994191,0.02420704292,0.07008415985
0.4448897796,0.106736558,0.01728448517,0.0706279781
0.4468937876,0.1065396689,0.01042975238,0.07088831972
0.4488977956,0.1059181551,0.003669070425,0.07086670495
0.4509018036,0.1048829414,-0.002972233439,0.0705657301
0.4529058116,0.1034463997,-0.009469814649,0.0699890483
0.4549098196,0.1016222707,-0.01580038974,0.06914134647
0.4569138277,0.09942558163,-0.02194180894,0.06802831851
0.4589178357,0.09687255986,-0.0278731228,0.06665663493
0.4609218437,0.09398054425,-0.03357464259,0.06503390902
0.4629258517,0.09076789308,-0.03902799454,0.06316865971
0.4649298597,0.08725389011,-0.04421616761,0.0610702713
0.4669338677,0.08345864861,-0.04912355487,0.05874895026
0.4689378758,0.07940301399,-0.05373598848,0.05621567921
0.4709418838,0.07510846547,-0.05804076805,0.05348216836
0.4729458918,0.07059701706,-0.06202668265,0.05056080458
0.4749498998,0.06589111845,-0.06568402634,0.04746459829
0.4769539078,0.06101355602,-0.06900460734,0.04420712838
0.4789579158,0.05598735457,-0.07198175099,0.04080248548
0.4809619238,0.0508356799,-0.0746102964,0.03726521363
0.4829659319,0.0455817429,-0.07688658728,0.03361025081
0.4849699399,0.04024870525,-0.07880845671,0.0298528683
0.4869739479,0.03485958726,-0.08037520636,0.02600860938
0.4889779559,0.02943717809,-0.08158758014,0.02209322736
0.4909819639,0.02400394862,-0.08244773259,0.01812262338
0.4929859719,0.01858196744,-0.08295919224,0.01411278408
0.49498998,0.01319282004,-0.08312682013,0.0100797194
0.496993988,0.007857531574,-0.08295676385,0.006039400902
0.498997996,0.002596493401,-0.08245640728,0.002007700512
0.501002004,-0.002570606344,-0.08163431635,-0.00199966971
0.503006012,-0.007624847999,-0.08050018112,-0.005967216827
0.50501002,-0.01254814122,-0.07906475455,-0.009879724972
0.5070140281,-0.01732328131,-0.07733978812,-0.01372231179
0.5090180361,-0.02193400082,-0.07533796473,-0.01748048319
0.5110220441,-0.02636501641,-0.07307282929,-0.02114018618
0.5130260521,-0.03060207078,-0.07055871704,-0.02468785968
0.5150300601,-0.03463196967,-0.06781068026,-0.02811048299
0.5170340681,-0.03844261385,-0.06484441351,-0.03139562188
0.5190380762,-0.04202302603,-0.06167617771,-0.03453147209
0.5210420842,-0.04536337277,-0.05832272355,-0.03750690011
0.5230460922,-0.04845498136,-0.05480121436,-0.04031148105
0.5250501002,-0.05129035164,-0.05112914892,-0.04293553357
0.5270541082,-0.0538631629,-0.04732428438,-0.04537015164
0.5290581162,-0.05616827595,-0.04340455974,-0.0476072332
0.5310621242,-0.05820173031,-0.03938802008,-0.04963950541
0.5330661323,-0.05996073674,-0.03529274186,-0.05146054666
0.5350701403,-0.06144366527,-0.03113675961,-0.05306480503
0.5370741483,-0.06265002871,-0.02693799422,-0.05444761341
0.5390781563,-0.06358046198,-0.02271418307,-0.05560520102
0.5410821643,-0.06423669725,-0.0184828124,-0.05653470148
0.5430861723,-0.0646215352,-0.01426105189,-0.05723415727
0.5450901804,-0.06473881262,-0.01006569193,-0.05770252077
0.5470941884,-0.06459336635,-0.005913083575,-0.05793965171
0.5490981964,-0.06419099401,-0.001819081505,-0.05794631121
0.5511022044,-0.06353841162,0.00220100989,-0.0577241524
0.5531062124,-0.06264320836,0.006132487158,-0.0572757076
0.5551102204,-0.06151379872,0.009961295004,-0.05660437234
0.5571142285,-0.0601593723,0.01367406996,-0.05571438606
0.5591182365,-0.05858984142,0.01725818042,-0.05461080978
0.5611222445,-0.05681578697,0.02070176291,-0.05329950067
0.5631262525,-0.05484840254,0.02399375458,-0.05178708388
0.5651302605,-0.05269943726,0.02712392182,-0.05008092143
0.5671342685,-0.05038113752,0.03008288494,-0.04818907865
0.5691382766,-0.04790618784,0.03286213901,-0.04612028801
0.5711422846,-0.04528765117,0.03545407065,-0.04388391069
0.5731462926,-0.04253890881,0.03785197102,-0.041489896
0.5751503006,-0.03967360031,0.04005004482,-0.03894873877
0.5771543086,-0.03670556343,0.04204341548,-0.03627143495
0.5791583166,-0.03364877463,0.04382812657,-0.0334694356
0.5811623246,-0.03051729,0.04540113944,-0.03055459934
0.5831663327,-0.02732518723,0.04676032724,-0.02753914368
0.5851703407,-0.02408650852,0.04790446536,-0.02443559521
0.5871743487,-0.0208152048,0.04883321849,-0.02125673892
0.5891783567,-0.01752508141,0.04954712432,-0.01801556689
0.5911823647,-0.01422974552,0.05004757401,-0.01472522652
0.5931863727,-0.01094255527,0.05033678974,-0.01139896848
0.5951903808,-0.007676570993,0.0504177992,-0.00805009461
0.5971943888,-0.004444508624,0.0502944075,-0.004691905976
0.5991983968,-0.001258695347,0.0499711664,-0.001337651244
0.6012024048,0.001868972252,0.04945334118,0.001999524392
0.6032064128,0.004927067505,0.04874687536,0.005306629568
0.6052104208,0.007904670289,0.04785835327,0.008570876171
0.6072144289,0.01079140091,0.04679496088,0.01177972768
0.6092184369,0.01357745113,0.045564445,0.0149209462
0.6112224449,0.01625361225,0.0441750709,0.01798263808
0.6132264529,0.01881130033,0.04263557888,0.02095329787
0.6152304609,0.02124257822,0.04095513961,0.0238218505
0.6172344689,0.02354017473,0.03914330874,0.02657769162
0.619238477,0.02569750063,0.03720998085,0.02921072569
0.621242485,0.02770866164,0.03516534285,0.03171140207
0.623246493,0.02956846832,0.0330198273,0.0340707486
0.625250501,0.03127244301,0.03078406551,0.03628040284
0.627254509,0.03281682365,0.02846884085,0.03833264073
0.629258517,0.03419856479,0.02608504236,0.0402204026
0.6312625251,0.03541533555,0.02364361887,0.04193731643
0.6332665331,0.03646551488,0.02115553376,0.04347771834
0.6352705411,0.03734818394,0.01863172055,0.04483667021
0.6372745491,0.03806311591,0.01608303958,0.04600997434
0.6392785571,0.03861076315,0.0135202357,0.04699418522
0.6412825651,0.0389922419,0.01095389742,0.04778661826
0.6432865731,0.03920931465,0.008394417353,0.04838535555
0.6452905812,0.03926437018,0.005851954342,0.04878924863
0.6472945892,0.03916040157,0.003336397228,0.04899791821
0.6492985972,0.03890098213,0.0008573304248,0.04901175097
0.6513026052,0.03849023957,-0.001575998587,0.04883189338
0.6533066132,0.03793282835,-0.003954709774,0.04846024263
0.6553106212,0.03723390052,-0.006270318972,0.0478994347
0.6573146293,0.03639907512,-0.008514764163,0.04715282962
0.6593186373,0.03543440635,-0.01068042953,0.04622449403
0.6613226453,0.03434635052,-0.01276016722,0.04511918112
0.6633266533,0.03314173218,-0.01474731683,0.043842308
0.6653306613,0.03182770927,-0.01663572252,0.04239993062
0.6673346693,0.03041173782,-0.01841974775,0.0407987164
0.6693386774,0.02890153596,-0.02009428767,0.03904591463
0.6713426854,0.02730504772,-0.02165477909,0.03714932476
0.6733466934,0.02563040656,-0.02309720809,0.03511726279
0.6753507014,0.02388589895,-0.02441811526,0.03295852578
0.6773547094,0.02207992797,-0.02561459862,0.03068235481
0.6793587174,0.02022097717,-0.02668431424,0.02829839632
0.6813627255,0.01831757491,-0.0276254746,0.02581666214
0.6833667335,0.01637825912,-0.02843684471,0.02324748837
0.6853707415,0.01441154281,-0.02911773613,0.02060149316
0.6873747495,0.01242588027,-0.02966799891,0.01788953371
0.6893787575,0.01042963427,-0.03008801152,0.01512266255
0.6913827655,0.00843104423,-0.03037866877,0.0123120833
0.6933867735,0.006438195526,-0.03054136807,0.009469106126
0.6953907816,0.004458990015,-0.03057799376,0.006605102994
0.6973947896,0.002501117902,-0.03049089989,0.003731462984
0.6993987976,0.0005720310041,-0.03028289146,0.0008595477471
0.7014028056,-0.00132108249,-0.02995720414,-0.001999352662
0.7034068136,-0.003171321705,-0.02951748277,-0.004834063432
0.7054108216,-0.004972095136,-0.02896775851,-0.007633567951
0.7074148297,-0.006717141022,-0.02831242505,-0.01038704991
0.7094188377,-0.008400545989,-0.02755621364,-0.01308393438
0.7114228457,-0.01001676192,-0.02670416747,-0.01571392777
0.7134268537,-0.01156062105,-0.0257616151,-0.01826705639
0.7154308617,-0.01302734915,-0.02473414343,-0.02073370366
0.7174348697,-0.01441257698,-0.02362757009,-0.02310464561
0.7194388778,-0.0157123498,-0.02244791542,-0.0253710848
0.7214428858,-0.01692313505,-0.0212013743,-0.02752468224
0.7234468938,-0.0180418282,-0.01989428771,-0.02955758749
0.7254509018,-0.01906575673,-0.01853311437,-0.0314624666
0.7274549098,-0.01999268232,-0.0171244024,-0.03323252796
0.7294589178,-0.02082080121,-0.0156747612,-0.03486154585
0.7314629259,-0.02154874288,-0.01419083369,-0.03634388166
0.7334669339,-0.02217556692,-0.01267926887,-0.03767450277
0.7354709419,-0.02270075833,-0.01114669502,-0.03884899892
0.7374749499,-0.02312422109,-0.009599693371,-0.03986359608
0.7394789579,-0.02344627028,-0.008044772649,-0.04071516774
0.7414829659,-0.02366762264,-0.006488344276,-0.04140124371
0.7434869739,-0.02378938572,-0.004936698537,-0.04192001623
0.745490982,-0.02381304567,-0.003395981678,-0.04227034347
0.74749499,-0.02374045374,-0.001872174036,-0.04245175052
0.749498998,-0.02357381162,-0.0003710692865,-0.04246442762
0.751503006,-0.0233156556,0.001101745166,-0.04230922597
0.753507014,-0.02296883975,0.002540906563,-0.04198765084
0.755511022,-0.02253651811,0.003941293911,-0.04150185231
0.7575150301,-0.02202212609,0.005298043776,-0.04085461343
0.7595190381,-0.02142936103,0.006606564743,-0.04004933602
0.7615230461,-0.02076216217,0.00786255048,-0.03909002417
0.7635270541,-0.02002468997,0.009061991408,-0.03798126542
0.7655310621,-0.019221305,0.01020118494,-0.03672820976
0.7675350701,-0.01835654645,0.01127674427,-0.03533654664
0.7695390782,-0.01743511029,0.01228560577,-0.03381247986
0.7715430862,-0.01646182731,0.01322503484,-0.03216270069
0.7735470942,-0.01544164098,0.01409263043,-0.03039435919
0.7755511022,-0.01437958536,0.01488632806,-0.02851503386
0.7775551102,-0.01328076303,0.01560440144,-0.02653269982
0.7795591182,-0.01215032322,0.01624546273,-0.02445569557
0.7815631263,-0.01099344018,0.01680846137,-0.02229268855
0.7835671343,-0.009815291849,0.01729268164,-0.02005263949
0.7855711423,-0.00862103897,0.01769773889,-0.01774476594
0.7875751503,-0.007415804672,0.01802357451,-0.01537850485
0.7895791583,-0.006204654608,0.01827044971,-0.01296347455
0.7915831663,-0.004992577722,0.01843893812,-0.01050943618
0.7935871743,-0.003784467699,0.01852991726,-0.008026254815
0.7955911824,-0.002585105177,0.01854455904,-0.005523860283
0.7975951904,-0.001399140756,0.01848431913,-0.003012208004
0.7995991984,-0.0002310788772,0.01835092554,-0.0005012398876
0.8016032064,0.0009147373998,0.01814636622,0.001999154522
0.8036072144,0.002034140661,0.01787287594,0.004479176498
0.8056112224,0.003123152418,0.01753292239,0.006929156043
0.8076152305,0.00417799536,0.01712919161,0.00933958912
0.8096192385,0.005195104556,0.01666457291,0.01170117404
0.8116232465,0.006171137581,0.01614214315,0.01400484689
0.8136272545,0.007102983545,0.01556515069,0.01624181587
0.8156312625,0.007987771013,0.01493699892,0.01840359439
0.8176352705,0.008822874803,0.01426122945,0.02048203281
0.8196392786,0.009605921657,0.01354150518,0.02246934872
0.8216432866,0.01033479479,0.01278159312,0.02435815564
0.8236472946,0.01100763733,0.01198534719,0.02614149006
0.8256513026,0.01162285459,0.01115669099,0.02781283664
0.8276553106,0.01217911533,0.01029960064,0.02936615157
0.8296593186,0.01267535186,0.00941808774,0.03079588402
0.8316633267,0.01311075909,0.008516182523,0.0320969955
0.8336673347,0.01348479259,0.007597917292,0.03326497713
0.8356713427,0.01379716559,0.006667310147,0.03429586482
0.8376753507,0.01404784503,0.005728349112,0.03518625218
0.8396793587,0.01423704664,0.004784976684,0.03593330122
0.8416833667,0.01436522916,0.003841074887,0.03653475079
0.8436873747,0.01443308766,0.002900450847,0.03698892272
0.8456913828,0.01444154606,0.001966822974,0.03729472563
0.8476953908,0.01439174888,0.001043807762,0.03745165645
0.8496993988,0.01428505224,0.0001349072626,0.03745979965
0.8517034068,0.01412301423,-0.0007565027276,0.03731982413
0.8537074148,0.0139073846,-0.001627183741,0.03703297788
0.8557114228,0.01364009397,-0.002474044941,0.03660108041
0.8577154309,0.01332324244,-0.003294152626,0.03602651292
0.8597194389,0.01295908779,-0.004084738907,0.03531220638
0.8617234469,0.01255003327,-0.00484320956,0.03446162752
0.8637274549,0.01209861505,-0.005567151004,0.0334787627
0.8657314629,0.01160748937,-0.006254336435,0.03236809996
0.8677354709,0.0110794195,-0.006902731071,0.03113460906
0.869739479,0.01051726247,-0.007510496527,0.02978371982
0.871743487,0.009923955728,-0.008075994317,0.02832129869
0.873747495,0.009302503752,-0.008597788473,0.02675362379
0.875751503,0.008655964602,-0.009074647306,0.02508735839
0.877755511,0.007987436578,-0.009505544306,0.02332952303
0.879759519,0.007300044951,-0.009889658203,0.02148746635
0.8817635271,0.006596928859,-0.01022637219,0.01956883484
0.8837675351,0.005881228407,-0.01051527236,0.01758154144
0.8857715431,0.005156072016,-0.01075614533,0.01553373332
0.8877755511,0.004424564069,-0.01094897514,0.01343375891
0.8897795591,0.003689772906,-0.01109393938,0.01129013418
0.8917835671,0.002954719196,-0.01119140464,0.009111508547
0.8937875752,0.00222236473,-0.01124192131,0.006906630299
0.8957915832,0.001495601678,-0.01124621768,0.004684311865
0.8977955912,0.000777242341,-0.01120519351,0.002453394943
0.8997995992,7.00094159e-05,-0.01111991299,0.0002227156779
0.9018036072,-0.0006234731714,-0.01099159723,-0.001998929978
0.9038076152,-0.001300688863,-0.01082161618,-0.004202820606
0.9058116232,-0.001959236463,-0.01061148022,-0.006380343211
0.9078156313,-0.0025968375,-0.01036283127,-0.008523026548
0.9098196393,-0.003211342967,-0.01007743359,-0.01062257374
0.9118236473,-0.003800739389,-0.009757164241,-0.01267089408
0.9138276553,-0.004363154232,-0.009404003302,-0.01466013386
0.9158316633,-0.004896860647,-0.009020023873,-0.01658270622
0.9178356713,-0.005400281514,-0.00860738188,-0.01843131968
0.9198396794,-0.005871992825,-0.008168305763,-0.02019900555
0.9218436874,-0.006310726368,-0.007705086072,-0.02187914386
0.9238476954,-0.006715371737,-0.007220065024,-0.02346548783
0.9258517034,-0.007084977672,-0.006715626056,-0.02495218677
0.9278557114,-0.007418752721,-0.00619418342,-0.0263338074
0.9298597194,-0.007716065259,-0.005658171862,-0.02760535331
0.9318637275,-0.007976442854,-0.005110036419,-0.02876228278
0.9338677355,-0.008199571009,-0.004552222384,-0.02980052459
0.9358717435,-0.008385291295,-0.003987165464,-0.03071649207
0.9378757515,-0.008533598891,-0.003417282173,-0.03150709507
0.9398797595,-0.008644639553,-0.002844960491,-0.03216975
0.9418837675,-0.008718706046,-0.002272550829,-0.03270238783
0.9438877756,-0.008756234044,-0.001702357317,-0.03310346003
0.9458917836,-0.008757797546,-0.001136629457,-0.03337194246
0.9478957916,-0.008724103821,-0.0005775541561,-0.03350733718
0.9498997996,-0.008655987919,-2.724817423e-05,-0.0335096722
0.9519038076,-0.008554406777,0.0005122489994,-0.03337949915
