time,Bessel.x[1]_ref,Bessel.x[1]_sim,Bessel.x[1]_relerr,Bessel.x[2]_ref,Bessel.x[2]_sim,Bessel.x[2]_relerr,Bessel.x[3]_ref,Bessel.x[3]_sim,Bessel.x[3]_relerr,Butterworth.x[1]_ref,Butterworth.x[1]_sim,Butterworth.x[1]_relerr,Butterworth.x[2]_ref,Butterworth.x[2]_sim,Butterworth.x[2]_relerr,Butterworth.x[3]_ref,Butterworth.x[3]_sim,Butterworth.x[3]_relerr,ChebyshevI.x[1]_ref,ChebyshevI.x[1]_sim,ChebyshevI.x[1]_relerr,ChebyshevI.x[2]_ref,ChebyshevI.x[2]_sim,ChebyshevI.x[2]_relerr,ChebyshevI.x[3]_ref,ChebyshevI.x[3]_sim,ChebyshevI.x[3]_relerr,CriticalDamping.x[1]_ref,CriticalDamping.x[1]_sim,CriticalDamping.x[1]_relerr,CriticalDamping.x[2]_ref,CriticalDamping.x[2]_sim,CriticalDamping.x[2]_relerr,CriticalDamping.x[3]_ref,CriticalDamping.x[3]_sim,CriticalDamping.x[3]_relerr
0.00216,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00234,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00252,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0027,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00288,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00306,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00324,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00342,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0036,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00378,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00396,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00414,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00432,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0045,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00468,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00486,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00504,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00522,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0054,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00558,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00576,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00594,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00612,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0063,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00648,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00666,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00684,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00702,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0072,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00738,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00756,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00774,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00792,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0081,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00828,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00846,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00864,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00882,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.009,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00918,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00936,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00954,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.00972,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0099,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01008,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01026,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01044,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01062,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0108,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01098,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01116,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01134,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01152,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0117,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01188,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01206,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01224,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01242,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0126,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01278,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01296,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01314,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01332,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0135,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01368,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01386,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01404,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.01422,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
0.0144,0.1,0,0.0909092,0.1048180164,0,0.0852976,0.1,0,0.0902903,0.1,0,0.0909126,0.05773502692,0,0.0651846,0.1,0,0.0846405,0.1,0,0.0912851,0.03065073069,0,0.0480413,0.1,0,0.0840833,0.1,0,0.0909091,0.1,0,0.0909091,0.1,0,0.0909091
